ticker,name,snapshot_date,history_start_date,history_end_date,available_history_months,available_history_years,has_5y_coverage,resistance_5y,distance_to_resistance_5y,range_position_5y,resistance_touch_count_5y,high_5y,low_5y,distance_to_high_5y,years_since_5y_high,drawdown_from_5y_high,prior_expansion_ratio_5y,base_duration_months_5y,months_since_5y_low,range_width_5y,calculation_version,official_stage,manual_stage_fit
008830,대동기어,2026-08-14,2021-08-17,2026-08-14,60,4.99,True,18803.0,1.6861428571428572,0.24150118886960992,3,18803.0,3242.0,1.6861428571428572,0.46,0.6277189810136681,5.799814929056138,44,55,4.799814929056138,v0.4_research_candidate,transition,TOO_LATE
036000,예림당,2026-08-14,2021-08-17,2026-08-14,60,4.99,True,4900.0,0.7073170731707317,0.3994082840236686,2,4900.0,1520.0,0.7073170731707317,1.04,0.4142857142857143,3.223684210526316,43,46,2.223684210526316,v0.4_research_candidate,transition,TOO_LATE
038390,레드캡투어,2026-08-14,2021-08-17,2026-08-14,60,4.99,True,14600.0,0.49437052200614123,0.36026490066225164,3,14600.0,7050.0,0.49437052200614123,1.46,0.3308219178082192,2.0709219858156027,36,27,1.070921985815603,v0.4_research_candidate,transition,TOO_LATE
