date,strategy,equity,position_state,exposure_flag
2015-08-24,V2,1.0,FLAT,0
2015-08-25,V2,1.0,FLAT,0
2015-08-26,V2,1.0,FLAT,0
2015-08-27,V2,1.0,FLAT,0
2015-08-28,V2,1.0,FLAT,0
2015-08-31,V2,1.0,FLAT,0
2015-09-01,V2,1.0,FLAT,0
2015-09-02,V2,1.0,FLAT,0
2015-09-03,V2,1.0,FLAT,0
2015-09-04,V2,1.0,FLAT,0
2015-09-07,V2,1.0,FLAT,0
2015-09-08,V2,1.0,FLAT,0
2015-09-09,V2,1.0,FLAT,0
2015-09-10,V2,1.0,FLAT,0
2015-09-11,V2,1.0,FLAT,0
2015-09-14,V2,1.0,FLAT,0
2015-09-15,V2,1.0,FLAT,0
2015-09-16,V2,1.0,FLAT,0
2015-09-17,V2,1.0,FLAT,0
2015-09-18,V2,1.0,FLAT,0
2015-09-21,V2,1.0,FLAT,0
2015-09-22,V2,1.0,FLAT,0
2015-09-23,V2,1.0,FLAT,0
2015-09-24,V2,1.0,FLAT,0
2015-09-25,V2,1.0,FLAT,0
2015-09-30,V2,1.0,FLAT,0
2015-10-01,V2,1.0,FLAT,0
2015-10-02,V2,1.0,FLAT,0
2015-10-05,V2,1.0,FLAT,0
2015-10-06,V2,1.0,FLAT,0
2015-10-07,V2,1.0,FLAT,0
2015-10-08,V2,1.0,FLAT,0
2015-10-12,V2,1.0,FLAT,0
2015-10-13,V2,1.0,FLAT,0
2015-10-14,V2,1.0,FLAT,0
2015-10-15,V2,1.0,FLAT,0
2015-10-16,V2,1.0,FLAT,0
2015-10-19,V2,1.0,FLAT,0
2015-10-20,V2,1.0,FLAT,0
2015-10-21,V2,1.0,FLAT,0
2015-10-22,V2,1.0,FLAT,0
2015-10-23,V2,1.0,FLAT,0
2015-10-26,V2,1.0,FLAT,0
2015-10-27,V2,1.0,FLAT,0
2015-10-28,V2,1.0,FLAT,0
2015-10-29,V2,1.0,FLAT,0
2015-10-30,V2,1.0,FLAT,0
2015-11-02,V2,1.0,FLAT,0
2015-11-03,V2,1.0,FLAT,0
2015-11-04,V2,1.0,FLAT,0
2015-11-05,V2,1.0,FLAT,0
2015-11-06,V2,1.0,FLAT,0
2015-11-09,V2,1.0,FLAT,0
2015-11-10,V2,1.0,FLAT,0
2015-11-11,V2,1.0,FLAT,0
2015-11-12,V2,1.0,FLAT,0
