run,path,category,bytes,sha256,git_tracked,in_origin_main,modified_vs_head,over_size_limit
REALISTIC_P2-2,artifacts/backtests/p2_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/skipped_entries.csv,portfolio_trades,157366,bddca546dd641f4cbbe5edbcc761b8521a56e91a1efb7701988afb245431075c,False,False,False,False
REALISTIC_P2-2,artifacts/backtests/p2_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/summary.csv,summary,5097,faabc1fbeeba862586da221a32ec715cb8b6f6e3b446621b820d85e14b00f706,False,False,False,False
REALISTIC_P2-2,artifacts/backtests/p2_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/summary.json,summary,23682,b01cff6b5bff5af77e78495c1254712e51e13061baf8661c9d5c7a0a22bef912,False,False,False,False
REALISTIC_P2-2,artifacts/backtests/p2_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/survivor_universe_audit.csv,exclusion_identity_audit,382701,2f187eaef9c81e1082ae94afd39a3ce9147e8cf80947d6aa51f09b4e3efa402c,False,False,False,False
REALISTIC_P2-2,artifacts/backtests/p2_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/valuation_carry_audit.csv,valuation_audit,30954,f316f7ed34470d3183e3906c2ac1bd44a2861b5d1bc46544691624f7d9ebf31e,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/candidate_daily_equity.csv,daily_equity,227364,6e67c58795eab778da45d12a9f8b689660ab242cdd5eeaa8aa0c41b1cbfc7606,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/candidate_portfolio_events.csv,portfolio_trades,254994,a3348f3a1e3a280bfd2728cd1cef6d36b57d210d0f8383fc5138996c8a1743ef,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/candidate_portfolio_trades.csv,portfolio_trades,253208,f2a8c6bae0ffd6fb13be71e0d210f844e4eff9a246a3b05e187302d077964218,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/candidate_strategy_trades.csv,candidate_ledger,241300,4d3a79b2f001a8737601f564540cf7bffcad289b5c6998af914f4589a491d42f,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/comparison_report.md,final_report,3472,11854b6ecb49922aa85c7e579918a47a6ca7a273313d9921d9accca9583d5694,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/control_daily_equity.csv,daily_equity,202265,f270cc557ece17b826b81b3654ced490964d424de149be02866e543cd715a084,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/control_portfolio_events.csv,portfolio_trades,240880,33f621e802003f4271ae5e2920da9d41e54bcd45656a43c4ecf6ef848b297b93,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/control_portfolio_trades.csv,portfolio_trades,239087,affc09bea10ff56720c558b9a4beff642d9af38877ff332a2aba8696cf192707,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/control_strategy_trades.csv,control_ledger,212251,c7547f34dcff8eb498552625dadbc4a1428f32fb258dec0caba835ca20bf0c94,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/execution_contract.json,manifest,34427,5caf0f137d8aa708ffd8682b49ff40e7e896b504e2d5a39ad53c860ed711c99e,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/final_report.md,final_report,3472,11854b6ecb49922aa85c7e579918a47a6ca7a273313d9921d9accca9583d5694,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/hidden_position_cap_audit.json,preflight_validation,393,e45395335be534235e2142c4e1993ddb5d0a5721edec2ef909ac1094b6d88bf1,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/matching_audit.json,preflight_validation,429,7e2ab2fdca45a03b2057a7a7838bb12ea1418c521dd42fe504c02949af20caca,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/p3_2_soft_events.csv,lifecycle_soft_event,10396,72f7f01bbf3916b1c82e610e40e7bd9ddef8bb97dddce5e176fa666dcfafe025,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/paired_identity_audit.csv,paired_identity_audit,72168,19572086abab811c2e2ea96b347ee5ba72a3e4b69e24ccb012b944e5aaa01568,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/pit_mcap_audit.csv,pit_mcap_audit,2286747,a522a2de535778cd19a0562d5e6e3029ee5c3e4189fc7fb82231d91c8ebaf038,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/preflight_pit_partition_coverage.json,pit_mcap_audit,421,d8ba330c2f2c9276645fe5baedcf33067830fb6a408357b24c138533588fe754,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/preflight_summary.json,summary,18196,a9ed5be72fd7164894da2231e91c6a6c3f2c3378463e57ac2e893dad23fece4b,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/run_manifest.json,manifest,4620,16fbd016c79387c84fbaf443ee4fc192e4435104114b34e85903d563acf66854,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/sample_benchmark.json,preflight_validation,18196,a9ed5be72fd7164894da2231e91c6a6c3f2c3378463e57ac2e893dad23fece4b,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/skipped_entries.csv,portfolio_trades,116973,974dc3402fed0f3250459722f653c23a7f79686e8780c902b25f478eba8f5b89,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/summary.csv,summary,5403,e3637dbf4bc64e4a4f57d127c8c0ffc4660dd13305a881c3a6922579f4e05d80,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/summary.json,summary,59312,437dd8bf44c57a92ee746145eac85c853f568958b0fdb26999c455a4412a93d9,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/survivor_universe_audit.csv,exclusion_identity_audit,378247,313bca3d5dbc28672cb505c18b61af40a9b4b827c11af56b30f45160cdba1506,False,False,False,False
REALISTIC_P3-2,artifacts/backtests/p3_2_neg40_weak_protect_v01/run_20260926_realistic_mcap1t_worker10_v01/valuation_carry_audit.csv,valuation_audit,19118,f1a5b7aa94f22b13371258ea4be1af0803722079aead9399e43b45323b670e7b,False,False,False,False
