ticker,issuer_name,prior_claimed_event,authoritative_event_anchor,official_evidence_found,authority_source_tier,authority_record_id,normalized_event_type,adjudication,adjudication_reason
005930,삼성전자,STOCK_SPLIT,2018-05-04,True,TIER_A1_OPENDART,20180223000294,STOCK_SPLIT,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED
035420,NAVER,STOCK_SPLIT,2018-10-12,True,TIER_A1_OPENDART,20180823000235,STOCK_SPLIT,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED
035720,카카오,STOCK_SPLIT,2021-04-15,True,TIER_A1_OPENDART,20210312001048,STOCK_SPLIT,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED
003670,포스코퓨처엠,RIGHTS_OFFERING,2021-01-13,True,TIER_A1_OPENDART,20210121800246,RIGHTS_OFFERING,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED
028260,삼성물산,MERGER,2015-09-01,True,TIER_A1_OPENDART,20150902000259,MERGER,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED
000100,유한양행,BONUS_ISSUE,2020-12-29,True,TIER_A1_OPENDART,20201211000171,BONUS_ISSUE,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED
004020,현대제철,MERGER,2015-07-01,True,TIER_A1_OPENDART,20150701000257,MERGER,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED
010130,고려아연,RIGHTS_OFFERING,2022-08-30,True,TIER_A1_OPENDART,20220819800347,RIGHTS_OFFERING,CONFIRMED,LIVE_OFFICIAL_DISCLOSURE_AUTHENTICATED
