control_id,ticker,issuer_name,search_source,search_request_id,search_start_date,search_end_date,candidate_record_count,selected_record_id,selected_report_name,selected_receipt_date,legacy_expected_record_id,legacy_id_match,selection_algorithm,selection_rank,selection_reason
CORP_005930_STOCK_SPLIT,005930,삼성전자,OPENDART_OFFICIAL_API,REQ_DISC_OPENDART_005930_STOCK_SPLIT,20180101,20180531,100,20180223000490,[기재정정]주주총회소집공고,20180223,DART_RCP_20180131000186,False,OPENDART_KEYWORD_MATCH_V01_FIX03_CORRECTION,1,OpenDART official discovery match '[기재정정]주주총회소집공고'
CORP_035420_STOCK_SPLIT,035420,NAVER,OPENDART_OFFICIAL_API,REQ_DISC_OPENDART_035420_STOCK_SPLIT,20180701,20181031,47,20180823000235,주주총회소집공고,20180823,DART_RCP_20180726000282,False,OPENDART_KEYWORD_MATCH_V01_FIX03_CORRECTION,1,OpenDART official discovery match '주주총회소집공고'
CORP_035720_STOCK_SPLIT,035720,카카오,OPENDART_OFFICIAL_API,REQ_DISC_OPENDART_035720_STOCK_SPLIT,20210201,20210430,54,20210312001048,[기재정정]주주총회소집공고,20210312,DART_RCP_20210225000572,False,OPENDART_KEYWORD_MATCH_V01_FIX03_CORRECTION,1,OpenDART official discovery match '[기재정정]주주총회소집공고'
CORP_003670_RIGHTS_OFFERING,003670,포스코퓨처엠,OPENDART_OFFICIAL_API,REQ_DISC_OPENDART_003670_RIGHTS_OFFERING,20201101,20210228,85,20210121800246,유상증자또는주식관련사채등의발행결과(자율공시),20210121,DART_RCP_20201106000375,False,OPENDART_KEYWORD_MATCH_V01_FIX03_CORRECTION,1,OpenDART official discovery match '유상증자또는주식관련사채등의발행결과(자율공시)'
CORP_028260_MERGER,028260,삼성물산,OPENDART_OFFICIAL_API,REQ_DISC_OPENDART_028260_MERGER,20150501,20150930,100,20150902000259,증권발행실적보고서(합병등),20150902,DART_RCP_20150526000552,False,OPENDART_KEYWORD_MATCH_V01_FIX03_CORRECTION,1,OpenDART official discovery match '증권발행실적보고서(합병등)'
CORP_000100_BONUS_ISSUE,000100,유한양행,OPENDART_OFFICIAL_API,REQ_DISC_OPENDART_000100_BONUS_ISSUE,20201101,20210131,14,20201211000171,주요사항보고서(무상증자결정),20201211,DART_RCP_20191210000412,False,OPENDART_KEYWORD_MATCH_V01_FIX03_CORRECTION,1,OpenDART official discovery match '주요사항보고서(무상증자결정)'
CORP_004020_MERGER,004020,현대제철,OPENDART_OFFICIAL_API,REQ_DISC_OPENDART_004020_MERGER,20150401,20150731,82,20150701000257,증권발행실적보고서(합병등),20150701,DART_RCP_20150408000450,False,OPENDART_KEYWORD_MATCH_V01_FIX03_CORRECTION,1,OpenDART official discovery match '증권발행실적보고서(합병등)'
CORP_010130_RIGHTS_OFFERING,010130,고려아연,OPENDART_OFFICIAL_API,REQ_DISC_OPENDART_010130_RIGHTS_OFFERING,20220801,20220831,10,20220819800347,유상증자또는주식관련사채등의발행결과(자율공시),20220819,DART_RCP_20220818000620,False,OPENDART_KEYWORD_MATCH_V01_FIX03_CORRECTION,1,OpenDART official discovery match '유상증자또는주식관련사채등의발행결과(자율공시)'
