control_id,ticker,official_event_type,anchor_type,anchor_date,price_window_start,price_window_end,candidate_row_count,pykrx_row_count,overlap_row_count,pre_overlap_rows,post_overlap_rows,candidate_only_date_count,candidate_only_dates,pykrx_only_date_count,pykrx_only_dates,open_mismatch_count,high_mismatch_count,low_mismatch_count,close_mismatch_count,volume_mismatch_count,candidate_error,pykrx_error,parity_status
CORP_005930_STOCK_SPLIT,005930,STOCK_SPLIT,EFFECTIVE_DATE,2018-05-04,2018-04-10,2018-05-30,34,34,34,17,17,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_035420_STOCK_SPLIT,035420,STOCK_SPLIT,EFFECTIVE_DATE,2018-10-12,2018-09-15,2018-11-05,31,31,31,14,17,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_035720_STOCK_SPLIT,035720,STOCK_SPLIT,EFFECTIVE_DATE,2021-04-15,2021-03-15,2021-05-15,44,44,44,23,21,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_003670_RIGHTS_OFFERING,003670,RIGHTS_OFFERING,EX_DATE,2021-01-13,2020-12-15,2021-02-05,36,36,36,18,18,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_028260_MERGER,028260,MERGER,MERGER_EFFECTIVE_DATE,2015-09-01,2015-08-01,2015-09-30,40,40,40,20,20,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_000100_BONUS_ISSUE,000100,BONUS_ISSUE,EX_DATE,2020-12-29,2020-12-01,2021-01-30,41,41,41,19,22,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_004020_MERGER,004020,MERGER,MERGER_EFFECTIVE_DATE,2015-07-01,2015-06-01,2015-07-30,44,44,44,22,22,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_010130_RIGHTS_OFFERING,010130,RIGHTS_OFFERING,EFFECTIVE_DATE,2022-08-30,2022-08-01,2022-09-30,42,42,42,20,22,0,[],0,[],0,0,0,0,0,,,MATCH
