date,strategy_id,valuation_basis_date,cash,pending_sale_proceeds,invested_market_value,equity,drawdown,exposure,cash_ratio,open_positions,valuation_is_execution_support_only
2022-02-23,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-02-23,185294858.3115628,0.0,14128098.0,199422956.3115628,-0.003739458614083313,0.07084489299179461,0.9291551070082054,3,False
2022-02-24,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-02-24,185294858.3115628,0.0,13969515.0,199264373.3115628,-0.004531694314309109,0.07010543213441248,0.9298945678655876,3,False
2022-02-25,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-02-25,185294858.3115628,0.0,13983265.0,199278123.3115628,-0.004463003213257322,0.07016959397062247,0.9298304060293775,3,False
2022-02-28,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-02-28,185294858.3115628,0.0,14313848.0,199608706.3115628,-0.0028115042853282812,0.07170953744701884,0.9282904625529812,3,False
2022-03-02,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-03-02,185294858.3115628,0.0,14420448.0,199715306.3115628,-0.0022789609128098798,0.07220502156957165,0.9277949784304284,3,False
2022-03-03,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-03-03,185294858.3115628,0.0,14420448.0,199715306.3115628,-0.0022789609128098798,0.07220502156957165,0.9277949784304284,3,False
2022-03-04,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-03-04,185294858.3115628,0.0,14544348.0,199839206.3115628,-0.0016599916458772679,0.07278025302664773,0.9272197469733523,3,False
2022-03-07,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-03-07,180410246.7297128,0.0,19130098.0,199540344.7297128,-0.003153019363649867,0.09587082765599436,0.9041291723440057,4,False
2022-03-08,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-03-08,180410246.7297128,0.0,18809765.0,199220011.7297128,-0.004753312198067516,0.09441704594174866,0.9055829540582514,4,False
2022-03-10,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-03-10,180410246.7297128,0.0,18993515.0,199403761.7297128,-0.0038353493021927587,0.09525153806147986,0.9047484619385201,4,False
2022-03-11,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-03-11,180410246.7297128,0.0,19019015.0,199429261.7297128,-0.0037079585329693465,0.09536722362125845,0.9046327763787415,4,False
2022-03-14,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2022-03-14,180410246.7297128,0.0,18928015.0,199338261.7297128,-0.004162568729021543,0.09495424930345242,0.9050457506965476,4,False
