pair_id,control_trade_id,control_ticker,control_isu_cd,control_market,control_entry_signal_date,control_entry_execution_date,candidate_trade_id,candidate_ticker,candidate_isu_cd,candidate_market,candidate_entry_signal_date,candidate_entry_execution_date,identity_and_entry_match
009970|KR7009970005|KOSPI|2010-01-04|2026-09-01|009970_02,009970_02,9970,KR7009970005,KOSPI,2025-03-14,2025-03-17,009970_02,9970,KR7009970005,KOSPI,2025-03-14,2025-03-17,True
010060|KR7010060002|KOSPI|2010-01-04|2026-09-01|010060_01,010060_01,10060,KR7010060002,KOSPI,2022-07-01,2022-07-04,010060_01,10060,KR7010060002,KOSPI,2022-07-01,2022-07-04,True
010060|KR7010060002|KOSPI|2010-01-04|2026-09-01|010060_02,010060_02,10060,KR7010060002,KOSPI,2023-04-21,2023-04-24,010060_02,10060,KR7010060002,KOSPI,2023-04-21,2023-04-24,True
010120|KR7010120004|KOSPI|2010-01-04|2026-09-01|010120_01,010120_01,10120,KR7010120004,KOSPI,2023-04-14,2023-04-17,010120_01,10120,KR7010120004,KOSPI,2023-04-14,2023-04-17,True
010130|KR7010130003|KOSPI|2010-01-04|2026-09-01|010130_01,010130_01,10130,KR7010130003,KOSPI,2024-09-27,2024-09-30,010130_01,10130,KR7010130003,KOSPI,2024-09-27,2024-09-30,True
010140|KR7010140002|KOSPI|2010-01-04|2026-09-01|010140_01,010140_01,10140,KR7010140002,KOSPI,2023-06-09,2023-06-12,010140_01,10140,KR7010140002,KOSPI,2023-06-09,2023-06-12,True
010140|KR7010140002|KOSPI|2010-01-04|2026-09-01|010140_02,010140_02,10140,KR7010140002,KOSPI,2024-03-15,2024-03-18,010140_02,10140,KR7010140002,KOSPI,2024-03-15,2024-03-18,True
010780|KR7010780005|KOSPI|2010-01-04|2026-09-01|010780_01,010780_01,10780,KR7010780005,KOSPI,2022-04-01,2022-04-04,010780_01,10780,KR7010780005,KOSPI,2022-04-01,2022-04-04,True
010950|KR7010950004|KOSPI|2010-01-04|2026-09-01|010950_01,010950_01,10950,KR7010950004,KOSPI,2024-04-05,2024-04-08,010950_01,10950,KR7010950004,KOSPI,2024-04-05,2024-04-08,True
010950|KR7010950004|KOSPI|2010-01-04|2026-09-01|010950_02,010950_02,10950,KR7010950004,KOSPI,2025-10-31,2025-11-03,010950_02,10950,KR7010950004,KOSPI,2025-10-31,2025-11-03,True
011070|KR7011070000|KOSPI|2010-01-04|2026-09-01|011070_01,011070_01,11070,KR7011070000,KOSPI,2025-10-31,2025-11-03,011070_01,11070,KR7011070000,KOSPI,2025-10-31,2025-11-03,True
011200|KR7011200003|KOSPI|2010-01-04|2026-09-01|011200_01,011200_01,11200,KR7011200003,KOSPI,2025-05-30,2025-06-02,011200_01,11200,KR7011200003,KOSPI,2025-05-30,2025-06-02,True
011210|KR7011210002|KOSPI|2011-02-21|2026-09-01|011210_01,011210_01,11210,KR7011210002,KOSPI,2022-09-02,2022-09-05,011210_01,11210,KR7011210002,KOSPI,2022-09-02,2022-09-05,True
011210|KR7011210002|KOSPI|2011-02-21|2026-09-01|011210_02,011210_02,11210,KR7011210002,KOSPI,2025-09-05,2025-09-08,011210_02,11210,KR7011210002,KOSPI,2025-09-05,2025-09-08,True
011780|KR7011780004|KOSPI|2010-01-04|2026-09-01|011780_01,011780_01,11780,KR7011780004,KOSPI,2024-02-23,2024-02-26,011780_01,11780,KR7011780004,KOSPI,2024-02-23,2024-02-26,True
011780|KR7011780004|KOSPI|2010-01-04|2026-09-01|011780_02,011780_02,11780,KR7011780004,KOSPI,2024-07-12,2024-07-15,011780_02,11780,KR7011780004,KOSPI,2024-07-12,2024-07-15,True
011780|KR7011780004|KOSPI|2010-01-04|2026-09-01|011780_03,011780_03,11780,KR7011780004,KOSPI,2024-09-27,2024-09-30,011780_03,11780,KR7011780004,KOSPI,2024-09-27,2024-09-30,True
011780|KR7011780004|KOSPI|2010-01-04|2026-09-01|011780_04,011780_04,11780,KR7011780004,KOSPI,2026-01-16,2026-01-19,011780_04,11780,KR7011780004,KOSPI,2026-01-16,2026-01-19,True
011790|KR7011790003|KOSPI|2010-01-04|2026-09-01|011790_01,011790_01,11790,KR7011790003,KOSPI,2024-05-31,2024-06-03,011790_01,11790,KR7011790003,KOSPI,2024-05-31,2024-06-03,True
011790|KR7011790003|KOSPI|2010-01-04|2026-09-01|011790_02,011790_02,11790,KR7011790003,KOSPI,2025-01-24,2025-01-31,011790_02,11790,KR7011790003,KOSPI,2025-01-24,2025-01-31,True
011790|KR7011790003|KOSPI|2010-01-04|2026-09-01|011790_03,011790_03,11790,KR7011790003,KOSPI,2025-10-31,2025-11-03,011790_03,11790,KR7011790003,KOSPI,2025-10-31,2025-11-03,True
012330|KR7012330007|KOSPI|2010-01-04|2026-09-01|012330_01,012330_01,12330,KR7012330007,KOSPI,2024-03-29,2024-04-01,012330_01,12330,KR7012330007,KOSPI,2024-03-29,2024-04-01,True
012330|KR7012330007|KOSPI|2010-01-04|2026-09-01|012330_02,012330_02,12330,KR7012330007,KOSPI,2025-06-20,2025-06-23,012330_02,12330,KR7012330007,KOSPI,2025-06-20,2025-06-23,True
012750|KR7012750006|KOSPI|2010-01-04|2026-09-01|012750_01,012750_01,12750,KR7012750006,KOSPI,2024-11-29,2024-12-02,012750_01,12750,KR7012750006,KOSPI,2024-11-29,2024-12-02,True
014680|KR7014680003|KOSPI|2010-01-04|2026-09-01|014680_01,014680_01,14680,KR7014680003,KOSPI,2025-08-29,2025-09-01,014680_01,14680,KR7014680003,KOSPI,2025-08-29,2025-09-01,True
015760|KR7015760002|KOSPI|2010-01-04|2026-09-01|015760_01,015760_01,15760,KR7015760002,KOSPI,2024-02-02,2024-02-05,015760_01,15760,KR7015760002,KOSPI,2024-02-02,2024-02-05,True
016360|KR7016360000|KOSPI|2010-01-04|2026-09-01|016360_01,016360_01,16360,KR7016360000,KOSPI,2024-07-05,2024-07-08,016360_01,16360,KR7016360000,KOSPI,2024-07-05,2024-07-08,True
017670|KR7017670001|KOSPI|2010-01-04|2026-09-01|017670_01,017670_01,17670,KR7017670001,KOSPI,2023-10-06,2023-10-10,017670_01,17670,KR7017670001,KOSPI,2023-10-06,2023-10-10,True
017800|KR7017800004|KOSPI|2010-01-04|2026-09-01|017800_01,017800_01,17800,KR7017800004,KOSPI,2023-06-30,2023-07-03,017800_01,17800,KR7017800004,KOSPI,2023-06-30,2023-07-03,True
018260|KR7018260000|KOSPI|2014-11-14|2026-09-01|018260_01,018260_01,18260,KR7018260000,KOSPI,2023-09-01,2023-09-04,018260_01,18260,KR7018260000,KOSPI,2023-09-01,2023-09-04,True
018260|KR7018260000|KOSPI|2014-11-14|2026-09-01|018260_02,018260_02,18260,KR7018260000,KOSPI,2025-06-20,2025-06-23,018260_02,18260,KR7018260000,KOSPI,2025-06-20,2025-06-23,True
018670|KR7018670000|KOSPI|2010-01-04|2026-09-01|018670_01,018670_01,18670,KR7018670000,KOSPI,2023-06-02,2023-06-05,018670_01,18670,KR7018670000,KOSPI,2023-06-02,2023-06-05,True
020150|KR7020150009|KOSPI|2011-03-04|2026-09-01|020150_01,020150_01,20150,KR7020150009,KOSPI,2026-04-10,2026-04-13,020150_01,20150,KR7020150009,KOSPI,2026-04-10,2026-04-13,True
021240|KR7021240007|KOSPI|2010-01-04|2026-09-01|021240_01,021240_01,21240,KR7021240007,KOSPI,2024-02-02,2024-02-05,021240_01,21240,KR7021240007,KOSPI,2024-02-02,2024-02-05,True
021240|KR7021240007|KOSPI|2010-01-04|2026-09-01|021240_02,021240_02,21240,KR7021240007,KOSPI,2026-05-15,2026-05-18,021240_02,21240,KR7021240007,KOSPI,2026-05-15,2026-05-18,True
023530|KR7023530009|KOSPI|2010-01-04|2026-09-01|023530_01,023530_01,23530,KR7023530009,KOSPI,2025-05-16,2025-05-19,023530_01,23530,KR7023530009,KOSPI,2025-05-16,2025-05-19,True
023590|KR7023590003|KOSPI|2010-01-04|2026-09-01|023590_01,023590_01,23590,KR7023590003,KOSPI,2024-02-16,2024-02-19,023590_01,23590,KR7023590003,KOSPI,2024-02-16,2024-02-19,True
023590|KR7023590003|KOSPI|2010-01-04|2026-09-01|023590_02,023590_02,23590,KR7023590003,KOSPI,2025-05-09,2025-05-12,023590_02,23590,KR7023590003,KOSPI,2025-05-09,2025-05-12,True
024110|KR7024110009|KOSPI|2010-01-04|2026-09-01|024110_01,024110_01,24110,KR7024110009,KOSPI,2023-09-01,2023-09-04,024110_01,24110,KR7024110009,KOSPI,2023-09-01,2023-09-04,True
026960|KR7026960005|KOSPI|2016-07-15|2026-09-01|026960_01,026960_01,26960,KR7026960005,KOSPI,2024-11-08,2024-11-11,026960_01,26960,KR7026960005,KOSPI,2024-11-08,2024-11-11,True
028050|KR7028050003|KOSPI|2010-01-04|2026-09-01|028050_01,028050_01,28050,KR7028050003,KOSPI,2023-02-17,2023-02-20,028050_01,28050,KR7028050003,KOSPI,2023-02-17,2023-02-20,True
028050|KR7028050003|KOSPI|2010-01-04|2026-09-01|028050_02,028050_02,28050,KR7028050003,KOSPI,2025-07-04,2025-07-07,028050_02,28050,KR7028050003,KOSPI,2025-07-04,2025-07-07,True
028260|KR7028260008|KOSPI|2014-12-18|2026-09-01|028260_01,028260_01,28260,KR7028260008,KOSPI,2022-07-01,2022-07-04,028260_01,28260,KR7028260008,KOSPI,2022-07-01,2022-07-04,True
028260|KR7028260008|KOSPI|2014-12-18|2026-09-01|028260_02,028260_02,28260,KR7028260008,KOSPI,2023-12-01,2023-12-04,028260_02,28260,KR7028260008,KOSPI,2023-12-01,2023-12-04,True
028670|KR7028670008|KOSPI|2010-01-04|2026-09-01|028670_01,028670_01,28670,KR7028670008,KOSPI,2023-02-24,2023-02-27,028670_01,28670,KR7028670008,KOSPI,2023-02-24,2023-02-27,True
028670|KR7028670008|KOSPI|2010-01-04|2026-09-01|028670_02,028670_02,28670,KR7028670008,KOSPI,2026-01-30,2026-02-02,028670_02,28670,KR7028670008,KOSPI,2026-01-30,2026-02-02,True
029780|KR7029780004|KOSPI|2010-01-04|2026-09-01|029780_01,029780_01,29780,KR7029780004,KOSPI,2023-11-17,2023-11-20,029780_01,29780,KR7029780004,KOSPI,2023-11-17,2023-11-20,True
030000|KR7030000004|KOSPI|2010-01-04|2026-09-01|030000_01,030000_01,30000,KR7030000004,KOSPI,2022-04-22,2022-04-25,030000_01,30000,KR7030000004,KOSPI,2022-04-22,2022-04-25,True
030000|KR7030000004|KOSPI|2010-01-04|2026-09-01|030000_02,030000_02,30000,KR7030000004,KOSPI,2023-10-06,2023-10-10,030000_02,30000,KR7030000004,KOSPI,2023-10-06,2023-10-10,True
030000|KR7030000004|KOSPI|2010-01-04|2026-09-01|030000_03,030000_03,30000,KR7030000004,KOSPI,2025-06-27,2025-06-30,030000_03,30000,KR7030000004,KOSPI,2025-06-27,2025-06-30,True
030200|KR7030200000|KOSPI|2010-01-04|2026-09-01|030200_01,030200_01,30200,KR7030200000,KOSPI,2023-10-06,2023-10-10,030200_01,30200,KR7030200000,KOSPI,2023-10-06,2023-10-10,True
030200|KR7030200000|KOSPI|2010-01-04|2026-09-01|030200_02,030200_02,30200,KR7030200000,KOSPI,2026-02-27,2026-03-03,030200_02,30200,KR7030200000,KOSPI,2026-02-27,2026-03-03,True
031430|KR7031430002|KOSPI|2011-07-14|2026-09-01|031430_01,031430_01,31430,KR7031430002,KOSPI,2022-06-03,2022-06-07,031430_01,31430,KR7031430002,KOSPI,2022-06-03,2022-06-07,True
032350|KR7032350001|KOSPI|2010-01-04|2026-09-01|032350_01,032350_01,32350,KR7032350001,KOSPI,2023-01-06,2023-01-09,032350_01,32350,KR7032350001,KOSPI,2023-01-06,2023-01-09,True
032350|KR7032350001|KOSPI|2010-01-04|2026-09-01|032350_02,032350_02,32350,KR7032350001,KOSPI,2025-06-13,2025-06-16,032350_02,32350,KR7032350001,KOSPI,2025-06-13,2025-06-16,True
032640|KR7032640005|KOSPI|2010-01-04|2026-09-01|032640_01,032640_01,32640,KR7032640005,KOSPI,2024-12-06,2024-12-09,032640_01,32640,KR7032640005,KOSPI,2024-12-06,2024-12-09,True
032830|KR7032830002|KOSPI|2010-05-12|2026-09-01|032830_01,032830_01,32830,KR7032830002,KOSPI,2022-05-27,2022-05-30,032830_01,32830,KR7032830002,KOSPI,2022-05-27,2022-05-30,True
032830|KR7032830002|KOSPI|2010-05-12|2026-09-01|032830_02,032830_02,32830,KR7032830002,KOSPI,2022-12-09,2022-12-12,032830_02,32830,KR7032830002,KOSPI,2022-12-09,2022-12-12,True
032830|KR7032830002|KOSPI|2010-05-12|2026-09-01|032830_03,032830_03,32830,KR7032830002,KOSPI,2023-12-01,2023-12-04,032830_03,32830,KR7032830002,KOSPI,2023-12-01,2023-12-04,True
033780|KR7033780008|KOSPI|2010-01-04|2026-09-01|033780_01,033780_01,33780,KR7033780008,KOSPI,2022-09-23,2022-09-26,033780_01,33780,KR7033780008,KOSPI,2022-09-23,2022-09-26,True
034020|KR7034020008|KOSPI|2010-01-04|2026-09-01|034020_01,034020_01,34020,KR7034020008,KOSPI,2023-04-21,2023-04-24,034020_01,34020,KR7034020008,KOSPI,2023-04-21,2023-04-24,True
034020|KR7034020008|KOSPI|2010-01-04|2026-09-01|034020_02,034020_02,34020,KR7034020008,KOSPI,2024-06-21,2024-06-24,034020_02,34020,KR7034020008,KOSPI,2024-06-21,2024-06-24,True
034020|KR7034020008|KOSPI|2010-01-04|2026-09-01|034020_03,034020_03,34020,KR7034020008,KOSPI,2025-01-24,2025-01-31,034020_03,34020,KR7034020008,KOSPI,2025-01-24,2025-01-31,True
034220|KR7034220004|KOSPI|2010-01-04|2026-09-01|034220_01,034220_01,34220,KR7034220004,KOSPI,2025-08-29,2025-09-01,034220_01,34220,KR7034220004,KOSPI,2025-08-29,2025-09-01,True
034730|KR7034730002|KOSPI|2010-01-04|2026-09-01|034730_01,034730_01,34730,KR7034730002,KOSPI,2024-02-23,2024-02-26,034730_01,34730,KR7034730002,KOSPI,2024-02-23,2024-02-26,True
034730|KR7034730002|KOSPI|2010-01-04|2026-09-01|034730_02,034730_02,34730,KR7034730002,KOSPI,2025-06-13,2025-06-16,034730_02,34730,KR7034730002,KOSPI,2025-06-13,2025-06-16,True
035250|KR7035250000|KOSPI|2010-01-04|2026-09-01|035250_01,035250_01,35250,KR7035250000,KOSPI,2025-08-08,2025-08-11,035250_01,35250,KR7035250000,KOSPI,2025-08-08,2025-08-11,True
035420|KR7035420009|KOSPI|2010-01-04|2026-09-01|035420_01,035420_01,35420,KR7035420009,KOSPI,2025-02-07,2025-02-10,035420_01,35420,KR7035420009,KOSPI,2025-02-07,2025-02-10,True
035420|KR7035420009|KOSPI|2010-01-04|2026-09-01|035420_02,035420_02,35420,KR7035420009,KOSPI,2025-06-27,2025-06-30,035420_02,35420,KR7035420009,KOSPI,2025-06-27,2025-06-30,True
035720|KR7035720002|KOSPI|2017-07-10|2026-09-01|035720_01,035720_01,35720,KR7035720002,KOSPI,2025-09-12,2025-09-15,035720_01,35720,KR7035720002,KOSPI,2025-09-12,2025-09-15,True
035760|KR7035760008|KOSDAQ|2010-01-04|2026-09-01|035760_01,035760_01,35760,KR7035760008,KOSDAQ,2025-06-20,2025-06-23,035760_01,35760,KR7035760008,KOSDAQ,2025-06-20,2025-06-23,True
035760|KR7035760008|KOSDAQ|2010-01-04|2026-09-01|035760_02,035760_02,35760,KR7035760008,KOSDAQ,2025-08-22,2025-08-25,035760_02,35760,KR7035760008,KOSDAQ,2025-08-22,2025-08-25,True
036460|KR7036460004|KOSPI|2010-01-04|2026-09-01|036460_01,036460_01,36460,KR7036460004,KOSPI,2026-02-20,2026-02-23,036460_01,36460,KR7036460004,KOSPI,2026-02-20,2026-02-23,True
036540|KR7036540003|KOSDAQ|2010-01-04|2026-09-01|036540_01,036540_01,36540,KR7036540003,KOSDAQ,2024-01-26,2024-01-29,036540_01,36540,KR7036540003,KOSDAQ,2024-01-26,2024-01-29,True
036570|KR7036570000|KOSPI|2010-01-04|2026-09-01|036570_01,036570_01,36570,KR7036570000,KOSPI,2026-04-17,2026-04-20,036570_01,36570,KR7036570000,KOSPI,2026-04-17,2026-04-20,True
036930|KR7036930006|KOSDAQ|2010-01-04|2026-09-01|036930_01,036930_01,36930,KR7036930006,KOSDAQ,2025-03-21,2025-03-24,036930_01,36930,KR7036930006,KOSDAQ,2025-03-21,2025-03-24,True
039030|KR7039030002|KOSDAQ|2010-01-04|2026-09-01|039030_01,039030_01,39030,KR7039030002,KOSDAQ,2023-03-31,2023-04-03,039030_01,39030,KR7039030002,KOSDAQ,2023-03-31,2023-04-03,True
039130|KR7039130000|KOSPI|2011-11-01|2026-09-01|039130_01,039130_01,39130,KR7039130000,KOSPI,2023-02-03,2023-02-06,039130_01,39130,KR7039130000,KOSPI,2023-02-03,2023-02-06,True
039130|KR7039130000|KOSPI|2011-11-01|2026-09-01|039130_02,039130_02,39130,KR7039130000,KOSPI,2024-02-02,2024-02-05,039130_02,39130,KR7039130000,KOSPI,2024-02-02,2024-02-05,True
039200|KR7039200001|KOSDAQ|2010-01-04|2026-09-01|039200_01,039200_01,39200,KR7039200001,KOSDAQ,2023-08-11,2023-08-14,039200_01,39200,KR7039200001,KOSDAQ,2023-08-11,2023-08-14,True
039200|KR7039200001|KOSDAQ|2010-01-04|2026-09-01|039200_02,039200_02,39200,KR7039200001,KOSDAQ,2024-04-26,2024-04-29,039200_02,39200,KR7039200001,KOSDAQ,2024-04-26,2024-04-29,True
039490|KR7039490008|KOSPI|2010-01-04|2026-09-01|039490_01,039490_01,39490,KR7039490008,KOSPI,2024-02-16,2024-02-19,039490_01,39490,KR7039490008,KOSPI,2024-02-16,2024-02-19,True
041510|KR7041510009|KOSDAQ|2010-01-04|2026-09-01|041510_01,041510_01,41510,KR7041510009,KOSDAQ,2025-02-14,2025-02-17,041510_01,41510,KR7041510009,KOSDAQ,2025-02-14,2025-02-17,True
042660|KR7042660001|KOSPI|2010-01-04|2026-09-01|042660_01,042660_01,42660,KR7042660001,KOSPI,2023-04-21,2023-04-24,042660_01,42660,KR7042660001,KOSPI,2023-04-21,2023-04-24,True
042660|KR7042660001|KOSPI|2010-01-04|2026-09-01|042660_02,042660_02,42660,KR7042660001,KOSPI,2024-11-08,2024-11-11,042660_02,42660,KR7042660001,KOSPI,2024-11-08,2024-11-11,True
042660|KR7042660001|KOSPI|2010-01-04|2026-09-01|042660_03,042660_03,42660,KR7042660001,KOSPI,2025-01-03,2025-01-06,042660_03,42660,KR7042660001,KOSPI,2025-01-03,2025-01-06,True
047040|KR7047040001|KOSPI|2010-01-04|2026-09-01|047040_01,047040_01,47040,KR7047040001,KOSPI,2025-05-30,2025-06-02,047040_01,47040,KR7047040001,KOSPI,2025-05-30,2025-06-02,True
047040|KR7047040001|KOSPI|2010-01-04|2026-09-01|047040_02,047040_02,47040,KR7047040001,KOSPI,2026-01-23,2026-01-26,047040_02,47040,KR7047040001,KOSPI,2026-01-23,2026-01-26,True
047050|KR7047050000|KOSPI|2010-01-04|2026-09-01|047050_01,047050_01,47050,KR7047050000,KOSPI,2022-08-19,2022-08-22,047050_01,47050,KR7047050000,KOSPI,2022-08-19,2022-08-22,True
047050|KR7047050000|KOSPI|2010-01-04|2026-09-01|047050_02,047050_02,47050,KR7047050000,KOSPI,2023-04-14,2023-04-17,047050_02,47050,KR7047050000,KOSPI,2023-04-14,2023-04-17,True
047050|KR7047050000|KOSPI|2010-01-04|2026-09-01|047050_03,047050_03,47050,KR7047050000,KOSPI,2026-02-06,2026-02-09,047050_03,47050,KR7047050000,KOSPI,2026-02-06,2026-02-09,True
047810|KR7047810007|KOSPI|2011-06-30|2026-09-01|047810_01,047810_01,47810,KR7047810007,KOSPI,2022-01-21,2022-01-24,047810_01,47810,KR7047810007,KOSPI,2022-01-21,2022-01-24,True
047810|KR7047810007|KOSPI|2011-06-30|2026-09-01|047810_02,047810_02,47810,KR7047810007,KOSPI,2025-03-07,2025-03-10,047810_02,47810,KR7047810007,KOSPI,2025-03-07,2025-03-10,True
048410|KR7048410005|KOSDAQ|2010-01-04|2026-09-01|048410_01,048410_01,48410,KR7048410005,KOSDAQ,2022-09-02,2022-09-05,048410_01,48410,KR7048410005,KOSDAQ,2022-09-02,2022-09-05,True
051600|KR7051600005|KOSPI|2010-01-04|2026-09-01|051600_01,051600_01,51600,KR7051600005,KOSPI,2025-06-13,2025-06-16,051600_01,51600,KR7051600005,KOSPI,2025-06-13,2025-06-16,True
052690|KR7052690005|KOSPI|2010-01-04|2026-09-01|052690_01,052690_01,52690,KR7052690005,KOSPI,2023-03-10,2023-03-13,052690_01,52690,KR7052690005,KOSPI,2023-03-10,2023-03-13,True
053800|KR7053800009|KOSDAQ|2010-01-04|2026-09-01|053800_01,053800_01,53800,KR7053800009,KOSDAQ,2025-04-04,2025-04-07,053800_01,53800,KR7053800009,KOSDAQ,2025-04-04,2025-04-07,True
055550|KR7055550008|KOSPI|2010-01-04|2026-09-01|055550_01,055550_01,55550,KR7055550008,KOSPI,2023-01-06,2023-01-09,055550_01,55550,KR7055550008,KOSPI,2023-01-06,2023-01-09,True
055550|KR7055550008|KOSPI|2010-01-04|2026-09-01|055550_02,055550_02,55550,KR7055550008,KOSPI,2024-01-05,2024-01-08,055550_02,55550,KR7055550008,KOSPI,2024-01-05,2024-01-08,True
056190|KR7056190002|KOSDAQ|2010-01-04|2026-09-01|056190_01,056190_01,56190,KR7056190002,KOSDAQ,2022-03-25,2022-03-28,056190_01,56190,KR7056190002,KOSDAQ,2022-03-25,2022-03-28,True
058470|KR7058470006|KOSDAQ|2010-01-04|2026-09-01|058470_01,058470_01,58470,KR7058470006,KOSDAQ,2022-12-02,2022-12-05,058470_01,58470,KR7058470006,KOSDAQ,2022-12-02,2022-12-05,True
058470|KR7058470006|KOSDAQ|2010-01-04|2026-09-01|058470_02,058470_02,58470,KR7058470006,KOSDAQ,2024-01-05,2024-01-08,058470_02,58470,KR7058470006,KOSDAQ,2024-01-05,2024-01-08,True
058470|KR7058470006|KOSDAQ|2010-01-04|2026-09-01|058470_03,058470_03,58470,KR7058470006,KOSDAQ,2025-10-17,2025-10-20,058470_03,58470,KR7058470006,KOSDAQ,2025-10-17,2025-10-20,True
064350|KR7064350002|KOSPI|2013-10-30|2026-09-01|064350_01,064350_01,64350,KR7064350002,KOSPI,2022-07-22,2022-07-25,064350_01,64350,KR7064350002,KOSPI,2022-07-22,2022-07-25,True
064350|KR7064350002|KOSPI|2013-10-30|2026-09-01|064350_02,064350_02,64350,KR7064350002,KOSPI,2024-02-23,2024-02-26,064350_02,64350,KR7064350002,KOSPI,2024-02-23,2024-02-26,True
064760|KR7064760002|KOSDAQ|2010-01-04|2026-09-01|064760_01,064760_01,64760,KR7064760002,KOSDAQ,2024-04-12,2024-04-15,064760_01,64760,KR7064760002,KOSDAQ,2024-04-12,2024-04-15,True
064760|KR7064760002|KOSDAQ|2010-01-04|2026-09-01|064760_02,064760_02,64760,KR7064760002,KOSDAQ,2024-06-14,2024-06-17,064760_02,64760,KR7064760002,KOSDAQ,2024-06-14,2024-06-17,True
064760|KR7064760002|KOSDAQ|2010-01-04|2026-09-01|064760_03,064760_03,64760,KR7064760002,KOSDAQ,2025-06-20,2025-06-23,064760_03,64760,KR7064760002,KOSDAQ,2025-06-20,2025-06-23,True
066570|KR7066570003|KOSPI|2010-01-04|2026-09-01|066570_01,066570_01,66570,KR7066570003,KOSPI,2023-07-14,2023-07-17,066570_01,66570,KR7066570003,KOSPI,2023-07-14,2023-07-17,True
066570|KR7066570003|KOSPI|2010-01-04|2026-09-01|066570_02,066570_02,66570,KR7066570003,KOSPI,2025-11-07,2025-11-10,066570_02,66570,KR7066570003,KOSPI,2025-11-07,2025-11-10,True
067630|KR7067630004|KOSDAQ|2010-01-04|2026-09-01|067630_01,067630_01,67630,KR7067630004,KOSDAQ,2024-01-26,2024-01-29,067630_01,67630,KR7067630004,KOSDAQ,2024-01-26,2024-01-29,True
068270|KR7068270008|KOSPI|2018-02-09|2026-09-01|068270_01,068270_01,68270,KR7068270008,KOSPI,2023-12-22,2023-12-26,068270_01,68270,KR7068270008,KOSPI,2023-12-22,2023-12-26,True
068270|KR7068270008|KOSPI|2018-02-09|2026-09-01|068270_02,068270_02,68270,KR7068270008,KOSPI,2025-11-14,2025-11-17,068270_02,68270,KR7068270008,KOSPI,2025-11-14,2025-11-17,True
069260|KR7069260008|KOSPI|2010-01-04|2026-09-01|069260_01,069260_01,69260,KR7069260008,KOSPI,2022-05-20,2022-05-23,069260_01,69260,KR7069260008,KOSPI,2022-05-20,2022-05-23,True
069620|KR7069620003|KOSPI|2010-01-04|2026-09-01|069620_01,069620_01,69620,KR7069620003,KOSPI,2022-03-18,2022-03-21,069620_01,69620,KR7069620003,KOSPI,2022-03-18,2022-03-21,True
069620|KR7069620003|KOSPI|2010-01-04|2026-09-01|069620_02,069620_02,69620,KR7069620003,KOSPI,2024-10-04,2024-10-07,069620_02,69620,KR7069620003,KOSPI,2024-10-04,2024-10-07,True
069620|KR7069620003|KOSPI|2010-01-04|2026-09-01|069620_03,069620_03,69620,KR7069620003,KOSPI,2025-07-11,2025-07-14,069620_03,69620,KR7069620003,KOSPI,2025-07-11,2025-07-14,True
069960|KR7069960003|KOSPI|2010-01-04|2026-09-01|069960_01,069960_01,69960,KR7069960003,KOSPI,2022-06-03,2022-06-07,069960_01,69960,KR7069960003,KOSPI,2022-06-03,2022-06-07,True
069960|KR7069960003|KOSPI|2010-01-04|2026-09-01|069960_02,069960_02,69960,KR7069960003,KOSPI,2025-02-21,2025-02-24,069960_02,69960,KR7069960003,KOSPI,2025-02-21,2025-02-24,True
071050|KR7071050009|KOSPI|2010-01-04|2026-09-01|071050_01,071050_01,71050,KR7071050009,KOSPI,2024-02-02,2024-02-05,071050_01,71050,KR7071050009,KOSPI,2024-02-02,2024-02-05,True
073240|KR7073240004|KOSPI|2010-01-04|2026-09-01|073240_01,073240_01,73240,KR7073240004,KOSPI,2023-04-28,2023-05-02,073240_01,73240,KR7073240004,KOSPI,2023-04-28,2023-05-02,True
073240|KR7073240004|KOSPI|2010-01-04|2026-09-01|073240_02,073240_02,73240,KR7073240004,KOSPI,2025-11-28,2025-12-01,073240_02,73240,KR7073240004,KOSPI,2025-11-28,2025-12-01,True
074600|KR7074600008|KOSDAQ|2010-01-04|2026-09-01|074600_01,074600_01,74600,KR7074600008,KOSDAQ,2024-06-07,2024-06-10,074600_01,74600,KR7074600008,KOSDAQ,2024-06-07,2024-06-10,True
078600|KR7078600004|KOSDAQ|2010-01-04|2026-09-01|078600_01,078600_01,78600,KR7078600004,KOSDAQ,2024-05-31,2024-06-03,078600_01,78600,KR7078600004,KOSDAQ,2024-05-31,2024-06-03,True
078600|KR7078600004|KOSDAQ|2010-01-04|2026-09-01|078600_02,078600_02,78600,KR7078600004,KOSDAQ,2026-02-27,2026-03-03,078600_02,78600,KR7078600004,KOSDAQ,2026-02-27,2026-03-03,True
078600|KR7078600004|KOSDAQ|2010-01-04|2026-09-01|078600_03,078600_03,78600,KR7078600004,KOSDAQ,2026-04-17,2026-04-20,078600_03,78600,KR7078600004,KOSDAQ,2026-04-17,2026-04-20,True
078930|KR7078930005|KOSPI|2010-01-04|2026-09-01|078930_01,078930_01,78930,KR7078930005,KOSPI,2022-05-06,2022-05-09,078930_01,78930,KR7078930005,KOSPI,2022-05-06,2022-05-09,True
078930|KR7078930005|KOSPI|2010-01-04|2026-09-01|078930_02,078930_02,78930,KR7078930005,KOSPI,2023-11-24,2023-11-27,078930_02,78930,KR7078930005,KOSPI,2023-11-24,2023-11-27,True
