pair_id,control_trade_id,control_ticker,control_isu_cd,control_market,control_entry_signal_date,control_entry_execution_date,candidate_trade_id,candidate_ticker,candidate_isu_cd,candidate_market,candidate_entry_signal_date,candidate_entry_execution_date,identity_and_entry_match
078930|KR7078930005|KOSPI|2010-01-04|2026-09-01|078930_03,078930_03,78930,KR7078930005,KOSPI,2025-05-30,2025-06-02,078930_03,78930,KR7078930005,KOSPI,2025-05-30,2025-06-02,True
079550|KR7079550000|KOSPI|2015-10-02|2026-09-01|079550_01,079550_01,79550,KR7079550000,KOSPI,2023-11-10,2023-11-13,079550_01,79550,KR7079550000,KOSPI,2023-11-10,2023-11-13,True
081660|KR7081660003|KOSPI|2010-09-28|2026-09-01|081660_01,081660_01,81660,KR7081660003,KOSPI,2023-03-03,2023-03-06,081660_01,81660,KR7081660003,KOSPI,2023-03-03,2023-03-06,True
081660|KR7081660003|KOSPI|2010-09-28|2026-09-01|081660_02,081660_02,81660,KR7081660003,KOSPI,2024-03-08,2024-03-11,081660_02,81660,KR7081660003,KOSPI,2024-03-08,2024-03-11,True
081660|KR7081660003|KOSPI|2010-09-28|2026-09-01|081660_03,081660_03,81660,KR7081660003,KOSPI,2025-09-05,2025-09-08,081660_03,81660,KR7081660003,KOSPI,2025-09-05,2025-09-08,True
084370|KR7084370006|KOSDAQ|2010-01-04|2026-09-01|084370_01,084370_01,84370,KR7084370006,KOSDAQ,2023-09-15,2023-09-18,084370_01,84370,KR7084370006,KOSDAQ,2023-09-15,2023-09-18,True
084370|KR7084370006|KOSDAQ|2010-01-04|2026-09-01|084370_02,084370_02,84370,KR7084370006,KOSDAQ,2024-04-12,2024-04-15,084370_02,84370,KR7084370006,KOSDAQ,2024-04-12,2024-04-15,True
085620|KR7085620003|KOSPI|2015-07-08|2026-09-01|085620_01,085620_01,85620,KR7085620003,KOSPI,2025-06-13,2025-06-16,085620_01,85620,KR7085620003,KOSPI,2025-06-13,2025-06-16,True
085660|KR7085660009|KOSDAQ|2010-01-04|2026-09-01|085660_01,085660_01,85660,KR7085660009,KOSDAQ,2026-01-02,2026-01-05,085660_01,85660,KR7085660009,KOSDAQ,2026-01-02,2026-01-05,True
086280|KR7086280005|KOSPI|2010-01-04|2026-09-01|086280_01,086280_01,86280,KR7086280005,KOSPI,2022-04-15,2022-04-18,086280_01,86280,KR7086280005,KOSPI,2022-04-15,2022-04-18,True
086280|KR7086280005|KOSPI|2010-01-04|2026-09-01|086280_02,086280_02,86280,KR7086280005,KOSPI,2023-06-16,2023-06-19,086280_02,86280,KR7086280005,KOSPI,2023-06-16,2023-06-19,True
086450|KR7086450004|KOSDAQ|2010-01-04|2026-09-01|086450_01,086450_01,86450,KR7086450004,KOSDAQ,2026-03-27,2026-03-30,086450_01,86450,KR7086450004,KOSDAQ,2026-03-27,2026-03-30,True
086790|KR7086790003|KOSPI|2010-01-04|2026-09-01|086790_01,086790_01,86790,KR7086790003,KOSPI,2023-01-06,2023-01-09,086790_01,86790,KR7086790003,KOSPI,2023-01-06,2023-01-09,True
086790|KR7086790003|KOSPI|2010-01-04|2026-09-01|086790_02,086790_02,86790,KR7086790003,KOSPI,2023-10-06,2023-10-10,086790_02,86790,KR7086790003,KOSPI,2023-10-06,2023-10-10,True
086900|KR7086900008|KOSDAQ|2010-01-04|2026-09-01|086900_01,086900_01,86900,KR7086900008,KOSDAQ,2023-02-10,2023-02-13,086900_01,86900,KR7086900008,KOSDAQ,2023-02-10,2023-02-13,True
086900|KR7086900008|KOSDAQ|2010-01-04|2026-09-01|086900_02,086900_02,86900,KR7086900008,KOSDAQ,2024-08-30,2024-09-02,086900_02,86900,KR7086900008,KOSDAQ,2024-08-30,2024-09-02,True
088350|KR7088350004|KOSPI|2010-03-17|2026-09-01|088350_01,088350_01,88350,KR7088350004,KOSPI,2023-10-06,2023-10-10,088350_01,88350,KR7088350004,KOSPI,2023-10-06,2023-10-10,True
088350|KR7088350004|KOSPI|2010-03-17|2026-09-01|088350_02,088350_02,88350,KR7088350004,KOSPI,2024-02-16,2024-02-19,088350_02,88350,KR7088350004,KOSPI,2024-02-16,2024-02-19,True
088350|KR7088350004|KOSPI|2010-03-17|2026-09-01|088350_03,088350_03,88350,KR7088350004,KOSPI,2025-05-30,2025-06-02,088350_03,88350,KR7088350004,KOSPI,2025-05-30,2025-06-02,True
088980|KR7088980008|KOSPI|2010-01-04|2026-09-01|088980_01,088980_01,88980,KR7088980008,KOSPI,2022-01-28,2022-02-03,088980_01,88980,KR7088980008,KOSPI,2022-01-28,2022-02-03,True
088980|KR7088980008|KOSPI|2010-01-04|2026-09-01|088980_02,088980_02,88980,KR7088980008,KOSPI,2023-06-02,2023-06-07,088980_02,88980,KR7088980008,KOSPI,2023-06-02,2023-06-07,True
089030|KR7089030001|KOSDAQ|2011-11-10|2026-09-01|089030_01,089030_01,89030,KR7089030001,KOSDAQ,2025-09-12,2025-09-15,089030_01,89030,KR7089030001,KOSDAQ,2025-09-12,2025-09-15,True
089590|KR7089590004|KOSPI|2015-11-06|2026-09-01|089590_01,089590_01,89590,KR7089590004,KOSPI,2022-04-08,2022-04-11,089590_01,89590,KR7089590004,KOSPI,2022-04-08,2022-04-11,True
089860|KR7089860001|KOSPI|2021-08-19|2026-09-01|089860_01,089860_01,89860,KR7089860001,KOSPI,2024-08-02,2024-08-05,089860_01,89860,KR7089860001,KOSPI,2024-08-02,2024-08-05,True
090430|KR7090430000|KOSPI|2010-01-04|2026-09-01|090430_01,090430_01,90430,KR7090430000,KOSPI,2024-05-03,2024-05-07,090430_01,90430,KR7090430000,KOSPI,2024-05-03,2024-05-07,True
090430|KR7090430000|KOSPI|2010-01-04|2026-09-01|090430_02,090430_02,90430,KR7090430000,KOSPI,2025-05-30,2025-06-02,090430_02,90430,KR7090430000,KOSPI,2025-05-30,2025-06-02,True
095340|KR7095340006|KOSDAQ|2010-01-04|2026-09-01|095340_01,095340_01,95340,KR7095340006,KOSDAQ,2025-01-03,2025-01-06,095340_01,95340,KR7095340006,KOSDAQ,2025-01-03,2025-01-06,True
095340|KR7095340006|KOSDAQ|2010-01-04|2026-09-01|095340_02,095340_02,95340,KR7095340006,KOSDAQ,2025-02-14,2025-02-17,095340_02,95340,KR7095340006,KOSDAQ,2025-02-14,2025-02-17,True
095340|KR7095340006|KOSDAQ|2010-01-04|2026-09-01|095340_03,095340_03,95340,KR7095340006,KOSDAQ,2025-10-31,2025-11-03,095340_03,95340,KR7095340006,KOSDAQ,2025-10-31,2025-11-03,True
096530|KR7096530001|KOSDAQ|2010-09-10|2026-09-01|096530_01,096530_01,96530,KR7096530001,KOSDAQ,2025-05-16,2025-05-19,096530_01,96530,KR7096530001,KOSDAQ,2025-05-16,2025-05-19,True
096530|KR7096530001|KOSDAQ|2010-09-10|2026-09-01|096530_02,096530_02,96530,KR7096530001,KOSDAQ,2026-05-15,2026-05-18,096530_02,96530,KR7096530001,KOSDAQ,2026-05-15,2026-05-18,True
096530|KR7096530001|KOSDAQ|2010-09-10|2026-09-01|096530_03,096530_03,96530,KR7096530001,KOSDAQ,2026-08-28,2026-08-31,096530_03,96530,KR7096530001,KOSDAQ,2026-08-28,2026-08-31,True
097950|KR7097950000|KOSPI|2010-01-04|2026-09-01|097950_01,097950_01,97950,KR7097950000,KOSPI,2024-05-31,2024-06-03,097950_01,97950,KR7097950000,KOSPI,2024-05-31,2024-06-03,True
098460|KR7098460009|KOSDAQ|2010-01-04|2026-09-01|098460_01,098460_01,98460,KR7098460009,KOSDAQ,2025-02-14,2025-02-17,098460_01,98460,KR7098460009,KOSDAQ,2025-02-14,2025-02-17,True
101490|KR7101490001|KOSDAQ|2010-01-04|2026-09-01|101490_01,101490_01,101490,KR7101490001,KOSDAQ,2025-10-10,2025-10-13,101490_01,101490,KR7101490001,KOSDAQ,2025-10-10,2025-10-13,True
103140|KR7103140000|KOSPI|2010-01-04|2026-09-01|103140_01,103140_01,103140,KR7103140000,KOSPI,2023-01-27,2023-01-30,103140_01,103140,KR7103140000,KOSPI,2023-01-27,2023-01-30,True
105560|KR7105560007|KOSPI|2010-01-04|2026-09-01|105560_01,105560_01,105560,KR7105560007,KOSPI,2023-01-06,2023-01-09,105560_01,105560,KR7105560007,KOSPI,2023-01-06,2023-01-09,True
105560|KR7105560007|KOSPI|2010-01-04|2026-09-01|105560_02,105560_02,105560,KR7105560007,KOSPI,2023-09-08,2023-09-11,105560_02,105560,KR7105560007,KOSPI,2023-09-08,2023-09-11,True
111770|KR7111770004|KOSPI|2010-01-04|2026-09-01|111770_01,111770_01,111770,KR7111770004,KOSPI,2023-06-09,2023-06-12,111770_01,111770,KR7111770004,KOSPI,2023-06-09,2023-06-12,True
111770|KR7111770004|KOSPI|2010-01-04|2026-09-01|111770_02,111770_02,111770,KR7111770004,KOSPI,2025-02-28,2025-03-04,111770_02,111770,KR7111770004,KOSPI,2025-02-28,2025-03-04,True
112610|KR7112610001|KOSPI|2014-11-27|2026-09-01|112610_01,112610_01,112610,KR7112610001,KOSPI,2022-08-26,2022-08-29,112610_01,112610,KR7112610001,KOSPI,2022-08-26,2022-08-29,True
112610|KR7112610001|KOSPI|2014-11-27|2026-09-01|112610_02,112610_02,112610,KR7112610001,KOSPI,2024-08-30,2024-09-02,112610_02,112610,KR7112610001,KOSPI,2024-08-30,2024-09-02,True
112610|KR7112610001|KOSPI|2014-11-27|2026-09-01|112610_03,112610_03,112610,KR7112610001,KOSPI,2026-02-27,2026-03-03,112610_03,112610,KR7112610001,KOSPI,2026-02-27,2026-03-03,True
112610|KR7112610001|KOSPI|2014-11-27|2026-09-01|112610_04,112610_04,112610,KR7112610001,KOSPI,2026-03-13,2026-03-16,112610_04,112610,KR7112610001,KOSPI,2026-03-13,2026-03-16,True
114090|KR7114090004|KOSPI|2010-01-04|2026-09-01|114090_01,114090_01,114090,KR7114090004,KOSPI,2022-11-11,2022-11-14,114090_01,114090,KR7114090004,KOSPI,2022-11-11,2022-11-14,True
114090|KR7114090004|KOSPI|2010-01-04|2026-09-01|114090_02,114090_02,114090,KR7114090004,KOSPI,2025-07-04,2025-07-07,114090_02,114090,KR7114090004,KOSPI,2025-07-04,2025-07-07,True
120110|KR7120110002|KOSPI|2010-02-01|2026-09-01|120110_01,120110_01,120110,KR7120110002,KOSPI,2025-07-04,2025-07-07,120110_01,120110,KR7120110002,KOSPI,2025-07-04,2025-07-07,True
122870|KR7122870009|KOSDAQ|2011-11-23|2026-09-01|122870_01,122870_01,122870,KR7122870009,KOSDAQ,2023-04-14,2023-04-17,122870_01,122870,KR7122870009,KOSDAQ,2023-04-14,2023-04-17,True
128940|KR7128940004|KOSPI|2010-07-30|2026-09-01|128940_01,128940_01,128940,KR7128940004,KOSPI,2022-04-29,2022-05-02,128940_01,128940,KR7128940004,KOSPI,2022-04-29,2022-05-02,True
128940|KR7128940004|KOSPI|2010-07-30|2026-09-01|128940_02,128940_02,128940,KR7128940004,KOSPI,2023-04-21,2023-04-24,128940_02,128940,KR7128940004,KOSPI,2023-04-21,2023-04-24,True
128940|KR7128940004|KOSPI|2010-07-30|2026-09-01|128940_03,128940_03,128940,KR7128940004,KOSPI,2025-05-30,2025-06-02,128940_03,128940,KR7128940004,KOSPI,2025-05-30,2025-06-02,True
131970|KR7131970006|KOSDAQ|2013-10-22|2026-09-01|131970_01,131970_01,131970,KR7131970006,KOSDAQ,2026-01-02,2026-01-05,131970_01,131970,KR7131970006,KOSDAQ,2026-01-02,2026-01-05,True
137400|KR7137400008|KOSDAQ|2012-07-06|2026-09-01|137400_01,137400_01,137400,KR7137400008,KOSDAQ,2024-06-07,2024-06-10,137400_01,137400,KR7137400008,KOSDAQ,2024-06-07,2024-06-10,True
137400|KR7137400008|KOSDAQ|2012-07-06|2026-09-01|137400_02,137400_02,137400,KR7137400008,KOSDAQ,2026-02-20,2026-02-23,137400_02,137400,KR7137400008,KOSDAQ,2026-02-20,2026-02-23,True
137400|KR7137400008|KOSDAQ|2012-07-06|2026-09-01|137400_03,137400_03,137400,KR7137400008,KOSDAQ,2026-04-17,2026-04-20,137400_03,137400,KR7137400008,KOSDAQ,2026-04-17,2026-04-20,True
138040|KR7138040001|KOSPI|2011-05-13|2026-09-01|138040_01,138040_01,138040,KR7138040001,KOSPI,2023-08-18,2023-08-21,138040_01,138040,KR7138040001,KOSPI,2023-08-18,2023-08-21,True
138040|KR7138040001|KOSPI|2011-05-13|2026-09-01|138040_02,138040_02,138040,KR7138040001,KOSPI,2026-02-13,2026-02-19,138040_02,138040,KR7138040001,KOSPI,2026-02-13,2026-02-19,True
138930|KR7138930003|KOSPI|2011-03-30|2026-09-01|138930_01,138930_01,138930,KR7138930003,KOSPI,2024-02-16,2024-02-19,138930_01,138930,KR7138930003,KOSPI,2024-02-16,2024-02-19,True
139130|KR7139130009|KOSPI|2011-06-07|2026-09-01|139130_01,139130_01,139130,KR7139130009,KOSPI,2023-10-06,2023-10-10,139130_01,139130,KR7139130009,KOSPI,2023-10-06,2023-10-10,True
139480|KR7139480008|KOSPI|2011-06-10|2026-09-01|139480_01,139480_01,139480,KR7139480008,KOSPI,2025-05-02,2025-05-07,139480_01,139480,KR7139480008,KOSPI,2025-05-02,2025-05-07,True
140410|KR7140410002|KOSDAQ|2012-01-20|2026-09-01|140410_01,140410_01,140410,KR7140410002,KOSDAQ,2023-09-01,2023-09-04,140410_01,140410,KR7140410002,KOSDAQ,2023-09-01,2023-09-04,True
140410|KR7140410002|KOSDAQ|2012-01-20|2026-09-01|140410_02,140410_02,140410,KR7140410002,KOSDAQ,2025-04-25,2025-04-28,140410_02,140410,KR7140410002,KOSDAQ,2025-04-25,2025-04-28,True
140860|KR7140860008|KOSDAQ|2015-12-17|2026-09-01|140860_01,140860_01,140860,KR7140860008,KOSDAQ,2024-10-04,2024-10-07,140860_01,140860,KR7140860008,KOSDAQ,2024-10-04,2024-10-07,True
141080|KR7141080002|KOSDAQ|2013-05-10|2026-09-01|141080_01,141080_01,141080,KR7141080002,KOSDAQ,2023-12-01,2023-12-04,141080_01,141080,KR7141080002,KOSDAQ,2023-12-01,2023-12-04,True
145020|KR7145020004|KOSDAQ|2015-12-24|2026-09-01|145020_01,145020_01,145020,KR7145020004,KOSDAQ,2023-12-01,2023-12-04,145020_01,145020,KR7145020004,KOSDAQ,2023-12-01,2023-12-04,True
145720|KR7145720009|KOSPI|2017-03-15|2026-09-01|145720_01,145720_01,145720,KR7145720009,KOSPI,2022-09-16,2022-09-19,145720_01,145720,KR7145720009,KOSPI,2022-09-16,2022-09-19,True
161390|KR7161390000|KOSPI|2012-10-04|2026-09-01|161390_01,161390_01,161390,KR7161390000,KOSPI,2022-08-05,2022-08-08,161390_01,161390,KR7161390000,KOSPI,2022-08-05,2022-08-08,True
161390|KR7161390000|KOSPI|2012-10-04|2026-09-01|161390_02,161390_02,161390,KR7161390000,KOSPI,2023-11-24,2023-11-27,161390_02,161390,KR7161390000,KOSPI,2023-11-24,2023-11-27,True
161390|KR7161390000|KOSPI|2012-10-04|2026-09-01|161390_03,161390_03,161390,KR7161390000,KOSPI,2025-08-08,2025-08-11,161390_03,161390,KR7161390000,KOSPI,2025-08-08,2025-08-11,True
161890|KR7161890009|KOSPI|2012-10-19|2026-09-01|161890_01,161890_01,161890,KR7161890009,KOSPI,2023-08-04,2023-08-07,161890_01,161890,KR7161890009,KOSPI,2023-08-04,2023-08-07,True
161890|KR7161890009|KOSPI|2012-10-19|2026-09-01|161890_02,161890_02,161890,KR7161890009,KOSPI,2026-04-17,2026-04-20,161890_02,161890,KR7161890009,KOSPI,2026-04-17,2026-04-20,True
175330|KR7175330000|KOSPI|2013-07-18|2026-09-01|175330_01,175330_01,175330,KR7175330000,KOSPI,2023-01-06,2023-01-09,175330_01,175330,KR7175330000,KOSPI,2023-01-06,2023-01-09,True
178320|KR7178320008|KOSDAQ|2017-03-27|2026-09-01|178320_01,178320_01,178320,KR7178320008,KOSDAQ,2024-05-03,2024-05-07,178320_01,178320,KR7178320008,KOSDAQ,2024-05-03,2024-05-07,True
178320|KR7178320008|KOSDAQ|2017-03-27|2026-09-01|178320_02,178320_02,178320,KR7178320008,KOSDAQ,2025-10-17,2025-10-20,178320_02,178320,KR7178320008,KOSDAQ,2025-10-17,2025-10-20,True
180640|KR7180640005|KOSPI|2013-09-16|2026-09-01|180640_01,180640_01,180640,KR7180640005,KOSPI,2023-11-24,2023-11-27,180640_01,180640,KR7180640005,KOSPI,2023-11-24,2023-11-27,True
181710|KR7181710005|KOSPI|2013-08-29|2026-09-01|181710_01,181710_01,181710,KR7181710005,KOSPI,2025-06-20,2025-06-23,181710_01,181710,KR7181710005,KOSPI,2025-06-20,2025-06-23,True
185750|KR7185750007|KOSPI|2013-12-06|2026-09-01|185750_01,185750_01,185750,KR7185750007,KOSPI,2023-10-06,2023-10-10,185750_01,185750,KR7185750007,KOSPI,2023-10-06,2023-10-10,True
192080|KR7192080000|KOSPI|2019-03-12|2026-09-01|192080_01,192080_01,192080,KR7192080000,KOSPI,2024-02-16,2024-02-19,192080_01,192080,KR7192080000,KOSPI,2024-02-16,2024-02-19,True
192080|KR7192080000|KOSPI|2019-03-12|2026-09-01|192080_02,192080_02,192080,KR7192080000,KOSPI,2024-08-23,2024-08-26,192080_02,192080,KR7192080000,KOSPI,2024-08-23,2024-08-26,True
192820|KR7192820009|KOSPI|2014-04-07|2026-09-01|192820_01,192820_01,192820,KR7192820009,KOSPI,2026-08-21,2026-08-24,192820_01,192820,KR7192820009,KOSPI,2026-08-21,2026-08-24,True
195870|KR7195870001|KOSPI|2016-06-24|2026-09-01|195870_01,195870_01,195870,KR7195870001,KOSPI,2023-06-30,2023-07-03,195870_01,195870,KR7195870001,KOSPI,2023-06-30,2023-07-03,True
195940|KR7195940002|KOSDAQ|2021-08-09|2026-09-01|195940_01,195940_01,195940,KR7195940002,KOSDAQ,2026-02-27,2026-03-03,195940_01,195940,KR7195940002,KOSDAQ,2026-02-27,2026-03-03,True
195940|KR7195940002|KOSDAQ|2021-08-09|2026-09-01|195940_02,195940_02,195940,KR7195940002,KOSDAQ,2026-03-27,2026-03-30,195940_02,195940,KR7195940002,KOSDAQ,2026-03-27,2026-03-30,True
196170|KR7196170005|KOSDAQ|2014-12-12|2026-09-01|196170_01,196170_01,196170,KR7196170005,KOSDAQ,2023-11-24,2023-11-27,196170_01,196170,KR7196170005,KOSDAQ,2023-11-24,2023-11-27,True
204270|KR7204270003|KOSDAQ|2020-03-04|2026-09-01|204270_01,204270_01,204270,KR7204270003,KOSDAQ,2025-09-19,2025-09-22,204270_01,204270,KR7204270003,KOSDAQ,2025-09-19,2025-09-22,True
204320|KR7204320006|KOSPI|2014-10-06|2026-09-01|204320_01,204320_01,204320,KR7204320006,KOSPI,2022-07-29,2022-08-01,204320_01,204320,KR7204320006,KOSPI,2022-07-29,2022-08-01,True
204320|KR7204320006|KOSPI|2014-10-06|2026-09-01|204320_02,204320_02,204320,KR7204320006,KOSPI,2023-06-30,2023-07-03,204320_02,204320,KR7204320006,KOSPI,2023-06-30,2023-07-03,True
204320|KR7204320006|KOSPI|2014-10-06|2026-09-01|204320_03,204320_03,204320,KR7204320006,KOSPI,2024-06-07,2024-06-10,204320_03,204320,KR7204320006,KOSPI,2024-06-07,2024-06-10,True
204320|KR7204320006|KOSPI|2014-10-06|2026-09-01|204320_04,204320_04,204320,KR7204320006,KOSPI,2025-01-17,2025-01-20,204320_04,204320,KR7204320006,KOSPI,2025-01-17,2025-01-20,True
204320|KR7204320006|KOSPI|2014-10-06|2026-09-01|204320_05,204320_05,204320,KR7204320006,KOSPI,2025-11-28,2025-12-01,204320_05,204320,KR7204320006,KOSPI,2025-11-28,2025-12-01,True
207940|KR7207940008|KOSPI|2016-11-10|2026-09-01|207940_01,207940_01,207940,KR7207940008,KOSPI,2022-07-29,2022-08-01,207940_01,207940,KR7207940008,KOSPI,2022-07-29,2022-08-01,True
207940|KR7207940008|KOSPI|2016-11-10|2026-09-01|207940_02,207940_02,207940,KR7207940008,KOSPI,2024-02-02,2024-02-05,207940_02,207940,KR7207940008,KOSPI,2024-02-02,2024-02-05,True
213420|KR7213420003|KOSDAQ|2015-02-06|2026-09-01|213420_01,213420_01,213420,KR7213420003,KOSDAQ,2025-07-25,2025-07-28,213420_01,213420,KR7213420003,KOSDAQ,2025-07-25,2025-07-28,True
213420|KR7213420003|KOSDAQ|2015-02-06|2026-09-01|213420_02,213420_02,213420,KR7213420003,KOSDAQ,2026-03-27,2026-03-30,213420_02,213420,KR7213420003,KOSDAQ,2026-03-27,2026-03-30,True
214150|KR7214150005|KOSDAQ|2017-12-28|2026-09-01|214150_01,214150_01,214150,KR7214150005,KOSDAQ,2022-12-02,2022-12-05,214150_01,214150,KR7214150005,KOSDAQ,2022-12-02,2022-12-05,True
214450|KR7214450009|KOSDAQ|2015-07-24|2026-09-01|214450_01,214450_01,214450,KR7214450009,KOSDAQ,2023-04-28,2023-05-02,214450_01,214450,KR7214450009,KOSDAQ,2023-04-28,2023-05-02,True
222800|KR7222800005|KOSDAQ|2015-08-07|2026-09-01|222800_01,222800_01,222800,KR7222800005,KOSDAQ,2023-06-30,2023-07-03,222800_01,222800,KR7222800005,KOSDAQ,2023-06-30,2023-07-03,True
225570|KR7225570001|KOSDAQ|2017-06-12|2026-09-01|225570_01,225570_01,225570,KR7225570001,KOSDAQ,2023-03-31,2023-04-03,225570_01,225570,KR7225570001,KOSDAQ,2023-03-31,2023-04-03,True
232140|KR7232140004|KOSDAQ|2017-04-05|2026-09-01|232140_01,232140_01,232140,KR7232140004,KOSDAQ,2025-09-19,2025-09-22,232140_01,232140,KR7232140004,KOSDAQ,2025-09-19,2025-09-22,True
237690|KR7237690003|KOSDAQ|2016-06-23|2026-09-01|237690_01,237690_01,237690,KR7237690003,KOSDAQ,2022-08-05,2022-08-08,237690_01,237690,KR7237690003,KOSDAQ,2022-08-05,2022-08-08,True
237690|KR7237690003|KOSDAQ|2016-06-23|2026-09-01|237690_02,237690_02,237690,KR7237690003,KOSDAQ,2024-05-03,2024-05-07,237690_02,237690,KR7237690003,KOSDAQ,2024-05-03,2024-05-07,True
237690|KR7237690003|KOSDAQ|2016-06-23|2026-09-01|237690_03,237690_03,237690,KR7237690003,KOSDAQ,2024-10-11,2024-10-14,237690_03,237690,KR7237690003,KOSDAQ,2024-10-11,2024-10-14,True
237690|KR7237690003|KOSDAQ|2016-06-23|2026-09-01|237690_04,237690_04,237690,KR7237690003,KOSDAQ,2026-01-16,2026-01-19,237690_04,237690,KR7237690003,KOSDAQ,2026-01-16,2026-01-19,True
240810|KR7240810002|KOSDAQ|2016-05-02|2026-09-01|240810_01,240810_01,240810,KR7240810002,KOSDAQ,2025-08-22,2025-08-25,240810_01,240810,KR7240810002,KOSDAQ,2025-08-22,2025-08-25,True
241560|KR7241560002|KOSPI|2016-11-18|2026-09-01|241560_01,241560_01,241560,KR7241560002,KOSPI,2023-04-28,2023-05-02,241560_01,241560,KR7241560002,KOSPI,2023-04-28,2023-05-02,True
241560|KR7241560002|KOSPI|2016-11-18|2026-09-01|241560_02,241560_02,241560,KR7241560002,KOSPI,2025-01-24,2025-01-31,241560_02,241560,KR7241560002,KOSPI,2025-01-24,2025-01-31,True
241560|KR7241560002|KOSPI|2016-11-18|2026-09-01|241560_03,241560_03,241560,KR7241560002,KOSPI,2026-04-10,2026-04-13,241560_03,241560,KR7241560002,KOSPI,2026-04-10,2026-04-13,True
251270|KR7251270005|KOSPI|2017-05-12|2026-09-01|251270_01,251270_01,251270,KR7251270005,KOSPI,2025-09-19,2025-09-22,251270_01,251270,KR7251270005,KOSPI,2025-09-19,2025-09-22,True
253450|KR7253450001|KOSDAQ|2017-11-24|2026-09-01|253450_01,253450_01,253450,KR7253450001,KOSDAQ,2023-01-06,2023-01-09,253450_01,253450,KR7253450001,KOSDAQ,2023-01-06,2023-01-09,True
263750|KR7263750002|KOSDAQ|2017-09-14|2026-09-01|263750_01,263750_01,263750,KR7263750002,KOSDAQ,2026-01-23,2026-01-26,263750_01,263750,KR7263750002,KOSDAQ,2026-01-23,2026-01-26,True
267250|KR7267250009|KOSPI|2017-05-10|2026-09-01|267250_01,267250_01,267250,KR7267250009,KOSPI,2022-06-03,2022-06-07,267250_01,267250,KR7267250009,KOSPI,2022-06-03,2022-06-07,True
267250|KR7267250009|KOSPI|2017-05-10|2026-09-01|267250_02,267250_02,267250,KR7267250009,KOSPI,2022-08-12,2022-08-16,267250_02,267250,KR7267250009,KOSPI,2022-08-12,2022-08-16,True
267270|KR7267270007|KOSPI|2017-05-10|2026-09-01|267270_01,267270_01,267270,KR7267270007,KOSPI,2022-12-02,2022-12-05,267270_01,267270,KR7267270007,KOSPI,2022-12-02,2022-12-05,True
271560|KR7271560005|KOSPI|2017-07-07|2026-09-01|271560_01,271560_01,271560,KR7271560005,KOSPI,2022-12-02,2022-12-05,271560_01,271560,KR7271560005,KOSPI,2022-12-02,2022-12-05,True
271560|KR7271560005|KOSPI|2017-07-07|2026-09-01|271560_02,271560_02,271560,KR7271560005,KOSPI,2025-04-04,2025-04-07,271560_02,271560,KR7271560005,KOSPI,2025-04-04,2025-04-07,True
272210|KR7272210006|KOSPI|2019-11-13|2026-09-01|272210_01,272210_01,272210,KR7272210006,KOSPI,2023-06-30,2023-07-03,272210_01,272210,KR7272210006,KOSPI,2023-06-30,2023-07-03,True
272210|KR7272210006|KOSPI|2019-11-13|2026-09-01|272210_02,272210_02,272210,KR7272210006,KOSPI,2024-03-08,2024-03-11,272210_02,272210,KR7272210006,KOSPI,2024-03-08,2024-03-11,True
277810|KR7277810008|KOSDAQ|2021-02-03|2026-09-01|277810_01,277810_01,277810,KR7277810008,KOSDAQ,2025-01-10,2025-01-13,277810_01,277810,KR7277810008,KOSDAQ,2025-01-10,2025-01-13,True
278280|KR7278280003|KOSDAQ|2019-02-11|2026-09-01|278280_01,278280_01,278280,KR7278280003,KOSDAQ,2023-04-07,2023-04-10,278280_01,278280,KR7278280003,KOSDAQ,2023-04-07,2023-04-10,True
280360|KR7280360009|KOSPI|2017-10-30|2026-09-01|280360_01,280360_01,280360,KR7280360009,KOSPI,2022-09-23,2022-09-26,280360_01,280360,KR7280360009,KOSPI,2022-09-23,2022-09-26,True
280360|KR7280360009|KOSPI|2017-10-30|2026-09-01|280360_02,280360_02,280360,KR7280360009,KOSPI,2023-11-03,2023-11-06,280360_02,280360,KR7280360009,KOSPI,2023-11-03,2023-11-06,True
281820|KR7281820001|KOSPI|2017-12-05|2026-09-01|281820_01,281820_01,281820,KR7281820001,KOSPI,2026-02-27,2026-03-03,281820_01,281820,KR7281820001,KOSPI,2026-02-27,2026-03-03,True
281820|KR7281820001|KOSPI|2017-12-05|2026-09-01|281820_02,281820_02,281820,KR7281820001,KOSPI,2026-03-27,2026-03-30,281820_02,281820,KR7281820001,KOSPI,2026-03-27,2026-03-30,True
282330|KR7282330000|KOSPI|2017-12-08|2026-09-01|282330_01,282330_01,282330,KR7282330000,KOSPI,2022-05-13,2022-05-16,282330_01,282330,KR7282330000,KOSPI,2022-05-13,2022-05-16,True
282330|KR7282330000|KOSPI|2017-12-08|2026-09-01|282330_02,282330_02,282330,KR7282330000,KOSPI,2022-11-25,2022-11-28,282330_02,282330,KR7282330000,KOSPI,2022-11-25,2022-11-28,True
282330|KR7282330000|KOSPI|2017-12-08|2026-09-01|282330_03,282330_03,282330,KR7282330000,KOSPI,2026-02-13,2026-02-19,282330_03,282330,KR7282330000,KOSPI,2026-02-13,2026-02-19,True
282330|KR7282330000|KOSPI|2017-12-08|2026-09-01|282330_04,282330_04,282330,KR7282330000,KOSPI,2026-03-27,2026-03-30,282330_04,282330,KR7282330000,KOSPI,2026-03-27,2026-03-30,True
