strategy,ticker,entry_signal_date,entry_execution_date,entry_price,exit_signal_date,exit_execution_date,exit_price,exit_reason,trade_status,terminal_return_pct,mfe_pct,mae_pct,holding_days,peak_giveback_pct,trade_no,strategy_id,final_valuation_date,final_valuation_price
V2,091160,2017-03-03,2017-03-06,19900.0,2021-04-30,2021-05-03,37500.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,88.44,103.54,-20.3,1022,15.1,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2021-05-03,37500.0
V2,091160,2023-06-02,2023-06-05,30585.0,2024-10-31,2024-11-01,32025.0,EXIT3_PROGRESSED_TO_TRANSITION,REALIZED,4.71,50.3,-3.19,345,45.59,2,PATTERN_A_FAST_FINAL_STRATEGY_V02,2024-11-01,32025.0
V2,091160,2025-07-04,2025-07-07,36400.0,,,,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,249.08,418.57,-2.54,276,169.49,3,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-08-21,127065.0
V3,091160,2017-03-03,2017-03-06,19900.0,2017-08-04,2017-08-07,24435.0,SOFT_EXIT,REALIZED,22.79,38.44,0.0,106,15.65,1,PATTERN_A_FAST_FINAL_STRATEGY_V03,2017-08-07,24435.0
V3,091160,2017-08-18,2017-08-21,25140.0,2021-08-20,2021-08-23,34865.0,SOFT_EXIT,REALIZED,38.68,61.12,-36.91,985,22.44,2,PATTERN_A_FAST_FINAL_STRATEGY_V03,2021-08-23,34865.0
V3,091160,2023-06-02,2023-06-05,30585.0,2024-07-26,2024-07-29,38900.0,SOFT_EXIT,REALIZED,27.19,50.3,-3.19,283,23.11,3,PATTERN_A_FAST_FINAL_STRATEGY_V03,2024-07-29,38900.0
V3,091160,2025-07-04,2025-07-07,36400.0,2026-07-28,2026-07-29,108740.0,HARD_EXIT,REALIZED,198.74,418.57,-2.54,260,219.83,4,PATTERN_A_FAST_FINAL_STRATEGY_V03,2026-07-29,108740.0
V4,091160,2017-03-03,2017-03-06,19900.0,2018-08-13,2018-08-14,23045.0,WINNER_HARD_EXIT,REALIZED,15.8,47.79,0.0,354,31.99,1,PATTERN_A_FAST_FINAL_STRATEGY_V04,2018-08-14,23045.0
V4,091160,2019-05-03,2019-05-07,22605.0,2020-03-12,2020-03-13,21220.0,WINNER_HARD_EXIT,REALIZED,-6.13,26.12,-21.17,213,32.25,2,PATTERN_A_FAST_FINAL_STRATEGY_V04,2020-03-13,21220.0
V4,091160,2020-11-27,2020-11-30,29135.0,2021-10-01,2021-10-05,31565.0,WINNER_HARD_EXIT,REALIZED,8.34,39.03,-2.63,209,30.69,3,PATTERN_A_FAST_FINAL_STRATEGY_V04,2021-10-05,31565.0
V4,091160,2023-06-02,2023-06-05,30585.0,2024-08-05,2024-08-06,33360.0,WINNER_HARD_EXIT,REALIZED,9.07,50.3,-3.19,289,41.23,4,PATTERN_A_FAST_FINAL_STRATEGY_V04,2024-08-06,33360.0
V4,091160,2025-07-04,2025-07-07,36400.0,2026-07-28,2026-07-29,108740.0,WINNER_HARD_EXIT,REALIZED,198.74,418.57,-2.54,260,219.83,5,PATTERN_A_FAST_FINAL_STRATEGY_V04,2026-07-29,108740.0
Julia,091160,2017-03-03,2017-03-06,19900.0,2021-04-30,2021-05-03,37500.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,88.44,103.54,-20.3,1022,15.1,1,JULIA_STRATEGY_V00,2021-05-03,37500.0
Julia,091160,2023-06-02,2023-06-05,30585.0,2024-10-31,2024-11-01,32025.0,EXIT3_PROGRESSED_TO_TRANSITION,REALIZED,4.71,50.3,-3.19,345,45.59,2,JULIA_STRATEGY_V00,2024-11-01,32025.0
Julia,091160,2025-07-04,2025-07-07,36400.0,,,,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,249.08,418.57,-2.54,276,169.49,3,JULIA_STRATEGY_V00,2026-08-21,127065.0
