ticker,status,mapping_status,sector_code,sector_name,mapping_effective_date,3m_anchor_date,3m_stock_return,3m_sector_return,3m_sector_rs,3m_status,6m_anchor_date,6m_stock_return,6m_sector_return,6m_sector_rs,6m_status,12m_anchor_date,12m_stock_return,12m_sector_return,12m_sector_rs,12m_status,error
000660,READY,MAPPED,1013,전기전자,2026-08-14,2026-05-14,-0.1649746192893401,-0.12089772777717889,-0.05013852529434626,READY,2026-02-06,0.9606674612634087,0.7425345302576081,0.1251814108805942,READY,2025-08-01,5.375968992248062,2.946969616081375,0.6154086837329755,READY,
001540,DATA_UNAVAILABLE,UNMAPPED,,,,,,,,,,,,,,,,,,,MAPPING_UNAVAILABLE
005930,READY,MAPPED,1013,전기전자,2026-08-14,2026-05-14,-0.07263513513513509,-0.12089772777717889,0.054899861104910075,READY,2026-02-06,0.7307692307692308,0.7425345302576081,-0.006751831475407255,READY,2025-08-01,2.984034833091437,2.946969616081375,0.00939080373434975,READY,
035720,DATA_UNAVAILABLE,UNMAPPED,,,,,,,,,,,,,,,,,,,MAPPING_UNAVAILABLE
446840,DATA_UNAVAILABLE,UNMAPPED,,,,,,,,,,,,,,,,,,,MAPPING_UNAVAILABLE
