ticker,market,canonical_sector_code,canonical_sector_name,classification,sector_code,sector_name,comparison,reason
066700,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
066790,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
066900,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
066910,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
066980,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067000,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067010,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067080,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067160,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067170,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067280,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067290,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067310,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067370,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067390,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067570,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067630,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067730,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067770,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067900,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067920,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
067990,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
068050,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
068100,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
068240,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
068330,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
068760,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
068790,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
068930,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
068940,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
069080,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
069140,KOSDAQ,2068,금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
069330,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
069410,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
069510,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
069540,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
069920,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
070300,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
070590,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
071200,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
071280,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
071670,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
071850,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
072020,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
072470,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
072770,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
072870,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
072950,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
072990,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
073010,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
073110,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
073190,KOSDAQ,2077,기타제조,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
073490,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
073540,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
073560,KOSDAQ,2056,음식료·담배,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
073570,KOSDAQ,2077,기타제조,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
073640,KOSDAQ,2068,금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
074430,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
074600,KOSDAQ,2067,비금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
075130,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
075970,KOSDAQ,2067,비금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
076080,KOSDAQ,2026,건설,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
076610,KOSDAQ,2074,의료·정밀기기,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
077360,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078020,KOSDAQ,2031,금융,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078070,KOSDAQ,2031,금융,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078130,KOSDAQ,2062,종이·목재,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078140,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078150,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078160,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078340,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078350,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078590,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078600,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078860,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
078890,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
079000,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
079170,KOSDAQ,2068,금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
079190,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
079370,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
079650,KOSDAQ,2067,비금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
079810,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
079940,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
079950,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
079960,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
079970,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
080010,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
080160,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
080220,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
080420,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
080470,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
080520,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
080530,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
080580,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
080720,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
081150,KOSDAQ,2068,금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
081180,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
081580,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
082210,KOSDAQ,2074,의료·정밀기기,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
082270,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
082660,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
082800,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
082850,KOSDAQ,2056,음식료·담배,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
082920,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
083310,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
083450,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
083470,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
083500,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
083550,KOSDAQ,2058,섬유·의류,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
083640,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
083650,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
083660,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
083790,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
083930,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
084110,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
084180,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
084370,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
084440,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
084650,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
084730,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
084850,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
084990,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
085660,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
085670,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
085810,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
085910,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086040,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086060,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086390,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086450,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086520,KOSDAQ,2031,금융,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086670,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086710,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086820,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086890,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086900,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086960,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
086980,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
087010,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
087260,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
087600,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
088130,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
088280,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
088290,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
088340,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
088390,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
088800,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
088910,KOSDAQ,2056,음식료·담배,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089010,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089030,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089140,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089150,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089230,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089600,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089790,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089850,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089890,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089970,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
089980,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
090150,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
090360,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
090410,KOSDAQ,2068,금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
090470,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
090710,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
090850,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
091120,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
091340,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
091440,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
091580,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
091590,KOSDAQ,2026,건설,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
091700,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
091970,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
092040,KOSDAQ,2056,음식료·담배,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
092070,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
092130,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
092190,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
092300,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
092460,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
092600,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
092730,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
092870,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
093190,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
093320,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
093380,KOSDAQ,2068,금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
093520,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
093640,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
093920,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
094170,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
094360,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
094480,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
094820,KOSDAQ,2026,건설,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
094840,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
094850,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
094860,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
094940,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
094970,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
095190,KOSDAQ,2068,금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
095270,KOSDAQ,2074,의료·정밀기기,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
095340,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
095500,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
095610,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
095660,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
095700,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
095910,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
096240,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
096250,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
096350,KOSDAQ,2068,금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
096530,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
096610,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
096630,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
096690,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
096870,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
097780,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
097800,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
097870,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
098070,KOSDAQ,2068,금속,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
098120,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
098460,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
098660,KOSDAQ,2058,섬유·의류,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
099190,KOSDAQ,2074,의료·정밀기기,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
099220,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
099320,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
099390,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
099410,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
099430,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
099440,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
099520,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
