ticker,market,effective_date,all_sector_codes,all_sector_names,canonical_sector_code,canonical_sector_name,classification,reason
028080,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
028100,KOSPI,2026-08-14,1018,건설,1018,건설,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
028260,KOSPI,2026-08-14,1016,유통,1016,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
028300,KOSDAQ,2026-08-14,2024|2066,제조|제약,2066,제약,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
028670,KOSPI,2026-08-14,1019,운송·창고,1019,운송·창고,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
029460,KOSPI,2026-08-14,1014|1027,의료·정밀기기|제조,1014,의료·정밀기기,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
029480,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
029530,KOSPI,2026-08-14,1013|1027,전기전자|제조,1013,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
029780,KOSPI,2026-08-14,1021,금융,1021,금융,AGGREGATE_ONLY,NO_LEAF_MEMBERSHIP; RETAIN_SOLE_AGGREGATE
030000,KOSPI,2026-08-14,1026,일반서비스,1026,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
030190,KOSPI,2026-08-14,1046,IT 서비스,1046,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
030200,KOSPI,2026-08-14,1020,통신,1020,통신,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
030210,KOSPI,2026-08-14,1021|1024,금융|증권,1024,증권,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
030350,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
030520,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
030530,KOSDAQ,2026-08-14,2024|2065,제조|화학,2065,화학,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
030610,KOSPI,2026-08-14,1021|1024,금융|증권,1024,증권,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
030960,KOSDAQ,2026-08-14,2024|2063,제조|출판·매체복제,2063,출판·매체복제,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
031210,KOSPI,2026-08-14,1021|1025,금융|보험,1025,보험,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
031310,KOSDAQ,2026-08-14,2114,통신,2114,통신,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
031330,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
031430,KOSPI,2026-08-14,1016,유통,1016,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
031510,KOSDAQ,2026-08-14,2024|2075,제조|운송장비·부품,2075,운송장비·부품,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
031820,KOSPI,2026-08-14,1046,IT 서비스,1046,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
031860,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
031980,KOSDAQ,2026-08-14,2024|2070,제조|기계·장비,2070,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032080,KOSDAQ,2026-08-14,2024|2058,제조|섬유·의류,2058,섬유·의류,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032190,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032280,KOSDAQ,2026-08-14,2029,운송·창고,2029,운송·창고,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032300,KOSDAQ,2026-08-14,2024|2066,제조|제약,2066,제약,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032350,KOSPI,2026-08-14,1026,일반서비스,1026,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032500,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032540,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032560,KOSPI,2026-08-14,1011|1027,금속|제조,1011,금속,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032580,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032620,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032640,KOSPI,2026-08-14,1020,통신,1020,통신,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032680,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032750,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032790,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032800,KOSDAQ,2026-08-14,2037,오락·문화,2037,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032820,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032830,KOSPI,2026-08-14,1021|1025,금융|보험,1025,보험,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032850,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032860,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032940,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
032960,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033050,KOSDAQ,2026-08-14,2024|2065,제조|화학,2065,화학,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033100,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033130,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033160,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033170,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033200,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033230,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033240,KOSPI,2026-08-14,1013|1027,전기전자|제조,1013,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033250,KOSPI,2026-08-14,1015|1027,운송장비·부품|제조,1015,운송장비·부품,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033270,KOSPI,2026-08-14,1009|1027,제약|제조,1009,제약,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033290,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033310,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033320,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033340,KOSDAQ,2026-08-14,2024|2058,제조|섬유·의류,2058,섬유·의류,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033500,KOSDAQ,2026-08-14,2024|2065,제조|화학,2065,화학,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033530,KOSPI,2026-08-14,1015|1027,운송장비·부품|제조,1015,운송장비·부품,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033540,KOSDAQ,2026-08-14,2024|2070,제조|기계·장비,2070,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033560,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033640,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033780,KOSPI,2026-08-14,1005|1027,음식료·담배|제조,1005,음식료·담배,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033790,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033830,KOSDAQ,2026-08-14,2037,오락·문화,2037,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
033920,KOSPI,2026-08-14,1005|1027,음식료·담배|제조,1005,음식료·담배,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
034020,KOSPI,2026-08-14,1012|1027,기계·장비|제조,1012,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
034120,KOSPI,2026-08-14,1047,오락·문화,1047,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
034220,KOSPI,2026-08-14,1013|1027,전기전자|제조,1013,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
034230,KOSPI,2026-08-14,1047,오락·문화,1047,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
034310,KOSPI,2026-08-14,1026,일반서비스,1026,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
034590,KOSPI,2026-08-14,1017,전기·가스,1017,전기·가스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
034730,KOSPI,2026-08-14,1021,금융,1021,금융,AGGREGATE_ONLY,NO_LEAF_MEMBERSHIP; RETAIN_SOLE_AGGREGATE
034810,KOSDAQ,2026-08-14,2031,금융,2031,금융,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
034830,KOSPI,2026-08-14,1021,금융,1021,금융,AGGREGATE_ONLY,NO_LEAF_MEMBERSHIP; RETAIN_SOLE_AGGREGATE
034940,KOSDAQ,2026-08-14,2024|2066,제조|제약,2066,제약,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
034950,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035000,KOSPI,2026-08-14,1026,일반서비스,1026,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035080,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035150,KOSPI,2026-08-14,1008|1027,화학|제조,1008,화학,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035200,KOSDAQ,2026-08-14,2024|2065,제조|화학,2065,화학,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035250,KOSPI,2026-08-14,1047,오락·문화,1047,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035290,KOSDAQ,2026-08-14,2037,오락·문화,2037,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035420,KOSPI,2026-08-14,1046,IT 서비스,1046,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035460,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035510,KOSPI,2026-08-14,1046,IT 서비스,1046,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035600,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035610,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035620,KOSDAQ,2026-08-14,2037,오락·문화,2037,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035720,KOSPI,2026-08-14,1046,IT 서비스,1046,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035760,KOSDAQ,2026-08-14,2037,오락·문화,2037,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035810,KOSDAQ,2026-08-14,2024|2056,제조|음식료·담배,2056,음식료·담배,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035890,KOSDAQ,2026-08-14,2026,건설,2026,건설,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
035900,KOSDAQ,2026-08-14,2037,오락·문화,2037,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036000,KOSDAQ,2026-08-14,2037,오락·문화,2037,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036010,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036030,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036090,KOSDAQ,2026-08-14,2024|2070,제조|기계·장비,2070,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036120,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036170,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036190,KOSDAQ,2026-08-14,2026,건설,2026,건설,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036200,KOSDAQ,2026-08-14,2024|2070,제조|기계·장비,2070,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036220,KOSDAQ,2026-08-14,2024|2074,제조|의료·정밀기기,2074,의료·정밀기기,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036420,KOSPI,2026-08-14,1047,오락·문화,1047,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036460,KOSPI,2026-08-14,1017,전기·가스,1017,전기·가스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036480,KOSDAQ,2026-08-14,2024|2066,제조|제약,2066,제약,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036530,KOSPI,2026-08-14,1021,금융,1021,금융,AGGREGATE_ONLY,NO_LEAF_MEMBERSHIP; RETAIN_SOLE_AGGREGATE
036540,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036560,KOSDAQ,2026-08-14,2024|2070,제조|기계·장비,2070,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036570,KOSPI,2026-08-14,1046,IT 서비스,1046,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036580,KOSPI,2026-08-14,1005|1027,음식료·담배|제조,1005,음식료·담배,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036620,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036630,KOSDAQ,2026-08-14,2026,건설,2026,건설,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036640,KOSDAQ,2026-08-14,2024|2065,제조|화학,2065,화학,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036670,KOSDAQ,2026-08-14,2024|2065,제조|화학,2065,화학,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036690,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036710,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036800,KOSDAQ,2026-08-14,2114,통신,2114,통신,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036810,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036830,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036890,KOSDAQ,2026-08-14,2024|2070,제조|기계·장비,2070,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
036930,KOSDAQ,2026-08-14,2024|2070,제조|기계·장비,2070,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037030,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037070,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037230,KOSDAQ,2026-08-14,2024|2062,제조|종이·목재,2062,종이·목재,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037270,KOSPI,2026-08-14,1046,IT 서비스,1046,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037330,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037350,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037370,KOSDAQ,2026-08-14,2024|2065,제조|화학,2065,화학,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037400,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037440,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037460,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037560,KOSPI,2026-08-14,1047,오락·문화,1047,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037710,KOSPI,2026-08-14,1016,유통,1016,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037760,KOSDAQ,2026-08-14,2024|2068,제조|금속,2068,금속,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
037950,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038010,KOSDAQ,2026-08-14,2024|2068,제조|금속,2068,금속,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038060,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038070,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038110,KOSDAQ,2026-08-14,2024|2075,제조|운송장비·부품,2075,운송장비·부품,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038290,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038390,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038460,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038500,KOSDAQ,2026-08-14,2024|2067,제조|비금속,2067,비금속,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038530,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038540,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038620,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038680,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038870,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038880,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
038950,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039010,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039020,KOSDAQ,2026-08-14,2024|2062,제조|종이·목재,2062,종이·목재,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039030,KOSDAQ,2026-08-14,2024|2070,제조|기계·장비,2070,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039130,KOSPI,2026-08-14,1026,일반서비스,1026,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039200,KOSDAQ,2026-08-14,2024|2066,제조|제약,2066,제약,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039240,KOSDAQ,2026-08-14,2024|2068,제조|금속,2068,금속,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039290,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039310,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039340,KOSDAQ,2026-08-14,2037,오락·문화,2037,오락·문화,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039420,KOSDAQ,2026-08-14,2114,통신,2114,통신,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039440,KOSDAQ,2026-08-14,2024|2070,제조|기계·장비,2070,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039490,KOSPI,2026-08-14,1021|1024,금융|증권,1024,증권,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039560,KOSDAQ,2026-08-14,2024|2072,제조|전기전자,2072,전기전자,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039570,KOSPI,2026-08-14,1018,건설,1018,건설,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039610,KOSDAQ,2026-08-14,2024|2070,제조|기계·장비,2070,기계·장비,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039740,KOSDAQ,2026-08-14,2027,유통,2027,유통,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039830,KOSDAQ,2026-08-14,2012,일반서비스,2012,일반서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039840,KOSDAQ,2026-08-14,2024|2074,제조|의료·정밀기기,2074,의료·정밀기기,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039860,KOSDAQ,2026-08-14,2024|2074,제조|의료·정밀기기,2074,의료·정밀기기,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
039980,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
040160,KOSDAQ,2026-08-14,2118,IT 서비스,2118,IT 서비스,CANONICAL_UNIQUE,MOST_SPECIFIC_VALID_NATIVE_SECTOR
