date,strategy_id,valuation_basis_date,cash,pending_sale_proceeds,invested_market_value,equity,drawdown,exposure,cash_ratio,open_positions,valuation_is_execution_support_only
2021-01-04,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2021-01-04,200000000.0,0.0,0.0,200000000.0,0.0,0.0,1.0,0,False
2021-01-05,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2021-01-05,200000000.0,0.0,0.0,200000000.0,0.0,0.0,1.0,0,False
2021-01-06,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2021-01-06,200000000.0,0.0,0.0,200000000.0,0.0,0.0,1.0,0,False
2021-01-07,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2021-01-07,200000000.0,0.0,0.0,200000000.0,0.0,0.0,1.0,0,False
2021-01-08,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2021-01-08,200000000.0,0.0,0.0,200000000.0,0.0,0.0,1.0,0,False
2021-01-11,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2021-01-11,61032134.73151776,0.0,136710890.0,197743024.73151776,-0.011284876342411154,0.6913563205863614,0.3086436794136385,28,False
2021-01-12,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2021-01-12,61032134.73151776,0.0,136472029.0,197504163.73151776,-0.012479181342411216,0.6909830477574977,0.3090169522425022,28,False
2021-01-13,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2021-01-13,61032134.73151776,0.0,138020260.0,199052394.73151776,-0.004738026342411161,0.6933865838999926,0.3066134161000073,28,False
2021-01-14,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2021-01-14,61032134.73151776,0.0,139565284.0,200597418.73151776,0.0,0.6957481550986258,0.30425184490137425,28,False
2021-01-15,PATTERN_A_FAST_CORE_V2_NEG40_WEAK_PROTECT_SOFT_EXIT_V01,2021-01-15,61032134.73151776,0.0,137096109.0,198128243.73151776,-0.012309106545906112,0.6919564137749992,0.3080435862250008,28,False
