strategy_id,ticker,isu_cd,name,market,trade_id,trade_sequence,entry_signal_date,entry_execution_date,entry_open,entry_market_cap,entry_avg_trading_value_20d,entry_signal_close,entry_market_cap_pass,entry_trading_value_pass,entry_close_pass,entry_pattern_a_stage,fast_stage,fast_status,monthly_permission_state,daily_risk,fast_score,fast_score_state,first_progressed_date,first_progressed_effective_trading_date,lifecycle_class,loss_guard_triggered,loss_guard_signal_date,loss_guard_signal_close,loss_guard_return_at_signal,loss_guard_execution_date,loss_guard_execution_price,loss_guard_realized_return,exit_type,exit_signal_date,exit_execution_date,exit_price,terminal_return,mfe,mae,peak_giveback,holding_trading_days,holding_weeks,trade_status,cutoff_date,cutoff_valuation_price,mark_to_cutoff_return
JULIA,082270,KR7082270000,젬백스,KOSDAQ,JULIA_082270_01,1,2013-04-05,2013-04-08,44000.0,1104369904000.0,13005954702.5,44000.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.32,PARTIAL,2013-06-30,2013-06-28,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2015-09-30,2015-10-01,34400.0,-21.82,14.09,-76.25,35.91,612,122.4,REALIZED,,,
JULIA,082270,KR7082270000,젬백스,KOSDAQ,JULIA_082270_02,2,2018-04-13,2018-04-16,22100.0,674019238000.0,16830792832.5,21500.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2020-01-31,2020-01-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT3_PROGRESSED_TO_TRANSITION,2021-01-31,2021-02-01,22250.0,0.68,97.06,-54.93,96.38,688,137.6,REALIZED,,,
JULIA,082920,KR7082920000,비츠로셀,KOSDAQ,JULIA_082920_01,1,2021-10-22,2021-10-25,8705.0,371550372000.0,1702103935.0,17250.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2023-08-31,2023-08-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2023-09-30,2023-10-04,9750.0,12.0,43.19,-41.45,31.19,481,96.2,REALIZED,,,
JULIA,082920,KR7082920000,비츠로셀,KOSDAQ,JULIA_082920_02,2,2024-06-28,2024-07-01,10976.0,491752579500.0,6900467967.0,21500.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,76.04,READY,2025-08-31,2025-08-29,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-01-31,2026-02-02,20650.0,88.14,108.64,-25.05,20.5,387,77.4,REALIZED,,,
JULIA,083450,KR7083450007,GST,KOSDAQ,JULIA_083450_01,1,2025-10-10,2025-10-13,24500.0,470886500000.0,7154076043.5,25550.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,74.99,READY,2026-02-28,2026-02-27,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-04-30,2026-05-04,50400.0,105.71,113.47,-6.94,7.76,138,27.6,REALIZED,,,
JULIA,083650,KR7083650002,비에이치아이,KOSDAQ,JULIA_083650_01,1,2024-03-15,2024-03-18,10330.0,319655393750.0,6441064844.0,10330.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,2024-11-30,2024-11-29,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2024-12-31,2025-01-02,15370.0,48.79,92.84,-32.24,44.05,194,38.8,REALIZED,,,
JULIA,083790,KR7083790006,CG인바이츠,KOSDAQ,JULIA_083790_01,1,2015-06-19,2015-06-22,9212.0,404823374900.0,11575693690.0,17900.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,79.67,READY,2016-08-31,2016-08-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT3_PROGRESSED_TO_WEAK,2017-03-31,2017-04-03,7774.0,-15.61,109.61,-45.7,125.22,426,85.2,REALIZED,,,
JULIA,083790,KR7083790006,CG인바이츠,KOSDAQ,JULIA_083790_02,2,2020-08-28,2020-08-31,13304.0,819968437750.0,51461316420.0,19250.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,70.49,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-93.33,6.77,-94.66,100.1,1473,294.6,OPEN_AT_CUTOFF,2026-09-04,888.0,-93.33
JULIA,084370,KR7084370006,유진테크,KOSDAQ,JULIA_084370_01,1,2013-03-29,2013-04-01,17941.0,409292023800.0,5884388695.0,19400.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,76.82,PARTIAL,2013-08-31,2013-08-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2020-10-31,2020-11-02,26900.0,49.94,93.13,-46.99,43.19,1826,365.2,REALIZED,,,
JULIA,084370,KR7084370006,유진테크,KOSDAQ,JULIA_084370_02,2,2023-09-08,2023-09-11,36650.0,838727137200.0,10510469392.5,36600.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.74,READY,2024-04-30,2024-04-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-01-31,2026-02-02,103500.0,182.4,228.79,-17.33,46.39,581,116.2,REALIZED,,,
JULIA,083930,KR7083930008,아바코,KOSDAQ,JULIA_083930_01,1,2024-06-14,2024-06-17,20550.0,304221079200.0,2937166287.5,20400.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,72.54,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-44.87,4.14,-55.67,49.01,541,108.2,OPEN_AT_CUTOFF,2026-09-04,11330.0,-44.87
JULIA,084110,KR7084110006,휴온스글로벌,KOSDAQ,JULIA_084110_01,1,2021-04-09,2021-04-12,34626.0,416147810100.0,3241304572.5,36300.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2021-06-30,2021-06-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2021-08-31,2021-09-01,63625.0,83.75,126.73,-1.93,42.98,98,19.6,REALIZED,,,
JULIA,084110,KR7084110006,휴온스글로벌,KOSDAQ,JULIA_084110_02,2,2024-09-27,2024-09-30,32550.0,409567415400.0,1842450200.0,32450.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2025-01-31,2025-01-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2025-04-30,2025-05-02,50100.0,53.92,62.83,-15.21,8.91,143,28.6,REALIZED,,,
JULIA,085660,KR7085660009,차바이오텍,KOSDAQ,JULIA_085660_01,1,2013-03-08,2013-03-11,12276.0,742000620400.0,19048370973.0,11350.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.32,PARTIAL,2018-03-31,2018-03-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2018-04-30,2018-05-02,19016.0,54.9,221.84,-23.51,166.94,1229,245.8,REALIZED,,,
JULIA,085660,KR7085660009,차바이오텍,KOSDAQ,JULIA_085660_02,2,2020-05-29,2020-06-01,18600.0,1062970087500.0,28057727665.0,20250.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.99,READY,2021-06-30,2021-06-30,SKIPPED_EARLY_TREND_HANDOFF,False,,,,,,,NO_EXIT_BEFORE_CUTOFF,,,,-56.51,54.35,-59.14,110.86,1534,306.8,OPEN_AT_CUTOFF,2026-09-04,8090.0,-56.51
JULIA,086390,KR7086390002,유니테스트,KOSDAQ,JULIA_086390_01,1,2020-01-31,2020-02-03,15350.0,332862484500.0,13702393377.5,15750.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,73.24,READY,2020-12-31,2020-12-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2021-12-31,2022-01-03,29900.0,94.79,116.94,-48.01,22.15,477,95.4,REALIZED,,,
JULIA,086390,KR7086390002,유니테스트,KOSDAQ,JULIA_086390_02,2,2025-09-05,2025-09-08,16940.0,353996610500.0,4973445270.5,16750.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,2025-12-31,2025-12-30,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-28,2026-03-03,18610.0,9.86,39.91,-34.42,30.05,115,23.0,REALIZED,,,
JULIA,086450,KR7086450004,동국제약,KOSDAQ,JULIA_086450_01,1,2014-10-17,2014-10-20,8618.0,379243800000.0,1783646427.5,42650.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,2015-08-31,2015-08-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2016-05-31,2016-06-01,15295.0,77.48,77.71,-23.11,0.23,387,77.4,REALIZED,,,
JULIA,086450,KR7086450004,동국제약,KOSDAQ,JULIA_086450_02,2,2017-03-31,2017-04-03,12792.0,572644800000.0,1835187670.0,64400.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,71.1,READY,2020-05-31,2020-05-29,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2020-06-30,2020-07-01,24444.0,91.09,108.61,-21.44,17.52,763,152.6,REALIZED,,,
JULIA,086450,KR7086450004,동국제약,KOSDAQ,JULIA_086450_03,3,2025-09-12,2025-09-15,19300.0,866256085500.0,3253932611.0,19300.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,11.92,61.92,-15.75,50.0,237,47.4,OPEN_AT_CUTOFF,2026-09-04,21600.0,11.92
JULIA,086520,KR7086520004,에코프로,KOSDAQ,JULIA_086520_01,1,2020-07-31,2020-08-03,4678.0,801873933300.0,30560931802.5,36300.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.99,READY,2020-10-31,2020-10-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2020-12-31,2021-01-04,6507.0,39.1,49.83,-0.43,10.73,96,19.2,REALIZED,,,
JULIA,086900,KR7086900008,메디톡스,KOSDAQ,JULIA_086900_01,1,2017-03-31,2017-04-03,363768.0,2618975705000.0,9599250268.0,463000.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,2018-03-31,2018-03-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2018-06-30,2018-07-02,606785.0,66.81,73.85,-12.74,7.04,277,55.4,REALIZED,,,
JULIA,086900,KR7086900008,메디톡스,KOSDAQ,JULIA_086900_02,2,2023-02-10,2023-02-13,165000.0,1162029271200.0,17233691335.0,173600.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,74.99,READY,2023-05-31,2023-05-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2023-07-31,2023-08-01,217000.0,31.52,70.3,-0.61,38.78,117,23.4,REALIZED,,,
JULIA,086900,KR7086900008,메디톡스,KOSDAQ,JULIA_086900_03,3,2024-08-30,2024-09-02,201000.0,1445832255700.0,30961524585.0,198100.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,76.04,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-65.37,0.0,-67.36,65.37,487,97.4,OPEN_AT_CUTOFF,2026-09-04,69600.0,-65.37
JULIA,089010,KR7089010003,켐트로닉스,KOSDAQ,JULIA_089010_01,1,2025-03-14,2025-03-17,32050.0,476131443300.0,52447501708.75,31050.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,2026-02-28,2026-02-27,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-05-31,2026-06-01,35000.0,9.2,52.57,-37.97,43.37,295,59.0,REALIZED,,,
JULIA,089030,KR7089030001,테크윙,KOSDAQ,JULIA_089030_01,1,2018-02-23,2018-02-26,9645.0,352522928200.0,3027392312.5,19150.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.49,READY,2018-04-30,2018-04-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2020-10-31,2020-11-02,8860.0,-8.14,17.58,-57.48,25.72,641,128.2,REALIZED,,,
JULIA,089030,KR7089030001,테크윙,KOSDAQ,JULIA_089030_02,2,2023-12-01,2023-12-04,9940.0,369801085500.0,6594394958.5,9900.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.74,READY,2024-03-31,2024-03-29,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT3_PROGRESSED_TO_TRANSITION,2025-08-31,2025-09-01,32100.0,222.94,612.27,-10.06,389.33,424,84.8,REALIZED,,,
JULIA,089030,KR7089030001,테크윙,KOSDAQ,JULIA_089030_03,3,2025-09-12,2025-09-15,43000.0,1570720772250.0,25877439978.75,42050.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,73.44,READY,2026-02-28,2026-02-27,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,NO_EXIT_BEFORE_CUTOFF,,,,9.53,72.09,-26.45,62.56,237,47.4,OPEN_AT_CUTOFF,2026-09-04,47100.0,9.53
JULIA,089600,KR7089600001,KT나스미디어,KOSDAQ,JULIA_089600_01,1,2021-02-05,2021-02-08,32696.0,340557479900.0,4330918015.0,38900.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-60.06,14.1,-72.35,74.16,1352,270.4,OPEN_AT_CUTOFF,2026-09-04,13060.0,-60.06
JULIA,089980,KR7089980007,상아프론테크,KOSDAQ,JULIA_089980_01,1,2020-06-12,2020-06-15,24000.0,377771693250.0,19566134560.0,24450.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,65.56,READY,2020-08-31,2020-08-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2020-09-30,2020-10-05,42100.0,75.42,129.58,-17.71,54.16,77,15.4,REALIZED,,,
JULIA,089980,KR7089980007,상아프론테크,KOSDAQ,JULIA_089980_02,2,2026-04-17,2026-04-20,24900.0,399725925000.0,3559734933.75,25000.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,70.24,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-39.68,20.68,-57.43,60.36,94,18.8,OPEN_AT_CUTOFF,2026-09-04,15020.0,-39.68
JULIA,091120,KR7091120006,이엠텍,KOSDAQ,JULIA_091120_01,1,2021-03-19,2021-03-22,18651.0,305157784000.0,6117375595.0,19000.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.24,READY,2021-04-30,2021-04-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2021-07-31,2021-08-02,20653.0,10.73,18.85,-11.26,8.12,92,18.4,REALIZED,,,
JULIA,091120,KR7091120006,이엠텍,KOSDAQ,JULIA_091120_02,2,2023-04-14,2023-04-17,31750.0,534547603200.0,9223938335.0,31200.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,72.24,READY,2023-10-31,2023-10-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2024-02-29,2024-03-04,36200.0,14.02,88.98,-21.57,74.96,215,43.0,REALIZED,,,
JULIA,092040,KR7092040005,아미코젠,KOSDAQ,JULIA_092040_01,1,2018-01-26,2018-01-29,13533.0,560392092000.0,6968007755.0,58400.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.49,READY,2018-08-31,2018-08-31,SKIPPED_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2018-11-30,2018-12-03,16870.0,24.66,62.34,-22.86,37.68,205,41.0,REALIZED,,,
JULIA,092040,KR7092040005,아미코젠,KOSDAQ,JULIA_092040_02,2,2020-07-10,2020-07-13,15295.0,633831330000.0,27471450697.5,33000.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,74.17,READY,2020-12-31,2020-12-30,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,NO_EXIT_BEFORE_CUTOFF,,,,-93.38,50.46,-93.95,143.84,1507,301.4,OPEN_AT_CUTOFF,2026-09-04,1013.0,-93.38
JULIA,091580,KR7091580001,상신이디피,KOSDAQ,JULIA_091580_01,1,2023-03-03,2023-03-06,24600.0,307997749400.0,12737947368.5,22600.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.24,READY,2026-04-30,2026-04-30,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-05-31,2026-06-01,20850.0,-15.24,28.25,-73.54,43.49,789,157.8,REALIZED,,,
JULIA,091700,KR7091700005,파트론,KOSDAQ,JULIA_091700_01,1,2016-03-18,2016-03-21,11800.0,630922176500.0,13320412520.0,11650.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,70.79,READY,2019-06-30,2019-06-28,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2019-08-31,2019-09-02,11600.0,-1.69,59.75,-41.27,61.44,848,169.6,REALIZED,,,
JULIA,091700,KR7091700005,파트론,KOSDAQ,JULIA_091700_02,2,2021-12-03,2021-12-06,11400.0,622798715000.0,12972320465.0,11500.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,69.94,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-52.72,18.42,-56.58,71.14,1162,232.4,OPEN_AT_CUTOFF,2026-09-04,5390.0,-52.72
JULIA,093320,KR7093320000,케이아이엔엑스,KOSDAQ,JULIA_093320_01,1,2023-02-03,2023-02-06,63200.0,308416000000.0,1849134940.0,63200.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.74,READY,2023-12-31,2023-12-28,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2024-01-31,2024-02-01,105600.0,67.09,106.49,-17.72,39.4,245,49.0,REALIZED,,,
JULIA,093320,KR7093320000,케이아이엔엑스,KOSDAQ,JULIA_093320_02,2,2025-07-18,2025-07-21,92300.0,448472000000.0,3710617957.5,91900.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.49,READY,2026-03-31,2026-03-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,NO_EXIT_BEFORE_CUTOFF,,,,48.0,77.36,-14.19,29.36,276,55.2,OPEN_AT_CUTOFF,2026-09-04,136600.0,48.0
JULIA,094840,KR7094840006,슈프리마에이치큐,KOSDAQ,JULIA_094840_01,1,2014-08-22,2014-08-25,16165.0,389555600000.0,1883613695.0,26450.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.75,READY,2021-05-31,2021-05-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2021-06-30,2021-07-01,10750.0,-33.5,27.52,-82.18,61.02,1647,329.4,REALIZED,,,
JULIA,095270,KR7095270005,웨이브일렉트로,KOSDAQ,JULIA_095270_01,1,2017-09-08,2017-09-11,29247.0,339878550000.0,2293763040.0,31900.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-85.91,7.99,-91.18,93.9,2191,438.2,OPEN_AT_CUTOFF,2026-09-04,4120.0,-85.91
JULIA,095340,KR7095340006,ISC,KOSDAQ,JULIA_095340_01,1,2017-09-29,2017-10-10,25808.0,356385447600.0,3243447892.5,26200.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.49,READY,2020-08-31,2020-08-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2020-12-31,2021-01-04,27050.0,4.81,10.24,-77.49,5.43,790,158.0,REALIZED,,,
JULIA,095340,KR7095340006,ISC,KOSDAQ,JULIA_095340_02,2,2025-01-03,2025-01-06,72000.0,1504991118000.0,17720561140.0,71000.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,76.04,READY,2026-02-28,2026-02-27,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,NO_EXIT_BEFORE_CUTOFF,,,,152.78,306.25,-40.56,153.47,406,81.2,OPEN_AT_CUTOFF,2026-09-04,182000.0,152.78
JULIA,095610,KR7095610002,테스,KOSDAQ,JULIA_095610_01,1,2021-01-29,2021-02-01,28450.0,569324908800.0,24144650627.5,28800.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,74.99,READY,2021-03-31,2021-03-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2025-11-30,2025-12-01,40450.0,42.18,80.67,-53.99,38.49,1185,237.0,REALIZED,,,
JULIA,095660,KR7095660007,네오위즈,KOSDAQ,JULIA_095660_01,1,2018-03-23,2018-03-26,16150.0,346257126400.0,6208230277.5,15800.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.49,READY,2018-06-30,2018-06-29,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2018-08-31,2018-09-03,16000.0,-0.93,67.18,-4.64,68.11,110,22.0,REALIZED,,,
JULIA,095660,KR7095660007,네오위즈,KOSDAQ,JULIA_095660_02,2,2019-08-30,2019-09-02,15950.0,348448627200.0,3029390395.0,15900.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,72.54,READY,2020-07-31,2020-07-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2020-08-31,2020-09-01,30700.0,92.48,105.64,-23.51,13.16,248,49.6,REALIZED,,,
JULIA,095660,KR7095660007,네오위즈,KOSDAQ,JULIA_095660_03,3,2021-08-06,2021-08-09,32500.0,616944132000.0,7448320935.0,28000.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,73.04,READY,2022-12-31,2022-12-29,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2023-05-31,2023-06-01,50100.0,54.15,59.38,-41.85,5.23,447,89.4,REALIZED,,,
JULIA,096530,KR7096530001,씨젠,KOSDAQ,JULIA_096530_01,1,2015-07-03,2015-07-06,23721.0,1236096337000.0,29312881542.5,47950.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,70.24,READY,2020-03-31,2020-03-31,PROGRESSED_WITHOUT_DIRECT_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2020-04-30,2020-05-04,45783.0,93.01,199.57,-69.39,106.56,1145,229.0,REALIZED,,,
JULIA,096530,KR7096530001,씨젠,KOSDAQ,JULIA_096530_02,2,2025-05-16,2025-05-19,33300.0,1616394514300.0,8914665116.5,30950.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,72.74,READY,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-4.2,10.06,-34.83,14.26,319,63.8,OPEN_AT_CUTOFF,2026-09-04,31900.0,-4.2
JULIA,099430,KR7099430001,바이오플러스,KOSDAQ,JULIA_099430_01,1,2024-12-13,2024-12-16,7450.0,414784986240.0,9572327005.25,7160.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,70.56,PARTIAL,,,NEVER_PROGRESSED,False,,,,,,,NO_PROGRESSED_BEFORE_CUTOFF,,,,-54.77,13.02,-58.86,67.79,418,83.6,OPEN_AT_CUTOFF,2026-09-04,3370.0,-54.77
JULIA,099190,KR7099190001,아이센스,KOSDAQ,JULIA_099190_01,1,2016-02-26,2016-02-29,20567.0,566391421400.0,5036034627.5,41300.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.32,PARTIAL,2023-08-31,2023-08-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2023-10-31,2023-11-01,23400.0,13.77,93.03,-63.5,79.26,1840,368.0,REALIZED,,,
JULIA,098460,KR7098460009,고영,KOSDAQ,JULIA_098460_01,1,2014-04-18,2014-04-21,4650.0,311725663200.0,1245455955.0,23200.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,81.55,READY,2014-12-31,2014-12-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2015-02-28,2015-03-02,9160.0,96.99,109.68,-5.81,12.69,208,41.6,REALIZED,,,
JULIA,098460,KR7098460009,고영,KOSDAQ,JULIA_098460_02,2,2016-07-22,2016-07-25,9260.0,630904936200.0,2578604600.0,46200.0,True,True,True,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,2017-08-31,2017-08-31,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2018-01-31,2018-02-01,18820.0,103.24,107.34,-9.94,4.1,373,74.6,REALIZED,,,
JULIA,098460,KR7098460009,고영,KOSDAQ,JULIA_098460_03,3,2019-12-13,2019-12-16,21059.0,1454838001100.0,4034836804.7,106100.0,True,True,True,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,2026-01-31,2026-01-30,NORMAL_EARLY_TREND_HANDOFF,False,,,,,,,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-28,2026-03-03,30950.0,46.97,77.83,-63.86,30.86,1519,303.8,REALIZED,,,
