ticker,entry_signal_date,comparison_class
010950,2018-09-14,SHARED_REENTRY
010950,2019-09-20,FASTCORE_ONLY_REENTRY
010950,2021-03-05,FASTCORE_ONLY_REENTRY
011040,2018-01-26,SHARED_ENTRY
011040,2021-10-01,FASTCORE_ONLY_REENTRY
011070,2014-03-07,SHARED_ENTRY
011070,2017-02-03,SHARED_REENTRY
011070,2019-12-13,SHARED_REENTRY
011070,2020-06-12,FASTCORE_ONLY_REENTRY
011070,2020-09-11,FASTCORE_ONLY_REENTRY
011170,2015-04-03,SHARED_ENTRY
011170,2016-12-02,SHARED_REENTRY
011170,2020-11-13,FASTCORE_ONLY_REENTRY
011200,2020-07-24,SHARED_ENTRY
011200,2025-05-30,SHARED_REENTRY
011210,2014-06-27,SHARED_ENTRY
011210,2020-12-04,FASTCORE_ONLY_REENTRY
011210,2022-09-02,SHARED_REENTRY
011210,2025-09-05,FASTCORE_ONLY_REENTRY
011280,2020-11-13,SHARED_ENTRY
011760,2013-10-04,SHARED_ENTRY
011760,2015-05-22,SHARED_REENTRY
011760,2018-05-11,FASTCORE_ONLY_REENTRY
011780,2016-12-16,SHARED_ENTRY
011780,2019-04-05,FASTCORE_ONLY_REENTRY
011780,2024-02-23,SHARED_REENTRY
011780,2024-07-12,FASTCORE_ONLY_REENTRY
011780,2024-09-27,FASTCORE_ONLY_REENTRY
011780,2026-01-16,FASTCORE_ONLY_REENTRY
011790,2014-07-04,SHARED_ENTRY
011790,2015-03-27,FASTCORE_ONLY_REENTRY
011790,2016-12-16,FASTCORE_ONLY_REENTRY
011790,2019-07-19,SHARED_REENTRY
011790,2024-05-31,SHARED_REENTRY
011790,2025-01-24,FASTCORE_ONLY_REENTRY
011790,2025-10-31,FASTCORE_ONLY_REENTRY
012320,2015-06-05,SHARED_ENTRY
012330,2013-11-01,SHARED_ENTRY
012330,2015-12-18,FASTCORE_ONLY_REENTRY
012330,2019-08-16,FASTCORE_ONLY_REENTRY
012330,2024-03-29,FASTCORE_ONLY_REENTRY
012330,2025-06-20,FASTCORE_ONLY_REENTRY
012450,2013-04-26,SHARED_ENTRY
012450,2021-01-29,FASTCORE_ONLY_REENTRY
012610,2020-06-26,SHARED_ENTRY
012630,2013-03-29,SHARED_ENTRY
012630,2013-05-31,FASTCORE_ONLY_REENTRY
012630,2014-02-07,FASTCORE_ONLY_REENTRY
012630,2016-09-23,SHARED_REENTRY
012630,2017-06-02,FASTCORE_ONLY_REENTRY
012630,2024-02-02,FASTCORE_ONLY_REENTRY
012750,2014-05-16,SHARED_ENTRY
012750,2015-04-03,FASTCORE_ONLY_REENTRY
012750,2024-11-29,FASTCORE_ONLY_REENTRY
013030,2013-06-28,SHARED_ENTRY
013030,2026-04-10,SHARED_REENTRY
013120,2016-08-12,SHARED_ENTRY
013120,2017-06-16,FASTCORE_ONLY_REENTRY
013120,2019-06-21,FASTCORE_ONLY_REENTRY
013120,2021-01-08,FASTCORE_ONLY_REENTRY
014620,2013-11-01,SHARED_ENTRY
014620,2018-01-26,FASTCORE_ONLY_REENTRY
014620,2021-04-30,FASTCORE_ONLY_REENTRY
014620,2022-07-29,FASTCORE_ONLY_REENTRY
014620,2024-08-02,SHARED_REENTRY
014680,2013-04-26,SHARED_ENTRY
014680,2016-08-12,SHARED_REENTRY
014680,2018-08-10,FASTCORE_ONLY_REENTRY
014680,2025-08-29,SHARED_REENTRY
014820,2014-08-22,SHARED_ENTRY
014820,2021-01-08,SHARED_REENTRY
014830,2015-04-03,SHARED_ENTRY
014830,2018-04-20,FASTCORE_ONLY_REENTRY
014830,2020-08-14,FASTCORE_ONLY_REENTRY
014830,2024-04-05,SHARED_REENTRY
014830,2025-04-25,FASTCORE_ONLY_REENTRY
014830,2026-04-24,FASTCORE_ONLY_REENTRY
015360,2024-10-25,SHARED_ENTRY
015750,2013-05-31,SHARED_ENTRY
015750,2023-03-31,SHARED_REENTRY
015750,2025-12-12,SHARED_REENTRY
015760,2013-02-01,SHARED_ENTRY
015760,2013-11-22,FASTCORE_ONLY_REENTRY
015760,2015-09-11,SHARED_REENTRY
015760,2020-12-18,FASTCORE_ONLY_REENTRY
015760,2024-02-02,FASTCORE_ONLY_REENTRY
015860,2025-08-01,SHARED_ENTRY
016360,2014-08-29,SHARED_ENTRY
016360,2017-08-04,FASTCORE_ONLY_REENTRY
016360,2019-02-22,FASTCORE_ONLY_REENTRY
016360,2020-10-23,FASTCORE_ONLY_REENTRY
016580,2014-08-22,SHARED_ENTRY
016580,2017-04-28,SHARED_REENTRY
016580,2021-02-19,SHARED_REENTRY
016590,2021-05-21,SHARED_ENTRY
016800,2014-08-29,SHARED_ENTRY
017670,2013-02-08,SHARED_ENTRY
017670,2014-11-07,SHARED_REENTRY
017670,2017-03-31,FASTCORE_ONLY_REENTRY
017670,2020-08-21,FASTCORE_ONLY_REENTRY
017800,2016-08-12,SHARED_ENTRY
017800,2018-02-23,FASTCORE_ONLY_REENTRY
017800,2021-05-21,SHARED_REENTRY
017800,2023-06-30,FASTCORE_ONLY_REENTRY
017810,2018-01-26,SHARED_ENTRY
017810,2019-05-24,FASTCORE_ONLY_REENTRY
017810,2020-05-15,FASTCORE_ONLY_REENTRY
017810,2022-04-22,SHARED_REENTRY
017810,2024-06-14,FASTCORE_ONLY_REENTRY
017810,2025-02-28,FASTCORE_ONLY_REENTRY
017940,2012-12-28,SHARED_ENTRY
017940,2025-06-13,SHARED_REENTRY
017960,2014-07-11,SHARED_ENTRY
017960,2015-05-29,FASTCORE_ONLY_REENTRY
017960,2016-04-01,FASTCORE_ONLY_REENTRY
017960,2017-03-03,FASTCORE_ONLY_REENTRY
017960,2018-02-02,FASTCORE_ONLY_REENTRY
017960,2018-09-28,FASTCORE_ONLY_REENTRY
017960,2023-07-21,SHARED_REENTRY
017960,2024-08-16,FASTCORE_ONLY_REENTRY
017960,2025-01-17,FASTCORE_ONLY_REENTRY
018250,2023-07-07,SHARED_ENTRY
018250,2024-05-24,FASTCORE_ONLY_REENTRY
018260,2018-01-26,SHARED_ENTRY
018260,2021-01-08,SHARED_REENTRY
018260,2023-09-01,FASTCORE_ONLY_REENTRY
018260,2025-06-20,FASTCORE_ONLY_REENTRY
018290,2023-08-04,SHARED_ENTRY
018310,2025-06-13,SHARED_ENTRY
018670,2014-03-14,SHARED_ENTRY
018670,2016-09-30,SHARED_REENTRY
018670,2019-04-05,SHARED_REENTRY
018670,2019-11-15,FASTCORE_ONLY_REENTRY
018670,2020-08-14,FASTCORE_ONLY_REENTRY
018670,2023-06-02,SHARED_REENTRY
018880,2013-05-31,SHARED_ENTRY
018880,2017-06-16,SHARED_REENTRY
018880,2020-08-14,FASTCORE_ONLY_REENTRY
019210,2013-08-02,SHARED_ENTRY
019210,2015-06-05,FASTCORE_ONLY_REENTRY
019210,2017-06-02,FASTCORE_ONLY_REENTRY
019680,2013-04-19,SHARED_ENTRY
019680,2014-10-10,FASTCORE_ONLY_REENTRY
020000,2013-04-26,SHARED_ENTRY
020000,2014-01-10,FASTCORE_ONLY_REENTRY
020000,2014-08-22,FASTCORE_ONLY_REENTRY
020000,2021-02-19,FASTCORE_ONLY_REENTRY
020000,2026-02-13,SHARED_REENTRY
020150,2016-01-08,SHARED_ENTRY
020150,2016-03-11,FASTCORE_ONLY_REENTRY
020150,2020-01-10,SHARED_REENTRY
020150,2020-08-14,FASTCORE_ONLY_REENTRY
020150,2021-01-15,FASTCORE_ONLY_REENTRY
020150,2026-04-10,SHARED_REENTRY
020560,2015-04-03,SHARED_ENTRY
020560,2016-09-02,SHARED_REENTRY
020560,2017-06-30,FASTCORE_ONLY_REENTRY
020760,2017-08-25,SHARED_ENTRY
021240,2017-04-07,SHARED_ENTRY
021240,2019-03-15,FASTCORE_ONLY_REENTRY
021240,2021-05-28,FASTCORE_ONLY_REENTRY
021240,2024-02-02,FASTCORE_ONLY_REENTRY
021240,2026-05-15,SHARED_REENTRY
022100,2013-01-11,SHARED_ENTRY
022100,2017-03-17,FASTCORE_ONLY_REENTRY
022100,2020-10-16,FASTCORE_ONLY_REENTRY
023160,2013-09-13,SHARED_ENTRY
023160,2021-05-07,SHARED_REENTRY
023160,2021-06-04,FASTCORE_ONLY_REENTRY
023160,2025-01-10,SHARED_REENTRY
023410,2017-04-21,SHARED_ENTRY
023410,2018-02-02,FASTCORE_ONLY_REENTRY
023410,2018-04-13,FASTCORE_ONLY_REENTRY
023530,2013-02-01,SHARED_ENTRY
023530,2017-05-12,FASTCORE_ONLY_REENTRY
023530,2018-04-20,FASTCORE_ONLY_REENTRY
023530,2025-05-16,FASTCORE_ONLY_REENTRY
023590,2015-03-20,SHARED_ENTRY
023590,2018-01-26,SHARED_REENTRY
023590,2019-04-05,FASTCORE_ONLY_REENTRY
023590,2020-07-10,FASTCORE_ONLY_REENTRY
023590,2024-02-02,FASTCORE_ONLY_REENTRY
023590,2025-03-07,FASTCORE_ONLY_REENTRY
024110,2014-02-28,SHARED_ENTRY
024110,2016-11-04,FASTCORE_ONLY_REENTRY
024110,2023-09-01,FASTCORE_ONLY_REENTRY
024720,2021-05-07,SHARED_ENTRY
024720,2024-06-28,FASTCORE_ONLY_REENTRY
024720,2025-05-09,FASTCORE_ONLY_REENTRY
024950,2015-06-05,SHARED_ENTRY
025000,2016-09-09,SHARED_ENTRY
025000,2021-04-09,FASTCORE_ONLY_REENTRY
025540,2013-06-28,SHARED_ENTRY
025540,2023-11-03,SHARED_REENTRY
025540,2025-12-26,FASTCORE_ONLY_REENTRY
025620,2018-04-06,SHARED_ENTRY
025770,2021-07-09,SHARED_ENTRY
025860,2014-05-02,SHARED_ENTRY
025860,2015-07-03,FASTCORE_ONLY_REENTRY
025860,2017-06-02,FASTCORE_ONLY_REENTRY
025860,2018-01-26,FASTCORE_ONLY_REENTRY
025860,2021-06-04,SHARED_REENTRY
025860,2025-06-20,SHARED_REENTRY
025900,2018-02-02,SHARED_ENTRY
025900,2020-06-05,FASTCORE_ONLY_REENTRY
025980,2018-04-06,SHARED_ENTRY
025980,2021-07-30,SHARED_REENTRY
026890,2020-02-07,SHARED_ENTRY
026890,2024-05-03,SHARED_REENTRY
026960,2012-12-28,SHARED_ENTRY
026960,2024-11-08,SHARED_REENTRY
027410,2017-04-28,SHARED_ENTRY
027410,2026-04-10,FASTCORE_ONLY_REENTRY
028050,2018-03-09,SHARED_ENTRY
028050,2023-02-17,SHARED_REENTRY
028050,2025-07-04,FASTCORE_ONLY_REENTRY
028260,2020-02-07,SHARED_ENTRY
028260,2020-12-11,FASTCORE_ONLY_REENTRY
028260,2022-07-01,FASTCORE_ONLY_REENTRY
028260,2023-12-01,FASTCORE_ONLY_REENTRY
028300,2021-08-27,SHARED_ENTRY
028670,2017-07-14,SHARED_ENTRY
028670,2023-02-24,SHARED_REENTRY
028670,2026-02-13,FASTCORE_ONLY_REENTRY
029460,2017-05-19,SHARED_ENTRY
029460,2020-07-10,SHARED_REENTRY
029460,2024-02-02,SHARED_REENTRY
029460,2025-06-13,FASTCORE_ONLY_REENTRY
029530,2013-04-26,SHARED_ENTRY
029530,2014-08-01,FASTCORE_ONLY_REENTRY
029530,2017-08-18,FASTCORE_ONLY_REENTRY
029530,2022-09-23,FASTCORE_ONLY_REENTRY
029780,2014-05-16,SHARED_ENTRY
029780,2016-06-10,FASTCORE_ONLY_REENTRY
029780,2019-06-14,FASTCORE_ONLY_REENTRY
029780,2019-12-13,FASTCORE_ONLY_REENTRY
029780,2020-11-20,FASTCORE_ONLY_REENTRY
029780,2023-11-17,FASTCORE_ONLY_REENTRY
030000,2013-03-29,SHARED_ENTRY
030000,2015-04-03,FASTCORE_ONLY_REENTRY
030000,2016-01-22,FASTCORE_ONLY_REENTRY
030000,2017-02-10,FASTCORE_ONLY_REENTRY
030000,2020-09-18,FASTCORE_ONLY_REENTRY
030000,2023-10-06,FASTCORE_ONLY_REENTRY
030000,2025-06-27,FASTCORE_ONLY_REENTRY
030190,2018-04-06,SHARED_ENTRY
030200,2013-05-24,SHARED_ENTRY
030200,2014-08-01,FASTCORE_ONLY_REENTRY
030200,2016-05-13,FASTCORE_ONLY_REENTRY
030200,2021-07-02,FASTCORE_ONLY_REENTRY
030200,2026-02-27,SHARED_REENTRY
030520,2014-01-03,SHARED_ENTRY
030520,2018-01-26,FASTCORE_ONLY_REENTRY
030520,2020-06-19,FASTCORE_ONLY_REENTRY
030520,2025-06-13,SHARED_REENTRY
030530,2013-05-31,SHARED_ENTRY
030530,2013-11-29,FASTCORE_ONLY_REENTRY
030610,2014-07-18,SHARED_ENTRY
030610,2016-04-22,SHARED_REENTRY
030610,2017-05-12,FASTCORE_ONLY_REENTRY
030610,2025-02-21,FASTCORE_ONLY_REENTRY
030610,2025-04-25,FASTCORE_ONLY_REENTRY
031430,2014-08-01,SHARED_ENTRY
031430,2018-02-02,SHARED_REENTRY
031430,2022-06-03,SHARED_REENTRY
031430,2026-04-24,FASTCORE_ONLY_REENTRY
031980,2017-05-19,SHARED_ENTRY
031980,2025-10-10,SHARED_REENTRY
031980,2026-01-16,FASTCORE_ONLY_REENTRY
032190,2018-02-02,SHARED_ENTRY
032190,2022-10-28,FASTCORE_ONLY_REENTRY
032190,2025-07-04,SHARED_REENTRY
032350,2020-07-31,SHARED_ENTRY
032350,2023-01-06,SHARED_REENTRY
032350,2025-05-30,FASTCORE_ONLY_REENTRY
032620,2019-06-21,SHARED_ENTRY
032640,2013-04-05,SHARED_ENTRY
032640,2014-08-29,SHARED_REENTRY
032640,2015-09-11,FASTCORE_ONLY_REENTRY
032640,2016-05-27,FASTCORE_ONLY_REENTRY
032640,2018-08-03,SHARED_REENTRY
032640,2021-05-14,FASTCORE_ONLY_REENTRY
032640,2024-12-06,FASTCORE_ONLY_REENTRY
032830,2014-09-05,SHARED_ENTRY
032830,2016-04-15,FASTCORE_ONLY_REENTRY
032830,2016-11-18,FASTCORE_ONLY_REENTRY
032830,2021-01-08,FASTCORE_ONLY_REENTRY
033100,2026-01-30,SHARED_ENTRY
033160,2023-03-31,SHARED_ENTRY
033240,2016-09-09,SHARED_ENTRY
033240,2017-06-23,FASTCORE_ONLY_REENTRY
033240,2020-11-27,SHARED_REENTRY
033240,2023-02-17,SHARED_REENTRY
033240,2025-10-31,SHARED_REENTRY
033240,2026-01-02,FASTCORE_ONLY_REENTRY
033270,2017-06-23,SHARED_ENTRY
033270,2020-06-26,SHARED_REENTRY
033270,2026-04-17,SHARED_REENTRY
033290,2019-04-12,SHARED_ENTRY
033290,2021-04-16,FASTCORE_ONLY_REENTRY
033290,2023-10-06,SHARED_REENTRY
033500,2022-08-19,SHARED_ENTRY
033500,2023-07-14,FASTCORE_ONLY_REENTRY
033500,2024-07-26,FASTCORE_ONLY_REENTRY
033500,2024-08-09,FASTCORE_ONLY_REENTRY
033500,2025-01-10,FASTCORE_ONLY_REENTRY
033530,2013-08-02,SHARED_ENTRY
033560,2016-05-27,SHARED_ENTRY
033640,2019-02-15,SHARED_ENTRY
033640,2025-10-31,SHARED_REENTRY
033780,2014-04-11,SHARED_ENTRY
033780,2022-09-23,FASTCORE_ONLY_REENTRY
033920,2013-02-01,SHARED_ENTRY
034020,2016-08-19,SHARED_ENTRY
034020,2023-04-21,SHARED_REENTRY
034020,2024-06-21,FASTCORE_ONLY_REENTRY
034020,2025-01-24,FASTCORE_ONLY_REENTRY
034120,2015-04-03,SHARED_ENTRY
034120,2017-08-04,FASTCORE_ONLY_REENTRY
034120,2019-02-22,FASTCORE_ONLY_REENTRY
034120,2020-01-17,FASTCORE_ONLY_REENTRY
034120,2020-12-11,FASTCORE_ONLY_REENTRY
034220,2014-05-23,SHARED_ENTRY
034220,2021-01-08,FASTCORE_ONLY_REENTRY
034220,2025-08-29,SHARED_REENTRY
034230,2018-02-02,SHARED_ENTRY
034230,2019-11-08,FASTCORE_ONLY_REENTRY
034230,2021-03-12,FASTCORE_ONLY_REENTRY
034230,2022-12-02,FASTCORE_ONLY_REENTRY
034230,2025-06-13,FASTCORE_ONLY_REENTRY
034310,2013-03-29,SHARED_ENTRY
034310,2018-05-04,SHARED_REENTRY
034310,2019-04-12,FASTCORE_ONLY_REENTRY
034310,2025-06-27,FASTCORE_ONLY_REENTRY
034730,2013-10-04,SHARED_ENTRY
034730,2017-05-19,SHARED_REENTRY
034730,2019-11-01,FASTCORE_ONLY_REENTRY
034730,2021-01-08,FASTCORE_ONLY_REENTRY
034730,2024-02-23,FASTCORE_ONLY_REENTRY
034730,2025-06-13,FASTCORE_ONLY_REENTRY
034810,2013-05-31,SHARED_ENTRY
034810,2021-03-26,SHARED_REENTRY
034950,2020-05-08,SHARED_ENTRY
034950,2025-02-28,SHARED_REENTRY
035080,2015-08-07,SHARED_ENTRY
035250,2012-12-28,SHARED_ENTRY
035250,2025-08-08,FASTCORE_ONLY_REENTRY
035420,2013-07-26,SHARED_ENTRY
035420,2016-06-10,SHARED_REENTRY
035420,2025-02-07,SHARED_REENTRY
035420,2025-06-27,FASTCORE_ONLY_REENTRY
035600,2015-01-02,SHARED_ENTRY
035720,2014-06-20,SHARED_ENTRY
035720,2017-05-12,SHARED_REENTRY
035720,2019-05-03,SHARED_REENTRY
035720,2025-09-12,SHARED_REENTRY
035760,2012-12-28,SHARED_ENTRY
035810,2015-06-26,SHARED_ENTRY
035810,2016-05-27,FASTCORE_ONLY_REENTRY
035810,2017-05-19,FASTCORE_ONLY_REENTRY
035810,2019-04-26,FASTCORE_ONLY_REENTRY
035900,2020-01-17,SHARED_ENTRY
035900,2020-07-31,FASTCORE_ONLY_REENTRY
036030,2013-03-15,SHARED_ENTRY
036030,2014-11-28,SHARED_REENTRY
036200,2025-09-26,SHARED_ENTRY
036420,2013-03-22,SHARED_ENTRY
036420,2021-02-19,SHARED_REENTRY
036460,2013-11-29,SHARED_ENTRY
036460,2017-01-06,FASTCORE_ONLY_REENTRY
036460,2021-06-18,FASTCORE_ONLY_REENTRY
036460,2026-02-20,SHARED_REENTRY
036530,2021-03-19,SHARED_ENTRY
036530,2024-02-02,FASTCORE_ONLY_REENTRY
036540,2023-06-09,SHARED_ENTRY
036540,2024-01-26,FASTCORE_ONLY_REENTRY
036570,2015-02-06,SHARED_ENTRY
036570,2015-07-17,FASTCORE_ONLY_REENTRY
036570,2016-04-01,FASTCORE_ONLY_REENTRY
036570,2018-09-14,SHARED_REENTRY
036570,2026-04-17,SHARED_REENTRY
036580,2016-07-29,SHARED_ENTRY
036800,2016-08-26,SHARED_ENTRY
036800,2019-07-19,FASTCORE_ONLY_REENTRY
036810,2023-02-10,SHARED_ENTRY
036810,2024-04-19,FASTCORE_ONLY_REENTRY
036810,2025-09-12,FASTCORE_ONLY_REENTRY
036830,2013-01-04,SHARED_ENTRY
036830,2015-01-30,FASTCORE_ONLY_REENTRY
036830,2023-09-01,SHARED_REENTRY
036830,2023-12-15,FASTCORE_ONLY_REENTRY
036830,2025-10-17,SHARED_REENTRY
036890,2022-12-02,SHARED_ENTRY
036890,2023-07-14,FASTCORE_ONLY_REENTRY
036890,2025-12-12,FASTCORE_ONLY_REENTRY
036930,2015-05-15,SHARED_ENTRY
036930,2015-11-27,FASTCORE_ONLY_REENTRY
036930,2020-12-04,SHARED_REENTRY
036930,2025-03-21,SHARED_REENTRY
037070,2023-02-03,SHARED_ENTRY
037270,2023-06-02,SHARED_ENTRY
037560,2018-06-29,SHARED_ENTRY
037560,2019-02-08,FASTCORE_ONLY_REENTRY
037710,2014-08-22,SHARED_ENTRY
037710,2021-05-14,FASTCORE_ONLY_REENTRY
037710,2026-02-20,FASTCORE_ONLY_REENTRY
038060,2013-03-15,SHARED_ENTRY
038290,2021-07-02,SHARED_ENTRY
038500,2019-01-18,SHARED_ENTRY
038540,2019-05-31,SHARED_ENTRY
039030,2013-03-08,SHARED_ENTRY
039130,2014-12-05,SHARED_ENTRY
039130,2018-01-26,SHARED_REENTRY
039200,2020-06-12,SHARED_ENTRY
039200,2023-08-11,SHARED_REENTRY
039200,2024-04-26,FASTCORE_ONLY_REENTRY
039440,2020-01-03,SHARED_ENTRY
039440,2021-12-10,FASTCORE_ONLY_REENTRY
039440,2025-12-12,SHARED_REENTRY
039490,2013-04-26,SHARED_ENTRY
039490,2015-01-30,FASTCORE_ONLY_REENTRY
039490,2020-07-31,SHARED_REENTRY
039490,2024-02-16,SHARED_REENTRY
039560,2020-07-17,SHARED_ENTRY
039840,2019-03-15,SHARED_ENTRY
039840,2021-01-29,FASTCORE_ONLY_REENTRY
039840,2023-06-30,SHARED_REENTRY
040910,2021-01-08,SHARED_ENTRY
041020,2013-05-24,SHARED_ENTRY
041020,2013-07-05,FASTCORE_ONLY_REENTRY
041020,2013-08-09,FASTCORE_ONLY_REENTRY
041190,2025-06-13,SHARED_ENTRY
041190,2025-07-04,FASTCORE_ONLY_REENTRY
041510,2014-02-07,SHARED_ENTRY
041510,2015-08-28,FASTCORE_ONLY_REENTRY
041510,2018-02-02,FASTCORE_ONLY_REENTRY
041510,2025-02-14,SHARED_REENTRY
041830,2021-05-14,SHARED_ENTRY
041830,2023-03-03,SHARED_REENTRY
041830,2024-03-29,FASTCORE_ONLY_REENTRY
041830,2025-08-22,FASTCORE_ONLY_REENTRY
041960,2014-05-16,SHARED_ENTRY
041960,2015-03-20,FASTCORE_ONLY_REENTRY
041960,2025-05-02,SHARED_REENTRY
042370,2026-02-20,SHARED_ENTRY
042600,2023-02-24,SHARED_ENTRY
042660,2013-09-13,SHARED_ENTRY
042660,2021-06-04,FASTCORE_ONLY_REENTRY
042660,2023-04-21,FASTCORE_ONLY_REENTRY
042660,2024-11-08,SHARED_REENTRY
042660,2025-01-03,FASTCORE_ONLY_REENTRY
042700,2016-03-25,SHARED_ENTRY
042700,2020-07-24,SHARED_REENTRY
043150,2018-02-02,SHARED_ENTRY
043150,2020-01-10,FASTCORE_ONLY_REENTRY
043150,2021-03-12,FASTCORE_ONLY_REENTRY
043370,2013-06-14,SHARED_ENTRY
043370,2017-03-31,SHARED_REENTRY
043610,2018-06-15,SHARED_ENTRY
044340,2021-02-19,SHARED_ENTRY
044490,2016-07-22,SHARED_ENTRY
045100,2018-05-25,SHARED_ENTRY
045100,2020-12-18,SHARED_REENTRY
045390,2021-06-18,SHARED_ENTRY
046440,2018-05-11,SHARED_ENTRY
046890,2013-06-28,SHARED_ENTRY
046890,2017-08-11,SHARED_REENTRY
046890,2018-10-19,SHARED_REENTRY
046890,2019-01-25,FASTCORE_ONLY_REENTRY
046890,2021-01-08,FASTCORE_ONLY_REENTRY
047040,2014-07-18,SHARED_ENTRY
047040,2015-04-17,FASTCORE_ONLY_REENTRY
047040,2017-05-12,FASTCORE_ONLY_REENTRY
047040,2018-05-18,FASTCORE_ONLY_REENTRY
047040,2021-01-08,FASTCORE_ONLY_REENTRY
047040,2026-01-23,SHARED_REENTRY
047050,2013-11-08,SHARED_ENTRY
047050,2017-01-06,FASTCORE_ONLY_REENTRY
047050,2018-05-18,FASTCORE_ONLY_REENTRY
047050,2021-02-05,FASTCORE_ONLY_REENTRY
047050,2022-08-19,SHARED_REENTRY
047050,2023-04-14,FASTCORE_ONLY_REENTRY
047050,2026-02-06,SHARED_REENTRY
047810,2014-05-30,SHARED_ENTRY
047810,2025-03-07,SHARED_REENTRY
048410,2022-09-02,SHARED_ENTRY
048530,2018-01-26,SHARED_ENTRY
048530,2018-11-09,FASTCORE_ONLY_REENTRY
049070,2023-03-24,SHARED_ENTRY
049960,2016-04-01,SHARED_ENTRY
050890,2025-01-03,SHARED_ENTRY
050890,2025-01-24,FASTCORE_ONLY_REENTRY
051370,2016-12-23,SHARED_ENTRY
051370,2022-02-04,SHARED_REENTRY
051370,2023-06-16,FASTCORE_ONLY_REENTRY
051500,2014-07-04,SHARED_ENTRY
051500,2025-05-09,SHARED_REENTRY
051600,2014-02-14,SHARED_ENTRY
051600,2021-04-16,SHARED_REENTRY
051900,2014-10-31,SHARED_ENTRY
051900,2017-05-12,SHARED_REENTRY
051900,2019-03-15,SHARED_REENTRY
051900,2020-01-17,FASTCORE_ONLY_REENTRY
051900,2020-05-15,FASTCORE_ONLY_REENTRY
051900,2020-07-03,FASTCORE_ONLY_REENTRY
051910,2013-10-04,SHARED_ENTRY
051910,2015-04-24,FASTCORE_ONLY_REENTRY
051910,2016-03-18,FASTCORE_ONLY_REENTRY
051910,2017-01-13,FASTCORE_ONLY_REENTRY
051910,2020-02-07,SHARED_REENTRY
051910,2020-06-12,FASTCORE_ONLY_REENTRY
052020,2026-03-06,SHARED_ENTRY
052260,2018-01-26,SHARED_ENTRY
052260,2020-01-10,FASTCORE_ONLY_REENTRY
052400,2014-12-05,SHARED_ENTRY
052400,2019-06-14,SHARED_REENTRY
052690,2013-03-08,SHARED_ENTRY
052690,2014-10-24,FASTCORE_ONLY_REENTRY
052690,2018-03-30,FASTCORE_ONLY_REENTRY
052690,2019-02-01,FASTCORE_ONLY_REENTRY
052690,2021-04-02,FASTCORE_ONLY_REENTRY
052690,2023-03-10,SHARED_REENTRY
053030,2020-05-08,SHARED_ENTRY
053030,2024-07-12,SHARED_REENTRY
053030,2024-08-16,FASTCORE_ONLY_REENTRY
053210,2021-05-28,SHARED_ENTRY
053610,2022-01-28,SHARED_ENTRY
053610,2023-03-24,FASTCORE_ONLY_REENTRY
053800,2017-03-17,SHARED_ENTRY
053800,2018-03-02,SHARED_REENTRY
053800,2019-06-28,FASTCORE_ONLY_REENTRY
053800,2019-08-30,FASTCORE_ONLY_REENTRY
053800,2020-09-04,FASTCORE_ONLY_REENTRY
053980,2015-04-10,SHARED_ENTRY
054050,2015-07-03,SHARED_ENTRY
054050,2016-05-27,FASTCORE_ONLY_REENTRY
054620,2022-12-23,SHARED_ENTRY
054950,2013-01-18,SHARED_ENTRY
054950,2014-05-09,FASTCORE_ONLY_REENTRY
054950,2017-06-30,FASTCORE_ONLY_REENTRY
054950,2025-05-30,SHARED_REENTRY
055550,2013-09-27,SHARED_ENTRY
055550,2016-11-11,FASTCORE_ONLY_REENTRY
055550,2021-04-09,FASTCORE_ONLY_REENTRY
056190,2013-03-29,SHARED_ENTRY
056190,2014-11-28,FASTCORE_ONLY_REENTRY
056190,2016-01-15,FASTCORE_ONLY_REENTRY
056190,2018-11-02,SHARED_REENTRY
056190,2021-02-05,FASTCORE_ONLY_REENTRY
056190,2022-03-25,FASTCORE_ONLY_REENTRY
058470,2017-07-07,SHARED_ENTRY
058470,2022-12-02,SHARED_REENTRY
058470,2024-01-05,FASTCORE_ONLY_REENTRY
058470,2025-10-17,SHARED_REENTRY
058610,2025-01-31,SHARED_ENTRY
058610,2025-10-24,FASTCORE_ONLY_REENTRY
058650,2014-06-13,SHARED_ENTRY
058650,2021-04-30,SHARED_REENTRY
058820,2020-12-11,SHARED_ENTRY
058970,2025-02-07,SHARED_ENTRY
059090,2024-03-29,SHARED_ENTRY
059090,2024-05-17,FASTCORE_ONLY_REENTRY
059090,2025-05-09,SHARED_REENTRY
060150,2019-04-05,SHARED_ENTRY
060150,2020-08-07,FASTCORE_ONLY_REENTRY
060150,2021-01-29,FASTCORE_ONLY_REENTRY
060250,2019-04-19,SHARED_ENTRY
060250,2019-06-14,FASTCORE_ONLY_REENTRY
060590,2015-02-27,SHARED_ENTRY
060720,2013-04-19,SHARED_ENTRY
060720,2019-10-18,SHARED_REENTRY
060720,2021-06-04,SHARED_REENTRY
060720,2023-03-31,FASTCORE_ONLY_REENTRY
060980,2021-01-08,SHARED_ENTRY
060980,2021-09-17,FASTCORE_ONLY_REENTRY
060980,2023-06-30,SHARED_REENTRY
063080,2014-04-04,SHARED_ENTRY
063080,2014-07-04,FASTCORE_ONLY_REENTRY
064350,2021-06-11,SHARED_ENTRY
064350,2022-07-22,SHARED_REENTRY
