strategy,ticker,entry_signal_date,entry_execution_date,entry_price,exit_signal_date,exit_execution_date,exit_price,exit_reason,trade_status,terminal_return_pct,mfe_pct,mae_pct,holding_days,peak_giveback_pct,trade_no,strategy_id,final_valuation_date,final_valuation_price
V2,117460,2017-01-06,2017-01-09,11040.0,2020-02-28,2020-03-02,9140.0,LOSS_GUARD_CLOSE_LE_NEG_15,REALIZED,-17.21,37.68,-18.07,769,54.89,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2020-03-02,9140.0
V2,117460,2020-07-10,2020-07-13,10985.0,2021-03-31,2021-04-01,19130.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,74.15,93.45,-1.18,178,19.3,2,PATTERN_A_FAST_FINAL_STRATEGY_V02,2021-04-01,19130.0
V2,117460,2023-04-28,2023-05-02,18230.0,2023-10-10,2023-10-11,15700.0,LOSS_GUARD_CLOSE_LE_NEG_15,REALIZED,-13.88,25.29,-16.29,108,39.17,3,PATTERN_A_FAST_FINAL_STRATEGY_V02,2023-10-11,15700.0
V2,117460,2025-10-31,2025-11-03,14220.0,2026-06-30,2026-07-01,13510.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,-4.99,36.22,-14.7,162,41.21,4,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-07-01,13510.0
V3,117460,2017-01-06,2017-01-09,11040.0,2018-02-09,2018-02-12,13575.0,SOFT_EXIT,REALIZED,22.96,37.68,-3.08,268,14.72,1,PATTERN_A_FAST_FINAL_STRATEGY_V03,2018-02-12,13575.0
V3,117460,2018-03-02,2018-03-05,14305.0,2021-03-19,2021-03-22,18325.0,SOFT_EXIT,REALIZED,28.1,48.55,-59.45,750,20.45,2,PATTERN_A_FAST_FINAL_STRATEGY_V03,2021-03-22,18325.0
V3,117460,2023-04-28,2023-05-02,18230.0,2023-08-04,2023-08-07,19825.0,SOFT_EXIT,REALIZED,8.75,25.29,-8.97,67,16.54,3,PATTERN_A_FAST_FINAL_STRATEGY_V03,2023-08-07,19825.0
V3,117460,2025-10-31,2025-11-03,14220.0,2026-03-04,2026-03-05,15545.0,HARD_EXIT,REALIZED,9.32,30.1,-13.01,82,20.78,4,PATTERN_A_FAST_FINAL_STRATEGY_V03,2026-03-05,15545.0
V3,117460,2026-04-17,2026-04-20,16940.0,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,-21.66,14.34,-34.74,84,36.0,5,PATTERN_A_FAST_FINAL_STRATEGY_V03,2026-08-21,13270.0
V4,117460,2017-01-06,2017-01-09,11040.0,2018-05-11,2018-05-14,13175.0,WINNER_SOFT_WATCH_EXIT,REALIZED,19.34,37.68,-3.08,328,18.34,1,PATTERN_A_FAST_FINAL_STRATEGY_V04,2018-05-14,13175.0
V4,117460,2020-07-10,2020-07-13,10985.0,2022-01-27,2022-01-28,16130.0,WINNER_HARD_EXIT,REALIZED,46.84,96.04,-1.18,385,49.2,2,PATTERN_A_FAST_FINAL_STRATEGY_V04,2022-01-28,16130.0
V4,117460,2023-04-28,2023-05-02,18230.0,2023-08-16,2023-08-17,17810.0,WINNER_HARD_EXIT,REALIZED,-2.3,25.29,-8.97,74,27.59,3,PATTERN_A_FAST_FINAL_STRATEGY_V04,2023-08-17,17810.0
V4,117460,2025-10-31,2025-11-03,14220.0,2026-03-04,2026-03-05,15545.0,WINNER_HARD_EXIT,REALIZED,9.32,30.1,-13.01,82,20.78,4,PATTERN_A_FAST_FINAL_STRATEGY_V04,2026-03-05,15545.0
V4,117460,2026-04-17,2026-04-20,16940.0,2026-07-31,2026-08-03,12070.0,PRE_WINNER_PRICE_STRUCTURE_FAILURE,REALIZED,-28.75,14.34,-34.74,71,43.09,5,PATTERN_A_FAST_FINAL_STRATEGY_V04,2026-08-03,12070.0
Julia,117460,2017-01-06,2017-01-09,11040.0,2021-03-31,2021-04-01,19130.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,73.28,92.48,-47.46,1037,19.2,1,JULIA_STRATEGY_V00,2021-04-01,19130.0
Julia,117460,2023-04-28,2023-05-02,18230.0,2026-06-30,2026-07-01,13510.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,-25.89,25.29,-53.98,770,51.18,2,JULIA_STRATEGY_V00,2026-07-01,13510.0
