candidate_id,ticker,isu_cd,market,name,candidate_signal_date,entry_signal_information_date,quarter,company_family,fundamentals_as_of,fundamentals_status,filter_status,evaluable,reason,latest_fy,latest_quarter,filing_references,company_cache_hit,evaluation_source
001450|KR7001450006|KOSPI|2026-08-14,001450,KR7001450006,KOSPI,현대해상,2026-08-14,2026-08-14,2026Q3,FINANCIAL,2026-08-14,NOT_APPLICABLE,NOT_APPLICABLE,False,,,,[],True,NETWORK
282330|KR7282330000|KOSPI|2026-08-14,282330,KR7282330000,KOSPI,BGF리테일,2026-08-14,2026-08-14,2026Q3,NON_FINANCIAL,2026-08-14,PASS,PASS,True,,2025,2026Q2,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-17"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-03-21"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-20"",""2024-04-12"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-18"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-18"",""2026-05-15"",""2026-08-14""]",True,NETWORK
001800|KR7001800002|KOSPI|2026-08-07,001800,KR7001800002,KOSPI,오리온홀딩스,2026-08-07,2026-08-07,2026Q3,NON_FINANCIAL,2026-08-07,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-10"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-03-16"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-15"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-13"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-18"",""2025-05-15"",""2025-08-14"",""2025-11-13"",""2026-03-18"",""2026-05-15""]",True,NETWORK
007070|KR7007070006|KOSPI|2026-08-07,007070,KR7007070006,KOSPI,GS리테일,2026-08-07,2026-08-07,2026Q3,NON_FINANCIAL,2026-08-07,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-13"",""2021-07-01"",""2021-08-17"",""2021-11-15"",""2022-03-17"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-15"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-04-01"",""2024-07-17"",""2024-08-14"",""2024-11-14"",""2025-03-12"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-11"",""2026-05-15""]",True,NETWORK
021240|KR7021240007|KOSPI|2026-08-07,021240,KR7021240007,KOSPI,코웨이,2026-08-07,2026-08-07,2026Q3,NON_FINANCIAL,2026-08-07,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-31"",""2020-11-16"",""2021-03-23"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-08-16"",""2022-11-14"",""2023-03-21"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-29"",""2024-05-14"",""2024-08-14"",""2024-11-14"",""2025-03-21"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-23"",""2026-05-15""]",True,NETWORK
282330|KR7282330000|KOSPI|2026-08-07,282330,KR7282330000,KOSPI,BGF리테일,2026-08-07,2026-08-07,2026Q3,NON_FINANCIAL,2026-08-07,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-17"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-03-21"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-20"",""2024-04-12"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-18"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-18"",""2026-05-15""]",True,NETWORK
021240|KR7021240007|KOSPI|2026-07-31,021240,KR7021240007,KOSPI,코웨이,2026-07-31,2026-07-31,2026Q3,NON_FINANCIAL,2026-07-31,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-31"",""2020-11-16"",""2021-03-23"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-08-16"",""2022-11-14"",""2023-03-21"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-29"",""2024-05-14"",""2024-08-14"",""2024-11-14"",""2025-03-21"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-23"",""2026-05-15""]",True,NETWORK
383220|KR7383220001|KOSPI|2026-07-31,383220,KR7383220001,KOSPI,F&F,2026-07-31,2026-07-31,2026Q3,NON_FINANCIAL,2026-07-31,PASS,PASS,True,,2025,2026Q1,"[""2021-08-17"",""2021-11-15"",""2022-03-17"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-05-15"",""2023-08-14"",""2023-08-31"",""2023-11-14"",""2024-03-20"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-18"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-18"",""2026-05-15""]",True,NETWORK
453340|KR7453340002|KOSPI|2026-07-31,453340,KR7453340002,KOSPI,현대그린푸드,2026-07-31,2026-07-31,2026Q3,NON_FINANCIAL,2026-07-31,PASS,PASS,True,,2025,2026Q1,"[""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-18"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-16"",""2026-05-15""]",True,NETWORK
021240|KR7021240007|KOSPI|2026-07-24,021240,KR7021240007,KOSPI,코웨이,2026-07-24,2026-07-24,2026Q3,NON_FINANCIAL,2026-07-24,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-31"",""2020-11-16"",""2021-03-23"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-08-16"",""2022-11-14"",""2023-03-21"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-29"",""2024-05-14"",""2024-08-14"",""2024-11-14"",""2025-03-21"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-23"",""2026-05-15""]",True,NETWORK
453340|KR7453340002|KOSPI|2026-07-24,453340,KR7453340002,KOSPI,현대그린푸드,2026-07-24,2026-07-24,2026Q3,NON_FINANCIAL,2026-07-24,PASS,PASS,True,,2025,2026Q1,"[""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-18"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-16"",""2026-05-15""]",True,NETWORK
453340|KR7453340002|KOSPI|2026-07-10,453340,KR7453340002,KOSPI,현대그린푸드,2026-07-10,2026-07-10,2026Q3,NON_FINANCIAL,2026-07-10,PASS,PASS,True,,2025,2026Q1,"[""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-18"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-16"",""2026-05-15""]",True,NETWORK
021240|KR7021240007|KOSPI|2026-07-03,021240,KR7021240007,KOSPI,코웨이,2026-07-03,2026-07-03,2026Q3,NON_FINANCIAL,2026-07-03,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-31"",""2020-11-16"",""2021-03-23"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-08-16"",""2022-11-14"",""2023-03-21"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-29"",""2024-05-14"",""2024-08-14"",""2024-11-14"",""2025-03-21"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-23"",""2026-05-15""]",True,NETWORK
096530|KR7096530001|KOSDAQ|2026-07-03,096530,KR7096530001,KOSDAQ,씨젠,2026-07-03,2026-07-03,2026Q3,NON_FINANCIAL,2026-07-03,PASS,PASS,True,,2025,2026Q1,"[""2020-05-13"",""2020-08-13"",""2020-11-11"",""2021-03-18"",""2021-05-14"",""2021-08-17"",""2021-11-15"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-16"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-14"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-19"",""2026-05-15""]",True,NETWORK
383220|KR7383220001|KOSPI|2026-06-19,383220,KR7383220001,KOSPI,F&F,2026-06-19,2026-06-19,2026Q2,NON_FINANCIAL,2026-06-19,PASS,PASS,True,,2025,2026Q1,"[""2021-08-17"",""2021-11-15"",""2022-03-17"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-05-15"",""2023-08-14"",""2023-08-31"",""2023-11-14"",""2024-03-20"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-18"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-18"",""2026-05-15""]",True,NETWORK
000430|KR7000430009|KOSPI|2026-06-12,000430,KR7000430009,KOSPI,대원강업,2026-06-12,2026-06-12,2026Q2,NON_FINANCIAL,2026-06-12,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-18"",""2021-05-17"",""2021-08-13"",""2021-11-15"",""2022-03-17"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-24"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-15"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-18"",""2026-05-14""]",True,NETWORK
383220|KR7383220001|KOSPI|2026-06-12,383220,KR7383220001,KOSPI,F&F,2026-06-12,2026-06-12,2026Q2,NON_FINANCIAL,2026-06-12,PASS,PASS,True,,2025,2026Q1,"[""2021-08-17"",""2021-11-15"",""2022-03-17"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-05-15"",""2023-08-14"",""2023-08-31"",""2023-11-14"",""2024-03-20"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-18"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-18"",""2026-05-15""]",True,NETWORK
453340|KR7453340002|KOSPI|2026-06-12,453340,KR7453340002,KOSPI,현대그린푸드,2026-06-12,2026-06-12,2026Q2,NON_FINANCIAL,2026-06-12,PASS,PASS,True,,2025,2026Q1,"[""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-18"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-16"",""2026-05-15""]",True,NETWORK
021240|KR7021240007|KOSPI|2026-06-05,021240,KR7021240007,KOSPI,코웨이,2026-06-05,2026-06-05,2026Q2,NON_FINANCIAL,2026-06-05,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-31"",""2020-11-16"",""2021-03-23"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-08-16"",""2022-11-14"",""2023-03-21"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-29"",""2024-05-14"",""2024-08-14"",""2024-11-14"",""2025-03-21"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-23"",""2026-05-15""]",True,NETWORK
096530|KR7096530001|KOSDAQ|2026-06-05,096530,KR7096530001,KOSDAQ,씨젠,2026-06-05,2026-06-05,2026Q2,NON_FINANCIAL,2026-06-05,PASS,PASS,True,,2025,2026Q1,"[""2020-05-13"",""2020-08-13"",""2020-11-11"",""2021-03-18"",""2021-05-14"",""2021-08-17"",""2021-11-15"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-16"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-14"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-19"",""2026-05-15""]",True,NETWORK
021240|KR7021240007|KOSPI|2026-05-29,021240,KR7021240007,KOSPI,코웨이,2026-05-29,2026-05-29,2026Q2,NON_FINANCIAL,2026-05-29,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-31"",""2020-11-16"",""2021-03-23"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-08-16"",""2022-11-14"",""2023-03-21"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-29"",""2024-05-14"",""2024-08-14"",""2024-11-14"",""2025-03-21"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-23"",""2026-05-15""]",True,NETWORK
003490|KR7003490000|KOSPI|2026-05-22,003490,KR7003490000,KOSPI,대한항공,2026-05-22,2026-05-22,2026Q2,NON_FINANCIAL,2026-05-22,DATA_UNAVAILABLE,DATA_UNAVAILABLE,False,BinaryResponseInvalid:DATA_UNAVAILABLE,,,[],True,NETWORK
009450|KR7009450008|KOSPI|2026-05-22,009450,KR7009450008,KOSPI,경동나비엔,2026-05-22,2026-05-22,2026Q2,NON_FINANCIAL,2026-05-22,DATA_UNAVAILABLE,DATA_UNAVAILABLE,False,BinaryResponseInvalid:DATA_UNAVAILABLE,,,[],True,NETWORK
021240|KR7021240007|KOSPI|2026-05-22,021240,KR7021240007,KOSPI,코웨이,2026-05-22,2026-05-22,2026Q2,NON_FINANCIAL,2026-05-22,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-31"",""2020-11-16"",""2021-03-23"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-08-16"",""2022-11-14"",""2023-03-21"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-29"",""2024-05-14"",""2024-08-14"",""2024-11-14"",""2025-03-21"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-23"",""2026-05-15""]",True,NETWORK
096530|KR7096530001|KOSDAQ|2026-05-22,096530,KR7096530001,KOSDAQ,씨젠,2026-05-22,2026-05-22,2026Q2,NON_FINANCIAL,2026-05-22,PASS,PASS,True,,2025,2026Q1,"[""2020-05-13"",""2020-08-13"",""2020-11-11"",""2021-03-18"",""2021-05-14"",""2021-08-17"",""2021-11-15"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-16"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-14"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-19"",""2026-05-15""]",True,NETWORK
108670|KR7108670001|KOSPI|2026-05-22,108670,KR7108670001,KOSPI,LX하우시스,2026-05-22,2026-05-22,2026Q2,NON_FINANCIAL,2026-05-22,FILTERED_NET_LOSS,FILTERED_NET_LOSS,True,FILTERED_NET_LOSS,2025,2026Q1,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-17"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-03-16"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-16"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-14"",""2024-05-14"",""2024-08-14"",""2024-11-14"",""2025-03-18"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-16"",""2026-05-14""]",True,NETWORK
453340|KR7453340002|KOSPI|2026-05-22,453340,KR7453340002,KOSPI,현대그린푸드,2026-05-22,2026-05-22,2026Q2,NON_FINANCIAL,2026-05-22,PASS,PASS,True,,2025,2026Q1,"[""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-18"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-16"",""2026-05-15""]",True,NETWORK
009160|KR7009160003|KOSPI|2026-05-15,009160,KR7009160003,KOSPI,SIMPAC,2026-05-15,2026-05-15,2026Q2,NON_FINANCIAL,2026-05-15,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-22"",""2021-05-17"",""2021-08-13"",""2021-11-15"",""2022-03-21"",""2022-05-16"",""2022-08-12"",""2022-11-11"",""2023-03-20"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-20"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-18"",""2026-05-15""]",True,NETWORK
021240|KR7021240007|KOSPI|2026-05-15,021240,KR7021240007,KOSPI,코웨이,2026-05-15,2026-05-15,2026Q2,NON_FINANCIAL,2026-05-15,PASS,PASS,True,,2025,2026Q1,"[""2020-05-15"",""2020-08-31"",""2020-11-16"",""2021-03-23"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-08-16"",""2022-11-14"",""2023-03-21"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-29"",""2024-05-14"",""2024-08-14"",""2024-11-14"",""2025-03-21"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-23"",""2026-05-15""]",True,NETWORK
028670|KR7028670008|KOSPI|2026-05-15,028670,KR7028670008,KOSPI,팬오션,2026-05-15,2026-05-15,2026Q2,NON_FINANCIAL,2026-05-15,PASS,PASS,True,,2025,2026Q1,"[""2020-05-13"",""2020-08-13"",""2020-11-12"",""2021-03-22"",""2021-05-13"",""2021-08-12"",""2021-11-11"",""2022-03-21"",""2022-05-11"",""2022-08-11"",""2022-11-11"",""2023-03-21"",""2023-05-11"",""2023-08-11"",""2023-11-10"",""2024-03-19"",""2024-05-14"",""2024-08-12"",""2024-11-12"",""2025-03-18"",""2025-05-13"",""2025-08-12"",""2025-11-12"",""2026-03-19"",""2026-05-14""]",True,NETWORK
031430|KR7031430002|KOSPI|2026-05-15,031430,KR7031430002,KOSPI,신세계인터내셔날,2026-05-15,2026-05-15,2026Q2,NON_FINANCIAL,2026-05-15,FILTERED_OPERATING_LOSS,FILTERED_OPERATING_LOSS,True,FILTERED_OPERATING_LOSS,2025,2026Q1,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-15"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-03-15"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-14"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-12"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-13"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-16"",""2026-05-15""]",True,NETWORK
096530|KR7096530001|KOSDAQ|2026-05-15,096530,KR7096530001,KOSDAQ,씨젠,2026-05-15,2026-05-15,2026Q2,NON_FINANCIAL,2026-05-15,PASS,PASS,True,,2025,2026Q1,"[""2020-05-13"",""2020-08-13"",""2020-11-11"",""2021-03-18"",""2021-05-14"",""2021-08-17"",""2021-11-15"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-16"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-14"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-19"",""2026-05-15""]",True,NETWORK
294870|KR7294870001|KOSPI|2026-05-15,294870,KR7294870001,KOSPI,IPARK현대산업개발,2026-05-15,2026-05-15,2026Q2,NON_FINANCIAL,2026-05-15,PASS,PASS,True,,2025,2026Q1,"[""2020-06-30"",""2020-08-11"",""2020-12-10"",""2021-03-16"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-03-21"",""2022-05-18"",""2022-08-16"",""2022-11-14"",""2023-05-15"",""2023-07-13"",""2023-08-11"",""2023-11-14"",""2024-04-01"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-05-15"",""2025-08-12"",""2025-11-14"",""2026-03-18"",""2026-05-15""]",True,NETWORK
383800|KR7383800000|KOSPI|2026-05-15,383800,KR7383800000,KOSPI,LX홀딩스,2026-05-15,2026-05-15,2026Q2,NON_FINANCIAL,2026-05-15,FILTERED_ANNUAL_REVENUE,FILTERED_ANNUAL_REVENUE,True,FILTERED_ANNUAL_REVENUE,2025,2026Q1,"[""2021-08-17"",""2021-11-15"",""2022-03-21"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-17"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-15"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-21"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-23"",""2026-05-15""]",True,NETWORK
453340|KR7453340002|KOSPI|2026-05-15,453340,KR7453340002,KOSPI,현대그린푸드,2026-05-15,2026-05-15,2026Q2,NON_FINANCIAL,2026-05-15,PASS,PASS,True,,2025,2026Q1,"[""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-18"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-16"",""2026-05-15""]",True,NETWORK
001740|KR7001740000|KOSPI|2026-05-08,001740,KR7001740000,KOSPI,SK네트웍스,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,DATA_UNAVAILABLE,DATA_UNAVAILABLE,False,BinaryResponseInvalid:DATA_UNAVAILABLE,,,[],True,NETWORK
003490|KR7003490000|KOSPI|2026-05-08,003490,KR7003490000,KOSPI,대한항공,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,DATA_UNAVAILABLE,DATA_UNAVAILABLE,False,BinaryResponseInvalid:DATA_UNAVAILABLE,,,[],True,NETWORK
003550|KR7003550001|KOSPI|2026-05-08,003550,KR7003550001,KOSPI,LG,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,PASS,PASS,True,,2025,2025Q4,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-11"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-03-21"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-21"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-19"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-18"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-18""]",True,NETWORK
003670|KR7003670007|KOSPI|2026-05-08,003670,KR7003670007,KOSPI,포스코퓨처엠,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,DATA_UNAVAILABLE,DATA_UNAVAILABLE,False,BinaryResponseInvalid:DATA_UNAVAILABLE,,,[],True,NETWORK
004360|KR7004360004|KOSPI|2026-05-08,004360,KR7004360004,KOSPI,세방,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,PASS,PASS,True,,2025,2025Q4,"[""2020-05-18"",""2020-08-13"",""2020-12-23"",""2021-03-19"",""2021-05-14"",""2021-08-13"",""2021-11-12"",""2022-05-13"",""2022-08-12"",""2022-11-11"",""2023-03-16"",""2023-05-15"",""2023-08-14"",""2023-11-30"",""2024-03-14"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-20""]",True,NETWORK
009160|KR7009160003|KOSPI|2026-05-08,009160,KR7009160003,KOSPI,SIMPAC,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,PASS,PASS,True,,2025,2025Q4,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-22"",""2021-05-17"",""2021-08-13"",""2021-11-15"",""2022-03-21"",""2022-05-16"",""2022-08-12"",""2022-11-11"",""2023-03-20"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-20"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-18""]",True,NETWORK
009450|KR7009450008|KOSPI|2026-05-08,009450,KR7009450008,KOSPI,경동나비엔,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,DATA_UNAVAILABLE,DATA_UNAVAILABLE,False,BinaryResponseInvalid:DATA_UNAVAILABLE,,,[],True,NETWORK
028670|KR7028670008|KOSPI|2026-05-08,028670,KR7028670008,KOSPI,팬오션,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,PASS,PASS,True,,2025,2025Q4,"[""2020-05-13"",""2020-08-13"",""2020-11-12"",""2021-03-22"",""2021-05-13"",""2021-08-12"",""2021-11-11"",""2022-03-21"",""2022-05-11"",""2022-08-11"",""2022-11-11"",""2023-03-21"",""2023-05-11"",""2023-08-11"",""2023-11-10"",""2024-03-19"",""2024-05-14"",""2024-08-12"",""2024-11-12"",""2025-03-18"",""2025-05-13"",""2025-08-12"",""2025-11-12"",""2026-03-19""]",True,NETWORK
031430|KR7031430002|KOSPI|2026-05-08,031430,KR7031430002,KOSPI,신세계인터내셔날,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,FILTERED_OPERATING_LOSS,FILTERED_OPERATING_LOSS,True,FILTERED_OPERATING_LOSS,2025,2025Q4,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-15"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-03-15"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-14"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-12"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-13"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-16""]",True,NETWORK
034310|KR7034310003|KOSPI|2026-05-08,034310,KR7034310003,KOSPI,NICE,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,DATA_UNAVAILABLE,DATA_UNAVAILABLE,False,DATA_UNAVAILABLE,2025,2025Q4,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-04-21"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-03-23"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-03-21"",""2023-05-15"",""2023-08-14"",""2023-11-14"",""2024-03-20"",""2024-05-16"",""2024-08-14"",""2024-11-14"",""2025-03-18"",""2025-05-14"",""2025-08-14"",""2025-11-14"",""2026-03-23""]",True,NETWORK
034950|KR7034950006|KOSDAQ|2026-05-08,034950,KR7034950006,KOSDAQ,한국기업평가,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,PASS,PASS,True,,2025,2025Q4,"[""2020-05-15"",""2020-08-14"",""2020-11-16"",""2021-03-17"",""2021-05-17"",""2021-08-17"",""2021-11-15"",""2022-03-23"",""2022-05-17"",""2022-08-16"",""2022-11-14"",""2023-03-20"",""2023-05-12"",""2023-08-14"",""2023-11-14"",""2024-03-20"",""2024-05-14"",""2024-08-13"",""2024-11-14"",""2025-03-18"",""2025-05-15"",""2025-08-14"",""2025-11-14"",""2026-03-26""]",True,NETWORK
137400|KR7137400008|KOSDAQ|2026-05-08,137400,KR7137400008,KOSDAQ,피엔티,2026-05-08,2026-05-08,2026Q2,NON_FINANCIAL,2026-05-08,PASS,PASS,True,,2025,2025Q4,"[""2020-05-14"",""2020-08-14"",""2020-11-11"",""2021-03-19"",""2021-05-12"",""2021-08-17"",""2021-11-10"",""2022-03-23"",""2022-05-16"",""2022-08-16"",""2022-11-14"",""2023-05-12"",""2023-08-30"",""2023-11-10"",""2023-11-30"",""2024-03-18"",""2024-05-10"",""2024-11-11"",""2024-12-31"",""2025-08-11"",""2025-11-11"",""2026-03-16""]",True,NETWORK
