ticker,control_category,population_class,expected_count,candidate_count,missing_expected_count,raw_unexpected_count,reconciled_unexpected_count,unreconciled_unexpected_count,first_expected_date,last_expected_date,first_candidate_date,last_candidate_date,pre_listing_rows,post_delisting_rows,future_rows,coverage_status,observation_source_path,observation_source_sha256,classification_authority_path,classification_authority_sha256
005930,LONG_LIVED_CURRENT_COMMON,CURRENT_COMMON,4095,4095,0,0,0,0,2010-01-04,2026-08-21,2010-01-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
000660,LONG_LIVED_CURRENT_COMMON,CURRENT_COMMON,4095,4095,0,0,0,0,2010-01-04,2026-08-21,2010-01-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
005380,LONG_LIVED_CURRENT_COMMON,CURRENT_COMMON,4095,4095,0,0,0,0,2010-01-04,2026-08-21,2010-01-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
000270,LONG_LIVED_CURRENT_COMMON,CURRENT_COMMON,4095,4095,0,0,0,0,2010-01-04,2026-08-21,2010-01-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
005490,LONG_LIVED_CURRENT_COMMON,CURRENT_COMMON,4095,4095,0,0,0,0,2010-01-04,2026-08-21,2010-01-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
035420,LONG_LIVED_CURRENT_COMMON,CURRENT_COMMON,4095,4095,0,0,0,0,2010-01-04,2026-08-21,2010-01-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
051910,LONG_LIVED_CURRENT_COMMON,CURRENT_COMMON,4095,4095,0,0,0,0,2010-01-04,2026-08-21,2010-01-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
006400,LONG_LIVED_CURRENT_COMMON,CURRENT_COMMON,4095,4095,0,0,0,0,2010-01-04,2026-08-21,2010-01-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
003550,LONG_LIVED_CURRENT_COMMON,CURRENT_COMMON,4095,4095,0,0,0,0,2010-01-04,2026-08-21,2010-01-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
012330,LONG_LIVED_CURRENT_COMMON,CURRENT_COMMON,4095,4095,0,0,0,0,2010-01-04,2026-08-21,2010-01-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
352820,MEDIUM_RECENT_CURRENT_COMMON,CURRENT_COMMON,1435,1435,0,0,0,0,2020-10-15,2026-08-21,2020-10-15,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
373220,MEDIUM_RECENT_CURRENT_COMMON,CURRENT_COMMON,1115,1115,0,0,0,0,2022-01-27,2026-08-21,2022-01-27,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
259960,MEDIUM_RECENT_CURRENT_COMMON,CURRENT_COMMON,1230,1230,0,0,0,0,2021-08-10,2026-08-21,2021-08-10,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
323410,MEDIUM_RECENT_CURRENT_COMMON,CURRENT_COMMON,1232,1232,0,0,0,0,2021-08-06,2026-08-21,2021-08-06,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
