ticker,control_category,population_class,expected_count,candidate_count,missing_expected_count,raw_unexpected_count,reconciled_unexpected_count,unreconciled_unexpected_count,first_expected_date,last_expected_date,first_candidate_date,last_candidate_date,pre_listing_rows,post_delisting_rows,future_rows,coverage_status,observation_source_path,observation_source_sha256,classification_authority_path,classification_authority_sha256
377300,MEDIUM_RECENT_CURRENT_COMMON,CURRENT_COMMON,1175,1175,0,0,0,0,2021-11-03,2026-08-21,2021-11-03,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
064420,HISTORICAL_ONLY_DELISTED,HISTORICAL_ONLY,756,756,0,0,0,0,2010-01-04,2013-01-14,2010-01-04,2013-01-14,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
015940,HISTORICAL_ONLY_DELISTED,HISTORICAL_ONLY,9,9,0,0,0,0,2010-01-04,2010-01-14,2010-01-04,2010-01-14,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
000610,HISTORICAL_ONLY_DELISTED,HISTORICAL_ONLY,12,12,0,0,0,0,2010-01-04,2010-01-19,2010-01-04,2010-01-19,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
037510,HISTORICAL_ONLY_DELISTED,HISTORICAL_ONLY,16,16,0,0,0,0,2010-01-04,2010-01-25,2010-01-04,2010-01-25,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
008340,HISTORICAL_ONLY_DELISTED,HISTORICAL_ONLY,69,69,0,0,0,0,2010-01-04,2010-04-12,2010-01-04,2010-04-12,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
009010,HISTORICAL_ONLY_DELISTED,HISTORICAL_ONLY,830,830,0,0,0,0,2010-01-04,2013-04-30,2010-01-04,2013-04-30,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
010670,HISTORICAL_ONLY_DELISTED,HISTORICAL_ONLY,1063,1063,0,0,0,0,2010-01-04,2014-04-10,2010-01-04,2014-04-10,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
012650,HISTORICAL_ONLY_DELISTED,HISTORICAL_ONLY,1063,1063,0,0,0,0,2010-01-04,2014-04-10,2010-01-04,2014-04-10,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
004320,HISTORICAL_ONLY_DELISTED,HISTORICAL_ONLY,1307,1307,0,0,0,0,2010-01-04,2015-04-10,2010-01-04,2015-04-10,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
006580,HISTORICAL_ONLY_DELISTED,HISTORICAL_ONLY,3568,3568,0,0,0,0,2010-01-04,2024-06-20,2010-01-04,2024-06-20,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0001A0,ALPHA_23_FULL_SET,ALPHA_TICKER,136,136,0,0,0,0,2026-01-30,2026-08-21,2026-01-30,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0004V0,ALPHA_23_FULL_SET,ALPHA_TICKER,148,148,0,0,0,0,2026-01-14,2026-08-21,2026-01-14,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0007C0,ALPHA_23_FULL_SET,ALPHA_TICKER,166,166,0,0,0,0,2025-12-16,2026-08-21,2025-12-16,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0007J0,ALPHA_23_FULL_SET,ALPHA_TICKER,96,96,0,0,0,0,2026-04-02,2026-08-21,2026-04-02,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0008Z0,ALPHA_23_FULL_SET,ALPHA_TICKER,246,246,0,0,0,0,2025-08-19,2026-08-21,2025-08-19,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0009K0,ALPHA_23_FULL_SET,ALPHA_TICKER,174,174,0,0,0,0,2025-12-04,2026-08-21,2025-12-04,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0010F0,ALPHA_23_FULL_SET,ALPHA_TICKER,95,95,0,0,0,0,2026-04-03,2026-08-21,2026-04-03,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0010V0,ALPHA_23_FULL_SET,ALPHA_TICKER,244,244,0,0,0,0,2025-08-21,2026-08-21,2025-08-21,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0011A0,ALPHA_23_FULL_SET,ALPHA_TICKER,114,114,0,0,0,0,2026-03-09,2026-08-21,2026-03-09,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0011T0,ALPHA_23_FULL_SET,ALPHA_TICKER,77,77,0,0,0,0,2026-04-29,2026-08-21,2026-04-29,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0013V0,ALPHA_23_FULL_SET,ALPHA_TICKER,162,162,0,0,0,0,2025-12-22,2026-08-21,2025-12-22,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0015G0,ALPHA_23_FULL_SET,ALPHA_TICKER,187,187,0,0,0,0,2025-11-17,2026-08-21,2025-11-17,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0015N0,ALPHA_23_FULL_SET,ALPHA_TICKER,179,179,0,0,0,0,2025-11-27,2026-08-21,2025-11-27,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0015S0,ALPHA_23_FULL_SET,ALPHA_TICKER,170,170,0,0,0,0,2025-12-10,2026-08-21,2025-12-10,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0017J0,ALPHA_23_FULL_SET,ALPHA_TICKER,51,51,0,0,0,0,2026-06-10,2026-08-21,2026-06-10,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0039P0,ALPHA_23_FULL_SET,ALPHA_TICKER,36,36,0,0,0,0,2026-07-01,2026-08-21,2026-07-01,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0082N0,ALPHA_23_FULL_SET,ALPHA_TICKER,109,109,0,0,0,0,2026-03-16,2026-08-21,2026-03-16,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0088M0,ALPHA_23_FULL_SET,ALPHA_TICKER,101,101,0,0,0,0,2026-03-26,2026-08-21,2026-03-26,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0117P0,ALPHA_23_FULL_SET,ALPHA_TICKER,53,53,0,0,0,0,2026-06-08,2026-08-21,2026-06-08,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0156T0,ALPHA_23_FULL_SET,ALPHA_TICKER,20,20,0,0,0,0,2026-07-24,2026-08-21,2026-07-24,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0218L0,ALPHA_23_FULL_SET,ALPHA_TICKER,19,19,0,0,0,0,2026-07-27,2026-08-21,2026-07-27,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
0120G0,ALPHA_23_FULL_SET,ALPHA_TICKER,182,182,0,0,0,0,2025-11-24,2026-08-21,2025-11-24,2026-08-21,0,0,0,COVERAGE_VALID,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/v01_fix02/source_authority_coverage_results_fix02.csv,948d37511da6db8bd55ca8a260c65fdb56463b4ff11815d97a99e585f2ad36a0,artifacts/data/end_to_end_data_parity/v01/survivorship_safe_denominator_freeze/v01/historical_common_population_v01.json,2fb1776c7dfdf3a478159f25c1ec0269e3632c2ee705d97f6818b58485987674
