ticker,issuer_name,prior_claimed_event,prior_claimed_date_or_window,official_evidence_found,authority_source_tier,authority_record_id,normalized_event_type,authoritative_event_anchor,adjudication,adjudication_reason
005930,삼성전자,STOCK_SPLIT,2018-05-04,True,TIER_A1_OPENDART,DART_RCP_20180323001340,STOCK_SPLIT,2018-05-04,CONFIRMED,공식 문서 검증 완료 (Samsung Electronics 50:1 split)
035420,NAVER,STOCK_SPLIT,2018-10-12,False,TIER_A1_OPENDART,DART_RCP_20180726000405,STOCK_SPLIT,,REJECTED_CLAIM,타사 공시 문서 검출 (교보악사자산운용)
035720,카카오,STOCK_SPLIT,2021-04-15,False,TIER_A1_OPENDART,DART_RCP_20210225001089,STOCK_SPLIT,,INSUFFICIENT_AUTHORITY,DART 거부/검토중 페이지 검출로 증거 불충분
003670,포스코퓨처엠,RIGHTS_OFFERING,2021-01-13,False,TIER_A1_OPENDART,DART_RCP_20201106000375,RIGHTS_OFFERING,,INSUFFICIENT_AUTHORITY,DART 거부/검토중 페이지 검출로 증거 불충분
028260,삼성물산,MERGER,2015-09-01,False,TIER_A1_OPENDART,DART_RCP_20150526000552,MERGER,,INSUFFICIENT_AUTHORITY,DART 거부/검토중 페이지 검출로 증거 불충분
000100,유한양행,BONUS_ISSUE,2020-04-01,False,TIER_A1_OPENDART,DART_RCP_20191210000412,BONUS_ISSUE,,REJECTED_CLAIM,타사 공시 문서 검출 (한국해양진흥공사)
004020,현대제철,MERGER,2015-07-01,False,TIER_A1_OPENDART,DART_RCP_20150408000450,MERGER,,REJECTED_CLAIM,타사 공시 문서 검출 (무등배움터)
010130,고려아연,RIGHTS_OFFERING,2022-08-30,False,TIER_A1_OPENDART,DART_RCP_20220818000620,RIGHTS_OFFERING,,INSUFFICIENT_AUTHORITY,DART 거부/검토중 페이지 검출로 증거 불충분
