strategy,ticker,entry_signal_date,entry_execution_date,entry_price,exit_signal_date,exit_execution_date,exit_price,exit_reason,trade_status,terminal_return_pct,mfe_pct,mae_pct,holding_days,peak_giveback_pct,trade_no,strategy_id,final_valuation_date,final_valuation_price
V2,226490,2024-05-03,2024-05-07,27580.0,2026-05-31,2026-06-01,87085.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,215.75,216.12,-13.6,502,0.37,1,PATTERN_A_FAST_FINAL_STRATEGY_V02,2026-06-01,87085.0
V3,226490,2024-05-03,2024-05-07,27580.0,2026-07-29,2026-07-30,58000.0,HARD_EXIT,REALIZED,110.3,249.51,-13.6,543,139.21,1,PATTERN_A_FAST_FINAL_STRATEGY_V03,2026-07-30,58000.0
V4,226490,2024-05-03,2024-05-07,27580.0,2026-07-29,2026-07-30,58000.0,WINNER_HARD_EXIT,REALIZED,110.3,249.51,-13.6,543,139.21,1,PATTERN_A_FAST_FINAL_STRATEGY_V04,2026-07-30,58000.0
Julia,226490,2024-05-03,2024-05-07,27580.0,2026-05-31,2026-06-01,87085.0,EXIT4_SCORE_DRAWDOWN_GE_15,REALIZED,215.75,216.12,-13.6,502,0.37,1,JULIA_STRATEGY_V00,2026-06-01,87085.0
