ticker,isu_cd,market,first_common_date,last_common_date,current_common,historical_only,lifecycle_transition_present,common_interval_count,canonical_adjusted_exists,canonical_adjusted_date_min,canonical_requested_start,canonical_row_count,raw_cache_exists,spac_authority_present,historical_issue_name,current_issue_name,risk_classification
017680,KR7017680000,KOSDAQ,2010-01-04,2019-11-19,false,true,false,1,true,2010-01-04,2010-01-04,2265,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
018410,KR7018410001,KOSPI,2010-01-04,2010-05-12,false,true,false,1,true,2010-01-04,2010-01-04,65,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
018890,KR7018890004,KOSDAQ,2010-01-04,2010-07-21,false,true,false,1,true,2010-01-04,2010-01-04,59,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
019010,KR7019010008,KOSDAQ,2010-01-04,2026-08-21,true,false,false,1,true,2010-01-04,2010-01-04,4085,false,false,베뉴지,베뉴지,NO_IDENTITY_TRANSITION_SIGNAL
019120,KR7019120005,KOSDAQ,2010-01-04,2011-04-05,false,true,false,1,true,2010-01-04,2010-01-04,261,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
019260,KR7019260009,KOSDAQ,2010-01-04,2012-09-04,false,true,false,1,true,2010-01-04,2010-01-04,615,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
019300,KR7019300003,KOSPI,2010-01-04,2016-08-10,false,true,false,1,true,2010-01-04,2010-01-04,1622,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
019430,KR7019430008,KOSDAQ,2010-01-04,2011-04-28,false,true,false,1,true,2010-01-04,2010-01-04,290,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
019440,KR7019440007,KOSPI,2011-06-01,2026-02-11,false,true,false,1,true,2011-06-01,2011-06-01,3601,false,false,세아특수강,세아특수강,NO_IDENTITY_TRANSITION_SIGNAL
019590,KR7019590009,KOSDAQ,2010-01-04,2025-09-05,false,true,false,1,true,2010-01-04,2010-01-04,2977,false,false,엠벤처투자,에스유앤피,NO_IDENTITY_TRANSITION_SIGNAL
020070,KR7020070009,KOSDAQ,2010-01-04,2010-04-30,false,true,false,1,true,2010-01-04,2010-01-04,62,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
021060,KR7021060009,KOSDAQ,2010-01-04,2012-06-26,false,true,false,1,true,2010-01-04,2010-01-04,543,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
021650,KR7021650007,KOSDAQ,2010-01-04,2026-08-21,true,false,false,1,true,2010-01-04,2010-01-04,4095,false,false,한국큐빅,한국큐빅,NO_IDENTITY_TRANSITION_SIGNAL
0218L0,KR70218L0007,KOSDAQ,2026-07-27,2026-08-21,true,false,false,1,true,2026-07-27,2026-07-27,19,false,false,네오뷰,네오뷰,NO_IDENTITY_TRANSITION_SIGNAL
021960,KR7021960000,KOSPI,2010-01-04,2017-07-20,false,true,false,1,true,2010-01-04,2010-01-04,1857,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
022520,KR7022520001,"KOSDAQ,KOSPI",2010-01-04,2012-01-10,false,true,false,2,true,2010-01-04,2010-01-04,492,false,false,,,MULTIPLE_COMMON_INTERVAL_SIGNAL
023020,KR7023020001,KOSDAQ,2010-01-04,2011-09-09,false,true,false,1,true,2010-01-04,2010-01-04,412,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
023430,KR7023430002,KOSDAQ,2010-01-04,2017-12-19,false,true,false,1,true,2010-01-04,2010-01-04,1799,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
023460,KR7023460009,KOSDAQ,2010-01-04,2025-07-11,false,true,false,1,true,2010-01-04,2010-01-04,3668,false,false,CNH,CNH,NO_IDENTITY_TRANSITION_SIGNAL
023670,KR7023670003,KOSDAQ,2010-01-04,2010-06-16,false,true,false,1,true,2010-01-04,2010-01-04,60,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
023890,KR7023890007,KOSDAQ,2010-01-04,2021-04-16,false,true,false,1,true,2010-01-04,2010-01-04,2772,false,false,한국아트라스비엑스,한국아트라스비엑스,NO_IDENTITY_TRANSITION_SIGNAL
024100,KR7024100000,KOSPI,2010-01-04,2011-10-13,false,true,false,1,true,2010-01-04,2010-01-04,433,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
024660,KR7024660003,KOSDAQ,2010-01-04,2018-07-13,false,true,false,1,true,2010-01-04,2010-01-04,2072,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
024810,KR7024810004,KOSDAQ,2010-01-04,2025-09-09,false,true,false,1,true,2010-01-04,2010-01-04,3143,false,false,이화전기,이화전기,NO_IDENTITY_TRANSITION_SIGNAL
024870,KR7024870008,KOSPI,2010-01-04,2010-04-30,false,true,false,1,true,2010-01-04,2010-01-04,60,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
025270,KR7025270000,KOSDAQ,2010-01-04,2016-08-17,false,true,false,1,true,2010-01-04,2010-01-04,1616,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
025340,KR7025340001,KOSDAQ,2010-01-04,2011-12-27,false,true,false,1,true,2010-01-04,2010-01-04,438,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
025610,KR7025610007,KOSPI,2010-01-04,2012-07-24,false,true,false,1,true,2010-01-04,2010-01-04,589,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
025850,KR7025850009,KOSPI,2010-01-04,2016-03-14,false,true,false,1,true,2010-01-04,2010-01-04,1522,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
025920,KR7025920000,KOSDAQ,2010-01-04,2013-07-09,false,true,false,1,true,2010-01-04,2010-01-04,813,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
025970,KR7025970005,KOSDAQ,2010-01-04,2011-12-19,false,true,false,1,true,2010-01-04,2010-01-04,449,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
026180,KR7026180000,KOSDAQ,2010-01-04,2019-07-16,false,true,false,1,true,2010-01-04,2010-01-04,2339,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
026220,KR7026220004,KOSDAQ,2010-01-04,2011-11-28,false,true,false,1,true,2010-01-04,2010-01-04,397,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
026250,KR7026250001,KOSDAQ,2010-01-04,2013-04-11,false,true,false,1,true,2010-01-04,2010-01-04,765,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
026260,KR7026260000,KOSDAQ,2010-01-04,2018-10-10,false,true,false,1,true,2010-01-06,2010-01-04,1977,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
026540,KR7026540005,KOSDAQ,2010-01-04,2011-10-13,false,true,false,1,true,2010-01-04,2010-01-04,309,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
026870,KR7026870006,KOSPI,2010-01-04,2012-11-14,false,true,false,1,true,2010-01-04,2010-01-04,704,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
027390,KR7027390004,KOSPI,2010-01-04,2020-04-14,false,true,false,1,true,2010-01-04,2010-01-04,2504,false,false,한화갤러리아타임월드,한화갤러리아타임월드,NO_IDENTITY_TRANSITION_SIGNAL
027840,KR7027840008,KOSPI,2010-01-04,2010-07-13,false,true,false,1,true,2010-01-04,2010-01-04,121,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
028040,KR7028040004,KOSDAQ,2010-01-04,2021-04-12,false,true,false,1,true,2010-01-04,2010-01-04,2476,false,false,미래SCI,미래SCI,NO_IDENTITY_TRANSITION_SIGNAL
028090,KR7028090009,KOSDAQ,2010-01-04,2013-05-02,false,true,false,1,true,2010-01-04,2010-01-04,809,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
028150,KR7028150001,KOSDAQ,2010-01-04,2021-07-15,false,true,false,1,true,2010-01-04,2010-01-04,2835,false,false,GS홈쇼핑,GS홈쇼핑,NO_IDENTITY_TRANSITION_SIGNAL
028300,KR7028300002,KOSDAQ,2010-01-04,2026-08-21,true,false,false,1,true,2010-01-04,2010-01-04,4077,false,false,에이치엘비,HLB,NO_IDENTITY_TRANSITION_SIGNAL
029960,KR7029960002,KOSDAQ,2010-01-04,2025-06-13,false,true,false,1,true,2010-01-04,2010-01-04,3793,false,false,코엔텍,코엔텍,NO_IDENTITY_TRANSITION_SIGNAL
030030,KR7030030001,KOSDAQ,2010-01-04,2011-04-12,false,true,false,1,true,2010-01-04,2010-01-04,259,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
030270,KR7030270003,KOSDAQ,2010-01-04,2020-05-20,false,true,false,1,true,2010-01-04,2010-01-04,2226,false,false,에스마크,에스마크,NO_IDENTITY_TRANSITION_SIGNAL
030350,KR7030350003,KOSDAQ,2010-01-04,2026-08-21,true,false,false,1,true,2010-01-04,2010-01-04,3734,false,false,드래곤플라이,드래곤플라이,NO_IDENTITY_TRANSITION_SIGNAL
030390,KR7030390009,KOSDAQ,2010-01-04,2010-05-07,false,true,false,1,true,2010-01-04,2010-01-04,63,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
030420,KR7030420004,KOSDAQ,2010-01-04,2011-05-06,false,true,false,1,true,2010-01-04,2010-01-04,283,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
030790,KR7030790000,"KOSDAQ,KOSPI",2010-01-04,2024-05-10,false,true,false,2,true,2010-01-04,2010-01-04,2946,false,false,티탑스,비케이탑스,MULTIPLE_COMMON_INTERVAL_SIGNAL
031390,KR7031390008,KOSDAQ,2010-01-04,2021-11-16,false,true,false,1,true,2010-01-04,2010-01-04,2871,false,false,녹십자셀,녹십자셀,NO_IDENTITY_TRANSITION_SIGNAL
031440,KR7031440001,"KOSDAQ,KOSPI",2010-01-04,2026-08-10,false,true,false,2,true,2010-01-04,2010-01-04,4072,false,false,신세계푸드,신세계푸드,MULTIPLE_COMMON_INTERVAL_SIGNAL
031920,KR7031920002,KOSDAQ,2010-01-04,2013-02-26,false,true,false,1,true,2010-01-04,2010-01-04,727,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
031950,KR7031950009,KOSDAQ,2010-01-04,2011-06-08,false,true,false,1,true,2010-01-04,2010-01-04,304,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
031960,KR7031960008,KOSDAQ,2010-01-04,2010-02-19,false,true,false,1,true,2010-02-10,2010-01-04,7,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
031990,KR7031990005,KOSDAQ,2010-01-04,2011-04-12,false,true,false,1,true,2010-01-04,2010-01-04,303,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
032030,KR7032030009,KOSDAQ,2010-01-04,2010-04-12,false,true,false,1,true,2010-01-04,2010-01-04,44,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
032040,KR7032040008,KOSDAQ,2010-01-04,2018-10-10,false,true,false,1,true,2010-01-04,2010-01-04,1882,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
032290,KR7032290009,KOSDAQ,2010-01-04,2011-04-22,false,true,false,1,true,2010-01-04,2010-01-04,311,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
032380,KR7032380008,KOSDAQ,2010-01-04,2011-03-02,false,true,false,1,true,2010-01-04,2010-01-04,152,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
032420,KR7032420002,KOSDAQ,2010-01-04,2015-01-26,false,true,false,1,true,2010-01-04,2010-01-04,1143,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
032750,KR7032750002,KOSDAQ,2010-01-04,2026-08-21,true,false,false,1,true,2010-01-04,2010-01-04,4095,false,false,삼진,삼진,NO_IDENTITY_TRANSITION_SIGNAL
032930,KR7032930000,KOSDAQ,2010-01-04,2012-01-17,false,true,false,1,true,2010-01-04,2010-01-04,478,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
032980,KR7032980005,KOSDAQ,2010-01-04,2026-06-30,false,true,false,1,true,2010-01-04,2010-01-04,3704,false,false,바이온,바이온,NO_IDENTITY_TRANSITION_SIGNAL
033030,KR7033030008,KOSDAQ,2010-01-04,2010-09-24,false,true,false,1,true,2010-09-13,2010-01-04,7,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
033110,KR7033110008,KOSDAQ,2010-01-04,2021-10-07,false,true,false,1,true,2010-01-04,2010-01-04,2525,false,false,코너스톤네트웍스,코너스톤네트웍스,NO_IDENTITY_TRANSITION_SIGNAL
033180,KR7033180001,KOSPI,2010-01-04,2026-01-14,false,true,false,1,true,2010-01-04,2010-01-04,3285,false,false,필룩스,KH 필룩스,NO_IDENTITY_TRANSITION_SIGNAL
033190,KR7033190000,KOSDAQ,2010-01-04,2010-04-22,false,true,false,1,true,2010-01-04,2010-01-04,61,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
033260,KR7033260001,KOSDAQ,2010-01-04,2010-04-16,false,true,false,1,true,2010-01-04,2010-01-04,60,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
033280,KR7033280009,KOSDAQ,2010-01-04,2012-09-10,false,true,false,1,true,2010-01-04,2010-01-04,551,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
033430,KR7033430000,KOSDAQ,2010-01-04,2021-09-01,false,true,false,1,true,2010-01-04,2010-01-04,2132,false,false,디에스티,디에스티,NO_IDENTITY_TRANSITION_SIGNAL
033550,KR7033550005,KOSDAQ,2010-01-04,2013-05-06,false,true,false,1,true,2010-01-04,2010-01-04,809,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
033600,KR7033600008,KOSDAQ,2010-01-04,2021-08-10,false,true,false,1,true,2010-01-04,2010-01-04,2497,false,false,럭슬,럭슬,NO_IDENTITY_TRANSITION_SIGNAL
033630,KR7033630005,KOSDAQ,2010-01-04,2015-06-30,false,true,false,1,true,2010-01-04,2010-01-04,1342,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
033660,KR7033660002,KOSPI,2010-01-04,2021-08-26,false,true,false,1,true,2010-01-04,2010-01-04,2863,false,false,아주캐피탈,우리금융캐피탈,NO_IDENTITY_TRANSITION_SIGNAL
033850,KR7033850009,KOSDAQ,2010-01-04,2011-05-06,false,true,false,1,true,2010-01-04,2010-01-04,287,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
034010,KR7034010009,KOSDAQ,2010-01-04,2013-02-20,false,true,false,1,true,2010-01-04,2010-01-04,716,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
034300,KR7034300004,KOSPI,2010-01-04,2025-02-21,false,true,false,1,true,2010-01-04,2010-01-04,3712,false,false,신세계건설,신세계건설,NO_IDENTITY_TRANSITION_SIGNAL
034510,KR7034510008,KOSDAQ,2010-01-04,2012-09-24,false,true,false,1,true,2010-01-04,2010-01-04,665,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
034600,KR7034600007,KOSDAQ,2010-01-04,2011-06-28,false,true,false,1,true,2010-01-04,2010-01-04,328,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
034660,KR7034660001,KOSDAQ,2010-01-04,2010-04-14,false,true,false,1,true,2010-01-04,2010-01-04,61,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
035210,KR7035210004,KOSDAQ,2010-01-04,2012-10-31,false,true,false,1,true,2010-01-04,2010-01-04,685,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
035400,KR7035400001,KOSDAQ,2010-01-04,2010-09-30,false,true,false,1,true,2010-01-04,2010-01-04,132,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
035450,KR7035450006,KOSDAQ,2010-01-04,2013-08-06,false,true,false,1,true,2010-01-04,2010-01-04,792,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
035480,KR7035480003,KOSDAQ,2010-01-04,2019-12-11,false,true,false,1,true,2010-01-04,2010-01-04,1952,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
035710,KR7035710003,KOSDAQ,2010-01-04,2010-04-30,false,true,false,1,true,2010-01-04,2010-01-04,60,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
035830,KR7035830009,KOSDAQ,2010-01-04,2010-07-15,false,true,false,1,true,2010-01-04,2010-01-04,59,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
036180,KR7036180008,KOSDAQ,2010-01-04,2026-03-16,false,true,false,1,true,2010-01-04,2010-01-04,3328,false,false,에이프런티어,지더블유바이텍,NO_IDENTITY_TRANSITION_SIGNAL
036210,KR7036210003,KOSDAQ,2010-01-04,2014-04-10,false,true,false,1,true,2010-01-04,2010-01-04,984,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
036260,KR7036260008,KOSDAQ,2010-01-04,2021-02-10,false,true,false,1,true,2010-01-04,2010-01-04,2254,false,false,이매진아시아,이매진아시아,NO_IDENTITY_TRANSITION_SIGNAL
036490,KR7036490001,KOSDAQ,2010-01-04,2021-12-24,false,true,false,1,true,2010-01-04,2010-01-04,2938,false,false,SK머티리얼즈,SK머티리얼즈,NO_IDENTITY_TRANSITION_SIGNAL
036500,KR7036500007,KOSDAQ,2010-01-04,2017-05-10,false,true,false,1,true,2010-01-04,2010-01-04,1733,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
036550,KR7036550002,KOSDAQ,2010-01-04,2011-08-19,false,true,false,1,true,2010-01-04,2010-01-04,392,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
036840,KR7036840007,KOSDAQ,2010-01-04,2011-09-14,false,true,false,1,true,2010-01-04,2010-01-04,357,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
036850,KR7036850006,KOSDAQ,2010-01-04,2010-07-13,false,true,false,1,true,2010-01-04,2010-01-04,121,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
036920,KR7036920007,KOSDAQ,2010-01-04,2013-05-06,false,true,false,1,true,2010-01-04,2010-01-04,785,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037020,KR7037020005,KOSDAQ,2010-01-04,2011-04-22,false,true,false,1,true,2010-01-15,2010-01-04,301,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037110,KR7037110004,KOSDAQ,2010-01-04,2010-04-30,false,true,false,1,true,2010-01-04,2010-01-04,62,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037150,KR7037150000,KOSDAQ,2010-01-04,2011-03-21,false,true,false,1,true,2010-01-04,2010-01-04,287,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037240,KR7037240009,KOSDAQ,2010-01-04,2012-05-31,false,true,false,1,true,2010-01-04,2010-01-04,516,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037320,KR7037320009,KOSDAQ,2010-01-04,2012-03-16,false,true,false,1,true,2010-01-04,2010-01-04,526,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037340,KR7037340007,KOSDAQ,2010-01-04,2016-09-07,false,true,false,1,true,2010-01-04,2010-01-04,1628,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037380,KR7037380003,KOSDAQ,2010-01-04,2012-01-31,false,true,false,1,true,2010-01-04,2010-01-04,220,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037510,KR7037510005,KOSDAQ,2010-01-04,2010-01-25,false,true,false,1,false,,,0,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037540,KR7037540002,KOSDAQ,2010-01-04,2011-11-25,false,true,false,1,true,2010-01-04,2010-01-04,421,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037550,KR7037550001,KOSDAQ,2010-01-04,2011-10-25,false,true,false,1,true,2010-01-04,2010-01-04,389,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037620,KR7037620002,KOSPI,2010-01-04,2017-01-19,false,true,false,1,true,2010-01-04,2010-01-04,1726,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037630,KR7037630001,KOSDAQ,2010-01-04,2013-07-23,false,true,false,1,true,2010-01-04,2010-01-04,812,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037700,KR7037700002,KOSDAQ,2010-01-04,2011-10-11,false,true,false,1,true,2010-01-04,2010-01-04,389,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
037830,KR7037830007,KOSDAQ,2010-01-04,2010-02-08,false,true,false,1,true,2010-01-29,2010-01-04,7,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
038120,KR7038120002,KOSDAQ,2010-01-04,2013-01-29,false,true,false,1,true,2010-01-04,2010-01-04,704,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
038160,KR7038160008,KOSDAQ,2016-08-01,2021-08-20,false,true,false,1,true,2016-08-01,2016-08-01,900,false,false,팍스넷,팍스넷,NO_IDENTITY_TRANSITION_SIGNAL
038320,KR7038320008,KOSDAQ,2010-01-04,2012-09-07,false,true,false,1,true,2010-01-04,2010-01-04,551,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
038340,KR7038340006,KOSDAQ,2010-01-04,2025-03-27,false,true,false,1,true,2010-01-04,2010-01-04,2172,false,false,UCI,MIT,NO_IDENTITY_TRANSITION_SIGNAL
038690,KR7038690004,KOSDAQ,2010-01-04,2010-04-16,false,true,false,1,true,2010-01-04,2010-01-04,62,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
038710,KR7038710000,KOSDAQ,2010-01-04,2011-05-06,false,true,false,1,true,2010-01-04,2010-01-04,298,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
038720,KR7038720009,KOSDAQ,2010-01-04,2013-04-30,false,true,false,1,true,2010-01-04,2010-01-04,773,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
038990,KR7038990008,KOSDAQ,2010-01-04,2012-10-31,false,true,false,1,true,2010-01-04,2010-01-04,697,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
039040,KR7039040001,KOSDAQ,2010-01-04,2011-04-28,false,true,false,1,true,2010-01-04,2010-01-04,285,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
039230,KR7039230008,KOSDAQ,2010-01-04,2021-10-05,false,true,false,1,true,2010-01-04,2010-01-04,2525,false,false,에이아이비트,에이아이비트,NO_IDENTITY_TRANSITION_SIGNAL
039350,KR7039350004,KOSDAQ,2010-01-04,2011-06-15,false,true,false,1,true,2010-01-04,2010-01-04,309,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
039530,KR7039530001,KOSDAQ,2010-01-04,2015-05-18,false,true,false,1,true,2010-01-04,2010-01-04,1128,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
039670,KR7039670005,KOSDAQ,2010-01-04,2022-04-19,false,true,false,1,true,2010-01-04,2010-01-04,2157,false,false,한류타임즈,스포츠서울,NO_IDENTITY_TRANSITION_SIGNAL
039790,KR7039790001,KOSDAQ,2010-01-04,2018-03-08,false,true,false,1,true,2010-01-04,2010-01-04,1790,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
039850,KR7039850003,KOSDAQ,2010-01-04,2015-05-18,false,true,false,1,true,2010-01-04,2010-01-04,1110,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
040180,KR7040180002,KOSDAQ,2010-01-04,2011-10-24,false,true,false,1,true,2010-01-04,2010-01-04,299,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
040670,KR7040670002,KOSDAQ,2010-01-04,2015-07-15,false,true,false,1,true,2010-01-04,2010-01-04,1210,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
040740,KR7040740003,KOSDAQ,2010-01-04,2012-04-30,false,true,false,1,true,2010-01-04,2010-01-04,498,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
041030,KR7041030008,KOSDAQ,2010-01-04,2010-05-04,false,true,false,1,true,2010-01-04,2010-01-04,62,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
041060,KR7041060005,KOSDAQ,2010-01-04,2014-05-07,false,true,false,1,true,2010-01-04,2010-01-04,924,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
041140,KR7041140005,KOSDAQ,2010-01-04,2022-04-14,false,true,false,1,true,2010-01-04,2010-01-04,2985,false,false,넥슨지티,넥슨지티,NO_IDENTITY_TRANSITION_SIGNAL
041320,KR7041320003,KOSDAQ,2010-01-04,2010-05-07,false,true,false,1,true,2010-01-04,2010-01-04,66,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
041450,KR7041450008,KOSDAQ,2010-01-04,2010-09-13,false,true,false,1,true,2010-01-04,2010-01-04,134,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
041550,KR7041550005,KOSDAQ,2010-01-04,2010-08-24,false,true,false,1,true,2010-01-04,2010-01-04,110,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
041630,KR7041630005,KOSDAQ,2010-01-04,2010-05-07,false,true,false,1,true,2010-01-04,2010-01-04,64,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
041800,KR7041800004,KOSDAQ,2010-01-04,2010-03-08,false,true,false,1,true,2010-02-25,2010-01-04,7,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
042340,KR7042340000,KOSDAQ,2010-01-04,2012-04-12,false,true,false,1,true,2010-01-04,2010-01-04,540,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
042670,KR7042670000,KOSPI,2010-01-04,2026-01-23,false,true,false,1,true,2010-01-04,2010-01-04,3910,false,false,두산인프라코어,HD현대인프라코어,NO_IDENTITY_TRANSITION_SIGNAL
042820,KR7042820001,KOSDAQ,2010-01-04,2012-11-16,false,true,false,1,true,2010-01-04,2010-01-04,551,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
042870,KR7042870006,KOSDAQ,2010-01-04,2011-10-05,false,true,false,1,true,2010-01-04,2010-01-04,406,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
043090,KR7043090000,KOSDAQ,2010-01-04,2026-08-07,false,true,false,1,true,2010-01-04,2010-01-04,4027,false,false,큐브앤컴퍼니,더테크놀로지,NO_IDENTITY_TRANSITION_SIGNAL
043290,KR7043290006,KOSDAQ,2011-10-25,2021-07-19,false,true,false,1,true,2011-10-25,2011-10-25,2381,false,false,케이맥,케이맥,NO_IDENTITY_TRANSITION_SIGNAL
043580,KR7043580000,KOSDAQ,2010-01-04,2018-08-09,false,true,false,1,true,2010-01-04,2010-01-04,1890,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
043630,KR7043630003,KOSDAQ,2010-01-04,2011-04-28,false,true,false,1,true,2010-01-04,2010-01-04,311,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
043680,KR7043680008,KOSDAQ,2010-01-04,2011-04-12,false,true,false,1,true,2010-01-04,2010-01-04,247,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
043890,KR7043890003,KOSDAQ,2010-01-04,2012-10-31,false,true,false,1,true,2010-01-04,2010-01-04,687,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
044060,KR7044060002,KOSDAQ,2010-01-04,2025-08-20,false,true,false,1,true,2010-01-04,2010-01-04,3300,false,false,조광ILI,조광ILI,NO_IDENTITY_TRANSITION_SIGNAL
044640,KR7044640001,KOSDAQ,2010-01-04,2010-11-19,false,true,false,1,true,2010-01-04,2010-01-04,204,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
045050,KR7045050002,KOSDAQ,2010-01-04,2012-11-26,false,true,false,1,true,2010-01-04,2010-01-04,670,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
045260,KR7045260007,KOSDAQ,2010-01-04,2012-07-31,false,true,false,1,true,2010-01-04,2010-01-04,528,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
045290,KR7045290004,KOSDAQ,2010-01-04,2010-04-22,false,true,false,1,true,2010-01-04,2010-01-04,62,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
045400,KR7045400009,KOSDAQ,2010-01-04,2010-02-10,false,true,false,1,true,2010-01-04,2010-01-04,22,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
