canonical_run_id,control_id,ticker,corp_code,authority_record_id,candidate_request_id,pykrx_request_id,price_window_start,price_window_end,official_anchor_date,candidate_row_count,pykrx_row_count,common_date_count,candidate_only_date_count,pykrx_only_date_count,pre_event_common_count,post_event_common_count,open_mismatch_count,high_mismatch_count,low_mismatch_count,close_mismatch_count,volume_mismatch_count,parity_status
CORP_AUTH_FIX03_CORRECTION_13_20260829T221608Z,CORP_005930_STOCK_SPLIT,005930,00126380,20180316800856,REQ_PRICE_NAVER_005930_2018-04-11_2018-06-20,QUERY_PRICE_RAW_PYKRX_005930_2018-04-11_2018-06-20,2018-04-11,2018-06-20,2018-05-04,46,46,46,0,0,16,29,0,0,0,0,0,MATCH
CORP_AUTH_FIX03_CORRECTION_13_20260829T221608Z,CORP_035420_STOCK_SPLIT,035420,00266961,20180726800004,REQ_PRICE_NAVER_035420_2018-09-07_2018-11-16,QUERY_PRICE_RAW_PYKRX_035420_2018-09-07_2018-11-16,2018-09-07,2018-11-16,2018-10-12,46,46,46,0,0,20,25,0,0,0,0,0,MATCH
CORP_AUTH_FIX03_CORRECTION_13_20260829T221608Z,CORP_035720_STOCK_SPLIT,035720,00258801,20210225800978,REQ_PRICE_NAVER_035720_2021-03-11_2021-05-20,QUERY_PRICE_RAW_PYKRX_035720_2021-03-11_2021-05-20,2021-03-11,2021-05-20,2021-04-15,49,49,49,0,0,25,23,0,0,0,0,0,MATCH
CORP_AUTH_FIX03_CORRECTION_13_20260829T221608Z,CORP_003670_RIGHTS_OFFERING,003670,00155276,20210121800246,REQ_PRICE_NAVER_003670_2020-12-30_2021-03-10,QUERY_PRICE_RAW_PYKRX_003670_2020-12-30_2021-03-10,2020-12-30,2021-03-10,2021-02-03,46,46,46,0,0,23,22,0,0,0,0,0,MATCH
CORP_AUTH_FIX03_CORRECTION_13_20260829T221608Z,CORP_028260_MERGER,028260,00149655,20150902000259,REQ_PRICE_NAVER_028260_2015-07-28_2015-10-06,QUERY_PRICE_RAW_PYKRX_028260_2015-07-28_2015-10-06,2015-07-28,2015-10-06,2015-09-01,48,48,48,0,0,24,23,0,0,0,0,0,MATCH
CORP_AUTH_FIX03_CORRECTION_13_20260829T221608Z,CORP_000100_BONUS_ISSUE,000100,00145109,20201211000171,REQ_PRICE_NAVER_000100_2020-11-27_2021-02-05,QUERY_PRICE_RAW_PYKRX_000100_2020-11-27_2021-02-05,2020-11-27,2021-02-05,2021-01-01,48,48,48,0,0,23,25,0,0,0,0,0,MATCH
CORP_AUTH_FIX03_CORRECTION_13_20260829T221608Z,CORP_004020_MERGER,004020,00145880,20150701000257,REQ_PRICE_NAVER_004020_2015-05-27_2015-08-05,QUERY_PRICE_RAW_PYKRX_004020_2015-05-27_2015-08-05,2015-05-27,2015-08-05,2015-07-01,51,51,51,0,0,25,25,0,0,0,0,0,MATCH
CORP_AUTH_FIX03_CORRECTION_13_20260829T221608Z,CORP_010130_RIGHTS_OFFERING,010130,00102858,20220819800347,REQ_PRICE_NAVER_010130_2022-08-04_2022-10-13,QUERY_PRICE_RAW_PYKRX_010130_2022-08-04_2022-10-13,2022-08-04,2022-10-13,2022-09-08,46,46,46,0,0,24,21,0,0,0,0,0,MATCH
