ticker,name,market,official_stage,candidate_state,pattern_a_score,market_cap_eok,avg_trading_value_20d_eok,investability_status,investability_reason,requested_as_of,effective_as_of,cache_present,cache_last_date,row_status
000250,삼천당제약,KOSDAQ,weak,blocked,0.0,44334.62,527.36,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
000440,중앙에너비스,KOSDAQ,weak,blocked,0.0,764.69,6.28,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (764.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
001000,신라섬유,KOSDAQ,weak,blocked,5.65919510825427,116.53,4.91,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (116.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
001540,안국약품,KOSDAQ,early_trend,candidate,97.4527038834332,1542.92,14.0,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
001810,무림SP,KOSDAQ,weak,blocked,3.4367560211639985,260.56,0.2,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (260.6억),2026-08-14,2026-08-14,True,2026-08-14,OK
001840,이화공영,KOSDAQ,weak,blocked,0.0,625.89,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2026-01-23,True,2026-01-23,OK
002230,피에스텍,KOSDAQ,weak,blocked,0.0,1003.95,4.08,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
002290,삼일기업공사,KOSDAQ,weak,blocked,66.77200918749583,408.58,0.61,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (408.6억),2026-08-14,2026-08-14,True,2026-08-14,OK
002680,한탑,KOSDAQ,weak,blocked,0.0,170.63,24.59,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (170.6억),2026-08-14,2026-08-14,True,2026-08-14,OK
002800,신신제약,KOSDAQ,weak,blocked,31.407033679729896,688.74,1.2,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (688.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
003100,선광,KOSDAQ,transition,candidate,71.37753729343403,1428.9,10.3,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
003310,대주산업,KOSDAQ,weak,blocked,0.0,601.67,21.2,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (601.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
003380,하림지주,KOSDAQ,progressed,late,0.0,12578.23,60.64,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
003800,에이스침대,KOSDAQ,transition,candidate,82.00029173407705,3698.51,1.03,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.03억),2026-08-14,2026-08-14,True,2026-08-14,OK
004590,한국가구,KOSDAQ,transition,candidate,79.9812142757694,853.5,2.21,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (853.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
004650,창해에탄올,KOSDAQ,weak,blocked,66.9548228370197,865.78,2.46,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (865.8억),2026-08-14,2026-08-14,True,2026-08-14,OK
004780,대륙제관,KOSDAQ,base,watch,63.57615894039731,649.65,2.93,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (649.6억),2026-08-14,2026-08-14,True,2026-08-14,OK
005160,동국산업,KOSDAQ,weak,blocked,0.0,1456.46,1.29,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.29억),2026-08-14,2026-08-14,True,2026-08-14,OK
005290,동진쎄미켐,KOSDAQ,progressed,late,20.35420929253071,22146.52,179.59,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
005670,푸드웰,KOSDAQ,transition,candidate,64.5647815421553,669.0,2.01,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (669.0억),2026-08-14,2026-08-14,True,2026-08-14,OK
005710,대원산업,KOSDAQ,progressed,late,19.543267494532543,2286.29,1.35,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.35억),2026-08-14,2026-08-14,True,2026-08-14,OK
005860,한일사료,KOSDAQ,weak,blocked,0.0,965.39,90.23,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (965.4억),2026-08-14,2026-08-14,True,2026-08-14,OK
005990,매일홀딩스,KOSDAQ,transition,candidate,87.86655057247829,1432.23,0.27,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (0.27억),2026-08-14,2026-08-14,True,2026-08-14,OK
006050,국영지앤엠,KOSDAQ,weak,blocked,0.0,170.99,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2026-08-06,True,2026-08-06,OK
006140,피제이전자,KOSDAQ,weak,blocked,27.176650806683984,753.66,2.48,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (753.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
006620,동구바이오제약,KOSDAQ,weak,blocked,0.0,1114.4,3.91,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
006730,서부T&D,KOSDAQ,progressed,late,2.479358289497398,6504.82,49.39,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
006910,보성파워텍,KOSDAQ,progressed,late,0.0,3886.17,100.7,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
006920,모헨즈,KOSDAQ,weak,blocked,43.37085906747904,375.1,4.21,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (375.1억),2026-08-14,2026-08-14,True,2026-08-14,OK
007330,푸른저축은행,KOSDAQ,transition,candidate,78.75461047751185,1523.36,1.03,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.03억),2026-08-14,2026-08-14,True,2026-08-14,OK
007370,진양제약,KOSDAQ,weak,blocked,28.75786144878966,572.45,0.64,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (572.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
007390,네이처셀,KOSDAQ,transition,candidate,76.61073923767214,15077.8,89.83,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
007530,와이엠,KOSDAQ,weak,blocked,0.0,342.05,0.39,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (342.1억),2026-08-14,2026-08-14,True,2026-08-14,OK
007680,대원,KOSDAQ,weak,blocked,36.76529607898891,459.49,0.81,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (459.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
007720,소노스퀘어,KOSDAQ,weak,blocked,0.4212253829322403,293.73,0.63,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (293.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
007770,한일화학,KOSDAQ,weak,blocked,0.0,238.68,0.15,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (238.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
007820,엠엑스로보틱스,KOSDAQ,weak,blocked,13.77131036264214,891.51,53.09,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (891.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
008290,원풍물산,KOSDAQ,weak,blocked,0.0,88.71,13.09,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (88.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
008370,원풍,KOSDAQ,transition,candidate,74.40175513017763,595.8,0.15,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (595.8억),2026-08-14,2026-08-14,True,2026-08-14,OK
008470,부스타,KOSDAQ,base,watch,49.567554471755926,329.47,1.01,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (329.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
008830,대동기어,KOSDAQ,transition,candidate,65.00618366606908,997.46,43.08,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (997.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
009300,삼아제약,KOSDAQ,weak,blocked,0.0,865.05,0.5,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (865.0억),2026-08-14,2026-08-14,True,2026-08-14,OK
009520,포스코엠텍,KOSDAQ,weak,blocked,0.0,5163.7,18.83,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
009620,삼보산업,KOSDAQ,weak,blocked,0.0,170.54,3.92,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (170.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
009730,이렘,KOSDAQ,weak,blocked,0.0,202.98,3.19,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (203.0억),2026-08-14,2026-08-14,True,2026-08-14,OK
009780,엠에스씨,KOSDAQ,weak,blocked,59.008656007045,1277.76,2.57,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.57억),2026-08-14,2026-08-14,True,2026-08-14,OK
010170,대한광통신,KOSDAQ,progressed,late,0.0,20788.43,1396.31,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
010240,흥국,KOSDAQ,base,watch,65.65858400388841,648.51,0.9,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (648.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
010280,아이티센엔텍,KOSDAQ,progressed,late,70.78181946214832,715.06,2.49,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (715.1억),2026-08-14,2026-08-14,True,2026-08-14,OK
010470,오리콤,KOSDAQ,weak,blocked,0.0,580.79,0.34,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (580.8억),2026-08-14,2026-08-14,True,2026-08-14,OK
011040,경동제약,KOSDAQ,weak,blocked,25.98831684046652,1575.36,1.18,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.18억),2026-08-14,2026-08-14,True,2026-08-14,OK
011080,형지I&C,KOSDAQ,weak,blocked,0.0,62.52,5.29,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (62.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
011320,유니크,KOSDAQ,weak,blocked,50.796702459040574,761.24,1.3,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (761.2억),2026-08-14,2026-08-14,True,2026-08-14,OK
011370,서한,KOSDAQ,weak,blocked,60.54741061832651,790.01,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2026-08-11,True,2026-08-11,OK
011560,세보엠이씨,KOSDAQ,progressed,late,0.0,2415.33,8.18,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
012210,삼미금속,KOSDAQ,,insufficient_data,,1825.69,7.42,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,UNAVAILABLE
012340,뉴인텍,KOSDAQ,weak,blocked,0.0,143.95,4.66,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (143.9억),2026-08-14,2026-08-14,True,2026-08-14,OK
012620,원일특강,KOSDAQ,weak,blocked,48.419522829114634,311.52,0.31,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (311.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
012700,리드코프,KOSDAQ,weak,blocked,0.0,805.49,1.6,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (805.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
012790,신일제약,KOSDAQ,weak,blocked,18.16111170563034,715.59,1.06,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (715.6억),2026-08-14,2026-08-14,True,2026-08-14,OK
012860,모베이스전자,KOSDAQ,weak,blocked,0.0,1878.44,11.88,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
013030,하이록코리아,KOSDAQ,transition,candidate,71.71952491654082,3959.98,13.92,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
013120,동원개발,KOSDAQ,weak,blocked,43.68254320617249,2079.51,4.04,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
013310,아진산업,KOSDAQ,weak,blocked,39.64480861671747,1065.24,4.57,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
013720,청보,KOSDAQ,weak,blocked,0.0,280.42,0.37,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (280.4억),2026-08-14,2026-08-14,True,2026-08-14,OK
013810,스페코,KOSDAQ,weak,blocked,0.0,237.42,0.62,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (237.4억),2026-08-14,2026-08-14,True,2026-08-14,OK
013990,아가방컴퍼니,KOSDAQ,base,watch,45.82443039113745,1634.51,13.36,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
014100,메디앙스,KOSDAQ,weak,blocked,0.0,216.53,0.65,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (216.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
014190,원익큐브,KOSDAQ,weak,blocked,20.270521572685197,424.74,0.88,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (424.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
014470,부방,KOSDAQ,weak,blocked,0.0,598.72,1.36,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (598.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
014570,고려제약,KOSDAQ,weak,blocked,0.0,379.5,0.2,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (379.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
014620,성광벤드,KOSDAQ,progressed,late,19.539104809492542,6918.19,41.79,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
014940,오리엔탈정공,KOSDAQ,weak,blocked,1.0234190584111786,2306.03,32.02,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
014950,삼익제약,KOSDAQ,,insufficient_data,,547.68,102.91,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (547.7억),2026-08-14,2026-08-14,True,2026-08-14,UNAVAILABLE
014970,삼륭물산,KOSDAQ,weak,blocked,7.647885339593799,662.68,11.84,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (662.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
015710,코콤,KOSDAQ,weak,blocked,23.49716986252337,544.32,0.57,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (544.3억),2026-08-14,2026-08-14,True,2026-08-14,OK
015750,성우하이텍,KOSDAQ,weak,blocked,23.70765095352718,5016.0,15.56,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
016100,리더스코스메틱,KOSDAQ,weak,blocked,0.0,214.69,1.49,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (214.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
016250,SGC E&C,KOSDAQ,weak,blocked,33.79967865796832,615.52,0.76,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (615.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
016600,큐캐피탈,KOSDAQ,weak,blocked,13.458448614727176,323.91,1.04,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (323.9억),2026-08-14,2026-08-14,True,2026-08-14,OK
016670,디모아,KOSDAQ,weak,blocked,0.0,255.88,0.26,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (255.9억),2026-08-14,2026-08-14,True,2026-08-14,OK
016790,현대사료,KOSDAQ,,insufficient_data,,1873.41,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2025-03-06,True,2025-03-06,UNAVAILABLE
016920,카스,KOSDAQ,base,watch,7.463930281664798,280.83,1.37,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (280.8억),2026-08-14,2026-08-14,True,2026-08-14,OK
017000,신원종합개발,KOSDAQ,weak,blocked,45.555100012289714,286.45,2.18,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (286.4억),2026-08-14,2026-08-14,True,2026-08-14,OK
017250,인터엠,KOSDAQ,weak,blocked,47.06155931607386,214.03,0.44,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (214.0억),2026-08-14,2026-08-14,True,2026-08-14,OK
017480,삼현철강,KOSDAQ,base,watch,58.66198307520349,761.33,1.3,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (761.3억),2026-08-14,2026-08-14,True,2026-08-14,OK
017510,세명전기,KOSDAQ,progressed,late,0.0,1189.19,24.86,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
017650,대림제지,KOSDAQ,transition,candidate,84.28486401555422,911.88,1.5,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (911.9억),2026-08-14,2026-08-14,True,2026-08-14,OK
017890,한국알콜,KOSDAQ,transition,candidate,87.68532182244246,2995.59,15.56,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
018000,유니슨,KOSDAQ,weak,blocked,64.23850527766108,2594.98,23.36,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
018120,진로발효,KOSDAQ,transition,candidate,72.4927554412594,1112.35,0.19,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (0.19억),2026-08-14,2026-08-14,True,2026-08-14,OK
018290,브이티,KOSDAQ,weak,blocked,0.0,4538.94,30.98,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
018310,삼목에스폼,KOSDAQ,weak,blocked,45.303630505708405,2174.13,1.44,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.44억),2026-08-14,2026-08-14,True,2026-08-14,OK
018620,우진비앤지,KOSDAQ,weak,blocked,0.0,177.48,0.71,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (177.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
018680,서울제약,KOSDAQ,weak,blocked,0.0,229.57,0.21,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (229.6억),2026-08-14,2026-08-14,True,2026-08-14,OK
018700,졸스,KOSDAQ,weak,blocked,0.0,174.66,1.9,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (174.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
019010,베뉴지,KOSDAQ,,insufficient_data,,2060.55,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,,False,,UNAVAILABLE
019210,와이지-원,KOSDAQ,progressed,late,0.0,6772.98,159.1,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
019540,일지테크,KOSDAQ,progressed,late,69.67967830844985,918.92,3.62,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (918.9억),2026-08-14,2026-08-14,True,2026-08-14,OK
019550,SBI인베스트먼트,KOSDAQ,weak,blocked,0.0,854.9,3.54,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (854.9억),2026-08-14,2026-08-14,True,2026-08-14,OK
019570,GMI벤처,KOSDAQ,weak,blocked,0.0,261.53,0.62,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (261.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
019660,글로본,KOSDAQ,weak,blocked,29.382268175780105,219.2,0.38,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (219.2억),2026-08-14,2026-08-14,True,2026-08-14,OK
019770,서연탑메탈,KOSDAQ,weak,blocked,47.7803246175419,384.45,0.89,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (384.4억),2026-08-14,2026-08-14,True,2026-08-14,OK
019990,에너토크,KOSDAQ,weak,blocked,19.24846295604672,511.22,1.58,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (511.2억),2026-08-14,2026-08-14,True,2026-08-14,OK
020180,대신정보통신,KOSDAQ,weak,blocked,53.40273719112996,321.27,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2026-07-24,True,2026-07-24,OK
020400,대동금속,KOSDAQ,weak,blocked,16.552695033874095,201.56,2.32,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (201.6억),2026-08-14,2026-08-14,True,2026-08-14,OK
020710,시공테크,KOSDAQ,weak,blocked,39.48967039636784,733.76,4.47,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (733.8억),2026-08-14,2026-08-14,True,2026-08-14,OK
021040,대호특수강,KOSDAQ,weak,blocked,0.0,216.61,0.58,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (216.6억),2026-08-14,2026-08-14,True,2026-08-14,OK
021080,에이티넘인베스트,KOSDAQ,weak,blocked,50.687317795674645,1144.8,5.32,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
021320,KCC건설,KOSDAQ,transition,candidate,72.25406216673014,1230.5,0.98,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (0.98억),2026-08-14,2026-08-14,True,2026-08-14,OK
021650,한국큐빅,KOSDAQ,,insufficient_data,,346.63,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,,False,,UNAVAILABLE
021880,메이슨캐피탈,KOSDAQ,weak,blocked,0.0,277.75,0.92,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (277.8억),2026-08-14,2026-08-14,True,2026-08-14,OK
022220,티케이지애강,KOSDAQ,weak,blocked,0.0,299.89,0.39,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (299.9억),2026-08-14,2026-08-14,True,2026-08-14,OK
023160,태광,KOSDAQ,progressed,late,0.0,6001.2,25.31,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
023410,유진기업,KOSDAQ,weak,blocked,61.05965857063632,2702.01,13.88,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
023440,제이스코홀딩스,KOSDAQ,weak,blocked,0.0,469.64,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2026-03-23,True,2026-03-23,OK
023600,삼보판지,KOSDAQ,base,watch,53.68696400781428,1453.55,0.81,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (0.81억),2026-08-14,2026-08-14,True,2026-08-14,OK
023760,한국캐피탈,KOSDAQ,progressed,late,52.30927638308337,2114.58,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2026-07-29,True,2026-07-29,OK
023770,플레이위드,KOSDAQ,weak,blocked,0.0,211.58,0.33,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (211.6억),2026-08-14,2026-08-14,True,2026-08-14,OK
023790,동일스틸럭스,KOSDAQ,weak,blocked,0.0,202.06,40.05,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (202.1억),2026-08-14,2026-08-14,True,2026-08-14,OK
023900,풍국주정,KOSDAQ,weak,blocked,0.0,956.34,0.94,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (956.3억),2026-08-14,2026-08-14,True,2026-08-14,OK
023910,대한약품,KOSDAQ,base,watch,56.83752751186657,1602.0,2.5,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (2.50억),2026-08-14,2026-08-14,True,2026-08-14,OK
024060,흥구석유,KOSDAQ,weak,blocked,21.191718441210103,1609.5,377.31,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
024120,KB오토시스,KOSDAQ,weak,blocked,20.705262766480583,359.95,0.54,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (359.9억),2026-08-14,2026-08-14,True,2026-08-14,OK
024740,한일단조,KOSDAQ,weak,blocked,57.97405881230976,713.87,4.6,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (713.9억),2026-08-14,2026-08-14,True,2026-08-14,OK
024800,유성티엔에스,KOSDAQ,progressed,late,6.0169635737930065,1518.21,1.39,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.39억),2026-08-14,2026-08-14,True,2026-08-14,OK
024830,세원물산,KOSDAQ,progressed,late,66.59959907102788,746.49,0.21,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (746.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
024840,KBI메탈,KOSDAQ,progressed,late,27.68584087797334,2481.69,308.11,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
024850,HLB이노베이션,KOSDAQ,weak,blocked,13.417875620050534,4350.24,20.43,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
024880,케이피에프,KOSDAQ,weak,blocked,29.404519674701582,782.71,1.74,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (782.7억),2026-08-14,2026-08-14,True,2026-08-14,OK
024910,경창산업,KOSDAQ,weak,blocked,0.0,528.33,0.84,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (528.3억),2026-08-14,2026-08-14,True,2026-08-14,OK
024940,PN풍년,KOSDAQ,weak,blocked,0.0,197.5,5.08,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (197.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
024950,삼천리자전거,KOSDAQ,weak,blocked,1.3647544646116554,531.96,1.37,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (532.0억),2026-08-14,2026-08-14,True,2026-08-14,OK
025320,시노펙스,KOSDAQ,weak,blocked,0.0,4119.66,40.31,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
025440,DH오토웨어,KOSDAQ,weak,blocked,0.0,341.47,0.33,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (341.5억),2026-08-14,2026-08-14,True,2026-08-14,OK
025550,한국선재,KOSDAQ,weak,blocked,26.170581269060136,563.86,1.59,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (563.9억),2026-08-14,2026-08-14,True,2026-08-14,OK
025770,한국정보통신,KOSDAQ,weak,blocked,53.01257119252153,3014.26,3.75,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK
