ticker,name,market,official_stage,candidate_state,pattern_a_score,market_cap_eok,avg_trading_value_20d_eok,investability_status,investability_reason,requested_as_of,effective_as_of,cache_present,cache_last_date,row_status,is_investable
082640,동양생명,KOSPI,transition,candidate,66.1231273763423,12875.16,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2026-08-06,True,2026-08-06,OK,False
003120,일성아이에스,KOSPI,transition,candidate,65.5721248133113,2733.15,1.69,FILTERED_LIQUIDITY,TV20_BELOW_3EOK (1.69억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
015230,대창단조,KOSPI,transition,candidate,65.12843605651878,1682.9,3.42,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
008830,대동기어,KOSDAQ,transition,candidate,65.00618366606908,997.46,43.08,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (997.5억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
180640,한진칼,KOSPI,transition,candidate,64.9899431927868,80114.73,142.08,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
005670,푸드웰,KOSDAQ,transition,candidate,64.5647815421553,669.0,2.01,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (669.0억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
189330,씨이랩,KOSDAQ,transition,candidate,64.56004257386357,1667.23,81.48,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
053260,금강철강,KOSDAQ,transition,candidate,64.3833854412979,1068.91,51.32,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
226400,오스테오닉,KOSDAQ,transition,candidate,64.29292613641655,987.62,5.43,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (987.6억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
007700,F&F홀딩스,KOSPI,transition,candidate,63.33743664182808,5843.69,4.1,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
004000,롯데정밀화학,KOSPI,transition,candidate,63.096108796056576,12151.8,25.69,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
045340,토탈소프트,KOSDAQ,transition,candidate,62.96498769939797,569.11,2.06,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (569.1억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
053060,세동,KOSDAQ,transition,candidate,62.75160172823527,257.45,0.75,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (257.4억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
026910,광진실업,KOSDAQ,transition,candidate,62.58989383388831,359.55,4.1,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (359.6억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
086450,동국제약,KOSDAQ,transition,candidate,62.06252850327488,8919.44,57.22,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
101680,한국정밀기계,KOSDAQ,transition,candidate,61.92613985646941,225.65,0.71,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (225.7억),2026-08-14,2026-08-14,True,2026-08-14,PARTIAL,False
096770,SK이노베이션,KOSPI,transition,candidate,61.85069629675105,217570.94,1026.58,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
067290,JW신약,KOSDAQ,transition,candidate,61.355045793436254,1176.78,269.05,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
000050,경방,KOSPI,transition,candidate,61.153783582023216,2439.96,3.29,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
079960,동양이엔피,KOSDAQ,transition,candidate,61.029125800409,1597.18,5.77,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
114450,그린생명과학,KOSDAQ,transition,candidate,60.89223219878391,452.0,3.1,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (452.0억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
009190,대양금속,KOSPI,transition,candidate,59.04666299062551,768.0,5.85,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (768.0억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
196170,알테오젠,KOSDAQ,transition,candidate,58.6795528833766,168261.12,1496.66,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
035510,신세계 I&C,KOSPI,transition,candidate,58.67445666244794,1926.57,7.1,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
000370,한화손해보험,KOSPI,transition,candidate,58.59306270136331,8160.05,29.26,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
035610,솔본,KOSDAQ,transition,candidate,58.41288782816228,1378.24,3.48,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
264660,씨앤지하이테크,KOSDAQ,transition,candidate,54.31393525909659,1369.71,4.02,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
010400,우진아이엔에스,KOSPI,transition,candidate,54.30743483922316,334.61,1.7,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (334.6억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
377450,리파인,KOSDAQ,transition,candidate,54.23596332462986,2353.41,7.95,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
013700,까뮤이앤씨,KOSPI,transition,candidate,53.5847214595156,1051.02,6.23,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
112290,와이씨켐,KOSDAQ,transition,candidate,53.40156476324752,2289.03,12.26,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
134060,이퓨쳐,KOSDAQ,transition,candidate,52.44813540736829,236.55,0.33,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (236.6억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
251970,펌텍코리아,KOSDAQ,transition,candidate,52.308165872360206,6572.0,47.21,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
123330,제닉,KOSDAQ,transition,candidate,52.06896551724138,2175.45,92.89,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
241710,코스메카코리아,KOSDAQ,transition,candidate,50.73280348808488,13584.96,196.2,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
073240,금호타이어,KOSPI,transition,candidate,49.18602873168163,23382.99,604.82,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
950190,고스트스튜디오,KOSDAQ,transition,candidate,48.86325553772538,1214.49,5.49,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
020760,일진디스플,KOSPI,transition,candidate,43.885040762125975,555.03,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2025-09-11,True,2025-09-11,OK,False
079160,CJ CGV,KOSPI,transition,candidate,43.567925951839605,9007.69,35.72,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
031510,오스템,KOSDAQ,transition,candidate,33.37012536074708,327.88,0.96,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (327.9억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
286750,나노실리칸첨단소재,KOSDAQ,transition,candidate,31.38790674842688,456.41,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2026-08-04,True,2026-08-04,OK,False
268280,미원에스씨,KOSPI,transition,candidate,27.873765102504656,6625.0,3.61,INVESTABLE,PASS_ALL_INVESTABILITY_FILTERS,2026-08-14,2026-08-14,True,2026-08-14,OK,True
011230,삼화전자,KOSPI,transition,candidate,27.14372943268428,569.22,39.08,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (569.2억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
053350,이니텍,KOSDAQ,transition,candidate,22.232516437537335,832.4,3.74,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (832.4억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
122350,삼기,KOSDAQ,transition,candidate,13.856962204740771,639.12,78.28,FILTERED_MARKET_CAP,MARKET_CAP_BELOW_1000EOK (639.1억),2026-08-14,2026-08-14,True,2026-08-14,OK,False
049180,셀루메드,KOSDAQ,transition,candidate,0.9926656174838016,839.75,,DATA_UNAVAILABLE,REQUIRED_METRIC_UNAVAILABLE,2026-08-14,2026-03-16,True,2026-03-16,OK,False
