ticker,name,market,asset_type,requested_as_of,effective_as_of,cache_present,cache_first_date,cache_last_date,daily_rows,completed_month_count,freshness_status,staleness_trading_days,raw_data_ready,feature_ready,score_ready,stage_ready,evaluator_ready,momentum_current_ready,momentum_1m_ready,momentum_3m_ready,momentum_6m_ready,pattern_a_score,official_stage,candidate_state,base_score,transition_score,core_score,support_score,confirmation_bonus,balanced_core_score,alignment_bonus,progressed_penalty,score_delta_1m,score_delta_3m,score_delta_6m,base_score_delta_1m,base_score_delta_3m,base_score_delta_6m,transition_score_delta_1m,transition_score_delta_3m,transition_score_delta_6m,row_status,quality_flags,quality_reason_codes,evaluator_reason_codes,momentum_reason_codes_1m,momentum_reason_codes_3m,momentum_reason_codes_6m,error_type,error_message,scanner_commit,scanner_as_of,source_artifact
007330,푸른저축은행,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,78.75461047751185,transition,candidate,83.04023444131604,74.88963105347106,71.33396947440377,25.0,3.5556615790672956,78.75461047751185,0.0,0.0,-1.0751,-11.6031,3.2379,0.4831,-2.4002,-10.6663,-2.3871,-4.6001,11.6489,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
007390,네이처셀,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,76.61073923767214,transition,candidate,52.21944231940173,100.0,93.79116425169724,48.67586628283955,9.735173256567911,68.61073923767214,8.0,0.0,15.1902,47.8639,76.6107,7.8979,28.0143,43.4967,0.0,2.947,0.0,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
008370,원풍,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,74.40175513017763,transition,candidate,97.70466444550216,60.0739135016334,58.63478300140006,25.0,1.4391305002333432,74.40175513017763,0.0,0.0,-7.7617,-18.6754,-7.2483,-0.5448,-2.2953,-2.2953,-10.5299,-13.9559,-8.9165,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
008830,대동기어,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,65.00618366606908,transition,candidate,52.648864320199046,84.94342289404366,79.95150533775171,25.0,4.991917556291952,65.00618366606908,0.0,0.0,18.958,27.1818,65.0062,13.0295,27.7859,43.7824,-10.8107,-15.0566,-13.6859,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
013030,하이록코리아,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,71.71952491654082,transition,candidate,74.40371597675232,69.22226023491848,66.47622305850156,25.0,2.7460371764169267,71.71952491654082,0.0,0.0,-7.5886,-21.4138,-7.1506,1.4179,0.2887,-11.435,-17.6074,-30.7777,-3.7257,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
017650,대림제지,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,84.28486401555422,transition,candidate,85.3519851270029,68.95918462125235,65.94283800379586,28.379639340922115,3.016346617456487,76.28486401555422,8.0,0.0,-7.9463,-10.9121,12.5374,-2.3536,-10.2914,-14.648,1.5431,1.3714,22.1386,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
017890,한국알콜,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,87.68532182244246,transition,candidate,83.14390577203564,76.50298404024778,71.38189789637863,35.92585304181404,5.121086143869143,79.68532182244246,8.0,0.0,-2.5626,-0.5242,27.8513,-2.2952,-8.5936,-12.6452,-2.7775,5.1444,32.6921,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
018120,진로발효,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,72.4927554412594,transition,candidate,100.0,56.853832652514996,55.87471370215571,25.0,0.979118950359285,72.4927554412594,0.0,0.0,-5.6216,-17.2438,-6.1625,0.0,0.0,1.9259,-7.2344,-12.2601,-8.8015,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
021320,KCC건설,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,72.25406216673014,transition,candidate,74.96516796943614,69.73220577871741,66.91331923890064,25.0,2.8188865398167735,72.25406216673014,0.0,0.0,-6.5076,-20.3959,-1.7832,1.453,1.5798,-16.9673,-15.0864,-30.2678,11.8507,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
026910,광진실업,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,62.58989383388831,transition,candidate,37.54202185336873,100.0,92.17171717171716,100.0,20.0,54.58989383388831,8.0,0.0,-16.9917,62.5899,62.5899,-25.6079,-38.8056,-44.7346,17.3883,100.0,100.0,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
031510,오스템,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,33.37012536074708,transition,candidate,86.49145715860432,20.6731116081091,20.6731116081091,53.11369846952962,0.0,33.37012536074708,0.0,0.0,11.5221,33.3701,33.3701,-0.2608,-3.7111,-1.0515,8.1753,20.6731,20.6731,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
034950,한국기업평가,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,79.059251384649,transition,candidate,99.44323749653324,65.61036528254753,63.38031309932646,25.0,2.230052183221076,79.059251384649,0.0,0.0,-1.854,-6.6872,-8.5235,0.8683,1.4552,-0.1559,-3.0084,-10.6134,-12.5432,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
035610,솔본,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,58.41288782816228,transition,candidate,100.0,41.255794353139486,41.255794353139486,66.46867774169417,0.0,58.41288782816228,0.0,0.0,17.822,24.9328,7.6126,0.0,0.0,3.7378,15.7925,21.15,6.7511,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
036000,예림당,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,78.30929172318774,transition,candidate,66.42938534993306,95.36366275072946,90.36366275072946,25.0,5.0,78.30929172318774,0.0,0.0,17.3834,29.8821,36.6199,10.1567,24.6619,31.2252,-0.5337,-1.8314,-1.847,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
036190,금화피에스시,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,79.02322876809335,transition,candidate,87.50408157674836,72.04104582513362,68.89232499297168,25.0,3.148720832161947,79.02322876809335,0.0,0.0,-3.0866,-19.5166,-3.1821,3.2083,4.1842,-9.5407,-7.9933,-27.0888,0.7387,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
038390,레드캡투어,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,78.95524892026201,transition,candidate,91.39542048017044,69.49590243968129,66.71077351972681,25.0,2.785128919954469,78.95524892026201,0.0,0.0,-3.238,-4.8838,-0.6341,4.1887,13.9203,23.5156,-8.229,-21.8462,-26.685,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
039420,케이엘넷,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,66.91923890063421,transition,candidate,100.0,50.28468303594119,50.24401403080674,25.0,0.0406690051344564,66.91923890063421,0.0,0.0,-4.6651,-9.4376,-5.8768,0.0,1.0348,0.0171,-5.4595,-7.9924,-6.9488,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
042420,네오위즈홀딩스,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,86.42507634179185,transition,candidate,81.54444134319073,75.535571972275,69.51219512195124,46.304709536863875,6.0233768503237615,78.42507634179185,8.0,0.0,14.5869,24.8424,13.0378,3.6513,13.0723,2.0046,8.8407,19.524,12.3414,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
043360,디지아이,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,69.27727478195023,transition,candidate,74.78431921006751,64.52566747581086,62.04278554865752,30.925759457247672,2.4828819271533393,69.27727478195023,0.0,0.0,-2.573,-4.8998,48.2519,1.2459,-18.9278,-11.3349,-5.7123,7.1466,52.5512,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
045340,토탈소프트,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,62.96498769939797,transition,candidate,57.05376737381127,70.24268379728754,67.35087182624646,25.0,2.891811971041077,62.96498769939797,0.0,0.0,0.4196,-0.6194,23.2683,2.5668,4.9191,23.4315,-3.1585,-11.2359,-24.9777,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
049180,셀루메드,KOSDAQ,COMMON,2026-08-14,2026-03-16,True,2021-08-17,2026-03-16,1117,55,VERY_STALE,109,True,True,True,True,True,True,True,True,True,0.9926656174838016,transition,candidate,30.0,6.729196204602508,6.729196204602508,94.57400766662542,0.0,10.992665617483802,0.0,10.0,0.9927,0.9927,0.9927,-2.6741,0.0,0.0,4.5631,6.7292,6.7292,OK,VERY_STALE_DATA,VERY_STALE_DATA,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
049960,쎌바이오텍,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,86.64093626349201,transition,candidate,99.40823682658258,76.77986583687145,72.70276968833275,26.93787721394607,4.077096148538695,86.64093626349201,0.0,0.0,-13.3591,-7.9709,-4.0923,-0.1719,-0.5918,-0.5918,-12.2469,0.3946,6.2285,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
050120,ES큐브,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,90.72405605948532,transition,candidate,74.79845423296359,92.52830256922726,80.78139774778651,58.734524107203725,11.746904821440744,82.72405605948533,8.0,0.0,-0.4949,28.1107,27.9985,8.6101,17.1451,13.3517,5.5292,40.2367,42.6797,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
051390,YW,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,75.43322909493232,transition,candidate,100.0,60.55646184520587,59.048395867319314,25.0,1.5080659778865524,75.43322909493232,0.0,0.0,-11.7218,-12.3991,6.6813,0.0,0.0,0.0,-4.9448,-5.8777,8.1733,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
051500,CJ프레시웨이,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,68.55327558400653,transition,candidate,80.65240878625086,59.61072654429417,58.237765609395,25.0,1.3729609348991665,68.55327558400653,0.0,0.0,0.4403,-16.5437,-0.3696,7.6008,13.1949,6.9414,-4.189,-30.34,-5.1082,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
052330,코텍,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,86.60941839479668,transition,candidate,78.08063634349489,97.22988079075242,90.67440087664968,32.77739957051375,6.55547991410275,86.60941839479668,0.0,0.0,0.1187,-5.3314,-5.3314,0.9854,-11.8131,-13.8049,-1.2685,2.8242,4.418,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
053060,세동,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,62.75160172823527,transition,candidate,72.677606524185,50.72920794607968,50.54811414477065,49.5591483188617,0.1810938013090313,59.75160172823527,3.0,0.0,12.1033,33.7887,62.7717,10.0883,6.3868,1.0284,8.1962,32.2125,50.7582,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
053260,금강철강,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,64.3833854412979,transition,candidate,85.34114842014174,51.68963614418947,51.42971358698194,27.270065792290975,0.2599225572075322,64.3833854412979,0.0,0.0,-21.5317,0.77,39.1238,-2.2393,-6.9087,0.5128,-18.4813,3.1454,36.8505,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
053350,이니텍,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,22.232516437537335,transition,candidate,30.0,34.824023248304755,34.824023248304755,51.760015558148595,0.0,32.232516437537335,0.0,10.0,1.1826,22.2325,22.2325,0.0,22.8336,25.2857,2.648,-11.0315,-60.9865,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
065690,파커스,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,67.8340938294043,transition,candidate,75.8234741424351,61.367873613973096,59.7438916691198,25.0,1.6239819448532995,67.8340938294043,0.0,0.0,2.1249,-8.1777,29.145,2.1496,-0.9462,4.8032,2.0692,-13.9009,34.7818,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
066620,국보디자인,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,86.18730685579848,transition,candidate,78.57363171229149,95.43480625720689,90.43480625720689,25.0,5.0,86.18730685579848,0.0,0.0,-7.463,1.052,-11.9447,2.5554,2.4824,-5.6846,-2.6427,-1.1847,-1.4513,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
067290,JW신약,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,61.355045793436254,transition,candidate,60.62736310020472,62.10040878474052,59.740447576721856,36.34270175107671,2.3599612080186687,61.355045793436254,0.0,0.0,-2.8988,-23.2936,16.1455,-2.138,-16.1451,-22.6834,-3.6963,-14.4437,30.6814,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
068930,디지털대성,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,72.46632654862577,transition,candidate,100.0,56.821327722717555,55.8468523337579,25.0,0.9744753889596502,72.46632654862577,0.0,0.0,-1.7494,-17.7057,-27.5337,0.0,0.1187,0.0,-2.1811,-25.3618,-28.875,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
069510,에스텍,KOSDAQ,COMMON,2026-08-14,2026-08-14,True,2021-08-17,2026-08-14,1222,60,FRESH,0,True,True,True,True,True,True,True,True,True,73.68964114203825,transition,candidate,78.27248327712971,69.61376562449801,66.81179910671258,25.0,2.8019665177854307,73.68964114203825,0.0,0.0,-1.9453,-5.544,7.8076,10.623,22.6258,26.1837,-16.1443,-29.3364,-27.8056,OK,,,state_candidate;stage_transition,,,,,,13ab6f4,2026-08-14,pattern_a_universe_scan_20260814.csv
