window,layer,comparison,extreme_contrast,feature,feature_kind,level,feature_role,n_group_rows,n_reference_rows,group_n,reference_n,group_median,reference_median,group_share_pct,reference_share_pct,auc,effect,effect_unit,profile_allowed,broad_pooled_effect,broad_pooled_grade,same_sign_as_broad
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,market,categorical,KOSDAQ,ENTRY,3,482,3,482,,,33.3333,19.5021,,13.8313,share_pp,False,9.4532,CONSISTENT,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,3,482,3,482,,,0.0,15.3527,,-15.3527,share_pp,False,-8.9448,MIXED,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,fast_score_state,categorical,PARTIAL,ENTRY,3,482,3,482,,,0.0,3.527,,-3.527,share_pp,False,2.4472,WEAK,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,3,482,3,482,0.0,1.0,,,0.3845,-0.1155,AUC-0.5,False,,,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,3,482,3,482,1.0,0.0,,,0.7431,0.2431,AUC-0.5,False,,,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,pattern_a_score,numeric,,ENTRY,99,8,90,7,58.4241,65.2595,,,0.4651,-0.0349,AUC-0.5,False,0.0206,WEAK,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,fast_score,numeric,,ENTRY,99,8,99,8,76.85,73.295,,,0.661,0.161,AUC-0.5,False,-0.051,CONSISTENT,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,market_cap_eok,numeric,,ENTRY,99,8,99,8,25928.7754,14316.5473,,,0.6515,0.1515,AUC-0.5,False,-0.0045,WEAK,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,avg_trading_value_20d_eok,numeric,,ENTRY,99,8,90,7,218.07,112.42,,,0.4794,-0.0206,AUC-0.5,False,-0.0832,MIXED,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,wma52_slope_1w,numeric,,ENTRY,99,8,90,7,0.0024,0.0081,,,0.3778,-0.1222,AUC-0.5,False,-0.1695,CONSISTENT,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,atr_14_pct,numeric,,ENTRY,99,8,90,7,0.0353,0.0483,,,0.2317,-0.2683,AUC-0.5,False,-0.1362,CONSISTENT,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,range_position_24m,numeric,,ENTRY,99,8,90,7,0.54,0.5104,,,0.5254,0.0254,AUC-0.5,False,-0.0791,CONSISTENT,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,wma12_vs_wma26_pct,numeric,,ENTRY,99,8,90,7,0.0436,0.0857,,,0.4016,-0.0984,AUC-0.5,False,-0.0995,CONSISTENT,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,close_vs_wma200_pct,numeric,,ENTRY,99,8,88,7,0.093,0.3027,,,0.3133,-0.1867,AUC-0.5,False,-0.078,CONSISTENT,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,99,8,42,6,-0.0372,-0.0935,,,0.619,0.119,AUC-0.5,False,0.0836,CONSISTENT,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,market,categorical,KOSDAQ,ENTRY,99,8,99,8,,,15.1515,50.0,,-34.8485,share_pp,False,-17.1084,CONSISTENT,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,99,8,99,8,,,14.1414,12.5,,1.6414,share_pp,False,-3.713,WEAK,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,fast_score_state,categorical,PARTIAL,ENTRY,99,8,99,8,,,2.0202,0.0,,2.0202,share_pp,False,-2.7492,WEAK,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,99,8,99,8,1.0,0.5,,,0.654,0.154,AUC-0.5,False,,,
P2-2,ELIGIBLE,WIN_50_vs_LOSS_30,True,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,99,8,99,8,0.0,0.0,,,0.3933,-0.1067,AUC-0.5,False,,,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,pattern_a_score,numeric,,ENTRY,42,3,39,3,54.8915,61.7699,,,0.4872,-0.0128,AUC-0.5,False,0.0941,CONSISTENT,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,fast_score,numeric,,ENTRY,42,3,42,3,76.87,73.35,,,0.4325,-0.0675,AUC-0.5,False,-0.0283,WEAK,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,market_cap_eok,numeric,,ENTRY,42,3,42,3,38261.6836,18265.0,,,0.6667,0.1667,AUC-0.5,False,-0.0529,MIXED,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,avg_trading_value_20d_eok,numeric,,ENTRY,42,3,39,3,255.43,345.41,,,0.4274,-0.0726,AUC-0.5,False,-0.135,MIXED,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,wma52_slope_1w,numeric,,ENTRY,42,3,39,3,0.0025,0.0081,,,0.3504,-0.1496,AUC-0.5,False,-0.1789,CONSISTENT,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,atr_14_pct,numeric,,ENTRY,42,3,39,3,0.0354,0.0483,,,0.3077,-0.1923,AUC-0.5,False,-0.1509,CONSISTENT,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,range_position_24m,numeric,,ENTRY,42,3,39,3,0.577,0.5766,,,0.3846,-0.1154,AUC-0.5,False,-0.0566,MIXED,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,wma12_vs_wma26_pct,numeric,,ENTRY,42,3,39,3,0.0458,0.0898,,,0.4017,-0.0983,AUC-0.5,False,-0.0621,CONSISTENT,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,close_vs_wma200_pct,numeric,,ENTRY,42,3,38,3,0.0712,0.1525,,,0.4211,-0.0789,AUC-0.5,False,-0.0189,INSUFFICIENT_EVIDENCE,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,42,3,17,2,-0.0248,0.0033,,,0.1176,-0.3824,AUC-0.5,False,0.0505,INSUFFICIENT_EVIDENCE,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,market,categorical,KOSDAQ,ENTRY,42,3,42,3,,,11.9048,33.3333,,-21.4286,share_pp,False,-9.9464,CONSISTENT,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,42,3,42,3,,,9.5238,0.0,,9.5238,share_pp,False,5.5266,MIXED,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,fast_score_state,categorical,PARTIAL,ENTRY,42,3,42,3,,,2.381,0.0,,2.381,share_pp,False,-4.1379,WEAK,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,42,3,42,3,1.0,0.0,,,0.7619,0.2619,AUC-0.5,False,,,
P2-2,ELIGIBLE,WIN_100_vs_LOSS_50,True,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,42,3,42,3,0.0,1.0,,,0.2381,-0.2619,AUC-0.5,False,,,
P2-2,FILLED,WIN_50_vs_REST,False,pattern_a_score,numeric,,ENTRY,43,199,39,192,60.2989,63.4845,,,0.4801,-0.0199,AUC-0.5,True,0.0132,WEAK,False
P2-2,FILLED,WIN_50_vs_REST,False,fast_score,numeric,,ENTRY,43,199,43,199,75.74,75.54,,,0.5154,0.0154,AUC-0.5,True,0.0096,WEAK,True
P2-2,FILLED,WIN_50_vs_REST,False,market_cap_eok,numeric,,ENTRY,43,199,43,199,46619.5388,27158.3835,,,0.5469,0.0469,AUC-0.5,True,-0.0214,WEAK,False
P2-2,FILLED,WIN_50_vs_REST,False,avg_trading_value_20d_eok,numeric,,ENTRY,43,199,39,192,255.05,200.27,,,0.5154,0.0154,AUC-0.5,True,-0.0504,MIXED,False
P2-2,FILLED,WIN_50_vs_REST,False,wma52_slope_1w,numeric,,ENTRY,43,199,39,192,0.0025,0.004,,,0.4296,-0.0704,AUC-0.5,True,-0.0311,WEAK,True
P2-2,FILLED,WIN_50_vs_REST,False,atr_14_pct,numeric,,ENTRY,43,199,39,192,0.0328,0.0393,,,0.3346,-0.1654,AUC-0.5,True,-0.0522,MIXED,True
P2-2,FILLED,WIN_50_vs_REST,False,range_position_24m,numeric,,ENTRY,43,199,39,192,0.536,0.5769,,,0.4352,-0.0648,AUC-0.5,True,0.0033,WEAK,False
P2-2,FILLED,WIN_50_vs_REST,False,wma12_vs_wma26_pct,numeric,,ENTRY,43,199,39,192,0.0421,0.0402,,,0.4985,-0.0015,AUC-0.5,True,-0.0324,WEAK,True
P2-2,FILLED,WIN_50_vs_REST,False,close_vs_wma200_pct,numeric,,ENTRY,43,199,37,188,0.1019,0.1401,,,0.3979,-0.1021,AUC-0.5,True,-0.0252,WEAK,True
P2-2,FILLED,WIN_50_vs_REST,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,43,199,19,73,-0.0417,-0.0409,,,0.4593,-0.0407,AUC-0.5,True,0.004,WEAK,False
P2-2,FILLED,WIN_50_vs_REST,False,market,categorical,KOSDAQ,ENTRY,43,199,43,199,,,11.6279,16.5829,,-4.955,share_pp,True,-1.3502,WEAK,True
P2-2,FILLED,WIN_50_vs_REST,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,43,199,43,199,,,18.6047,19.0955,,-0.4908,share_pp,True,-1.3054,WEAK,True
P2-2,FILLED,WIN_50_vs_REST,False,fast_score_state,categorical,PARTIAL,ENTRY,43,199,43,199,,,4.6512,2.5126,,2.1386,share_pp,True,-1.5064,WEAK,False
P2-2,FILLED,WIN_50_vs_REST,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,43,199,43,199,1.0,1.0,,,0.6623,0.1623,AUC-0.5,True,,,
P2-2,FILLED,WIN_50_vs_REST,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,43,199,43,199,0.0,0.0,,,0.4777,-0.0223,AUC-0.5,True,,,
P2-2,FILLED,WIN_100_vs_REST,False,pattern_a_score,numeric,,ENTRY,22,220,21,210,61.193,63.1568,,,0.4728,-0.0272,AUC-0.5,True,0.012,WEAK,False
P2-2,FILLED,WIN_100_vs_REST,False,fast_score,numeric,,ENTRY,22,220,22,220,77.53,75.515,,,0.5371,0.0371,AUC-0.5,True,0.0015,WEAK,True
P2-2,FILLED,WIN_100_vs_REST,False,market_cap_eok,numeric,,ENTRY,22,220,22,220,66480.9476,26546.1898,,,0.6748,0.1748,AUC-0.5,True,-0.0595,MIXED,False
P2-2,FILLED,WIN_100_vs_REST,False,avg_trading_value_20d_eok,numeric,,ENTRY,22,220,21,210,288.97,197.63,,,0.5857,0.0857,AUC-0.5,True,-0.0597,MIXED,False
P2-2,FILLED,WIN_100_vs_REST,False,wma52_slope_1w,numeric,,ENTRY,22,220,21,210,0.0025,0.0036,,,0.451,-0.049,AUC-0.5,True,-0.0428,WEAK,True
P2-2,FILLED,WIN_100_vs_REST,False,atr_14_pct,numeric,,ENTRY,22,220,21,210,0.0338,0.0385,,,0.3506,-0.1494,AUC-0.5,True,-0.0409,WEAK,True
P2-2,FILLED,WIN_100_vs_REST,False,range_position_24m,numeric,,ENTRY,22,220,21,210,0.6524,0.5706,,,0.488,-0.012,AUC-0.5,True,-0.0115,WEAK,True
P2-2,FILLED,WIN_100_vs_REST,False,wma12_vs_wma26_pct,numeric,,ENTRY,22,220,21,210,0.0237,0.0419,,,0.4196,-0.0804,AUC-0.5,True,-0.0341,WEAK,True
P2-2,FILLED,WIN_100_vs_REST,False,close_vs_wma200_pct,numeric,,ENTRY,22,220,20,205,0.0868,0.1378,,,0.3978,-0.1022,AUC-0.5,True,-0.03,WEAK,True
P2-2,FILLED,WIN_100_vs_REST,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,22,220,10,82,-0.0365,-0.0414,,,0.4378,-0.0622,AUC-0.5,True,0.0085,WEAK,False
P2-2,FILLED,WIN_100_vs_REST,False,market,categorical,KOSDAQ,ENTRY,22,220,22,220,,,0.0,17.2727,,-17.2727,share_pp,True,-0.6041,WEAK,True
P2-2,FILLED,WIN_100_vs_REST,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,22,220,22,220,,,9.0909,20.0,,-10.9091,share_pp,True,-3.5803,WEAK,True
P2-2,FILLED,WIN_100_vs_REST,False,fast_score_state,categorical,PARTIAL,ENTRY,22,220,22,220,,,4.5455,2.7273,,1.8182,share_pp,True,-1.8268,WEAK,False
P2-2,FILLED,WIN_100_vs_REST,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,22,220,22,220,1.0,1.0,,,0.6614,0.1614,AUC-0.5,True,,,
P2-2,FILLED,WIN_100_vs_REST,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,22,220,22,220,0.0,0.0,,,0.4909,-0.0091,AUC-0.5,True,,,
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,pattern_a_score,numeric,,ENTRY,159,83,152,79,66.7435,60.7601,,,0.5285,0.0285,AUC-0.5,True,-0.0137,WEAK,False
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,fast_score,numeric,,ENTRY,159,83,159,83,75.49,75.74,,,0.4623,-0.0377,AUC-0.5,True,-0.0353,WEAK,True
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,market_cap_eok,numeric,,ENTRY,159,83,159,83,25737.6251,37769.9985,,,0.4217,-0.0783,AUC-0.5,True,0.0155,WEAK,False
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,avg_trading_value_20d_eok,numeric,,ENTRY,159,83,152,79,181.935,255.43,,,0.4605,-0.0395,AUC-0.5,True,0.0506,CONSISTENT,False
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,wma52_slope_1w,numeric,,ENTRY,159,83,152,79,0.0033,0.003,,,0.5182,0.0182,AUC-0.5,True,-0.0309,WEAK,False
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,atr_14_pct,numeric,,ENTRY,159,83,152,79,0.0396,0.0338,,,0.6245,0.1245,AUC-0.5,True,0.0525,CONSISTENT,True
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,range_position_24m,numeric,,ENTRY,159,83,152,79,0.5446,0.6524,,,0.4398,-0.0602,AUC-0.5,True,-0.0571,CONSISTENT,True
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,wma12_vs_wma26_pct,numeric,,ENTRY,159,83,152,79,0.0381,0.0446,,,0.4802,-0.0198,AUC-0.5,True,0.0077,WEAK,False
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,close_vs_wma200_pct,numeric,,ENTRY,159,83,149,76,0.1391,0.1184,,,0.5389,0.0389,AUC-0.5,True,0.0144,WEAK,True
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,159,83,54,38,-0.0584,-0.0314,,,0.4123,-0.0877,AUC-0.5,True,-0.0284,WEAK,True
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,market,categorical,KOSDAQ,ENTRY,159,83,159,83,,,18.239,10.8434,,7.3956,share_pp,True,3.7284,WEAK,True
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,159,83,159,83,,,18.8679,19.2771,,-0.4092,share_pp,True,-0.337,WEAK,True
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,fast_score_state,categorical,PARTIAL,ENTRY,159,83,159,83,,,2.5157,3.6145,,-1.0987,share_pp,True,2.15,WEAK,False
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,159,83,159,83,0.0,1.0,,,0.338,-0.162,AUC-0.5,True,,,
P2-2,FILLED,LOSS_ANY_vs_POSITIVE,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,159,83,159,83,0.0,0.0,,,0.5247,0.0247,AUC-0.5,True,,,
P2-2,FILLED,LOSS_30_vs_REST,False,pattern_a_score,numeric,,ENTRY,6,236,5,226,72.2965,62.7082,,,0.4805,-0.0195,AUC-0.5,False,-0.0092,WEAK,
P2-2,FILLED,LOSS_30_vs_REST,False,fast_score,numeric,,ENTRY,6,236,6,236,74.365,75.54,,,0.3955,-0.1045,AUC-0.5,False,0.06,CONSISTENT,
P2-2,FILLED,LOSS_30_vs_REST,False,market_cap_eok,numeric,,ENTRY,6,236,6,236,14316.5473,28093.3361,,,0.2387,-0.2613,AUC-0.5,False,-0.0144,WEAK,
P2-2,FILLED,LOSS_30_vs_REST,False,avg_trading_value_20d_eok,numeric,,ENTRY,6,236,5,226,90.31,216.32,,,0.3876,-0.1124,AUC-0.5,False,0.0449,WEAK,
P2-2,FILLED,LOSS_30_vs_REST,False,wma52_slope_1w,numeric,,ENTRY,6,236,5,226,0.0081,0.0031,,,0.6416,0.1416,AUC-0.5,False,0.1487,CONSISTENT,
P2-2,FILLED,LOSS_30_vs_REST,False,atr_14_pct,numeric,,ENTRY,6,236,5,226,0.0483,0.0375,,,0.7522,0.2522,AUC-0.5,False,0.0971,CONSISTENT,
P2-2,FILLED,LOSS_30_vs_REST,False,range_position_24m,numeric,,ENTRY,6,236,5,226,0.5104,0.5744,,,0.5159,0.0159,AUC-0.5,False,0.0821,CONSISTENT,
P2-2,FILLED,LOSS_30_vs_REST,False,wma12_vs_wma26_pct,numeric,,ENTRY,6,236,5,226,0.0898,0.0401,,,0.8619,0.3619,AUC-0.5,False,0.0794,CONSISTENT,
P2-2,FILLED,LOSS_30_vs_REST,False,close_vs_wma200_pct,numeric,,ENTRY,6,236,5,220,0.3504,0.1334,,,0.6164,0.1164,AUC-0.5,False,0.0574,CONSISTENT,
P2-2,FILLED,LOSS_30_vs_REST,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,6,236,5,87,-0.1233,-0.0409,,,0.3931,-0.1069,AUC-0.5,False,-0.0828,CONSISTENT,
P2-2,FILLED,LOSS_30_vs_REST,False,market,categorical,KOSDAQ,ENTRY,6,236,6,236,,,50.0,14.8305,,35.1695,share_pp,False,16.2998,CONSISTENT,
P2-2,FILLED,LOSS_30_vs_REST,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,6,236,6,236,,,16.6667,19.0678,,-2.4011,share_pp,False,2.6634,WEAK,
P2-2,FILLED,LOSS_30_vs_REST,False,fast_score_state,categorical,PARTIAL,ENTRY,6,236,6,236,,,0.0,2.9661,,-2.9661,share_pp,False,1.506,WEAK,
P2-2,FILLED,LOSS_30_vs_REST,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,6,236,6,236,1.0,1.0,,,0.5494,0.0494,AUC-0.5,False,,,
P2-2,FILLED,LOSS_30_vs_REST,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,6,236,6,236,0.0,0.0,,,0.5071,0.0071,AUC-0.5,False,,,
P2-2,FILLED,LOSS_50_vs_REST,False,pattern_a_score,numeric,,ENTRY,2,240,2,229,48.2552,62.7934,,,0.3777,-0.1223,AUC-0.5,False,-0.0771,CONSISTENT,
P2-2,FILLED,LOSS_50_vs_REST,False,fast_score,numeric,,ENTRY,2,240,2,240,77.115,75.54,,,0.6562,0.1562,AUC-0.5,False,0.0316,WEAK,
P2-2,FILLED,LOSS_50_vs_REST,False,market_cap_eok,numeric,,ENTRY,2,240,2,240,33454.1521,27289.3678,,,0.4854,-0.0146,AUC-0.5,False,0.0032,WEAK,
P2-2,FILLED,LOSS_50_vs_REST,False,avg_trading_value_20d_eok,numeric,,ENTRY,2,240,2,229,522.92,211.23,,,0.7489,0.2489,AUC-0.5,False,0.0868,MIXED,
P2-2,FILLED,LOSS_50_vs_REST,False,wma52_slope_1w,numeric,,ENTRY,2,240,2,229,0.0154,0.0031,,,0.9083,0.4083,AUC-0.5,False,0.147,CONSISTENT,
P2-2,FILLED,LOSS_50_vs_REST,False,atr_14_pct,numeric,,ENTRY,2,240,2,229,0.0533,0.0376,,,0.8188,0.3188,AUC-0.5,False,0.1219,CONSISTENT,
P2-2,FILLED,LOSS_50_vs_REST,False,range_position_24m,numeric,,ENTRY,2,240,2,229,0.6778,0.5742,,,0.6812,0.1812,AUC-0.5,False,0.0446,WEAK,
P2-2,FILLED,LOSS_50_vs_REST,False,wma12_vs_wma26_pct,numeric,,ENTRY,2,240,2,229,0.177,0.0403,,,0.9061,0.4061,AUC-0.5,False,0.0397,WEAK,
P2-2,FILLED,LOSS_50_vs_REST,False,close_vs_wma200_pct,numeric,,ENTRY,2,240,2,223,0.2179,0.1341,,,0.5247,0.0247,AUC-0.5,False,-0.0077,INSUFFICIENT_EVIDENCE,
P2-2,FILLED,LOSS_50_vs_REST,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,2,240,2,90,0.0033,-0.0419,,,0.8389,0.3389,AUC-0.5,False,-0.0421,INSUFFICIENT_EVIDENCE,
P2-2,FILLED,LOSS_50_vs_REST,False,market,categorical,KOSDAQ,ENTRY,2,240,2,240,,,0.0,15.8333,,-15.8333,share_pp,False,9.4532,CONSISTENT,
P2-2,FILLED,LOSS_50_vs_REST,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,2,240,2,240,,,0.0,19.1667,,-19.1667,share_pp,False,-8.9448,MIXED,
P2-2,FILLED,LOSS_50_vs_REST,False,fast_score_state,categorical,PARTIAL,ENTRY,2,240,2,240,,,0.0,2.9167,,-2.9167,share_pp,False,2.4472,WEAK,
P2-2,FILLED,LOSS_50_vs_REST,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,2,240,2,240,0.5,1.0,,,0.4646,-0.0354,AUC-0.5,False,,,
P2-2,FILLED,LOSS_50_vs_REST,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,2,240,2,240,0.5,0.0,,,0.675,0.175,AUC-0.5,False,,,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,pattern_a_score,numeric,,ENTRY,43,6,39,5,60.2989,72.2965,,,0.5231,0.0231,AUC-0.5,False,0.0206,WEAK,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,fast_score,numeric,,ENTRY,43,6,43,6,75.74,74.365,,,0.595,0.095,AUC-0.5,False,-0.051,CONSISTENT,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,market_cap_eok,numeric,,ENTRY,43,6,43,6,46619.5388,14316.5473,,,0.7481,0.2481,AUC-0.5,False,-0.0045,WEAK,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,avg_trading_value_20d_eok,numeric,,ENTRY,43,6,39,5,255.05,90.31,,,0.5949,0.0949,AUC-0.5,False,-0.0832,MIXED,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,wma52_slope_1w,numeric,,ENTRY,43,6,39,5,0.0025,0.0081,,,0.3538,-0.1462,AUC-0.5,False,-0.1695,CONSISTENT,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,atr_14_pct,numeric,,ENTRY,43,6,39,5,0.0328,0.0483,,,0.1436,-0.3564,AUC-0.5,False,-0.1362,CONSISTENT,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,range_position_24m,numeric,,ENTRY,43,6,39,5,0.536,0.5104,,,0.441,-0.059,AUC-0.5,False,-0.0791,CONSISTENT,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,wma12_vs_wma26_pct,numeric,,ENTRY,43,6,39,5,0.0421,0.0898,,,0.1538,-0.3462,AUC-0.5,False,-0.0995,CONSISTENT,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,close_vs_wma200_pct,numeric,,ENTRY,43,6,37,5,0.1019,0.3504,,,0.3135,-0.1865,AUC-0.5,False,-0.078,CONSISTENT,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,43,6,19,5,-0.0417,-0.1233,,,0.5789,0.0789,AUC-0.5,False,0.0836,CONSISTENT,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,market,categorical,KOSDAQ,ENTRY,43,6,43,6,,,11.6279,50.0,,-38.3721,share_pp,False,-17.1084,CONSISTENT,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,43,6,43,6,,,18.6047,16.6667,,1.938,share_pp,False,-3.713,WEAK,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,fast_score_state,categorical,PARTIAL,ENTRY,43,6,43,6,,,4.6512,0.0,,4.6512,share_pp,False,-2.7492,WEAK,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,43,6,43,6,1.0,1.0,,,0.5853,0.0853,AUC-0.5,False,,,
P2-2,FILLED,WIN_50_vs_LOSS_30,True,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,43,6,43,6,0.0,0.0,,,0.4748,-0.0252,AUC-0.5,False,,,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,pattern_a_score,numeric,,ENTRY,22,2,21,2,61.193,48.2552,,,0.5714,0.0714,AUC-0.5,False,0.0941,CONSISTENT,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,fast_score,numeric,,ENTRY,22,2,22,2,77.53,77.115,,,0.3295,-0.1705,AUC-0.5,False,-0.0283,WEAK,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,market_cap_eok,numeric,,ENTRY,22,2,22,2,66480.9476,33454.1521,,,0.6818,0.1818,AUC-0.5,False,-0.0529,MIXED,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,avg_trading_value_20d_eok,numeric,,ENTRY,22,2,21,2,288.97,522.92,,,0.4048,-0.0952,AUC-0.5,False,-0.135,MIXED,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,wma52_slope_1w,numeric,,ENTRY,22,2,21,2,0.0025,0.0154,,,0.0714,-0.4286,AUC-0.5,False,-0.1789,CONSISTENT,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,atr_14_pct,numeric,,ENTRY,22,2,21,2,0.0338,0.0533,,,0.0952,-0.4048,AUC-0.5,False,-0.1509,CONSISTENT,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,range_position_24m,numeric,,ENTRY,22,2,21,2,0.6524,0.6778,,,0.3095,-0.1905,AUC-0.5,False,-0.0566,MIXED,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,wma12_vs_wma26_pct,numeric,,ENTRY,22,2,21,2,0.0237,0.177,,,0.0952,-0.4048,AUC-0.5,False,-0.0621,CONSISTENT,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,close_vs_wma200_pct,numeric,,ENTRY,22,2,20,2,0.0868,0.2179,,,0.45,-0.05,AUC-0.5,False,-0.0189,INSUFFICIENT_EVIDENCE,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,22,2,10,2,-0.0365,0.0033,,,0.0,-0.5,AUC-0.5,False,0.0505,INSUFFICIENT_EVIDENCE,
P2-2,FILLED,WIN_100_vs_LOSS_50,True,market,categorical,KOSDAQ,ENTRY,22,2,22,2,,,0.0,0.0,,0.0,share_pp,False,-9.9464,CONSISTENT,
