ticker,all_sector_rs_rank_3m,all_sector_rs_rank_6m,all_sector_rs_rank_12m,all_sector_rs_percentile_3m,all_sector_rs_percentile_6m,all_sector_rs_percentile_12m
001340,1398.0,1710.0,1349.0,38.59340659340659,27.090443686006825,41.94659776055125
001360,2070.0,1834.0,1128.0,9.054945054945057,21.800341296928327,51.46425495262704
001380,1128.0,2275.0,2203.0,50.46153846153846,2.986348122866894,5.167958656330749
001390,1460.0,1761.0,1000.0,35.86813186813187,24.914675767918087,56.97674418604651
001420,1657.0,1940.0,2099.0,27.20879120879121,17.27815699658703,9.646856158484066
001430,1847.0,2127.0,367.0,18.857142857142858,9.300341296928329,84.23772609819122
001440,2237.0,2137.0,1935.0,1.7142857142857144,8.873720136518772,16.709732988802756
001450,209.0,742.0,773.0,90.85714285714286,68.38737201365188,66.75279931093885
001460,1265.0,1215.0,535.0,44.43956043956044,48.208191126279864,77.00258397932816
001470,,,,,,
001500,739.0,964.0,1551.0,67.56043956043956,58.91638225255973,33.24720068906115
001510,1787.0,171.0,418.0,21.494505494505496,92.74744027303754,82.04134366925064
001520,1190.0,1701.0,503.0,47.73626373626374,27.474402730375424,78.38070628768304
001530,1116.0,717.0,2104.0,50.989010989010985,69.45392491467577,9.431524547803615
001540,93.0,55.0,151.0,95.95604395604396,97.6962457337884,93.54005167958655
001550,1770.0,1873.0,1744.0,22.24175824175824,20.13651877133106,24.935400516795863
001560,1200.0,583.0,426.0,47.2967032967033,75.17064846416382,81.69681309216192
001570,,,,,,
001620,,1489.0,1403.0,,36.51877133105802,39.62101636520241
001630,1734.0,1252.0,1075.0,23.824175824175825,46.629692832764505,53.746770025839794
001680,1373.0,1602.0,1236.0,39.69230769230769,31.697952218430036,46.81309216192937
001720,238.0,838.0,942.0,89.58241758241758,64.29180887372013,59.4745908699397
001740,621.0,329.0,562.0,72.74725274725274,86.00682593856655,75.83979328165374
001750,758.0,731.0,1282.0,66.72527472527473,68.85665529010238,44.832041343669246
001770,1943.0,2130.0,2009.0,14.63736263736264,9.17235494880546,13.522825150732126
001780,1719.0,1256.0,1406.0,24.483516483516485,46.45904436860068,39.49181739879414
001790,903.0,1125.0,931.0,60.35164835164836,52.04778156996587,59.9483204134367
001800,676.0,1068.0,1388.0,70.32967032967034,54.47952218430034,40.267011197243754
001810,996.0,941.0,495.0,56.26373626373626,59.89761092150171,78.72523686477176
001820,47.0,84.0,691.0,97.978021978022,96.45904436860069,70.28423772609818
001840,,,,,,
001940,112.0,405.0,729.0,95.12087912087912,82.76450511945393,68.64771748492679
002020,2263.0,2319.0,2174.0,0.5714285714285714,1.1092150170648465,6.416881998277348
002030,1214.0,1917.0,1852.0,46.68131868131868,18.25938566552901,20.28423772609819
002070,323.0,2072.0,2054.0,85.84615384615385,11.646757679180888,11.584840654608096
002100,897.0,1265.0,1202.0,60.61538461538461,46.07508532423208,48.27734711455642
002140,1426.0,1483.0,1339.0,37.362637362637365,36.774744027303754,42.377260981912144
002150,1271.0,1499.0,1272.0,44.175824175824175,36.092150170648466,45.26270456503015
002170,729.0,688.0,488.0,68.0,70.69112627986348,79.02670111972438
002200,775.0,1077.0,538.0,65.97802197802199,54.09556313993175,76.8733850129199
002210,,,,,,
002220,1513.0,1711.0,723.0,33.53846153846154,27.04778156996587,68.90611541774334
002230,1703.0,2175.0,314.0,25.18681318681319,7.252559726962457,86.52024117140397
002240,957.0,1373.0,1067.0,57.97802197802198,41.467576791808874,54.091300602928506
002290,1041.0,1157.0,758.0,54.285714285714285,50.68259385665529,67.3987941429802
002310,833.0,628.0,339.0,63.42857142857142,73.25085324232083,85.44358311800173
002320,1491.0,1657.0,1390.0,34.505494505494504,29.351535836177472,40.18087855297158
002350,822.0,1861.0,755.0,63.91208791208791,20.648464163822524,67.52799310938846
002360,,2241.0,2210.0,,4.436860068259386,4.866494401378122
002380,1504.0,1149.0,558.0,33.934065934065934,51.02389078498294,76.0120585701981
002390,1285.0,1132.0,1175.0,43.56043956043956,51.74914675767918,49.44013781223083
002410,,,,,,
002420,225.0,858.0,1516.0,90.15384615384616,63.43856655290102,34.75452196382429
002450,1235.0,1998.0,2179.0,45.75824175824176,14.803754266211604,6.2015503875969
002460,545.0,1838.0,1585.0,76.08791208791209,21.629692832764505,31.782945736434108
002600,1033.0,1433.0,977.0,54.63736263736264,38.907849829351534,57.967269595176575
002620,1048.0,1056.0,1012.0,53.97802197802197,54.991467576791806,56.45994832041343
002630,1181.0,899.0,1336.0,48.13186813186813,61.689419795221845,42.50645994832041
002680,1281.0,1226.0,913.0,43.73626373626374,47.73890784982935,60.72351421188631
002690,333.0,865.0,1056.0,85.40659340659342,63.13993174061433,54.5650301464255
002700,1676.0,1985.0,1997.0,26.373626373626376,15.358361774744028,14.039621016365205
002710,1947.0,1879.0,1884.0,14.461538461538462,19.880546075085324,18.90611541774333
002720,2006.0,1574.0,1487.0,11.868131868131869,32.89249146757679,36.00344530577089
002760,916.0,1806.0,1078.0,59.78021978021978,22.994880546075088,53.617571059431526
002780,,,,,,
002790,716.0,1533.0,1364.0,68.57142857142857,34.641638225255974,41.3006029285099
