ticker,all_sector_rs_rank_3m,all_sector_rs_rank_6m,all_sector_rs_rank_12m,all_sector_rs_percentile_3m,all_sector_rs_percentile_6m,all_sector_rs_percentile_12m
027740,,1825.0,1541.0,,22.18430034129693,33.677863910422055
027830,780.0,1164.0,2120.0,65.75824175824175,50.383959044368595,8.742463393626185
027970,1465.0,1388.0,1011.0,35.64835164835165,40.82764505119454,56.50301464254953
028050,939.0,164.0,131.0,58.769230769230774,93.04607508532423,94.40137812230836
028080,1931.0,1679.0,1513.0,15.164835164835164,28.41296928327645,34.883720930232556
028100,133.0,1818.0,1621.0,94.1978021978022,22.482935153583615,30.23255813953488
028260,1113.0,646.0,238.0,51.12087912087912,72.48293515358361,89.79328165374677
028300,841.0,418.0,607.0,63.07692307692307,82.2098976109215,73.90180878552972
028670,1025.0,502.0,274.0,54.98901098901099,78.62627986348123,88.24289405684755
029460,1052.0,773.0,381.0,53.8021978021978,67.06484641638225,83.63479758828596
029480,687.0,1663.0,1936.0,69.84615384615384,29.09556313993174,16.666666666666664
029530,1003.0,2294.0,2277.0,55.95604395604395,2.1757679180887375,1.9810508182601203
029780,1122.0,1972.0,1824.0,50.72527472527473,15.912969283276452,21.4900947459087
030000,686.0,1167.0,857.0,69.89010989010988,50.255972696245735,63.13522825150733
030190,611.0,1102.0,845.0,73.18681318681318,53.02901023890784,63.65202411714039
030200,1406.0,1535.0,1235.0,38.24175824175824,34.55631399317406,46.85615848406546
030210,170.0,650.0,1280.0,92.57142857142856,72.31228668941979,44.91817398794143
030350,,,,,,
030520,389.0,585.0,660.0,82.94505494505493,75.0853242320819,71.61929371231696
030530,1539.0,1771.0,19.0,32.395604395604394,24.488054607508538,99.2248062015504
030610,610.0,894.0,1132.0,73.23076923076923,61.902730375426614,51.291989664082685
030720,,,,,,
030960,1380.0,1238.0,878.0,39.38461538461539,47.22696245733788,62.23083548664944
031210,1294.0,2069.0,1696.0,43.16483516483516,11.774744027303754,27.002583979328165
031310,2034.0,1525.0,1073.0,10.63736263736264,34.98293515358362,53.83290267011197
031330,635.0,32.0,32.0,72.13186813186813,98.67747440273038,98.66494401378122
031430,1924.0,1648.0,1638.0,15.472527472527473,29.73549488054608,29.50043066322136
031510,62.0,157.0,658.0,97.31868131868131,93.34470989761093,71.70542635658916
031820,1866.0,1006.0,872.0,18.021978021978025,57.12457337883959,62.489233419465975
031860,,,,,,
031980,809.0,153.0,114.0,64.48351648351648,93.51535836177474,95.13350559862188
032080,568.0,343.0,337.0,75.07692307692308,85.40955631399318,85.52971576227391
032190,549.0,1105.0,342.0,75.91208791208791,52.901023890784984,85.31438415159346
032280,604.0,1184.0,919.0,73.49450549450549,49.53071672354949,60.46511627906976
032300,1030.0,923.0,1590.0,54.769230769230774,60.665529010238906,31.567614125753664
032350,1874.0,2171.0,1229.0,17.67032967032967,7.423208191126279,47.114556416882
032500,1850.0,823.0,733.0,18.725274725274726,64.93174061433447,68.47545219638242
032540,264.0,1025.0,1701.0,88.43956043956044,56.31399317406144,26.787252368647717
032560,355.0,945.0,1052.0,84.43956043956044,59.72696245733788,54.73729543496986
032580,75.0,8.0,55.0,96.74725274725274,99.70136518771332,97.67441860465117
032620,830.0,789.0,533.0,63.56043956043956,66.38225255972696,77.08871662360033
032640,1247.0,1475.0,1110.0,45.230769230769226,37.116040955631405,52.23944875107666
032680,,710.0,1201.0,,69.75255972696246,48.320413436692505
032750,223.0,1104.0,1947.0,90.24175824175823,52.94368600682594,16.19293712316968
032790,,2239.0,2000.0,,4.522184300341297,13.910422049956932
032800,1068.0,737.0,640.0,53.098901098901095,68.60068259385666,72.48062015503875
032820,1115.0,253.0,62.0,51.03296703296704,89.24914675767917,97.37295434969852
032830,1527.0,569.0,286.0,32.92307692307692,75.76791808873719,87.72609819121448
032850,694.0,657.0,517.0,69.53846153846153,72.01365187713311,77.77777777777779
032860,,,,,,
032940,1694.0,2194.0,728.0,25.582417582417584,6.4419795221843,68.69078380706287
032960,245.0,1426.0,1255.0,89.27472527472527,39.20648464163822,45.99483204134367
033050,827.0,383.0,818.0,63.69230769230769,83.70307167235495,64.81481481481481
033100,1176.0,1131.0,899.0,48.35164835164835,51.791808873720136,61.326442721791565
033130,366.0,189.0,134.0,83.95604395604396,91.97952218430036,94.27217915590008
033160,1836.0,101.0,205.0,19.340659340659343,95.73378839590444,91.21447028423772
033170,,,,,,
033200,1397.0,1586.0,1859.0,38.637362637362635,32.38054607508533,19.982773471145563
033230,1785.0,1234.0,1497.0,21.58241758241758,47.3976109215017,35.572782084409994
033240,2037.0,2250.0,2038.0,10.505494505494504,4.052901023890785,12.27390180878553
033250,536.0,1541.0,1841.0,76.48351648351648,34.30034129692833,20.757967269595177
033270,1587.0,809.0,987.0,30.28571428571429,65.52901023890784,57.53660637381568
033290,942.0,1392.0,1367.0,58.637362637362635,40.65699658703072,41.171403962101635
033310,402.0,1562.0,1932.0,82.37362637362638,33.40443686006826,16.838931955211027
033320,1433.0,1449.0,1762.0,37.05494505494505,38.225255972696246,24.160206718346252
033340,2274.0,2336.0,2238.0,0.0879120879120879,0.3839590443686007,3.6606373815676143
033500,1370.0,1551.0,1612.0,39.824175824175825,33.87372013651877,30.620155038759687
033530,520.0,1777.0,353.0,77.18681318681318,24.2320819112628,84.84065460809647
033540,1215.0,2251.0,2241.0,46.63736263736264,4.010238907849829,3.5314384151593456
033560,17.0,104.0,465.0,99.2967032967033,95.60580204778158,80.01722652885444
033640,1593.0,765.0,378.0,30.021978021978025,67.4061433447099,83.76399655469423
033780,1107.0,879.0,333.0,51.38461538461539,62.54266211604096,85.70198105081826
033790,2156.0,513.0,395.0,5.274725274725275,78.15699658703072,83.03186907838071
033830,1858.0,1247.0,840.0,18.373626373626372,46.84300341296928,63.86735572782084
033920,1119.0,1407.0,709.0,50.857142857142854,40.01706484641638,69.50904392764858
034020,1020.0,1088.0,745.0,55.20879120879121,53.62627986348123,67.95865633074936
034120,998.0,673.0,973.0,56.175824175824175,71.33105802047781,58.139534883720934
034220,1982.0,2189.0,2264.0,12.923076923076923,6.655290102389079,2.5409130060292853
034230,1889.0,1506.0,1180.0,17.01098901098901,35.79351535836178,49.224806201550386
034310,672.0,1071.0,767.0,70.50549450549451,54.35153583617747,67.01119724375538
034590,634.0,129.0,492.0,72.17582417582418,94.53924914675768,78.85443583118001
034730,674.0,212.0,148.0,70.41758241758241,90.99829351535836,93.66925064599482
034810,214.0,533.0,1733.0,90.63736263736264,77.3037542662116,25.40913006029285
034830,1863.0,1722.0,1868.0,18.153846153846153,26.578498293515356,19.59517657192076
034940,,,,,,
034950,353.0,333.0,636.0,84.52747252747253,85.83617747440273,72.65288544358312
035000,944.0,1416.0,1033.0,58.549450549450555,39.63310580204778,55.55555555555556
035080,149.0,668.0,1167.0,93.4945054945055,71.54436860068259,49.78466838931955
035150,1016.0,1733.0,1724.0,55.38461538461539,26.109215017064848,25.796726959517656
035200,1174.0,902.0,1083.0,48.439560439560445,61.56143344709898,53.402239448751075
035250,600.0,269.0,500.0,73.67032967032966,88.56655290102388,78.50990525409131
035290,,589.0,323.0,,74.9146757679181,86.13264427217916
035420,797.0,1282.0,805.0,65.01098901098901,45.34982935153584,65.37467700258398
035460,952.0,232.0,777.0,58.1978021978022,90.14505119453923,66.58053402239449
035510,2058.0,1612.0,1089.0,9.582417582417582,31.27133105802048,53.14384151593454
035600,309.0,368.0,260.0,86.46153846153845,84.34300341296928,88.8458225667528
035610,34.0,142.0,424.0,98.54945054945054,93.98464163822526,81.78294573643412
035620,1462.0,1508.0,1504.0,35.78021978021978,35.708191126279864,35.27131782945737
035720,1586.0,1875.0,1517.0,30.32967032967033,20.05119453924915,34.7114556416882
035760,986.0,1614.0,614.0,56.7032967032967,31.186006825938566,73.60034453057709
035810,1069.0,947.0,168.0,53.05494505494506,59.641638225255974,92.80792420327305
035890,938.0,,1617.0,58.81318681318681,,30.40482342807924
035900,1407.0,1015.0,467.0,38.1978021978022,56.74061433447098,79.93109388458225
036000,487.0,231.0,209.0,78.63736263736264,90.1877133105802,91.04220499569335
036010,497.0,821.0,602.0,78.1978021978022,65.01706484641639,74.11714039621017
036030,484.0,723.0,714.0,78.76923076923077,69.19795221843003,69.29371231696813
036090,,1944.0,2171.0,,17.107508532423207,6.546080964685616
036120,553.0,491.0,654.0,75.73626373626374,79.09556313993174,71.8776916451335
036170,2196.0,74.0,87.0,3.5164835164835164,96.88566552901024,96.29629629629628
036190,602.0,694.0,515.0,73.58241758241758,70.43515358361775,77.86391042204995
036200,1367.0,1380.0,1447.0,39.95604395604395,41.16894197952218,37.72609819121447
036220,999.0,1253.0,2072.0,56.13186813186813,46.58703071672355,10.809646856158484
036420,2271.0,2311.0,2276.0,0.2197802197802197,1.4505119453924915,2.02411714039621
036460,757.0,222.0,771.0,66.76923076923077,90.5716723549488,66.83893195521102
036480,450.0,424.0,988.0,80.26373626373626,81.95392491467577,57.49354005167958
036530,1363.0,1877.0,1950.0,40.13186813186813,19.965870307167236,16.063738156761413
036540,740.0,1021.0,242.0,67.51648351648352,56.484641638225256,89.62101636520241
036560,541.0,1186.0,1979.0,76.26373626373626,49.44539249146758,14.814814814814811
036570,1502.0,672.0,412.0,34.02197802197802,71.37372013651877,82.29974160206717
036580,1498.0,1898.0,829.0,34.1978021978022,19.06996587030717,64.34108527131784
036620,1142.0,1791.0,1338.0,49.84615384615385,23.634812286689417,42.42032730404824
036630,1763.0,1377.0,317.0,22.54945054945055,41.29692832764505,86.3910422049957
036640,360.0,399.0,825.0,84.21978021978022,83.02047781569965,64.51335055986219
036670,665.0,814.0,1345.0,70.81318681318682,65.31569965870307,42.11886304909561
036690,,,,,,
036710,723.0,54.0,61.0,68.26373626373626,97.73890784982936,97.41602067183464
036800,,,,,,
036810,732.0,1670.0,832.0,67.86813186813187,28.79692832764505,64.21188630490956
036830,1761.0,913.0,809.0,22.63736263736264,61.092150170648466,65.20241171403963
036890,836.0,982.0,1476.0,63.29670329670329,58.14846416382253,36.477174849267875
036930,221.0,12.0,17.0,90.32967032967034,99.53071672354947,99.31093884582258
037030,1998.0,224.0,506.0,12.21978021978022,90.48634812286689,78.25150732127476
037070,1100.0,1550.0,1554.0,51.69230769230769,33.91638225255973,33.118001722652885
037230,1651.0,1190.0,666.0,27.47252747252747,49.274744027303754,71.36089577950044
037270,1960.0,2221.0,2105.0,13.890109890109889,5.290102389078498,9.388458225667527
037330,1885.0,2107.0,2078.0,17.18681318681319,10.15358361774744,10.551248923341946
037350,1088.0,197.0,129.0,52.21978021978022,91.6382252559727,94.48751076658051
037370,1140.0,1436.0,1543.0,49.934065934065934,38.77986348122867,33.59173126614987
037400,,,,,,
037440,1548.0,597.0,888.0,32.0,74.57337883959045,61.800172265288545
037460,144.0,77.0,80.0,93.71428571428572,96.75767918088737,96.59776055124892
037560,1084.0,436.0,971.0,52.3956043956044,81.44197952218431,58.22566752799311
037710,404.0,810.0,1085.0,82.28571428571428,65.48634812286689,53.3161068044789
037760,191.0,161.0,224.0,91.64835164835164,93.1740614334471,90.39621016365204
037950,155.0,1656.0,1957.0,93.23076923076924,29.39419795221843,15.762273901808785
038010,503.0,651.0,802.0,77.93406593406593,72.26962457337885,65.50387596899225
038060,1185.0,192.0,1224.0,47.95604395604395,91.85153583617748,47.32988802756245
038070,1307.0,1561.0,1624.0,42.59340659340659,33.44709897610921,30.103359173126616
038110,1431.0,1386.0,1927.0,37.142857142857146,40.91296928327645,17.05426356589147
038290,749.0,1214.0,1038.0,67.12087912087912,48.250853242320815,55.34022394487511
038390,453.0,1133.0,999.0,80.13186813186813,51.70648464163823,57.0198105081826
038460,436.0,2083.0,1490.0,80.87912087912088,11.177474402730375,35.87424633936262
038500,1895.0,2200.0,236.0,16.747252747252748,6.186006825938566,89.87941429801894
038530,1145.0,1654.0,1226.0,49.714285714285715,29.47952218430034,47.243755383290264
038540,192.0,160.0,172.0,91.6043956043956,93.21672354948804,92.63565891472868
038620,671.0,1846.0,1777.0,70.54945054945055,21.28839590443686,23.51421188630491
038680,530.0,110.0,289.0,76.74725274725274,95.34982935153585,87.59689922480621
038870,1582.0,1820.0,1981.0,30.505494505494507,22.397610921501705,14.728682170542635
038880,254.0,1890.0,2270.0,88.87912087912088,19.411262798634812,2.2825150732127475
038950,290.0,504.0,1609.0,87.2967032967033,78.54095563139933,30.749354005167955
039010,803.0,1018.0,1174.0,64.74725274725274,56.61262798634811,49.48320413436693
039020,555.0,1415.0,994.0,75.64835164835165,39.67576791808874,57.235142118863045
039030,834.0,887.0,563.0,63.38461538461539,62.20136518771331,75.79672695951766
039130,1355.0,1893.0,1765.0,40.48351648351648,19.283276450511945,24.031007751937985
039200,958.0,816.0,277.0,57.934065934065934,65.23037542662115,88.11369509043928
039240,1017.0,1355.0,1455.0,55.340659340659336,42.23549488054608,37.38156761412576
039290,509.0,1022.0,855.0,77.67032967032968,56.441979522184305,63.2213608957795
039310,68.0,86.0,185.0,97.05494505494504,96.37372013651876,92.07579672695952
039340,226.0,228.0,175.0,90.10989010989012,90.31569965870308,92.5064599483204
039420,588.0,389.0,348.0,74.1978021978022,83.44709897610922,85.05598621877691
039440,1558.0,1841.0,1396.0,31.56043956043956,21.501706484641637,39.922480620155035
039490,794.0,1465.0,790.0,65.14285714285715,37.54266211604095,66.02067183462532
039560,1766.0,1760.0,1512.0,22.41758241758242,24.957337883959045,34.92678725236865
039570,267.0,1867.0,1966.0,88.3076923076923,20.392491467576793,15.374677002583978
039610,1804.0,1969.0,2220.0,20.747252747252748,16.040955631399317,4.435831180017226
039740,1366.0,631.0,553.0,40.0,73.12286689419795,76.22739018087856
039830,45.0,65.0,288.0,98.06593406593409,97.26962457337883,87.63996554694229
039840,1040.0,1205.0,1408.0,54.329670329670336,48.634812286689424,39.40568475452197
039860,1244.0,553.0,385.0,45.362637362637365,76.45051194539249,83.4625322997416
039980,1625.0,939.0,1410.0,28.615384615384613,59.98293515358362,39.31955211024978
040160,2261.0,388.0,99.0,0.6593406593406593,83.48976109215018,95.77950043066322
040300,1627.0,1058.0,251.0,28.52747252747253,54.9061433447099,89.2334194659776
040350,7.0,50.0,119.0,99.73626373626374,97.90955631399318,94.91817398794144
040420,298.5,412.0,871.0,86.92307692307692,82.46587030716724,62.532299741602074
040610,,702.0,1186.0,,70.0938566552901,48.96640826873385
040910,1061.0,691.0,1552.0,53.40659340659341,70.56313993174061,33.20413436692506
041020,1203.0,957.0,1218.0,47.16483516483517,59.21501706484642,47.58828596037898
041190,386.0,1024.0,2151.0,83.07692307692308,56.35665529010239,7.4074074074074066
041440,1475.0,1781.0,2030.0,35.208791208791204,24.061433447098977,12.618432385874245
041460,489.0,449.0,399.0,78.54945054945055,80.88737201365188,82.85960378983634
041510,959.0,621.0,520.0,57.89010989010988,73.54948805460751,77.6485788113695
041520,204.0,24.0,120.0,91.07692307692308,99.01877133105802,94.87510766580532
041590,,,,,,
041650,789.0,1288.0,1756.0,65.36263736263737,45.093856655290104,24.418604651162788
041830,25.0,25.0,46.0,98.94505494505496,98.97610921501706,98.06201550387595
041910,1221.0,410.0,849.0,46.37362637362637,82.55119453924915,63.47975882859603
041920,2031.0,2233.0,127.0,10.76923076923077,4.778156996587031,94.57364341085272
041930,1106.0,950.0,1097.0,51.42857142857142,59.513651877133114,52.79931093884582
041960,164.0,98.0,106.0,92.83516483516485,95.8617747440273,95.4780361757106
042000,966.0,1745.0,1664.0,57.58241758241758,25.597269624573375,28.380706287683033
042040,1880.0,2323.0,2253.0,17.40659340659341,0.938566552901024,3.0146425495262705
042110,560.0,1169.0,1693.0,75.42857142857143,50.170648464163826,27.131782945736433
042370,1377.0,282.0,1268.0,39.51648351648351,88.01194539249147,45.4349698535745
042420,91.0,402.0,215.0,96.04395604395604,82.89249146757679,90.78380706287685
042500,768.0,178.0,164.0,66.28571428571428,92.44880546075083,92.9801894918174
042510,1327.0,394.0,540.0,41.714285714285715,83.23378839590444,76.78725236864771
042520,1091.0,1646.0,42.0,52.087912087912095,29.820819112627987,98.23428079242032
042600,1669.0,1107.0,707.0,26.68131868131868,52.815699658703075,69.59517657192076
042660,969.0,1659.0,1662.0,57.450549450549445,29.266211604095567,28.466838931955213
042700,1831.0,489.0,121.0,19.56043956043956,79.18088737201366,94.83204134366925
042940,1905.0,2002.0,1867.0,16.307692307692307,14.633105802047783,19.638242894056848
043100,,,,,,
043150,378.0,256.0,749.0,83.42857142857143,89.12116040955631,67.786391042205
043200,,,,,,
043220,,,,,,
043260,2042.0,754.0,1.0,10.285714285714285,67.8754266211604,100.0
043340,,1213.0,2005.0,,48.29351535836178,13.695090439276486
043360,327.0,728.0,1297.0,85.67032967032966,68.98464163822526,44.18604651162791
043370,445.0,310.0,762.0,80.48351648351648,86.81740614334471,67.22652885443583
043590,,1294.0,1521.0,,44.83788395904437,34.53919035314384
043610,1189.0,785.0,403.0,47.78021978021978,66.55290102389078,82.68733850129199
043650,918.0,758.0,601.0,59.692307692307686,67.7047781569966,74.16020671834626
043710,658.0,1129.0,1459.0,71.12087912087912,51.877133105802045,37.2093023255814
043910,,2005.0,2246.0,,14.505119453924914,3.3161068044788973
044180,,,,,,
044340,371.0,1216.0,1944.0,83.73626373626374,48.165529010238906,16.32213608957795
044380,,2339.0,2319.0,,0.2559726962457337,0.1722652885443583
044450,1232.0,844.0,741.0,45.89010989010989,64.03583617747441,68.13092161929372
044480,,,,,,
044490,840.0,209.0,682.0,63.12087912087912,91.12627986348124,70.67183462532299
044780,800.0,770.0,1817.0,64.87912087912088,67.19283276450511,21.791559000861326
044820,251.0,135.0,1080.0,89.01098901098901,94.28327645051196,53.53143841515935
044960,997.0,1503.0,1419.0,56.219780219780226,35.92150170648464,38.93195521102498
044990,441.0,1232.0,1586.0,80.65934065934066,47.48293515358362,31.739879414298017
045060,578.0,537.0,1102.0,74.63736263736264,77.13310580204778,52.58397932816538
045100,349.0,219.0,143.0,84.7032967032967,90.69965870307168,93.88458225667527
045300,663.0,1054.0,1587.0,70.9010989010989,55.076791808873715,31.69681309216193
045340,345.0,169.0,257.0,84.87912087912089,92.83276450511946,88.97502153316107
045390,1187.0,2012.0,2139.0,47.86813186813187,14.206484641638225,7.924203273040482
045510,178.0,216.0,392.0,92.21978021978022,90.82764505119454,83.16106804478898
045520,524.0,1621.0,2173.0,77.01098901098901,30.887372013651877,6.459948320413436
045660,535.0,1375.0,2180.0,76.52747252747253,41.382252559726965,6.15848406546081
045970,1326.0,1908.0,1872.0,41.75824175824176,18.64334470989761,19.422911283376397
046070,,,,,,
046120,2190.0,322.0,310.0,3.780219780219781,86.30546075085324,86.69250645994832
046210,1679.0,797.0,1495.0,26.24175824175824,66.04095563139933,35.65891472868217
046310,391.0,2053.0,1795.0,82.85714285714286,12.457337883959044,22.739018087855296
046390,,352.0,330.0,,85.02559726962457,85.83118001722653
046440,451.0,666.0,445.0,80.21978021978022,71.6296928327645,80.87855297157623
046890,1695.0,154.0,525.0,25.538461538461537,93.4726962457338,77.43324720068905
046940,2050.0,1655.0,518.0,9.934065934065934,29.436860068259385,77.73471145564169
046970,2074.0,13.0,12.0,8.87912087912088,99.48805460750852,99.526270456503
047040,1996.0,31.0,49.0,12.307692307692308,98.72013651877133,97.9328165374677
047050,1693.0,1753.0,1426.0,25.626373626373628,25.25597269624573,38.63049095607235
047080,915.0,548.0,543.0,59.82417582417583,76.66382252559727,76.65805340223945
047310,1416.0,2065.0,1861.0,37.8021978021978,11.945392491467576,19.896640826873384
047400,2197.0,1780.0,1344.0,3.472527472527472,24.104095563139932,42.1619293712317
047560,1681.0,1815.0,1794.0,26.153846153846157,22.61092150170649,22.782084409991388
047770,1101.0,817.0,104.0,51.64835164835166,65.18771331058021,95.56416881998275
047810,734.0,1065.0,390.0,67.78021978021978,54.60750853242321,83.24720068906115
047820,1975.0,576.0,334.0,13.230769230769232,75.46928327645051,85.65891472868216
047920,1742.0,1686.0,1738.0,23.47252747252747,28.11433447098976,25.1937984496124
048410,1860.0,839.0,322.0,18.285714285714285,64.24914675767917,86.17571059431525
048430,335.0,1462.0,1807.0,85.31868131868133,37.670648464163826,22.22222222222222
048470,977.0,1374.0,1415.0,57.0989010989011,41.42491467576792,39.10422049956934
048530,880.0,881.0,1211.0,61.362637362637365,62.45733788395904,47.88975021533161
048550,44.0,309.0,662.0,98.1098901098901,86.86006825938567,71.53316106804479
048770,2251.0,1543.0,836.0,1.098901098901099,34.215017064846414,64.0396210163652
048830,573.0,246.0,860.0,74.85714285714286,89.54778156996586,63.00602928509905
048870,645.0,1178.0,1644.0,71.6923076923077,49.78668941979522,29.242032730404823
048910,1034.0,1518.0,1850.0,54.59340659340659,35.281569965870304,20.37037037037037
049070,88.0,612.0,806.0,96.17582417582418,73.93344709897612,65.3316106804479
049080,2089.0,82.0,264.0,8.219780219780219,96.5443686006826,88.67355727820843
049120,362.0,1464.0,2144.0,84.13186813186813,37.58532423208191,7.708871662360034
049180,,,,,,
049430,101.0,85.0,95.0,95.6043956043956,96.41638225255971,95.9517657192076
049470,,2049.0,2283.0,,12.627986348122866,1.7226528854435832
049480,1354.0,497.0,484.0,40.52747252747253,78.839590443686,79.19896640826873
049520,120.0,643.0,1152.0,94.76923076923076,72.61092150170649,50.430663221360895
049550,339.0,601.0,568.0,85.14285714285714,74.40273037542661,75.5813953488372
049630,1312.0,2134.0,89.0,42.37362637362637,9.00170648464164,96.21016365202412
049720,405.0,560.0,881.0,82.24175824175825,76.1518771331058,62.10163652024118
049800,856.0,1640.0,1498.0,62.417582417582416,30.07679180887372,35.5297157622739
049830,319.0,993.0,1117.0,86.02197802197801,57.67918088737202,51.93798449612403
049950,1220.0,1833.0,2075.0,46.41758241758242,21.843003412969285,10.680447889750216
049960,483.0,116.0,315.0,78.8131868131868,95.0938566552901,86.47717484926787
050090,767.0,1173.0,1742.0,66.32967032967034,50.0,25.02153316106804
050110,1697.0,,2305.0,25.45054945054945,,0.7751937984496124
050120,92.0,266.0,375.0,96.0,88.69453924914676,83.8931955211025
050760,308.0,392.0,1228.0,86.50549450549451,83.31911262798634,47.15762273901809
050860,850.0,1354.0,2047.0,62.68131868131868,42.27815699658703,11.886304909560724
050890,1239.0,441.0,371.0,45.582417582417584,81.22866894197952,84.06546080964685
050960,296.0,264.0,419.0,87.03296703296704,88.77986348122867,81.99827734711455
051160,33.0,71.0,201.0,98.5934065934066,97.01365187713311,91.38673557278209
051360,89.0,281.0,864.0,96.13186813186812,88.05460750853243,62.833763996554694
051370,1688.0,1976.0,1692.0,25.846153846153847,15.74232081911263,27.174849267872524
051380,1303.0,989.0,1368.0,42.769230769230774,57.84982935153583,41.128337639965544
051390,670.0,578.0,591.0,70.5934065934066,75.3839590443686,74.59086993970715
051490,1301.0,1852.0,2159.0,42.857142857142854,21.03242320819113,7.062876830318691
051500,548.0,1448.0,1015.0,75.95604395604396,38.2679180887372,56.33074935400517
051600,771.0,2075.0,1874.0,66.15384615384615,11.51877133105802,19.33677863910422
051630,2220.0,2243.0,2041.0,2.4615384615384617,4.351535836177475,12.144702842377262
051780,1611.0,2073.0,1456.0,29.230769230769234,11.604095563139932,37.338501291989665
051900,444.0,703.0,996.0,80.52747252747253,70.05119453924915,57.14900947459087
051910,1867.0,1371.0,1172.0,17.978021978021978,41.55290102389079,49.569336778639105
051980,1559.0,2192.0,2258.0,31.51648351648352,6.527303754266212,2.7993109388458226
052020,2129.0,411.0,344.0,6.461538461538462,82.5085324232082,85.22825150732127
052220,1717.0,1243.0,577.0,24.571428571428573,47.01365187713311,75.1937984496124
052260,481.0,448.0,1111.0,78.9010989010989,80.93003412969283,52.19638242894057
052300,,1589.0,1747.0,,32.25255972696246,24.8062015503876
052330,100.0,258.0,751.0,95.64835164835164,89.03583617747441,67.70025839793283
052400,1616.0,877.0,513.0,29.010989010989015,62.62798634812287,77.95004306632214
052420,,1673.0,1531.0,,28.668941979522184,34.10852713178294
052460,6.0,20.0,25.0,99.78021978021978,99.18941979522184,98.96640826873386
052600,972.0,872.0,865.0,57.31868131868132,62.84129692832765,62.7906976744186
052690,1987.0,1855.0,487.0,12.703296703296704,20.90443686006826,79.06976744186046
052710,754.0,79.0,670.0,66.9010989010989,96.67235494880546,71.18863049095607
052770,,,,,,
052790,961.0,1007.0,827.0,57.80219780219779,57.081911262798634,64.42721791559
052860,947.0,108.0,125.0,58.417582417582416,95.43515358361776,94.6597760551249
052900,1573.0,371.0,332.0,30.9010989010989,84.21501706484642,85.74504737295435
053030,1336.0,1735.0,1933.0,41.318681318681314,26.023890784982935,16.795865633074936
053050,,,,,,
053060,126.0,203.0,696.0,94.5054945054945,91.38225255972696,70.06890611541775
053080,1802.0,1788.0,2080.0,20.835164835164836,23.762798634812288,10.465116279069768
053160,50.0,180.0,1178.0,97.84615384615384,92.36348122866896,49.31093884582257
053210,556.0,251.0,417.0,75.6043956043956,89.3344709897611,82.08440999138674
053260,142.0,121.0,262.0,93.8021978021978,94.88054607508532,88.75968992248062
053270,443.0,575.0,1148.0,80.57142857142857,75.51194539249147,50.602928509905254
053280,336.0,981.0,1243.0,85.27472527472527,58.19112627986348,46.51162790697674
053290,325.0,195.0,228.0,85.75824175824177,91.72354948805462,90.22394487510766
053300,866.0,846.0,780.0,61.97802197802198,63.9505119453925,66.45133505598622
053350,31.0,341.0,1808.0,98.68131868131869,85.49488054607508,22.179155900086133
053450,1538.0,1469.0,1576.0,32.43956043956044,37.37201365187713,32.17054263565892
053580,455.0,751.0,1309.0,80.04395604395604,68.00341296928327,43.66925064599483
053610,1110.0,359.0,227.0,51.252747252747255,84.72696245733789,90.26701119724376
053620,218.0,455.0,565.0,90.46153846153844,80.63139931740614,75.71059431524549
053690,1601.0,952.0,778.0,29.67032967032967,59.42832764505119,66.5374677002584
053700,656.0,1301.0,737.0,71.20879120879121,44.53924914675768,68.30318690783808
053800,395.0,274.0,305.0,82.68131868131869,88.35324232081912,86.90783807062877
053950,2101.0,1774.0,1787.0,7.6923076923076925,24.360068259385663,23.083548664944015
053980,603.0,571.0,595.0,73.53846153846155,75.68259385665529,74.4186046511628
054040,232.0,552.0,1251.0,89.84615384615384,76.49317406143345,46.16709732988803
054050,,,,,,
054090,964.0,199.0,193.0,57.670329670329664,91.55290102389078,91.7312661498708
054180,,,,,,
054210,853.0,1325.0,1223.0,62.54945054945055,43.515358361774744,47.37295434969854
054220,,1312.0,1145.0,,44.069965870307165,50.73212747631353
054300,561.0,1863.0,2204.0,75.38461538461539,20.563139931740615,5.1248923341946595
054410,466.0,831.0,769.0,79.56043956043956,64.59044368600682,66.9250645994832
054450,1545.0,1616.0,1753.0,32.13186813186813,31.100682593856657,24.54780361757106
054540,1689.0,1980.0,321.0,25.802197802197803,15.571672354948806,86.21877691645133
054620,832.0,272.0,1739.0,63.472527472527474,88.43856655290102,25.150732127476317
054670,488.0,325.0,795.0,78.59340659340658,86.17747440273038,65.80534022394488
054780,1839.0,1713.0,1627.0,19.208791208791208,26.96245733788396,29.97416020671835
054800,341.0,220.0,282.0,85.05494505494505,90.65699658703072,87.89836347975883
054920,1864.0,812.0,406.0,18.10989010989011,65.40102389078498,82.55813953488372
054930,1141.0,1264.0,1241.0,49.89010989010989,46.117747440273035,46.597760551248925
054940,815.0,618.0,623.0,64.21978021978022,73.67747440273038,73.21274763135229
054950,361.0,1073.0,2007.0,84.17582417582418,54.26621160409556,13.608957795004306
055490,1382.0,1179.0,1044.0,39.29670329670329,49.744027303754265,55.08182601205856
055550,585.0,1225.0,851.0,74.32967032967032,47.781569965870304,63.39362618432386
056080,2108.0,2259.0,1199.0,7.384615384615385,3.668941979522184,48.40654608096469
056090,1620.0,1491.0,462.0,28.835164835164832,36.43344709897611,80.1464254952627
