request_index,request_started_at,previous_request_started_at,interval_seconds,endpoint_class,sector_code,page,page_size,http_status,content_type,content_length,response_sha256,response_prefix_sha256,block_markers,elapsed_seconds,secrets_recorded,response_count,response_count_basis
59,2026-09-02T00:47:26.426310+00:00,2026-09-02T00:47:24.423193+00:00,2.003,sector_detail,334.0,1.0,100.0,200,text/html;charset=EUC-KR,57124,6ba8542161f6046172182401876cbc5b188ea5741c553047fe2d6da631ded9e7,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.043,False,8,parsed_rows_from_deduplicated_raw_snapshot
60,2026-09-02T00:47:28.431295+00:00,2026-09-02T00:47:26.426310+00:00,2.005,sector_detail,262.0,1.0,100.0,200,text/html;charset=EUC-KR,101105,2e8160dcaa88bf11d03b565021dcf71339e6b985964b80be32a3a9b9815020ec,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.049,False,41,parsed_rows_from_deduplicated_raw_snapshot
61,2026-09-02T00:47:30.435619+00:00,2026-09-02T00:47:28.431295+00:00,2.004,sector_detail,339.0,1.0,100.0,200,text/html;charset=EUC-KR,47765,0a9bf6adfe3abcd31b5e7d99b809ad8ed4a527cef7b333312ff57327b497d6ac,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.043,False,1,parsed_rows_from_deduplicated_raw_snapshot
62,2026-09-02T00:47:32.440619+00:00,2026-09-02T00:47:30.435619+00:00,2.005,sector_detail,316.0,1.0,100.0,200,text/html;charset=EUC-KR,86599,cde4690761f744bcde0cd283260b73d21fa46d51b73f529e897f0527974db98f,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.039,False,30,parsed_rows_from_deduplicated_raw_snapshot
63,2026-09-02T00:47:34.445645+00:00,2026-09-02T00:47:32.440619+00:00,2.005,sector_detail,325.0,1.0,100.0,200,text/html;charset=EUC-KR,53133,255dc27727bf67c2af07afeb6e0063be77f121b62e0be307bfd6abd1a9915661,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.047,False,5,parsed_rows_from_deduplicated_raw_snapshot
64,2026-09-02T00:47:36.450654+00:00,2026-09-02T00:47:34.445645+00:00,2.005,sector_detail,304.0,1.0,100.0,200,text/html;charset=EUC-KR,119934,746b624a2366ba04e6f95a8636c43e02cd3b9338c8027bd39f2fe83ed2932a5f,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.047,False,55,parsed_rows_from_deduplicated_raw_snapshot
65,2026-09-02T00:47:38.455682+00:00,2026-09-02T00:47:36.450654+00:00,2.005,sector_detail,299.0,1.0,100.0,200,text/html;charset=EUC-KR,185552,1d59e0029b1bec5075f68902bec4e8889fcff8bc0c26aa680125e6a0a5b07e7c,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.053,False,104,parsed_rows_from_deduplicated_raw_snapshot
66,2026-09-02T00:47:40.460677+00:00,2026-09-02T00:47:38.455682+00:00,2.005,sector_detail,299.0,2.0,100.0,200,text/html;charset=EUC-KR,185552,8828b25e3ba7c7ed0083ccdf2c3f74439109a930e0850a825ee771cce634a572,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.067,False,104,parsed_rows_from_deduplicated_raw_snapshot
67,2026-09-02T00:47:42.462941+00:00,2026-09-02T00:47:40.460677+00:00,2.002,sector_detail,306.0,1.0,100.0,200,text/html;charset=EUC-KR,93308,5efe4b290c8344485a696dfa919eb73146efe69ffc196a72136b5ccc79d0eda5,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.036,False,35,parsed_rows_from_deduplicated_raw_snapshot
68,2026-09-02T00:47:44.467975+00:00,2026-09-02T00:47:42.462941+00:00,2.005,sector_detail,284.0,1.0,100.0,200,text/html;charset=EUC-KR,92107,68d506e9784736a0acfd5d9c3a96694ef01707b73d186c5f9c787732fb8b930c,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.039,False,34,parsed_rows_from_deduplicated_raw_snapshot
69,2026-09-02T00:47:46.473003+00:00,2026-09-02T00:47:44.467975+00:00,2.005,sector_detail,323.0,1.0,100.0,200,text/html;charset=EUC-KR,61109,d968f3823317bca6f0e1540ba9f64bedf8428d9757fe5223a73596301cb995b3,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.043,False,11,parsed_rows_from_deduplicated_raw_snapshot
70,2026-09-02T00:47:48.478035+00:00,2026-09-02T00:47:46.473003+00:00,2.005,sector_detail,283.0,1.0,100.0,200,text/html;charset=EUC-KR,140030,344d7786b9fb0ba8b6570e48af92f931416d46d1c992ebb2b5cf34c1f1efe54c,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.052,False,70,parsed_rows_from_deduplicated_raw_snapshot
71,2026-09-02T00:47:50.483062+00:00,2026-09-02T00:47:48.478035+00:00,2.005,sector_detail,333.0,1.0,100.0,200,text/html;charset=EUC-KR,51725,1aa22edbc8fe722164820f58fe82d60b2a998615ac558ec1ee1868e678f67413,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.026,False,4,parsed_rows_from_deduplicated_raw_snapshot
72,2026-09-02T00:47:52.488080+00:00,2026-09-02T00:47:50.483062+00:00,2.005,sector_detail,313.0,1.0,100.0,200,text/html;charset=EUC-KR,71869,f9dda43a6243b19fb8e762afb9732d5357acfd670785dced03f600dc8821f65e,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.051,False,19,parsed_rows_from_deduplicated_raw_snapshot
73,2026-09-02T00:47:54.493123+00:00,2026-09-02T00:47:52.488080+00:00,2.005,sector_detail,278.0,1.0,100.0,200,text/html;charset=EUC-KR,277550,bc74c59c5e970d807896d56d431a9270241f89ba838972addcf8bf9bb21bf2bb,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.091,False,172,parsed_rows_from_deduplicated_raw_snapshot
74,2026-09-02T00:47:56.497629+00:00,2026-09-02T00:47:54.493123+00:00,2.004,sector_detail,278.0,2.0,100.0,200,text/html;charset=EUC-KR,277550,d9d4649f3ef8bd40cab1921deccb8f9986ed3b69bbc46c2aef930a63161b39de,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.074,False,172,parsed_rows_from_deduplicated_raw_snapshot
75,2026-09-02T00:47:58.502624+00:00,2026-09-02T00:47:56.497629+00:00,2.005,sector_detail,330.0,1.0,100.0,200,text/html;charset=EUC-KR,50443,62f3276d627b42fe44ecd9a1f7eab97328787255236ea0d682609b498b791773,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.035,False,3,parsed_rows_from_deduplicated_raw_snapshot
76,2026-09-02T00:48:00.504969+00:00,2026-09-02T00:47:58.502624+00:00,2.002,sector_detail,272.0,1.0,100.0,200,text/html;charset=EUC-KR,210902,2e2193b14f606d5db86ea954999a71b93d2b3554cdc85687938844762c59c2f8,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.072,False,123,parsed_rows_from_deduplicated_raw_snapshot
77,2026-09-02T00:48:02.507152+00:00,2026-09-02T00:48:00.504969+00:00,2.002,sector_detail,272.0,2.0,100.0,200,text/html;charset=EUC-KR,210936,199257879bd1de990dd44d76a0a74dfa1ffca11bbea4e71d54caf97cfd5c6a9d,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.068,False,123,parsed_rows_from_deduplicated_raw_snapshot
78,2026-09-02T00:48:04.512179+00:00,2026-09-02T00:48:02.507152+00:00,2.005,sector_detail,307.0,1.0,100.0,200,text/html;charset=EUC-KR,67638,89e3a052573cfb9126bfa80a3d79451aa8696d7b2381b5bb59f4fdd5d55d97e2,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.037,False,16,parsed_rows_from_deduplicated_raw_snapshot
79,2026-09-02T00:48:06.516866+00:00,2026-09-02T00:48:04.512179+00:00,2.005,sector_detail,267.0,1.0,100.0,200,text/html;charset=EUC-KR,204180,6e471f7aa4f0610d89e0320a2a8fa649602d0e3b960e2c3746b64ec877ce1cab,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.067,False,118,parsed_rows_from_deduplicated_raw_snapshot
80,2026-09-02T00:48:08.520715+00:00,2026-09-02T00:48:06.516866+00:00,2.004,sector_detail,267.0,2.0,100.0,200,text/html;charset=EUC-KR,204216,ddf1074b9bbbccc03e85c36a4476771198885ff00246c8389f75327b4fe9141f,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.075,False,118,parsed_rows_from_deduplicated_raw_snapshot
81,2026-09-02T00:48:10.525735+00:00,2026-09-02T00:48:08.520715+00:00,2.005,sector_detail,264.0,1.0,100.0,200,text/html;charset=EUC-KR,65203,55434a315f534ccf858b16d673511e8e46d4b3655d3b514e181d3342f918419a,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.091,False,14,parsed_rows_from_deduplicated_raw_snapshot
82,2026-09-02T00:48:12.530768+00:00,2026-09-02T00:48:10.525735+00:00,2.005,sector_detail,279.0,1.0,100.0,200,text/html;charset=EUC-KR,150363,13d8e762126fcee5c9f779bedc1a472f8d96245f0c721ea87cdd43eafe9c38f1,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.062,False,78,parsed_rows_from_deduplicated_raw_snapshot
83,2026-09-02T00:48:14.535679+00:00,2026-09-02T00:48:12.530768+00:00,2.005,sector_detail,270.0,1.0,100.0,200,text/html;charset=EUC-KR,253146,11d8168c4ed66c0eac74a4956aef1096c13536a7a5498020b9633034e3cf8b4e,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.069,False,155,parsed_rows_from_deduplicated_raw_snapshot
84,2026-09-02T00:48:16.540690+00:00,2026-09-02T00:48:14.535679+00:00,2.005,sector_detail,270.0,2.0,100.0,200,text/html;charset=EUC-KR,253146,3787503bdfc23ec68084ea6887802ce0e40c7dc7f31cc09c04cb53ce1ba3b091,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.082,False,155,parsed_rows_from_deduplicated_raw_snapshot
85,2026-09-02T00:48:18.545720+00:00,2026-09-02T00:48:16.540690+00:00,2.005,sector_detail,322.0,1.0,100.0,200,text/html;charset=EUC-KR,99766,9f6c25f235cc182958c28d9148396b0c3bb89278a84589c5612743b80a580988,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.074,False,40,parsed_rows_from_deduplicated_raw_snapshot
86,2026-09-02T00:48:20.550743+00:00,2026-09-02T00:48:18.545720+00:00,2.005,sector_detail,273.0,1.0,100.0,200,text/html;charset=EUC-KR,62491,7228d41654dcf3a5f506abaf48b351e199233bbf04434ed2ba17a2f2110ddd7d,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.059,False,12,parsed_rows_from_deduplicated_raw_snapshot
87,2026-09-02T00:48:22.555774+00:00,2026-09-02T00:48:20.550743+00:00,2.005,sector_detail,295.0,1.0,100.0,200,text/html;charset=EUC-KR,91939,16e0e3dab463dceae1730fcac2b8547ea20b26421ea574b620459c73f2c2d99f,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.053,False,34,parsed_rows_from_deduplicated_raw_snapshot
88,2026-09-02T00:48:24.560804+00:00,2026-09-02T00:48:22.555774+00:00,2.005,sector_detail,291.0,1.0,100.0,200,text/html;charset=EUC-KR,86601,7bfa7388383b3342a33439a18cc18059aad0dfb380429750ee59990e996afbcb,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.043,False,30,parsed_rows_from_deduplicated_raw_snapshot
89,2026-09-02T00:48:26.565857+00:00,2026-09-02T00:48:24.560804+00:00,2.005,sector_detail,326.0,1.0,100.0,200,text/html;charset=EUC-KR,63776,d5290776bfc399b10a6ccc9bb204e7ec8f3cd3089cd86941e75a237df8fe800b,4c3e2f1404c5e43f35b141bb03cabd91f1b4b47fc374072f33676a5bcf234c96,[],0.058,False,13,parsed_rows_from_deduplicated_raw_snapshot
