interpretation,comparison,group,reference,extreme_contrast,feature,feature_kind,level,n_group_rows,n_reference_rows,group_n,group_mean,group_median,group_q25,group_q75,reference_n,reference_mean,reference_median,reference_q25,reference_q75,median_difference,mean_difference,auc,effect,effect_unit,direction,grade,window_signs_P1_P21_P22_P31_P32,disjoint_signs_pre2021_from2021,qualifying_windows,windows_same_sign,disjoint_evaluable,disjoint_same_sign,group_share_pct,reference_share_pct,group_level_count,reference_level_count
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,exit_type,categorical,NO_EXIT_BEFORE_CUTOFF,3707,1673,3707,,,,,1673,,,,,,,,-2.6761,share_pp,LOWER_IN_GROUP,WEAK,-----,+-,5,5,True,1,2.6436,5.3198,98.0,89.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,exit_type,categorical,NO_PROGRESSED_BEFORE_CUTOFF,3707,1673,3707,,,,,1673,,,,,,,,-3.3362,share_pp,LOWER_IN_GROUP,WEAK,-----,--,5,5,True,2,0.7284,4.0646,27.0,68.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,trade_status,categorical,OPEN_AT_CUTOFF,3707,1673,3707,,,,,1673,,,,,,,,-6.0123,share_pp,LOWER_IN_GROUP,MIXED,-----,+-,5,5,True,1,3.372,9.3843,125.0,157.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,trade_status,categorical,REALIZED,3707,1673,3707,,,,,1673,,,,,,,,6.0123,share_pp,HIGHER_IN_GROUP,MIXED,+++++,-+,5,5,True,1,96.628,90.6157,3582.0,1516.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,loss_guard_triggered,categorical,False,3707,1673,3707,,,,,1673,,,,,,,,-89.2636,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,10.7364,100.0,398.0,1673.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,loss_guard_triggered,categorical,True,3707,1673,3707,,,,,1673,,,,,,,,89.2636,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,89.2636,0.0,3309.0,0.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,days_to_first_progressed,numeric,,110,5270,100,193.41,119.5,45.0,170.0,4202,609.5198,268.0,135.0,835.75,-148.5,-416.1098,0.2508,-0.2492,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,holding_days,numeric,,110,5270,110,1012.7545,1050.0,155.75,1507.5,5270,199.3947,86.0,31.0,189.0,964.0,813.3598,0.8026,0.3026,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,mfe,numeric,,110,5270,110,70.0606,49.835,23.0575,80.6275,5270,55.2683,21.625,5.905,66.0125,28.21,14.7923,0.6432,0.1432,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,mae,numeric,,110,5270,110,-58.3231,-54.15,-72.2175,-42.6775,5270,-16.4494,-16.7,-18.54,-13.6825,-37.45,-41.8737,0.0132,-0.4868,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,peak_giveback,numeric,,110,5270,110,120.4193,102.855,72.935,129.0875,5270,44.0517,28.43,19.47,46.91,74.425,76.3676,0.9123,0.4123,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,profit_capture,numeric,,110,5270,110,-2.4758,-1.0114,-2.2212,-0.644,5178,-3.6178,-0.6931,-2.4674,0.2959,-0.3183,1.142,0.3972,-0.1028,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,lifecycle_class,categorical,NEVER_PROGRESSED,110,5270,110,,,,,5270,,,,,,,,-11.1747,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,9.0909,20.2657,10.0,1068.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,lifecycle_class,categorical,NORMAL_EARLY_TREND_HANDOFF,110,5270,110,,,,,5270,,,,,,,,-25.9686,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,35.4545,61.4231,39.0,3237.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,lifecycle_class,categorical,PROGRESSED_WITHOUT_DIRECT_HANDOFF,110,5270,110,,,,,5270,,,,,,,,21.1868,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,34.5455,13.3586,38.0,704.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,lifecycle_class,categorical,SKIPPED_EARLY_TREND_HANDOFF,110,5270,110,,,,,5270,,,,,,,,15.9565,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,20.9091,4.9526,23.0,261.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,exit_type,categorical,EXIT3_PROGRESSED_TO_BASE,110,5270,110,,,,,5270,,,,,,,,0.7763,share_pp,HIGHER_IN_GROUP,WEAK,+--0-,+-,5,1,True,1,0.9091,0.1328,1.0,7.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,exit_type,categorical,EXIT3_PROGRESSED_TO_EARLY_TREND,110,5270,110,,,,,5270,,,,,,,,-0.3795,share_pp,LOWER_IN_GROUP,WEAK,-----,--,5,5,True,2,0.0,0.3795,0.0,20.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,exit_type,categorical,EXIT3_PROGRESSED_TO_TRANSITION,110,5270,110,,,,,5270,,,,,,,,-2.1477,share_pp,LOWER_IN_GROUP,WEAK,-----,--,5,5,True,2,1.8182,3.9658,2.0,209.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,exit_type,categorical,EXIT3_PROGRESSED_TO_WEAK,110,5270,110,,,,,5270,,,,,,,,21.7026,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,22.7273,1.0247,25.0,54.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,exit_type,categorical,EXIT4_SCORE_DRAWDOWN_GE_15,110,5270,110,,,,,5270,,,,,,,,-21.4162,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,6.3636,27.7799,7.0,1464.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,exit_type,categorical,LOSS_GUARD_CLOSE_LE_NEG_15,110,5270,110,,,,,5270,,,,,,,,-45.1561,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,17.2727,62.4288,19.0,3290.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,exit_type,categorical,NO_EXIT_BEFORE_CUTOFF,110,5270,110,,,,,5270,,,,,,,,48.4233,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,50.9091,2.4858,56.0,131.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,exit_type,categorical,NO_PROGRESSED_BEFORE_CUTOFF,110,5270,110,,,,,5270,,,,,,,,-1.8027,share_pp,LOWER_IN_GROUP,WEAK,-----,--,5,5,True,2,0.0,1.8027,0.0,95.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,trade_status,categorical,OPEN_AT_CUTOFF,110,5270,110,,,,,5270,,,,,,,,46.6207,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,50.9091,4.2884,56.0,226.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,trade_status,categorical,REALIZED,110,5270,110,,,,,5270,,,,,,,,-46.6207,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,49.0909,95.7116,54.0,5044.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,loss_guard_triggered,categorical,False,110,5270,110,,,,,5270,,,,,,,,45.1561,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,82.7273,37.5712,91.0,1980.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,loss_guard_triggered,categorical,True,110,5270,110,,,,,5270,,,,,,,,-45.1561,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,17.2727,62.4288,19.0,3290.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,days_to_first_progressed,numeric,,41,5339,40,130.15,127.0,18.0,163.0,4262,604.2555,266.0,133.25,828.0,-139.0,-474.1055,0.2305,-0.2695,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,holding_days,numeric,,41,5339,41,1485.8293,1382.0,1102.0,2072.0,5339,206.2735,87.0,31.0,193.0,1295.0,1279.5558,0.9274,0.4274,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,mfe,numeric,,41,5339,41,59.6266,47.73,24.7,66.41,5339,55.5396,21.94,6.05,66.28,25.79,4.087,0.6346,0.1346,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,mae,numeric,,41,5339,41,-77.34,-78.43,-87.28,-70.19,5339,-16.8445,-16.74,-18.66,-13.85,-61.69,-60.4955,0.0033,-0.4967,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,peak_giveback,numeric,,41,5339,41,129.5283,115.54,96.04,141.39,5339,44.9687,28.71,19.545,47.905,86.83,84.5596,0.9432,0.4432,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,profit_capture,numeric,,41,5339,41,-2.7225,-1.4207,-2.9342,-0.8714,5247,-3.6008,-0.6965,-2.4628,0.2875,-0.7242,0.8783,0.3351,-0.1649,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,lifecycle_class,categorical,NEVER_PROGRESSED,41,5339,41,,,,,5339,,,,,,,,-17.7333,share_pp,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,2.439,20.1723,1.0,1077.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,lifecycle_class,categorical,NORMAL_EARLY_TREND_HANDOFF,41,5339,41,,,,,5339,,,,,,,,-41.6978,share_pp,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,19.5122,61.21,8.0,3268.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,lifecycle_class,categorical,PROGRESSED_WITHOUT_DIRECT_HANDOFF,41,5339,41,,,,,5339,,,,,,,,27.8841,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,41.4634,13.5793,17.0,725.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,lifecycle_class,categorical,SKIPPED_EARLY_TREND_HANDOFF,41,5339,41,,,,,5339,,,,,,,,31.547,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,36.5854,5.0384,15.0,269.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,exit_type,categorical,EXIT3_PROGRESSED_TO_BASE,41,5339,41,,,,,5339,,,,,,,,-0.1498,share_pp,LOWER_IN_GROUP,WEAK,---..,--,3,3,True,2,0.0,0.1498,0.0,8.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,exit_type,categorical,EXIT3_PROGRESSED_TO_EARLY_TREND,41,5339,41,,,,,5339,,,,,,,,-0.3746,share_pp,LOWER_IN_GROUP,WEAK,---..,--,3,3,True,2,0.0,0.3746,0.0,20.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,exit_type,categorical,EXIT3_PROGRESSED_TO_TRANSITION,41,5339,41,,,,,5339,,,,,,,,-3.9521,share_pp,LOWER_IN_GROUP,WEAK,---..,--,3,3,True,2,0.0,3.9521,0.0,211.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,exit_type,categorical,EXIT3_PROGRESSED_TO_WEAK,41,5339,41,,,,,5339,,,,,,,,8.3513,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,9.7561,1.4048,4.0,75.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,exit_type,categorical,EXIT4_SCORE_DRAWDOWN_GE_15,41,5339,41,,,,,5339,,,,,,,,-20.1787,share_pp,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,7.3171,27.4958,3.0,1468.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,exit_type,categorical,LOSS_GUARD_CLOSE_LE_NEG_15,41,5339,41,,,,,5339,,,,,,,,-57.0624,share_pp,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,4.878,61.9404,2.0,3307.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,exit_type,categorical,NO_EXIT_BEFORE_CUTOFF,41,5339,41,,,,,5339,,,,,,,,75.1456,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,78.0488,2.9032,32.0,155.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,exit_type,categorical,NO_PROGRESSED_BEFORE_CUTOFF,41,5339,41,,,,,5339,,,,,,,,-1.7794,share_pp,LOWER_IN_GROUP,WEAK,---..,--,3,3,True,2,0.0,1.7794,0.0,95.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,trade_status,categorical,OPEN_AT_CUTOFF,41,5339,41,,,,,5339,,,,,,,,73.3663,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,78.0488,4.6825,32.0,250.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,trade_status,categorical,REALIZED,41,5339,41,,,,,5339,,,,,,,,-73.3663,share_pp,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,21.9512,95.3175,9.0,5089.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,loss_guard_triggered,categorical,False,41,5339,41,,,,,5339,,,,,,,,57.0624,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++..,++,3,3,True,2,95.122,38.0596,39.0,2032.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,loss_guard_triggered,categorical,True,41,5339,41,,,,,5339,,,,,,,,-57.0624,share_pp,LOWER_IN_GROUP,CONSISTENT,---..,--,3,3,True,2,4.878,61.9404,2.0,3307.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,days_to_first_progressed,numeric,,830,110,824,244.915,169.0,118.25,267.0,100,193.41,119.5,45.0,170.0,49.5,51.505,0.6592,0.1592,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,holding_days,numeric,,830,110,830,464.8735,211.0,130.0,577.75,110,1012.7545,1050.0,155.75,1507.5,-839.0,-547.881,0.3516,-0.1484,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,----+,--,5,4,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,mfe,numeric,,830,110,830,195.9183,132.985,96.0225,203.5175,110,70.0606,49.835,23.0575,80.6275,83.15,125.8577,0.8814,0.3814,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,mae,numeric,,830,110,830,-12.164,-9.18,-14.09,-4.215,110,-58.3231,-54.15,-72.2175,-42.6775,44.97,46.1591,0.97,0.47,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,peak_giveback,numeric,,830,110,830,79.2228,34.16,14.465,76.2325,110,120.4193,102.855,72.935,129.0875,-68.695,-41.1965,0.2094,-0.2906,AUC-0.5,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,profit_capture,numeric,,830,110,830,0.6967,0.7281,0.5571,0.8681,110,-2.4758,-1.0114,-2.2212,-0.644,1.7395,3.1725,1.0,0.5,AUC-0.5,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,,,,
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,lifecycle_class,categorical,NEVER_PROGRESSED,830,110,830,,,,,110,,,,,,,,-8.368,share_pp,LOWER_IN_GROUP,MIXED,-----,+-,5,5,True,1,0.7229,9.0909,6.0,10.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,lifecycle_class,categorical,NORMAL_EARLY_TREND_HANDOFF,830,110,830,,,,,110,,,,,,,,51.5334,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,86.988,35.4545,722.0,39.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,lifecycle_class,categorical,PROGRESSED_WITHOUT_DIRECT_HANDOFF,830,110,830,,,,,110,,,,,,,,-26.2322,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,8.3133,34.5455,69.0,38.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,lifecycle_class,categorical,SKIPPED_EARLY_TREND_HANDOFF,830,110,830,,,,,110,,,,,,,,-16.9332,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,3.9759,20.9091,33.0,23.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,exit_type,categorical,EXIT3_PROGRESSED_TO_BASE,830,110,830,,,,,110,,,,,,,,-0.9091,share_pp,LOWER_IN_GROUP,WEAK,-0000,-0,5,1,True,1,0.0,0.9091,0.0,1.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,exit_type,categorical,EXIT3_PROGRESSED_TO_EARLY_TREND,830,110,830,,,,,110,,,,,,,,1.0843,share_pp,HIGHER_IN_GROUP,WEAK,+0+0+,++,5,3,True,2,1.0843,0.0,9.0,0.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,exit_type,categorical,EXIT3_PROGRESSED_TO_TRANSITION,830,110,830,,,,,110,,,,,,,,4.8083,share_pp,HIGHER_IN_GROUP,WEAK,+++0+,++,5,4,True,2,6.6265,1.8182,55.0,2.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,exit_type,categorical,EXIT3_PROGRESSED_TO_WEAK,830,110,830,,,,,110,,,,,,,,-21.5225,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,1.2048,22.7273,10.0,25.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,exit_type,categorical,EXIT4_SCORE_DRAWDOWN_GE_15,830,110,830,,,,,110,,,,,,,,79.1785,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,85.5422,6.3636,710.0,7.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,exit_type,categorical,LOSS_GUARD_CLOSE_LE_NEG_15,830,110,830,,,,,110,,,,,,,,-17.2727,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,0.0,17.2727,0.0,19.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,exit_type,categorical,NO_EXIT_BEFORE_CUTOFF,830,110,830,,,,,110,,,,,,,,-46.0898,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,4.8193,50.9091,40.0,56.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,exit_type,categorical,NO_PROGRESSED_BEFORE_CUTOFF,830,110,830,,,,,110,,,,,,,,0.7229,share_pp,HIGHER_IN_GROUP,WEAK,-+++-,++,5,3,True,2,0.7229,0.0,6.0,0.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,trade_status,categorical,OPEN_AT_CUTOFF,830,110,830,,,,,110,,,,,,,,-45.3669,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,5.5422,50.9091,46.0,56.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,trade_status,categorical,REALIZED,830,110,830,,,,,110,,,,,,,,45.3669,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,94.4578,49.0909,784.0,54.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,loss_guard_triggered,categorical,False,830,110,830,,,,,110,,,,,,,,17.2727,share_pp,HIGHER_IN_GROUP,CONSISTENT,+++++,++,5,5,True,2,100.0,82.7273,830.0,91.0
DESCRIPTIVE_ONLY_POST_ENTRY_OUTCOME_CONTAMINATED,WIN_50_vs_LOSS_30,WIN_50,LOSS_30,True,loss_guard_triggered,categorical,True,830,110,830,,,,,110,,,,,,,,-17.2727,share_pp,LOWER_IN_GROUP,CONSISTENT,-----,--,5,5,True,2,0.0,17.2727,0.0,19.0
