ticker,isu_cd,entry_signal_date,entry_execution_date,name,market,representative_window,observed_windows,n_windows_observed,same_cutoff_return_spread,trade_id,pair_id,trade_status,exit_type,terminal_return,enrichment_status
053000,KR7053000006,2014-09-05,2014-09-11,53000,KOSPI,P1,P1,1,0.0,053000_01,053000|KR7053000006|KOSPI|2010-01-04|2014-11-18|053000_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.62,READY
053030,KR7053030003,2014-09-05,2014-09-11,53030,KOSDAQ,P1,P1,1,0.0,053030_01,053030|KR7053030003|KOSDAQ|2010-01-04|2026-09-01|053030_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,36.36,READY
060720,KR7060720000,2014-09-05,2014-09-11,60720,KOSDAQ,P1,P1,1,0.0,060720_01,060720|KR7060720000|KOSDAQ|2010-01-04|2026-09-01|060720_01,REALIZED,EXIT3_PROGRESSED_TO_BASE,-5.78,READY
090370,KR7090370008,2014-09-05,2014-09-11,90370,KOSPI,P1,P1,1,0.0,090370_02,090370|KR7090370008|KOSPI|2010-01-04|2026-09-01|090370_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-17.11,READY
096240,KR7096240007,2014-09-05,2014-09-11,96240,KOSDAQ,P1,P1,1,0.0,096240_01,096240|KR7096240007|KOSDAQ|2010-01-04|2026-09-01|096240_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.57,READY
099350,KR7099350001,2014-09-05,2014-09-11,99350,KOSPI,P1,P1,1,0.0,099350_01,099350|KR7099350001|KOSPI|2010-01-04|2020-06-30|099350_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-17.43,READY
005720,KR7005720008,2014-09-12,2014-09-15,5720,KOSPI,P1,P1,1,0.0,005720_01,005720|KR7005720008|KOSPI|2010-01-04|2026-09-01|005720_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.16,READY
032750,KR7032750002,2014-09-12,2014-09-15,32750,KOSDAQ,P1,P1,1,0.0,032750_01,032750|KR7032750002|KOSDAQ|2010-01-04|2026-09-01|032750_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-17.56,READY
036640,KR7036640001,2014-09-12,2014-09-15,36640,KOSDAQ,P1,P1,1,0.0,036640_02,036640|KR7036640001|KOSDAQ|2010-01-04|2026-09-01|036640_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-18.47,READY
048530,KR7048530000,2014-09-12,2014-09-15,48530,KOSDAQ,P1,P1,1,0.0,048530_01,048530|KR7048530000|KOSDAQ|2011-01-26|2026-09-01|048530_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.56,READY
099340,KR7099340002,2014-09-12,2014-09-16,99340,KOSPI,P1,P1,1,0.0,099340_02,099340|KR7099340002|KOSPI|2010-01-04|2020-06-30|099340_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-11.04,READY
019300,KR7019300003,2014-09-19,2014-09-22,19300,KOSPI,P1,P1,1,0.0,019300_01,019300|KR7019300003|KOSPI|2010-01-04|2016-08-10|019300_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.93,READY
033110,KR7033110008,2014-09-19,2014-09-22,33110,KOSDAQ,P1,P1,1,0.0,033110_01,033110|KR7033110008|KOSDAQ|2010-01-04|2021-10-07|033110_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-18.03,READY
053110,KR7053110003,2014-09-19,2014-09-22,53110,KOSDAQ,P1,P1,1,0.0,053110_01,053110|KR7053110003|KOSDAQ|2010-01-04|2022-09-06|053110_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,21.21,READY
058530,KR7058530007,2014-09-19,2014-09-22,58530,KOSDAQ,P1,P1,1,0.0,058530_01,058530|KR7058530007|KOSDAQ|2010-01-04|2024-06-24|058530_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.73,READY
077280,KR7077280006,2014-09-19,2014-09-22,77280,KOSDAQ,P1,P1,1,0.0,077280_01,077280|KR7077280006|KOSDAQ|2010-01-04|2020-01-15|077280_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-17.62,READY
002720,KR7002720001,2014-09-26,2014-09-29,2720,KOSPI,P1,P1,1,0.0,002720_01,002720|KR7002720001|KOSPI|2010-01-04|2026-09-01|002720_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,92.05,READY
003220,KR7003220001,2014-09-26,2014-09-29,3220,KOSPI,P1,P1,1,0.0,003220_01,003220|KR7003220001|KOSPI|2010-01-04|2026-09-01|003220_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,73.74,READY
008040,KR7008040008,2014-09-26,2014-09-29,8040,KOSPI,P1,P1,1,0.0,008040_01,008040|KR7008040008|KOSPI|2010-01-04|2026-09-01|008040_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.83,READY
069620,KR7069620003,2014-09-26,2014-09-29,69620,KOSPI,P1,P1,1,0.0,069620_01,069620|KR7069620003|KOSPI|2010-01-04|2026-09-01|069620_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.73,READY
111820,KR7111820007,2014-09-26,2014-09-29,111820,KOSDAQ,P1,P1,1,0.0,111820_01,111820|KR7111820007|KOSDAQ|2010-06-18|2021-09-29|111820_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-17.42,READY
004800,KR7004800009,2014-10-10,2014-10-13,4800,KOSPI,P1,P1,1,0.0,004800_01,004800|KR7004800009|KOSPI|2010-01-04|2026-09-01|004800_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.78,READY
006200,KR7006200000,2014-10-10,2014-10-13,6200,KOSPI,P1,P1,1,0.0,006200_01,006200|KR7006200000|KOSPI|2010-01-04|2026-09-01|006200_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-21.05,READY
009620,KR7009620006,2014-10-10,2014-10-13,9620,KOSDAQ,P1,P1,1,0.0,009620_01,009620|KR7009620006|KOSDAQ|2010-01-04|2026-09-01|009620_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-19.3,READY
033310,KR7033310004,2014-10-10,2014-10-13,33310,KOSDAQ,P1,P1,1,0.0,033310_01,033310|KR7033310004|KOSDAQ|2010-01-04|2026-09-01|033310_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.87,READY
033530,KR7033530007,2014-10-10,2014-10-13,33530,KOSPI,P1,P1,1,0.0,033530_01,033530|KR7033530007|KOSPI|2010-01-04|2026-09-01|033530_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.8,READY
053280,KR7053280004,2014-10-10,2014-10-13,53280,KOSDAQ,P1,P1,1,0.0,053280_01,053280|KR7053280004|KOSDAQ|2010-01-04|2026-09-01|053280_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,129.25,READY
069080,KR7069080000,2014-10-10,2014-10-13,69080,KOSDAQ,P1,P1,1,0.0,069080_01,069080|KR7069080000|KOSDAQ|2010-01-04|2026-09-01|069080_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,99.54,READY
000100,KR7000100008,2014-10-17,2014-10-20,100,KOSPI,P1,P1,1,0.0,000100_01,000100|KR7000100008|KOSPI|2010-01-04|2026-09-01|000100_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,415.71,READY
001570,KR7001570001,2014-10-17,2014-10-20,1570,KOSPI,P1,P1,1,0.0,001570_02,001570|KR7001570001|KOSPI|2010-01-04|2026-09-01|001570_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-19.38,READY
007110,KR7007110000,2014-10-17,2014-10-20,7110,KOSPI,P1,P1,1,0.0,007110_01,007110|KR7007110000|KOSPI|2010-01-04|2026-09-01|007110_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.02,READY
008470,KR7008470007,2014-10-17,2014-10-20,8470,KOSDAQ,P1,P1,1,0.0,008470_01,008470|KR7008470007|KOSDAQ|2011-02-23|2026-09-01|008470_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.58,READY
023910,KR7023910003,2014-10-17,2014-10-20,23910,KOSDAQ,P1,P1,1,0.0,023910_01,023910|KR7023910003|KOSDAQ|2010-01-04|2026-09-01|023910_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.63,READY
032680,KR7032680001,2014-10-17,2014-10-20,32680,KOSDAQ,P1,P1,1,0.0,032680_02,032680|KR7032680001|KOSDAQ|2010-01-04|2026-09-01|032680_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.33,READY
033270,KR7033270000,2014-10-17,2014-10-20,33270,KOSPI,P1,P1,1,0.0,033270_01,033270|KR7033270000|KOSPI|2010-01-04|2026-09-01|033270_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,87.74,READY
067080,KR7067080002,2014-10-17,2014-10-20,67080,KOSDAQ,P1,P1,1,0.0,067080_01,067080|KR7067080002|KOSDAQ|2010-01-04|2026-09-01|067080_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-17.15,READY
083640,KR7083640003,2014-10-17,2014-10-20,83640,KOSDAQ,P1,P1,1,0.0,083640_01,083640|KR7083640003|KOSDAQ|2010-01-04|2026-09-01|083640_01,REALIZED,EXIT3_PROGRESSED_TO_WEAK,26.39,READY
086450,KR7086450004,2014-10-17,2014-10-20,86450,KOSDAQ,P1,P1,1,0.0,086450_01,086450|KR7086450004|KOSDAQ|2010-01-04|2026-09-01|086450_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.21,READY
009440,KR7009440009,2014-10-24,2014-10-27,9440,KOSPI,P1,P1,1,0.0,009440_01,009440|KR7009440009|KOSPI|2010-01-04|2026-09-01|009440_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-17.07,READY
026890,KR7026890004,2014-10-24,2014-10-27,26890,KOSPI,P1,P1,1,0.0,026890_02,026890|KR7026890004|KOSPI|2010-01-04|2026-09-01|026890_02,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,10.42,READY
039610,KR7039610001,2014-10-24,2014-10-27,39610,KOSDAQ,P1,P1,1,0.0,039610_01,039610|KR7039610001|KOSDAQ|2010-01-04|2026-09-01|039610_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.03,READY
052690,KR7052690005,2014-10-24,2014-10-27,52690,KOSPI,P1,P1,1,0.0,052690_01,052690|KR7052690005|KOSPI|2010-01-04|2026-09-01|052690_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.91,READY
072020,KR7072020001,2014-10-24,2014-10-27,72020,KOSDAQ,P1,P1,1,0.0,072020_01,072020|KR7072020001|KOSDAQ|2010-01-04|2026-09-01|072020_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.49,READY
000020,KR7000020008,2014-10-31,2014-11-03,20,KOSPI,P1,P1,1,0.0,000020_02,000020|KR7000020008|KOSPI|2010-01-04|2026-09-01|000020_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.9,READY
006280,KR7006280002,2014-10-31,2014-11-03,6280,KOSPI,P1,P1,1,0.0,006280_01,006280|KR7006280002|KOSPI|2010-01-04|2026-09-01|006280_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,45.39,READY
008500,KR7008500001,2014-10-31,2014-11-03,8500,KOSPI,P1,P1,1,0.0,008500_01,008500|KR7008500001|KOSPI|2010-01-04|2026-06-29|008500_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.32,READY
032080,KR7032080004,2014-10-31,2014-11-03,32080,KOSDAQ,P1,P1,1,0.0,032080_01,032080|KR7032080004|KOSDAQ|2010-01-04|2026-09-01|032080_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.88,READY
035250,KR7035250000,2014-10-31,2014-11-03,35250,KOSPI,P1,P1,1,0.0,035250_02,035250|KR7035250000|KOSPI|2010-01-04|2026-09-01|035250_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-14.93,READY
042600,KR7042600007,2014-10-31,2014-11-03,42600,KOSDAQ,P1,P1,1,0.0,042600_01,042600|KR7042600007|KOSDAQ|2010-01-04|2026-09-01|042600_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,5.34,READY
045660,KR7045660008,2014-10-31,2014-11-03,45660,KOSDAQ,P1,P1,1,0.0,045660_02,045660|KR7045660008|KOSDAQ|2010-01-04|2026-09-01|045660_02,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,8.14,READY
051900,KR7051900009,2014-10-31,2014-11-03,51900,KOSPI,P1,P1,1,0.0,051900_01,051900|KR7051900009|KOSPI|2010-01-04|2026-09-01|051900_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,63.14,READY
053690,KR7053690004,2014-10-31,2014-11-03,53690,KOSPI,P1,P1,1,0.0,053690_01,053690|KR7053690004|KOSPI|2010-01-04|2026-09-01|053690_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,61.76,READY
017670,KR7017670001,2014-11-07,2014-11-10,17670,KOSPI,P1,P1,1,0.0,017670_01,017670|KR7017670001|KOSPI|2010-01-04|2026-09-01|017670_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-17.27,READY
073070,KR7073070005,2014-11-07,2014-11-10,73070,KOSDAQ,P1,P1,1,0.0,073070_01,073070|KR7073070005|KOSDAQ|2010-01-04|2021-06-03|073070_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,715.71,READY
101490,KR7101490001,2014-11-07,2014-11-10,101490,KOSDAQ,P1,P1,1,0.0,101490_01,101490|KR7101490001|KOSDAQ|2010-01-04|2026-09-01|101490_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.4,READY
014970,KR7014970008,2014-11-14,2014-11-17,14970,KOSDAQ,P1,P1,1,0.0,014970_01,014970|KR7014970008|KOSDAQ|2010-01-04|2026-09-01|014970_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.29,READY
017940,KR7017940008,2014-11-14,2014-11-17,17940,KOSPI,P1,P1,1,0.0,017940_01,017940|KR7017940008|KOSPI|2010-01-04|2026-09-01|017940_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.28,READY
032190,KR7032190001,2014-11-14,2014-11-17,32190,KOSDAQ,P1,P1,1,0.0,032190_01,032190|KR7032190001|KOSDAQ|2010-01-04|2026-09-01|032190_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,160.73,READY
089030,KR7089030001,2014-11-14,2014-11-17,89030,KOSDAQ,P1,P1,1,0.0,089030_01,089030|KR7089030001|KOSDAQ|2011-11-10|2026-09-01|089030_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,27.87,READY
036530,KR7036530004,2014-11-21,2014-11-24,36530,KOSPI,P1,P1,1,0.0,036530_01,036530|KR7036530004|KOSPI|2010-01-04|2026-09-01|036530_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,36.96,READY
005430,KR7005430004,2014-11-28,2014-12-01,5430,KOSPI,P1,P1,1,0.0,005430_01,005430|KR7005430004|KOSPI|2010-01-04|2026-09-01|005430_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,-14.16,READY
036030,KR7036030005,2014-11-28,2014-12-01,36030,KOSDAQ,P1,P1,1,0.0,036030_01,036030|KR7036030005|KOSDAQ|2010-01-04|2026-09-01|036030_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,-0.34,READY
056190,KR7056190002,2014-11-28,2014-12-01,56190,KOSDAQ,P1,P1,1,0.0,056190_01,056190|KR7056190002|KOSDAQ|2010-01-04|2026-09-01|056190_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.98,READY
025440,KR7025440009,2014-12-05,2014-12-08,25440,KOSDAQ,P1,P1,1,0.0,025440_01,025440|KR7025440009|KOSDAQ|2010-01-04|2026-09-01|025440_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,110.02,READY
039130,KR7039130000,2014-12-05,2014-12-08,39130,KOSPI,P1,P1,1,0.0,039130_01,039130|KR7039130000|KOSPI|2011-11-01|2026-09-01|039130_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,63.71,READY
039230,KR7039230008,2014-12-05,2014-12-08,39230,KOSDAQ,P1,P1,1,0.0,039230_01,039230|KR7039230008|KOSDAQ|2010-01-04|2021-10-05|039230_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-18.02,READY
115160,KR7115160004,2014-12-05,2014-12-08,115160,KOSDAQ,P1,P1,1,0.0,115160_02,115160|KR7115160004|KOSDAQ|2010-01-04|2026-09-01|115160_02,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,38.41,READY
039420,KR7039420005,2014-12-12,2014-12-15,39420,KOSDAQ,P1,P1,1,0.0,039420_01,039420|KR7039420005|KOSDAQ|2010-01-04|2026-09-01|039420_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,-5.06,READY
053290,KR7053290003,2014-12-12,2014-12-15,53290,KOSDAQ,P1,P1,1,0.0,053290_01,053290|KR7053290003|KOSDAQ|2010-01-04|2026-09-01|053290_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,48.51,READY
066910,KR7066910001,2014-12-12,2014-12-15,66910,KOSDAQ,P1,P1,1,0.0,066910_01,066910|KR7066910001|KOSDAQ|2010-01-04|2026-09-01|066910_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-15.1,READY
078070,KR7078070000,2014-12-12,2014-12-15,78070,KOSDAQ,P1,P1,1,0.0,078070_01,078070|KR7078070000|KOSDAQ|2010-01-04|2026-09-01|078070_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,67.83,READY
081000,KR7081000002,2014-12-12,2014-12-15,81000,KOSPI,P1,P1,1,0.0,081000_02,081000|KR7081000002|KOSPI|2010-01-04|2026-09-01|081000_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-14.64,READY
001270,KR7001270008,2014-12-19,2014-12-22,1270,KOSPI,P1,P1,1,0.0,001270_01,001270|KR7001270008|KOSPI|2010-01-04|2026-09-01|001270_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,320.78,READY
001800,KR7001800002,2014-12-19,2014-12-22,1800,KOSPI,P1,P1,1,0.0,001800_02,001800|KR7001800002|KOSPI|2010-01-04|2026-09-01|001800_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-19.75,READY
017390,KR7017390006,2014-12-26,2014-12-29,17390,KOSPI,P1,P1,1,0.0,017390_01,017390|KR7017390006|KOSPI|2010-01-04|2026-09-01|017390_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-17.81,READY
049520,KR7049520000,2014-12-26,2014-12-29,49520,KOSDAQ,P1,P1,1,0.0,049520_01,049520|KR7049520000|KOSDAQ|2010-01-04|2026-09-01|049520_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,-20.94,READY
065710,KR7065710006,2014-12-26,2014-12-29,65710,KOSDAQ,P1,P1,1,0.0,065710_01,065710|KR7065710006|KOSDAQ|2010-01-04|2026-09-01|065710_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,84.27,READY
028080,KR7028080000,2015-01-02,2015-01-05,28080,KOSDAQ,P1,P1,1,0.0,028080_02,028080|KR7028080000|KOSDAQ|2010-01-04|2026-09-01|028080_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-14.45,READY
035600,KR7035600006,2015-01-02,2015-01-05,35600,KOSDAQ,P1,P1,1,0.0,035600_01,035600|KR7035600006|KOSDAQ|2010-01-04|2026-09-01|035600_01,OPEN_AT_CUTOFF,NO_EXIT_BEFORE_CUTOFF,-44.68,READY
067310,KR7067310003,2015-01-02,2015-01-05,67310,KOSDAQ,P1,P1,1,0.0,067310_02,067310|KR7067310003|KOSDAQ|2010-01-04|2026-09-01|067310_02,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,3.46,READY
079160,KR7079160008,2015-01-02,2015-01-05,79160,KOSPI,P1,P1,1,0.0,079160_01,079160|KR7079160008|KOSPI|2010-01-04|2026-09-01|079160_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,42.57,READY
079170,KR7079170007,2015-01-02,2015-01-05,79170,KOSDAQ,P1,P1,1,0.0,079170_01,079170|KR7079170007|KOSDAQ|2010-01-04|2026-09-01|079170_01,OPEN_AT_CUTOFF,NO_EXIT_BEFORE_CUTOFF,29.97,READY
079940,KR7079940003,2015-01-02,2015-01-05,79940,KOSDAQ,P1,P1,1,0.0,079940_01,079940|KR7079940003|KOSDAQ|2010-01-04|2026-09-01|079940_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-14.42,READY
089530,KR7089530000,2015-01-02,2015-01-05,89530,KOSDAQ,P1,P1,1,0.0,089530_01,089530|KR7089530000|KOSDAQ|2011-11-11|2024-09-05|089530_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.9,READY
128660,KR7128660008,2015-01-02,2015-01-05,128660,KOSDAQ,P1,P1,1,0.0,128660_01,128660|KR7128660008|KOSDAQ|2010-12-13|2026-09-01|128660_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-14.81,READY
006490,KR7006490007,2015-01-09,2015-01-12,6490,KOSPI,P1,P1,1,0.0,006490_01,006490|KR7006490007|KOSPI|2010-01-04|2026-09-01|006490_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.7,READY
020120,KR7020120002,2015-01-09,2015-01-12,20120,KOSPI,P1,P1,1,0.0,020120_01,020120|KR7020120002|KOSPI|2010-01-04|2026-09-01|020120_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-28.24,READY
047560,KR7047560008,2015-01-09,2015-01-12,47560,KOSDAQ,P1,P1,1,0.0,047560_01,047560|KR7047560008|KOSDAQ|2010-01-04|2026-09-01|047560_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,37.1,READY
080420,KR7080420003,2015-01-09,2015-01-12,80420,KOSDAQ,P1,P1,1,0.0,080420_01,080420|KR7080420003|KOSDAQ|2010-01-04|2026-09-01|080420_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-18.62,READY
108320,KR7108320003,2015-01-09,2015-01-12,108320,KOSDAQ,P1,P1,1,0.0,108320_01,108320|KR7108320003|KOSDAQ|2010-06-08|2022-11-02|108320_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,23.73,READY
122450,KR7122450000,2015-01-09,2015-01-12,122450,KOSDAQ,P1,P1,1,0.0,122450_01,122450|KR7122450000|KOSDAQ|2011-05-25|2026-09-01|122450_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,170.0,READY
123860,KR7123860009,2015-01-09,2015-01-12,123860,KOSDAQ,P1,P1,1,0.0,123860_01,123860|KR7123860009|KOSDAQ|2010-11-05|2026-09-01|123860_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-18.82,READY
000240,KR7000240002,2015-01-16,2015-01-19,240,KOSPI,P1,P1,1,0.0,000240_01,000240|KR7000240002|KOSPI|2010-01-04|2026-09-01|000240_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-16.8,READY
007820,KR7007820004,2015-01-16,2015-01-19,7820,KOSDAQ,P1,P1,1,0.0,007820_01,007820|KR7007820004|KOSDAQ|2011-11-08|2026-09-01|007820_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,14.01,READY
042520,KR7042520007,2015-01-16,2015-01-19,42520,KOSDAQ,P1,P1,1,0.0,042520_01,042520|KR7042520007|KOSDAQ|2010-01-04|2026-09-01|042520_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-17.91,READY
045100,KR7045100005,2015-01-16,2015-01-19,45100,KOSDAQ,P1,P1,1,0.0,045100_02,045100|KR7045100005|KOSDAQ|2010-01-04|2026-09-01|045100_02,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,38.99,READY
078350,KR7078350006,2015-01-16,2015-01-19,78350,KOSDAQ,P1,P1,1,0.0,078350_01,078350|KR7078350006|KOSDAQ|2010-01-04|2026-09-01|078350_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,121.47,READY
117670,KR7117670000,2015-01-16,2015-01-19,117670,KOSDAQ,P1,P1,1,0.0,117670_02,117670|KR7117670000|KOSDAQ|2010-09-17|2026-09-01|117670_02,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-14.42,READY
048530,KR7048530000,2015-01-23,2015-01-26,48530,KOSDAQ,P1,P1,1,0.0,048530_02,048530|KR7048530000|KOSDAQ|2011-01-26|2026-09-01|048530_02,REALIZED,EXIT3_PROGRESSED_TO_WEAK,29.08,READY
066910,KR7066910001,2015-01-23,2015-01-26,66910,KOSDAQ,P1,P1,1,0.0,066910_02,066910|KR7066910001|KOSDAQ|2010-01-04|2026-09-01|066910_02,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,-13.53,READY
080160,KR7080160005,2015-01-23,2015-01-26,80160,KOSDAQ,P1,P1,1,0.0,080160_02,080160|KR7080160005|KOSDAQ|2010-01-04|2026-09-01|080160_02,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,32.66,READY
089470,KR7089470009,2015-01-23,2015-01-26,89470,KOSPI,P1,P1,1,0.0,089470_01,089470|KR7089470009|KOSPI|2010-01-04|2026-09-01|089470_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-14.85,READY
089790,KR7089790000,2015-01-23,2015-01-26,89790,KOSDAQ,P1,P1,1,0.0,089790_01,089790|KR7089790000|KOSDAQ|2010-01-04|2026-09-01|089790_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,-12.46,READY
126600,KR7126600006,2015-01-23,2015-01-26,126600,KOSDAQ,P1,P1,1,0.0,126600_01,126600|KR7126600006|KOSDAQ|2010-11-12|2026-09-01|126600_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,19.43,READY
012510,KR7012510004,2015-01-30,2015-02-02,12510,KOSPI,P1,P1,1,0.0,012510_01,012510|KR7012510004|KOSPI|2010-01-04|2026-07-14|012510_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,92.73,READY
036200,KR7036200004,2015-01-30,2015-02-02,36200,KOSDAQ,P1,P1,1,0.0,036200_01,036200|KR7036200004|KOSDAQ|2010-01-04|2026-09-01|036200_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,382.31,READY
036830,KR7036830008,2015-01-30,2015-02-02,36830,KOSDAQ,P1,P1,1,0.0,036830_01,036830|KR7036830008|KOSDAQ|2010-01-04|2026-09-01|036830_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,97.0,READY
038530,KR7038530002,2015-01-30,2015-02-02,38530,KOSDAQ,P1,P1,1,0.0,038530_01,038530|KR7038530002|KOSDAQ|2010-01-04|2026-09-01|038530_01,REALIZED,EXIT4_SCORE_DRAWDOWN_GE_15,20.15,READY
039490,KR7039490008,2015-01-30,2015-02-02,39490,KOSPI,P1,P1,1,0.0,039490_01,039490|KR7039490008|KOSPI|2010-01-04|2026-09-01|039490_01,REALIZED,EXIT3_PROGRESSED_TO_TRANSITION,65.08,READY
078150,KR7078150000,2015-01-30,2015-02-02,78150,KOSDAQ,P1,P1,1,0.0,078150_01,078150|KR7078150000|KOSDAQ|2010-01-04|2026-09-01|078150_01,REALIZED,LOSS_GUARD_CLOSE_LE_NEG_15,-35.88,READY
