comparison,group,reference,extreme_contrast,feature,feature_kind,level,scope,group_n,reference_n,group_median,reference_median,group_share_pct,reference_share_pct,auc,effect,effect_unit
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,atr_14_pct,numeric,,WINDOW_P1,3484,1498,0.0432,0.0405,,,0.5506,0.0506,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,atr_14_pct,numeric,,WINDOW_P2-1,1221,579,0.0445,0.0393,,,0.5803,0.0803,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,atr_14_pct,numeric,,WINDOW_P2-2,1679,745,0.0445,0.0398,,,0.5658,0.0658,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,atr_14_pct,numeric,,WINDOW_P3-1,830,343,0.0447,0.0363,,,0.6339,0.1339,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,atr_14_pct,numeric,,WINDOW_P3-2,1292,500,0.0447,0.0389,,,0.5977,0.0977,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,atr_14_pct,numeric,,ENTRY_BEFORE_2021,1982,907,0.0419,0.0406,,,0.5356,0.0356,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,atr_14_pct,numeric,,ENTRY_FROM_2021,1725,766,0.0443,0.0395,,,0.5711,0.0711,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market_cap_eok,numeric,,WINDOW_P1,3484,1498,1884.805,1732.555,,,0.523,0.023,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market_cap_eok,numeric,,WINDOW_P2-1,1221,579,2384.06,2560.2,,,0.4784,-0.0216,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market_cap_eok,numeric,,WINDOW_P2-2,1679,745,2308.8,2591.07,,,0.4672,-0.0328,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market_cap_eok,numeric,,WINDOW_P3-1,830,343,2734.39,3698.01,,,0.4142,-0.0858,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market_cap_eok,numeric,,WINDOW_P3-2,1292,500,2532.14,3540.075,,,0.4212,-0.0788,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market_cap_eok,numeric,,ENTRY_BEFORE_2021,1982,907,1644.05,1323.0,,,0.5585,0.0585,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market_cap_eok,numeric,,ENTRY_FROM_2021,1725,766,2350.21,2731.16,,,0.4611,-0.0389,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_20d_eok,numeric,,WINDOW_P1,3484,1498,26.37,18.495,,,0.5569,0.0569,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_20d_eok,numeric,,WINDOW_P2-1,1221,579,42.73,26.78,,,0.5681,0.0681,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_20d_eok,numeric,,WINDOW_P2-2,1679,745,36.51,29.6,,,0.5248,0.0248,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_20d_eok,numeric,,WINDOW_P3-1,830,343,40.995,22.49,,,0.5594,0.0594,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_20d_eok,numeric,,WINDOW_P3-2,1292,500,32.185,28.78,,,0.5102,0.0102,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_20d_eok,numeric,,ENTRY_BEFORE_2021,1982,907,21.905,14.19,,,0.5763,0.0763,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_20d_eok,numeric,,ENTRY_FROM_2021,1725,766,36.68,29.98,,,0.522,0.022,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_60d_eok,numeric,,WINDOW_P1,3484,1498,18.175,12.745,,,0.5557,0.0557,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_60d_eok,numeric,,WINDOW_P2-1,1221,579,31.31,18.94,,,0.561,0.061,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_60d_eok,numeric,,WINDOW_P2-2,1679,745,25.59,21.06,,,0.5194,0.0194,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_60d_eok,numeric,,WINDOW_P3-1,830,343,27.555,16.37,,,0.5436,0.0436,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_60d_eok,numeric,,WINDOW_P3-2,1292,500,21.775,20.075,,,0.5018,0.0018,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_60d_eok,numeric,,ENTRY_BEFORE_2021,1982,907,15.185,9.78,,,0.5759,0.0759,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,avg_trading_value_60d_eok,numeric,,ENTRY_FROM_2021,1725,766,25.59,21.235,,,0.517,0.017,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market,categorical,KOSDAQ,WINDOW_P1,3484,1498,,,56.085,52.8037,,3.2812,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market,categorical,KOSDAQ,WINDOW_P2-1,1221,579,,,55.774,45.7686,,10.0054,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market,categorical,KOSDAQ,WINDOW_P2-2,1679,745,,,54.735,48.7248,,6.0101,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market,categorical,KOSDAQ,WINDOW_P3-1,830,343,,,59.0361,44.0233,,15.0128,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market,categorical,KOSDAQ,WINDOW_P3-2,1292,500,,,56.5789,49.0,,7.5789,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market,categorical,KOSDAQ,ENTRY_BEFORE_2021,1982,907,,,55.8527,54.5755,,1.2772,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,market,categorical,KOSDAQ,ENTRY_FROM_2021,1725,766,,,54.4348,47.7807,,6.6541,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P1,3484,1498,,,13.2032,13.3511,,-0.1479,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P2-1,1221,579,,,14.742,14.6805,,0.0615,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P2-2,1679,745,,,13.0435,13.8255,,-0.782,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P3-1,830,343,,,13.7349,13.1195,,0.6154,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P3-2,1292,500,,,11.8421,12.4,,-0.5579,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY_BEFORE_2021,1982,907,,,14.1776,13.892,,0.2856,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY_FROM_2021,1725,766,,,13.0435,14.0992,,-1.0557,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,daily_risk,categorical,ELEVATED,WINDOW_P1,3484,1498,,,25.1148,20.761,,4.3538,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,daily_risk,categorical,ELEVATED,WINDOW_P2-1,1221,579,,,24.4881,20.2073,,4.2809,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,daily_risk,categorical,ELEVATED,WINDOW_P2-2,1679,745,,,26.9208,22.0134,,4.9074,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,daily_risk,categorical,ELEVATED,WINDOW_P3-1,830,343,,,24.6988,15.4519,,9.2469,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,daily_risk,categorical,ELEVATED,WINDOW_P3-2,1292,500,,,27.8638,20.6,,7.2638,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,daily_risk,categorical,ELEVATED,ENTRY_BEFORE_2021,1982,907,,,23.7134,19.1841,,4.5293,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,daily_risk,categorical,ELEVATED,ENTRY_FROM_2021,1725,766,,,26.5507,22.1932,,4.3575,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score_state,categorical,PARTIAL,WINDOW_P1,3484,1498,,,5.9414,3.6048,,2.3366,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score_state,categorical,PARTIAL,WINDOW_P2-1,1221,579,,,5.2416,3.9724,,1.2692,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score_state,categorical,PARTIAL,WINDOW_P2-2,1679,745,,,5.3008,3.2215,,2.0793,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score_state,categorical,PARTIAL,WINDOW_P3-1,830,343,,,5.0602,4.0816,,0.9786,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score_state,categorical,PARTIAL,WINDOW_P3-2,1292,500,,,5.1858,2.8,,2.3858,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score_state,categorical,PARTIAL,ENTRY_BEFORE_2021,1982,907,,,5.9031,3.7486,,2.1545,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score_state,categorical,PARTIAL,ENTRY_FROM_2021,1725,766,,,5.1594,3.0026,,2.1568,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_kind,categorical,REENTRY,WINDOW_P1,3484,1498,,,63.2893,61.2817,,2.0076,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_kind,categorical,REENTRY,WINDOW_P2-1,1221,579,,,35.7084,33.8515,,1.857,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_kind,categorical,REENTRY,WINDOW_P2-2,1679,745,,,43.0018,40.8054,,2.1964,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_kind,categorical,REENTRY,WINDOW_P3-1,830,343,,,23.9759,35.277,,-11.3011,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_kind,categorical,REENTRY,WINDOW_P3-2,1292,500,,,31.9659,41.6,,-9.6341,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_kind,categorical,REENTRY,ENTRY_BEFORE_2021,1982,907,,,50.6054,47.5193,,3.0862,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,entry_kind,categorical,REENTRY,ENTRY_FROM_2021,1725,766,,,72.4058,67.4935,,4.9123,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P1,3484,1498,,,38.1458,38.8518,,-0.706,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P2-1,1221,579,,,39.3939,42.8325,,-3.4385,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P2-2,1679,745,,,40.3812,42.6846,,-2.3034,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P3-1,830,343,,,38.1928,44.0233,,-5.8306,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P3-2,1292,500,,,39.7059,44.2,,-4.4941,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_conditional_status,categorical,EVENT_OBSERVED,ENTRY_BEFORE_2021,1982,907,,,36.1756,37.2657,,-1.0901,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_conditional_status,categorical,EVENT_OBSERVED,ENTRY_FROM_2021,1725,766,,,39.942,44.2559,,-4.3138,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P1,3484,1498,,,3.2721,5.5407,,-2.2686,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P2-1,1221,579,,,2.3751,7.2539,,-4.8788,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P2-2,1679,745,,,3.0375,6.5772,,-3.5397,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P3-1,830,343,,,3.1325,9.621,,-6.4885,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P3-2,1292,500,,,3.7926,8.4,,-4.6074,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_LIQUIDITY,ENTRY_BEFORE_2021,1982,907,,,3.6327,4.9614,,-1.3287,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_LIQUIDITY,ENTRY_FROM_2021,1725,766,,,3.0725,6.7885,,-3.716,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P1,3484,1498,,,28.0425,31.5087,,-3.4662,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P2-1,1221,579,,,19.656,18.4801,,1.1759,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P2-2,1679,745,,,20.6671,18.255,,2.412,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P3-1,830,343,,,18.7952,10.2041,,8.5911,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P3-2,1292,500,,,20.4334,12.6,,7.8334,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_MARKET_CAP,ENTRY_BEFORE_2021,1982,907,,,32.7952,40.1323,,-7.3371,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,FILTERED_MARKET_CAP,ENTRY_FROM_2021,1725,766,,,20.8116,17.624,,3.1876,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,INVESTABLE,WINDOW_P1,3484,1498,,,68.6854,62.9506,,5.7348,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,INVESTABLE,WINDOW_P2-1,1221,579,,,77.9689,74.266,,3.7029,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,INVESTABLE,WINDOW_P2-2,1679,745,,,76.2954,75.1678,,1.1276,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,INVESTABLE,WINDOW_P3-1,830,343,,,78.0723,80.1749,,-2.1026,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,INVESTABLE,WINDOW_P3-2,1292,500,,,75.774,79.0,,-3.226,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,INVESTABLE,ENTRY_BEFORE_2021,1982,907,,,63.5721,54.9063,,8.6659,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,investability_status,categorical,INVESTABLE,ENTRY_FROM_2021,1725,766,,,76.1159,75.5875,,0.5285,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score,numeric,,WINDOW_P1,109,4873,77.79,76.85,,,0.5607,0.0607,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score,numeric,,WINDOW_P2-1,37,1763,76.74,77.17,,,0.4974,-0.0026,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score,numeric,,WINDOW_P2-2,57,2367,76.74,76.85,,,0.5429,0.0429,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score,numeric,,WINDOW_P3-1,22,1151,77.67,76.85,,,0.5839,0.0839,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score,numeric,,WINDOW_P3-2,37,1755,77.42,76.67,,,0.6082,0.1082,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score,numeric,,ENTRY_BEFORE_2021,55,2834,77.99,76.85,,,0.5735,0.0735,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score,numeric,,ENTRY_FROM_2021,55,2436,77.17,76.85,,,0.5485,0.0485,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,pattern_a_score,numeric,,WINDOW_P1,109,4873,60.1759,60.1162,,,0.4967,-0.0033,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,pattern_a_score,numeric,,WINDOW_P2-1,37,1763,57.7414,58.3509,,,0.4655,-0.0345,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,pattern_a_score,numeric,,WINDOW_P2-2,57,2367,52.5471,56.6259,,,0.4766,-0.0234,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,pattern_a_score,numeric,,WINDOW_P3-1,22,1151,61.1402,60.1882,,,0.507,0.007,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,pattern_a_score,numeric,,WINDOW_P3-2,37,1755,51.0752,57.5721,,,0.4673,-0.0327,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,pattern_a_score,numeric,,ENTRY_BEFORE_2021,55,2834,63.1792,63.0551,,,0.5154,0.0154,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,pattern_a_score,numeric,,ENTRY_FROM_2021,55,2436,52.2575,56.925,,,0.4731,-0.0269,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_weekly_core_score,numeric,,WINDOW_P1,109,4873,82.75,82.75,,,0.5685,0.0685,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_weekly_core_score,numeric,,WINDOW_P2-1,37,1763,82.75,82.75,,,0.4945,-0.0055,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_weekly_core_score,numeric,,WINDOW_P2-2,57,2367,82.75,82.75,,,0.5315,0.0315,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_weekly_core_score,numeric,,WINDOW_P3-1,22,1151,82.75,82.75,,,0.5409,0.0409,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_weekly_core_score,numeric,,WINDOW_P3-2,37,1755,82.75,82.75,,,0.5797,0.0797,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_weekly_core_score,numeric,,ENTRY_BEFORE_2021,55,2834,82.75,82.75,,,0.585,0.085,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_weekly_core_score,numeric,,ENTRY_FROM_2021,55,2436,82.75,82.75,,,0.5355,0.0355,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,range_position_24m,numeric,,WINDOW_P1,109,4873,0.5988,0.5339,,,0.5908,0.0908,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,range_position_24m,numeric,,WINDOW_P2-1,37,1763,0.5451,0.5667,,,0.5204,0.0204,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,range_position_24m,numeric,,WINDOW_P2-2,57,2367,0.5878,0.55,,,0.5797,0.0797,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,range_position_24m,numeric,,WINDOW_P3-1,22,1151,0.5364,0.4916,,,0.542,0.042,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,range_position_24m,numeric,,WINDOW_P3-2,37,1755,0.5498,0.4989,,,0.6218,0.1218,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,range_position_24m,numeric,,ENTRY_BEFORE_2021,55,2834,0.627,0.5347,,,0.5829,0.0829,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,range_position_24m,numeric,,ENTRY_FROM_2021,55,2436,0.5827,0.5496,,,0.58,0.08,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P1,109,4873,0.4167,0.5,,,0.4542,-0.0458,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P2-1,37,1763,0.4167,0.5,,,0.5058,0.0058,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P2-2,57,2367,0.4167,0.5,,,0.471,-0.029,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P3-1,22,1151,0.5,0.5,,,0.4748,-0.0252,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P3-2,37,1755,0.4167,0.5,,,0.4592,-0.0408,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,monthly_down_month_ratio_12m,numeric,,ENTRY_BEFORE_2021,55,2834,0.5,0.5,,,0.4352,-0.0648,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,monthly_down_month_ratio_12m,numeric,,ENTRY_FROM_2021,55,2436,0.4167,0.5,,,0.464,-0.036,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P1,109,4873,0.0115,0.0104,,,0.5012,0.0012,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P2-1,37,1763,-0.0098,0.0094,,,0.4135,-0.0865,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P2-2,57,2367,-0.006,0.0087,,,0.4462,-0.0538,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P3-1,22,1151,0.0062,0.0084,,,0.4535,-0.0465,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P3-2,37,1755,-0.0098,0.0082,,,0.4259,-0.0741,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,distance_to_prior_26w_high_pct,numeric,,ENTRY_BEFORE_2021,55,2834,0.0214,0.0115,,,0.564,0.064,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,distance_to_prior_26w_high_pct,numeric,,ENTRY_FROM_2021,55,2436,-0.0098,0.0087,,,0.4282,-0.0718,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,close_vs_wma200_pct,numeric,,WINDOW_P1,101,4620,0.2093,0.158,,,0.5698,0.0698,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,close_vs_wma200_pct,numeric,,WINDOW_P2-1,35,1678,0.1525,0.1513,,,0.5071,0.0071,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,close_vs_wma200_pct,numeric,,WINDOW_P2-2,53,2258,0.1748,0.1337,,,0.5714,0.0714,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,close_vs_wma200_pct,numeric,,WINDOW_P3-1,21,1096,0.2004,0.1476,,,0.5739,0.0739,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,close_vs_wma200_pct,numeric,,WINDOW_P3-2,34,1677,0.1978,0.1263,,,0.5993,0.0993,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,close_vs_wma200_pct,numeric,,ENTRY_BEFORE_2021,52,2686,0.2345,0.1803,,,0.5546,0.0546,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,close_vs_wma200_pct,numeric,,ENTRY_FROM_2021,51,2328,0.1643,0.1333,,,0.5659,0.0659,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,higher_weekly_low_count_13w,numeric,,WINDOW_P1,109,4873,7.0,8.0,,,0.4817,-0.0183,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,higher_weekly_low_count_13w,numeric,,WINDOW_P2-1,37,1763,7.0,8.0,,,0.4384,-0.0616,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,higher_weekly_low_count_13w,numeric,,WINDOW_P2-2,57,2367,8.0,8.0,,,0.4959,-0.0041,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,higher_weekly_low_count_13w,numeric,,WINDOW_P3-1,22,1151,7.0,8.0,,,0.4129,-0.0871,AUC-0.5
