ticker,isu_cd,identity_effective_from,entry_signal_date,ledger_entry_pattern_a_stage,ledger_fast_score,enrichment_status,enrichment_error,reconstructed_pattern_a_stage,pattern_a_score,pattern_a_evaluation_status,reconstructed_fast_score,fast_weekly_core_score,fast_conditional_status,reconstructed_fast_machine_stage,range_position_24m,monthly_down_month_ratio_12m,distance_to_prior_26w_high_pct,close_vs_wma200_pct,higher_weekly_low_count_13w,wma52_slope_1w,wma12_vs_wma26_pct,weeks_since_26w_close_breakout,post_breakout_min_low_vs_level_pct_26w,recent_5d_max_gap_abs_pct,atr_14_pct,market_cap_eok,avg_trading_value_20d_eok,avg_trading_value_60d_eok,investability_status,stage_match,fast_score_match
004710,KR7004710000,2010-01-04,2021-04-02,TRANSITION,76.8,READY,,TRANSITION,80.5792,READY,76.8,82.75,EVENT_OBSERVED,TRIGGER,0.84763,0.416667,-0.097462,0.122432,6.0,0.012223,0.051829,11.0,-0.110236,0.009473,0.024257,3419.7,38.16,63.77,INVESTABLE,True,True
004710,KR7004710000,2010-01-04,2023-06-30,TRANSITION,80.74,READY,,TRANSITION,13.6176,READY,80.74,82.75,EVENT_OBSERVED,TRIGGER,0.778587,0.25,-0.035693,0.084697,7.0,0.009416,0.111921,2.0,-0.083147,0.0089,0.031072,2597.69,23.77,46.37,INVESTABLE,True,True
004710,KR7004710000,2010-01-04,2025-07-04,TRANSITION,80.99,READY,,TRANSITION,18.2663,READY,80.99,82.75,EVENT_OBSERVED,TRIGGER,0.567146,0.583333,-0.074913,0.051651,9.0,0.003624,0.13084,1.0,0.011799,0.003285,0.054686,1984.39,25.19,14.78,INVESTABLE,True,True
004770,KR7004770004,2010-01-04,2019-09-20,TRANSITION,83.24,READY,,TRANSITION,65.743,READY,83.24,82.75,EVENT_OBSERVED,TRIGGER,0.442971,0.25,-0.038106,0.152913,6.0,0.013038,0.030516,1.0,0.042524,0.018111,0.067227,1360.65,328.0,136.45,INVESTABLE,True,True
004770,KR7004770004,2010-01-04,2021-11-05,TRANSITION,71.99,READY,,TRANSITION,54.2806,READY,71.99,77.75,EVENT_OBSERVED,TRIGGER,0.441544,0.583333,-0.06125,0.074769,6.0,-0.004181,-0.011624,1.0,-0.143583,0.017722,0.052882,1308.43,84.42,39.24,INVESTABLE,True,True
004780,KR7004780003,2010-01-04,2014-01-03,TRANSITION,76.24,READY,,TRANSITION,54.9434,READY,76.24,82.75,EVENT_OBSERVED,TRIGGER,0.626712,0.666667,-0.045045,0.183584,8.0,0.001357,0.041386,5.0,-0.084871,0.013283,0.030728,842.87,6.69,5.87,FILTERED_MARKET_CAP,True,True
004780,KR7004780003,2010-01-04,2021-03-19,TRANSITION,80.74,READY,,TRANSITION,52.1906,READY,80.74,82.75,EVENT_OBSERVED,TRIGGER,0.608952,0.25,-0.077441,0.026043,7.0,0.011995,0.065705,10.0,-0.065723,0.011299,0.033042,871.5,7.68,11.9,FILTERED_MARKET_CAP,True,True
004780,KR7004780003,2010-01-04,2026-03-06,TRANSITION,73.24,READY,,TRANSITION,57.5721,READY,73.24,75.25,EVENT_OBSERVED,TRIGGER,0.683616,0.583333,-0.044554,-0.064396,7.0,0.000308,0.010967,1.0,-0.08976,0.008772,0.03044,613.86,2.0,1.08,FILTERED_MARKET_CAP,True,True
004800,KR7004800009,2010-01-04,2014-10-10,EARLY_TREND,79.8,READY,,EARLY_TREND,97.4962,READY,79.8,82.75,EVENT_OBSERVED,TRIGGER,0.781158,0.583333,-0.090204,0.093424,8.0,0.002309,0.053441,4.0,-0.091461,0.014182,0.029294,26548.8,135.52,124.51,INVESTABLE,True,True
004800,KR7004800009,2010-01-04,2015-03-27,EARLY_TREND,79.3,READY,,EARLY_TREND,79.8191,READY,79.3,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.711093,0.5,0.042425,0.252523,6.0,0.001963,0.045225,0.0,,0.009306,0.024684,29358.19,123.67,115.63,INVESTABLE,True,True
004800,KR7004800009,2010-01-04,2016-12-09,EARLY_TREND,79.3,READY,,EARLY_TREND,97.3084,READY,79.3,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.83371,0.416667,0.045012,0.605612,7.0,0.005883,0.026004,0.0,,0.016277,0.027441,53027.36,183.5,180.39,INVESTABLE,True,True
004800,KR7004800009,2010-01-04,2017-05-26,EARLY_TREND,76.94,READY,,EARLY_TREND,91.8899,READY,76.94,81.25,EVENT_NOT_OBSERVED,TRIGGER,0.790474,0.416667,0.048401,0.565101,8.0,0.006657,-0.00122,0.0,,0.013176,0.031872,57065.86,210.63,188.1,INVESTABLE,True,True
004800,KR7004800009,2010-01-04,2020-10-16,TRANSITION,75.1,READY,,TRANSITION,100.0,READY,75.1,79.25,EVENT_OBSERVED,TRIGGER,0.598715,0.75,-0.097663,0.049598,7.0,-0.001823,0.04535,6.0,-0.06378,0.015783,0.024768,16351.12,62.11,100.66,INVESTABLE,True,True
004800,KR7004800009,2010-01-04,2021-02-05,TRANSITION,74.49,READY,,TRANSITION,85.8174,READY,74.49,77.75,EVENT_NOT_OBSERVED,TRIGGER,0.517331,0.583333,0.033737,0.203656,5.0,0.00379,0.036633,0.0,,0.019237,0.035597,18732.14,249.44,134.61,INVESTABLE,True,True
004800,KR7004800009,2010-01-04,2025-05-30,EARLY_TREND,80.24,READY,,EARLY_TREND,77.9234,READY,80.24,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.812825,0.333333,0.122302,0.119114,9.0,0.007126,0.055013,0.0,,0.028333,0.0356,10446.01,24.46,12.41,INVESTABLE,True,True
004840,KR7004840005,2010-01-04,2020-06-05,TRANSITION,71.92,READY,,TRANSITION,12.5736,READY,71.92,82.75,EVENT_OBSERVED,TRIGGER,0.792808,0.666667,-0.098086,-0.016178,10.0,0.005469,0.03716,2.0,-0.107629,0.010554,0.08848,1502.72,46.29,44.57,INVESTABLE,True,True
004840,KR7004840005,2010-01-04,2021-06-04,TRANSITION,81.55,READY,,TRANSITION,70.2807,READY,81.55,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.573186,0.333333,0.028534,0.203482,8.0,0.001082,0.002703,0.0,,0.002538,0.02432,1580.45,8.87,5.64,INVESTABLE,True,True
004840,KR7004840005,2010-01-04,2025-07-04,TRANSITION,75.74,READY,,TRANSITION,60.0639,READY,75.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.330544,0.666667,0.049618,0.096251,9.0,0.001268,0.047795,0.0,,0.016393,0.037338,1096.15,2.67,2.54,FILTERED_LIQUIDITY,True,True
004840,KR7004840005,2010-01-04,2026-01-30,TRANSITION,72.74,READY,,TRANSITION,55.7243,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.518828,0.5,0.05137,0.239609,7.0,0.007406,0.000207,0.0,,0.04,0.032748,1223.7,4.4,1.97,INVESTABLE,True,True
004870,KR7004870002,2010-01-04,2016-04-01,EARLY_TREND,72.24,READY,,EARLY_TREND,55.1096,READY,72.24,77.75,EVENT_NOT_OBSERVED,TRIGGER,0.562925,0.75,0.065984,1.006813,9.0,-0.008117,-0.061894,0.0,,0.022003,0.0672,1799.41,26.73,11.26,INVESTABLE,True,True
004890,KR7004890000,2010-01-04,2014-07-25,TRANSITION,81.55,READY,,TRANSITION,75.0535,READY,81.55,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.512315,0.333333,0.015789,-0.010738,8.0,0.001271,0.022695,0.0,,0.012302,0.025537,1404.2,2.47,2.73,FILTERED_LIQUIDITY,True,True
004910,KR7004910006,2010-01-04,2020-12-18,TRANSITION,70.49,READY,,TRANSITION,30.4267,READY,70.49,75.25,EVENT_NOT_OBSERVED,TRIGGER,0.518482,0.666667,0.121118,-0.049626,10.0,0.006583,0.003299,0.0,,0.02977,0.061436,924.16,37.31,17.45,FILTERED_MARKET_CAP,True,True
004910,KR7004910006,2010-01-04,2021-05-14,TRANSITION,73.24,READY,,TRANSITION,61.9147,READY,73.24,82.75,EVENT_OBSERVED,TRIGGER,0.78043,0.416667,-0.07618,0.195229,8.0,0.009895,0.079397,5.0,-0.091463,0.04878,0.067529,1102.08,89.8,43.08,INVESTABLE,True,True
004920,KR7004920005,2010-01-04,2021-04-16,TRANSITION,76.67,READY,,TRANSITION,26.9187,READY,76.67,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.521739,0.416667,0.009063,0.371037,8.0,0.016483,0.064814,0.0,,0.003215,0.087853,418.68,26.03,10.57,FILTERED_MARKET_CAP,True,True
004920,KR7004920005,2010-01-04,2023-04-28,EARLY_TREND,77.17,READY,,EARLY_TREND,70.5666,READY,77.17,82.75,EVENT_OBSERVED,TRIGGER,0.679842,0.416667,-0.068571,0.497536,7.0,0.008904,0.153448,1.0,-0.003984,0.020846,0.079316,756.37,23.03,13.29,FILTERED_MARKET_CAP,True,True
004960,KR7004960001,2010-01-04,2015-02-13,EARLY_TREND,69.24,READY,,EARLY_TREND,87.6467,READY,69.24,77.75,EVENT_NOT_OBSERVED,TRIGGER,0.711111,0.583333,0.064516,0.574863,5.0,0.007898,0.037826,0.0,,0.05848,0.057792,1634.88,9.49,6.15,INVESTABLE,True,True
004960,KR7004960001,2010-01-04,2016-07-08,TRANSITION,70.79,READY,,TRANSITION,80.8802,READY,70.79,79.25,EVENT_OBSERVED,TRIGGER,0.482976,0.666667,-0.07265,0.492111,6.0,-0.007055,0.098709,8.0,-0.141907,0.016867,0.060566,2150.12,10.03,10.58,INVESTABLE,True,True
004960,KR7004960001,2010-01-04,2017-06-02,TRANSITION,82.1,READY,,TRANSITION,58.9027,READY,82.1,79.25,EVENT_OBSERVED,TRIGGER,0.309278,0.333333,-0.036408,0.198509,9.0,-0.00064,0.086789,2.0,0.007833,0.012658,0.029867,2042.17,7.82,5.61,INVESTABLE,True,True
004960,KR7004960001,2010-01-04,2021-01-08,TRANSITION,74.99,READY,,TRANSITION,52.6531,READY,74.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.756618,0.333333,0.055233,0.055334,8.0,0.005543,0.051228,0.0,,0.033333,0.038371,2100.08,18.98,10.56,INVESTABLE,True,True
004960,KR7004960001,2010-01-04,2025-08-08,TRANSITION,73.24,READY,,TRANSITION,68.5732,READY,73.24,75.25,EVENT_OBSERVED,TRIGGER,0.77095,0.583333,-0.074866,-0.097558,8.0,0.00442,0.130014,9.0,-0.1,0.007092,0.034517,1000.87,2.94,4.28,FILTERED_LIQUIDITY,True,True
004970,KR7004970000,2010-01-04,2014-08-08,TRANSITION,76.94,READY,,TRANSITION,87.4182,READY,76.94,81.25,EVENT_NOT_OBSERVED,TRIGGER,0.486216,0.5,0.042105,0.482313,8.0,0.001318,-0.000448,0.0,,0.019417,0.034873,4752.0,2.71,1.99,FILTERED_LIQUIDITY,True,True
004970,KR7004970000,2010-01-04,2018-03-30,TRANSITION,74.05,READY,,TRANSITION,70.6904,READY,74.05,75.25,EVENT_NOT_OBSERVED,TRIGGER,0.822222,0.416667,0.017964,-0.047136,6.0,0.002842,2.1e-05,0.0,,0.009404,0.022479,2720.0,3.9,3.88,INVESTABLE,True,True
004970,KR7004970000,2010-01-04,2019-04-05,TRANSITION,71.6,READY,,TRANSITION,56.0224,READY,71.6,71.75,EVENT_NOT_OBSERVED,TRIGGER,0.330709,0.583333,0.010101,-0.033167,9.0,-0.002121,0.04947,0.0,,0.003413,0.020952,2400.0,1.75,1.49,FILTERED_LIQUIDITY,True,True
004970,KR7004970000,2010-01-04,2024-05-31,TRANSITION,71.04,READY,,TRANSITION,15.9128,READY,71.04,71.75,EVENT_OBSERVED,TRIGGER,0.546988,0.666667,-0.029301,-0.046961,7.0,-0.0003,0.020037,1.0,0.006135,0.017,0.033384,1643.2,5.88,2.97,INVESTABLE,True,True
004970,KR7004970000,2010-01-04,2025-07-04,TRANSITION,76.85,READY,,TRANSITION,56.5382,READY,76.85,79.25,EVENT_NOT_OBSERVED,TRIGGER,0.44098,0.5,0.006876,-0.012819,8.0,-0.001192,0.052463,0.0,,0.0,0.015889,1640.0,2.5,1.73,FILTERED_LIQUIDITY,True,True
004980,KR7004980009,2010-01-04,2016-04-29,TRANSITION,77.99,READY,,TRANSITION,54.4083,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.488873,0.583333,0.081081,0.582274,8.0,0.003315,0.079684,0.0,,0.011952,0.048469,3361.19,31.76,20.83,INVESTABLE,True,True
004990,KR7004990008,2010-01-04,2014-01-03,TRANSITION,73.24,READY,,TRANSITION,77.491,READY,73.24,82.75,EVENT_OBSERVED,TRIGGER,0.642156,0.416667,-0.041534,0.152839,7.0,0.001727,0.053781,1.0,-0.021746,0.03554,0.032161,25570.99,15.33,15.24,INVESTABLE,True,True
004990,KR7004990008,2010-01-04,2021-06-04,TRANSITION,69.24,READY,,TRANSITION,26.5692,READY,69.24,70.25,EVENT_NOT_OBSERVED,TRIGGER,0.787594,0.583333,0.063613,-0.072925,5.0,0.003138,0.016842,0.0,,0.015625,0.03486,43852.06,310.84,156.07,INVESTABLE,True,True
004990,KR7004990008,2010-01-04,2022-04-29,TRANSITION,71.6,READY,,TRANSITION,70.3222,READY,71.6,71.75,EVENT_NOT_OBSERVED,TRIGGER,0.455263,0.583333,0.001462,-0.098874,9.0,-0.001339,0.018708,0.0,,0.017647,0.018561,35931.41,36.43,34.73,INVESTABLE,True,True
004990,KR7004990008,2010-01-04,2024-02-23,TRANSITION,67.29,READY,,TRANSITION,64.5214,READY,67.29,66.75,EVENT_OBSERVED,TRIGGER,0.277937,0.5,-0.096296,-0.052795,5.0,-0.000246,0.02985,2.0,-0.095455,0.006557,0.049297,31997.32,201.53,86.99,INVESTABLE,True,True
004990,KR7004990008,2010-01-04,2025-05-30,TRANSITION,72.74,READY,,TRANSITION,47.5255,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.717251,0.583333,0.148362,0.033395,9.0,0.00303,0.040625,0.0,,0.049261,0.03871,31262.95,78.91,37.9,INVESTABLE,True,True
005010,KR7005010004,2010-01-04,2015-04-10,TRANSITION,74.05,READY,,TRANSITION,22.402,READY,74.05,75.25,EVENT_NOT_OBSERVED,TRIGGER,0.293133,0.5,0.010165,-0.056916,10.0,0.000205,0.041812,0.0,,0.015261,0.019639,1397.56,3.41,2.17,INVESTABLE,True,True
005010,KR7005010004,2010-01-04,2025-03-07,TRANSITION,72.74,READY,,TRANSITION,34.4792,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.372423,0.583333,0.203883,0.379752,7.0,0.005276,0.049277,0.0,,0.035439,0.066532,3483.66,389.43,143.55,INVESTABLE,True,True
005030,KR7005030002,2010-01-04,2014-05-16,TRANSITION,75.74,READY,,TRANSITION,11.442,READY,75.74,75.25,EVENT_OBSERVED,TRIGGER,0.309266,0.416667,-0.027048,-0.044526,10.0,0.002144,0.055597,4.0,0.057674,0.0299,0.036367,225.67,0.89,0.39,FILTERED_MARKET_CAP,True,True
005030,KR7005030002,2010-01-04,2016-04-29,TRANSITION,73.29,READY,,TRANSITION,79.7657,READY,73.29,79.25,EVENT_NOT_OBSERVED,TRIGGER,0.326923,0.75,0.035036,0.269908,8.0,-0.009792,0.007937,0.0,,0.016564,0.055323,436.18,5.15,2.43,FILTERED_MARKET_CAP,True,True
005030,KR7005030002,2010-01-04,2020-11-06,TRANSITION,70.49,READY,,TRANSITION,20.9302,READY,70.49,75.25,EVENT_OBSERVED,TRIGGER,0.71151,0.416667,-0.058962,-0.063154,8.0,0.013444,0.234365,4.0,0.045,0.033183,0.067669,338.59,35.94,43.06,FILTERED_MARKET_CAP,True,True
005090,KR7005090006,2010-01-04,2014-08-01,TRANSITION,71.05,READY,,TRANSITION,56.8424,READY,71.05,70.25,EVENT_OBSERVED,TRIGGER,0.410765,0.5,-0.02921,-0.078833,8.0,-0.00141,-0.008021,1.0,-0.003656,0.014286,0.02579,2742.75,8.2,6.21,INVESTABLE,True,True
005090,KR7005090006,2010-01-04,2020-09-11,TRANSITION,77.99,READY,,TRANSITION,27.1396,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.533186,0.5,0.004813,-0.008763,8.0,0.0047,0.064809,0.0,,0.018519,0.043199,2026.72,18.34,8.77,INVESTABLE,True,True
005090,KR7005090006,2010-01-04,2021-06-11,EARLY_TREND,77.99,READY,,EARLY_TREND,78.249,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.792013,0.5,0.041841,0.319372,10.0,0.010991,0.074188,0.0,,0.007099,0.032272,7309.15,51.38,45.25,INVESTABLE,True,True
005110,KR7005110002,2010-01-04,2014-05-02,TRANSITION,74.49,READY,,TRANSITION,53.6154,READY,74.49,77.75,EVENT_NOT_OBSERVED,TRIGGER,0.335391,0.583333,0.16476,0.358583,5.0,0.000423,0.046197,0.0,,0.025575,0.059079,223.98,7.01,2.78,FILTERED_MARKET_CAP,True,True
005160,KR7005160007,2010-01-04,2014-07-11,TRANSITION,77.99,READY,,TRANSITION,54.8957,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.455621,0.416667,0.06357,0.110437,7.0,0.004629,0.025365,0.0,,0.017668,0.032759,2175.0,7.9,3.74,INVESTABLE,True,True
005160,KR7005160007,2010-01-04,2016-07-01,EARLY_TREND,75.49,READY,,EARLY_TREND,100.0,READY,75.49,82.75,EVENT_OBSERVED,TRIGGER,0.775735,0.416667,-0.083481,0.36782,7.0,0.007291,0.150032,4.0,-0.164815,0.020833,0.048865,2580.0,13.13,18.29,INVESTABLE,True,True
005160,KR7005160007,2010-01-04,2020-09-04,EARLY_TREND,73.24,READY,,EARLY_TREND,67.8137,READY,73.24,82.75,EVENT_OBSERVED,TRIGGER,0.726257,0.5,-0.050179,0.192713,8.0,0.010686,0.200373,6.0,-0.017828,0.043165,0.061725,2156.22,50.06,72.16,INVESTABLE,True,True
005160,KR7005160007,2010-01-04,2021-04-23,EARLY_TREND,79.3,READY,,EARLY_TREND,72.6228,READY,79.3,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.687398,0.416667,0.050932,0.338373,9.0,0.012747,0.006485,0.0,,0.016888,0.029973,2294.54,37.79,21.89,INVESTABLE,True,True
005160,KR7005160007,2010-01-04,2022-09-02,TRANSITION,74.99,READY,,TRANSITION,66.9761,READY,74.99,77.75,EVENT_OBSERVED,TRIGGER,0.627848,0.416667,-0.003876,0.243619,7.0,-0.000835,-0.060904,1.0,-0.032258,0.016,0.042894,2091.12,37.43,13.84,INVESTABLE,True,True
005180,KR7005180005,2010-01-04,2017-04-21,TRANSITION,74.05,READY,,TRANSITION,48.633,READY,74.05,75.25,EVENT_NOT_OBSERVED,TRIGGER,0.342466,0.416667,0.005714,-0.09813,10.0,0.00012,0.029854,0.0,,0.011527,0.018669,6935.27,13.06,11.07,INVESTABLE,True,True
005180,KR7005180005,2010-01-04,2018-08-31,TRANSITION,78.49,READY,,TRANSITION,72.3522,READY,78.49,82.75,EVENT_OBSERVED,TRIGGER,0.813725,0.5,-0.004261,0.0252,7.0,0.003269,0.009379,2.0,-0.021021,0.007278,0.035969,6905.72,27.94,14.91,INVESTABLE,True,True
005180,KR7005180005,2010-01-04,2021-04-23,TRANSITION,79.8,READY,,TRANSITION,43.6704,READY,79.8,82.75,EVENT_OBSERVED,TRIGGER,0.546755,0.5,-0.013804,0.029694,9.0,0.001525,0.031203,1.0,-0.006369,0.006231,0.02044,6334.35,28.5,21.77,INVESTABLE,True,True
005180,KR7005180005,2010-01-04,2023-11-03,TRANSITION,78.49,READY,,TRANSITION,64.1417,READY,78.49,82.75,EVENT_OBSERVED,TRIGGER,0.807606,0.416667,-0.061017,0.049451,8.0,0.007373,0.079236,11.0,-0.071429,0.014625,0.03565,5457.59,20.73,38.54,INVESTABLE,True,True
005180,KR7005180005,2010-01-04,2026-02-13,TRANSITION,73.35,READY,,TRANSITION,87.537,READY,73.35,74.25,EVENT_NOT_OBSERVED,TRIGGER,0.343373,0.5,0.030377,0.344485,5.0,-0.00157,0.020835,0.0,,0.01148,0.022406,8103.24,36.68,26.68,INVESTABLE,True,True
005250,KR7005250006,2010-01-04,2014-02-28,TRANSITION,76.24,READY,,TRANSITION,65.1747,READY,76.24,82.75,EVENT_OBSERVED,TRIGGER,0.71875,0.666667,-0.026786,0.199129,6.0,0.002363,0.023581,1.0,-0.051205,0.006211,0.031455,7689.11,24.62,11.15,INVESTABLE,True,True
005290,KR7005290002,2010-01-04,2015-03-13,TRANSITION,80.99,READY,,TRANSITION,33.9904,READY,80.99,82.75,EVENT_OBSERVED,TRIGGER,0.357488,0.5,-0.042222,0.042788,9.0,0.0033,0.004957,1.0,0.021951,0.028169,0.031157,1811.86,4.68,2.72,INVESTABLE,True,True
005290,KR7005290002,2010-01-04,2019-06-07,TRANSITION,73.04,READY,,TRANSITION,41.4346,READY,73.04,79.25,EVENT_OBSERVED,TRIGGER,0.284583,0.583333,-0.087786,0.094159,6.0,-0.007794,0.147699,3.0,-0.15261,0.026087,0.055888,6144.03,111.41,95.11,INVESTABLE,True,True
005290,KR7005290002,2010-01-04,2023-03-03,EARLY_TREND,74.99,READY,,EARLY_TREND,59.9738,READY,74.99,77.75,EVENT_OBSERVED,TRIGGER,0.392989,0.416667,-0.071336,0.284489,5.0,8.3e-05,0.046382,2.0,-0.07754,0.011364,0.034417,18406.39,216.08,176.82,INVESTABLE,True,True
005290,KR7005290002,2010-01-04,2023-06-02,TRANSITION,74.99,READY,,TRANSITION,73.2718,READY,74.99,77.75,EVENT_OBSERVED,TRIGGER,0.49262,0.5,-0.037037,0.291605,7.0,-0.002656,-0.009437,1.0,-0.028534,0.02584,0.048503,19383.26,472.33,337.83,INVESTABLE,True,True
005290,KR7005290002,2010-01-04,2024-05-10,EARLY_TREND,78.49,READY,,EARLY_TREND,86.3882,READY,78.49,82.75,EVENT_OBSERVED,TRIGGER,0.686047,0.5,-0.094175,0.351136,8.0,0.008176,0.054511,7.0,-0.053751,0.019912,0.04203,23984.86,450.2,649.72,INVESTABLE,True,True
005290,KR7005290002,2010-01-04,2025-10-10,TRANSITION,72.74,READY,,TRANSITION,55.6947,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.669329,0.5,0.041111,0.365382,6.0,0.012232,0.081457,0.0,,0.036364,0.037353,24087.69,315.23,189.29,INVESTABLE,True,True
005300,KR7005300009,2010-01-04,2014-05-23,TRANSITION,76.0,READY,,TRANSITION,92.4432,READY,76.0,81.25,EVENT_NOT_OBSERVED,TRIGGER,0.650636,0.666667,0.011478,0.287768,6.0,0.001688,-0.005278,0.0,,0.009615,0.029468,20723.15,35.43,28.0,INVESTABLE,True,True
005300,KR7005300009,2010-01-04,2021-02-05,TRANSITION,70.99,READY,,TRANSITION,26.4913,READY,70.99,75.25,EVENT_OBSERVED,TRIGGER,0.343741,0.666667,-0.030769,-0.079549,8.0,0.000376,0.10864,3.0,0.0,0.029536,0.038549,11308.65,69.66,71.04,INVESTABLE,True,True
005300,KR7005300009,2010-01-04,2023-11-10,TRANSITION,77.99,READY,,TRANSITION,55.1411,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.307525,0.583333,0.022668,0.146846,6.0,0.001422,0.013099,0.0,,0.008105,0.031213,14651.36,47.42,35.58,INVESTABLE,True,True
005300,KR7005300009,2010-01-04,2025-07-11,TRANSITION,75.74,READY,,TRANSITION,35.7913,READY,75.74,75.25,EVENT_OBSERVED,TRIGGER,0.309748,0.583333,-0.03062,-0.078756,7.0,0.000459,0.037969,1.0,0.022764,0.010736,0.036265,12043.99,37.09,27.07,INVESTABLE,True,True
005320,KR7005320007,2010-01-04,2016-04-01,TRANSITION,76.04,READY,,TRANSITION,42.4034,READY,76.04,79.25,EVENT_OBSERVED,TRIGGER,0.481053,0.416667,-0.086059,0.971238,8.0,-0.003129,0.094321,2.0,-0.028421,0.014192,0.049937,702.21,8.95,12.14,FILTERED_MARKET_CAP,True,True
005380,KR7005380001,2010-01-04,2017-05-26,TRANSITION,70.24,READY,,TRANSITION,52.6723,READY,70.24,75.25,EVENT_OBSERVED,TRIGGER,0.4,0.5,-0.04386,-0.072051,8.0,0.003745,0.030059,9.0,-0.122186,0.008824,0.031673,360152.04,1212.59,1002.07,INVESTABLE,True,True
005380,KR7005380001,2010-01-04,2019-06-28,TRANSITION,79.8,READY,,TRANSITION,50.8692,READY,79.8,82.75,EVENT_OBSERVED,TRIGGER,0.633333,0.416667,-0.02439,-0.009412,7.0,0.002253,0.044371,10.0,-0.05303,0.010676,0.018112,299135.46,604.62,724.2,INVESTABLE,True,True
005380,KR7005380001,2010-01-04,2020-08-07,TRANSITION,77.99,READY,,TRANSITION,40.0198,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.783439,0.5,0.069091,0.104766,10.0,0.002445,0.055036,0.0,,0.019685,0.041545,314092.23,3480.18,2198.55,INVESTABLE,True,True
005380,KR7005380001,2010-01-04,2023-04-07,TRANSITION,81.55,READY,,TRANSITION,28.3292,READY,81.55,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.345178,0.333333,0.001082,0.078995,9.0,0.00093,0.037534,0.0,,0.007073,0.019024,391544.82,923.29,993.14,INVESTABLE,True,True
005380,KR7005380001,2010-01-04,2025-10-17,TRANSITION,74.05,READY,,TRANSITION,84.8602,READY,74.05,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.350998,0.583333,0.042918,0.197044,7.0,0.00079,0.054448,0.0,,0.060403,0.021678,497561.37,1661.73,1517.05,INVESTABLE,True,True
005390,KR7005390000,2010-01-04,2021-06-04,TRANSITION,77.99,READY,,TRANSITION,68.6135,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.585492,0.416667,0.240476,0.947857,8.0,0.008379,0.077566,0.0,,0.01875,0.065259,3743.6,294.73,140.35,INVESTABLE,True,True
005390,KR7005390000,2010-01-04,2025-05-16,TRANSITION,73.24,READY,,TRANSITION,59.2413,READY,73.24,75.25,EVENT_OBSERVED,TRIGGER,0.48,0.416667,-0.020161,-0.03797,7.0,0.004165,0.023235,1.0,-0.046748,0.014344,0.044974,3492.11,8.18,4.22,INVESTABLE,True,True
005420,KR7005420005,2010-01-04,2017-03-03,TRANSITION,71.69,READY,,TRANSITION,54.6559,READY,71.69,73.75,EVENT_NOT_OBSERVED,TRIGGER,0.426808,0.5,0.095402,-0.086431,10.0,0.003402,-0.024373,0.0,,0.01811,0.048325,737.06,6.31,2.57,FILTERED_MARKET_CAP,True,True
005420,KR7005420005,2010-01-04,2021-01-08,TRANSITION,75.49,READY,,TRANSITION,13.6847,READY,75.49,82.75,EVENT_OBSERVED,TRIGGER,0.608894,0.416667,-0.071745,0.030601,8.0,0.011632,0.010691,3.0,-0.100139,0.023987,0.062813,3368.3,454.64,173.18,INVESTABLE,True,True
005430,KR7005430004,2010-01-04,2014-11-28,EARLY_TREND,80.24,READY,,EARLY_TREND,93.167,READY,80.24,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.843042,0.25,0.13191,0.497449,8.0,0.017144,0.14336,0.0,,0.013683,0.056683,1426.44,13.91,6.62,INVESTABLE,True,True
005430,KR7005430004,2010-01-04,2016-05-27,TRANSITION,69.79,READY,,TRANSITION,76.1256,READY,69.79,74.25,EVENT_NOT_OBSERVED,TRIGGER,0.32,0.75,0.001364,0.242194,5.0,-0.001081,0.046416,0.0,,0.016304,0.040775,1162.05,4.11,2.87,INVESTABLE,True,True
005430,KR7005430004,2010-01-04,2021-05-28,TRANSITION,77.99,READY,,TRANSITION,43.3499,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.628866,0.583333,0.003195,0.123546,9.0,0.002875,0.035878,0.0,,0.018047,0.040036,1491.35,12.56,7.51,INVESTABLE,True,True
