ticker,isu_cd,identity_effective_from,entry_signal_date,ledger_entry_pattern_a_stage,ledger_fast_score,enrichment_status,enrichment_error,reconstructed_pattern_a_stage,pattern_a_score,pattern_a_evaluation_status,reconstructed_fast_score,fast_weekly_core_score,fast_conditional_status,reconstructed_fast_machine_stage,range_position_24m,monthly_down_month_ratio_12m,distance_to_prior_26w_high_pct,close_vs_wma200_pct,higher_weekly_low_count_13w,wma52_slope_1w,wma12_vs_wma26_pct,weeks_since_26w_close_breakout,post_breakout_min_low_vs_level_pct_26w,recent_5d_max_gap_abs_pct,atr_14_pct,market_cap_eok,avg_trading_value_20d_eok,avg_trading_value_60d_eok,investability_status,stage_match,fast_score_match
000020,KR7000020008,2010-01-04,2014-04-18,TRANSITION,76.85,READY,,TRANSITION,75.6678,READY,76.85,79.25,EVENT_NOT_OBSERVED,TRIGGER,0.398089,0.5,0.008375,0.124167,8.0,-0.000493,0.045715,0.0,,0.008264,0.024798,1681.47,5.22,5.7,INVESTABLE,True,True
000020,KR7000020008,2010-01-04,2014-10-31,TRANSITION,78.49,READY,,TRANSITION,57.8287,READY,78.49,82.75,EVENT_OBSERVED,TRIGGER,0.574879,0.416667,-0.052795,0.124289,9.0,0.001824,0.00318,2.0,-0.02269,0.009677,0.038876,1703.82,9.48,6.0,INVESTABLE,True,True
000020,KR7000020008,2010-01-04,2015-03-13,TRANSITION,79.3,READY,,TRANSITION,64.7254,READY,79.3,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.623188,0.416667,0.025758,0.222938,8.0,0.003336,0.017033,0.0,,0.012365,0.02701,1890.96,7.02,5.56,INVESTABLE,True,True
000020,KR7000020008,2010-01-04,2018-01-26,EARLY_TREND,75.49,READY,,EARLY_TREND,94.0023,READY,75.49,82.75,EVENT_OBSERVED,TRIGGER,0.550102,0.416667,-0.069264,0.348893,8.0,0.005203,0.07988,10.0,-0.113171,0.014286,0.034751,3002.63,22.18,26.52,INVESTABLE,True,True
000050,KR7000050005,2010-01-04,2014-08-08,TRANSITION,76.94,READY,,TRANSITION,85.489,READY,76.94,81.25,EVENT_NOT_OBSERVED,TRIGGER,0.762802,0.583333,0.085106,0.635526,8.0,0.005138,-0.024122,0.0,,0.021053,0.047157,4194.54,7.26,3.57,INVESTABLE,True,True
000050,KR7000050005,2010-01-04,2016-10-07,TRANSITION,76.85,READY,,TRANSITION,73.0583,READY,76.85,79.25,EVENT_NOT_OBSERVED,TRIGGER,0.36,0.583333,0.007557,0.280271,7.0,-0.001112,0.024459,0.0,,0.010101,0.026429,5483.05,23.13,14.46,INVESTABLE,True,True
000050,KR7000050005,2010-01-04,2020-05-29,TRANSITION,72.74,READY,,TRANSITION,21.5774,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.823864,0.583333,0.064639,0.080243,7.0,0.006839,0.039138,0.0,,0.042802,0.059235,3838.14,19.88,19.05,INVESTABLE,True,True
000050,KR7000050005,2010-01-04,2021-05-28,EARLY_TREND,77.99,READY,,EARLY_TREND,85.4535,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.757396,0.416667,0.006515,0.29018,8.0,0.00229,0.054011,0.0,,0.00639,0.042765,4235.66,12.6,7.75,INVESTABLE,True,True
000050,KR7000050005,2010-01-04,2022-04-29,EARLY_TREND,73.24,READY,,EARLY_TREND,98.1948,READY,73.24,82.75,EVENT_OBSERVED,TRIGGER,0.766709,0.416667,-0.053571,0.326387,8.0,0.003719,0.049515,3.0,-0.0375,0.038806,0.03796,4359.03,4.15,2.51,INVESTABLE,True,True
000060,KR7000060004,2010-01-04,2015-05-08,EARLY_TREND,78.49,READY,,EARLY_TREND,78.918,READY,78.49,82.75,EVENT_OBSERVED,TRIGGER,0.663158,0.583333,-0.050676,0.104338,6.0,0.001285,0.024038,3.0,-0.010949,0.006993,0.031774,14887.8,84.93,58.87,INVESTABLE,True,True
000060,KR7000060004,2010-01-04,2018-11-23,TRANSITION,72.24,READY,,TRANSITION,77.9754,READY,72.24,77.75,EVENT_NOT_OBSERVED,TRIGGER,0.253521,0.75,0.004566,0.234196,7.0,-0.002446,-0.001322,0.0,,0.006818,0.043019,25009.6,54.08,39.41,INVESTABLE,True,True
000060,KR7000060004,2010-01-04,2021-04-02,TRANSITION,81.55,READY,,TRANSITION,14.5137,READY,81.55,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.618234,0.166667,0.013333,-0.002217,10.0,0.009056,0.051967,0.0,,0.007732,0.024436,22918.75,93.41,92.79,INVESTABLE,True,True
000070,KR7000070003,2010-01-04,2014-07-11,TRANSITION,74.6,READY,,TRANSITION,90.6194,READY,74.6,79.25,EVENT_NOT_OBSERVED,TRIGGER,0.428553,0.666667,0.028665,0.035661,7.0,-0.000447,0.006215,0.0,,0.010142,0.025771,6454.67,6.52,5.19,INVESTABLE,True,True
000070,KR7000070003,2010-01-04,2021-01-22,TRANSITION,77.99,READY,,TRANSITION,30.3628,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.686436,0.583333,0.09297,0.071647,9.0,0.009818,0.052195,0.0,,0.012046,0.038479,7853.44,36.92,19.85,INVESTABLE,True,True
000070,KR7000070003,2010-01-04,2025-06-13,TRANSITION,80.99,READY,,TRANSITION,49.6667,READY,80.99,82.75,EVENT_OBSERVED,TRIGGER,0.580148,0.583333,-0.035845,0.143504,8.0,0.003895,0.021936,1.0,0.096858,0.003439,0.046875,7481.89,52.82,23.15,INVESTABLE,True,True
000080,KR7000080002,2010-01-04,2016-01-15,TRANSITION,80.99,READY,,TRANSITION,61.6259,READY,80.99,82.75,EVENT_OBSERVED,TRIGGER,0.41958,0.5,-0.029877,0.098464,6.0,0.004262,0.034188,1.0,0.068898,0.0161,0.036749,19356.88,98.49,63.9,INVESTABLE,True,True
000080,KR7000080002,2010-01-04,2017-06-02,TRANSITION,75.1,READY,,TRANSITION,65.3167,READY,75.1,79.25,EVENT_OBSERVED,TRIGGER,0.365145,0.666667,-0.006148,0.027455,7.0,-8.8e-05,0.010184,1.0,-0.018789,0.006198,0.026804,17007.4,115.23,64.93,INVESTABLE,True,True
000080,KR7000080002,2010-01-04,2019-04-26,TRANSITION,71.6,READY,,TRANSITION,47.8234,READY,71.6,71.75,EVENT_NOT_OBSERVED,TRIGGER,0.275,0.583333,0.055118,-0.091004,8.0,-0.001665,0.039303,0.0,,0.010204,0.024698,14096.86,67.31,46.02,INVESTABLE,True,True
000080,KR7000080002,2010-01-04,2021-07-02,TRANSITION,75.1,READY,,TRANSITION,82.3646,READY,75.1,79.25,EVENT_OBSERVED,TRIGGER,0.654982,0.666667,-0.09816,0.373651,6.0,-0.003294,0.023299,4.0,-0.060567,0.009284,0.022157,25774.1,195.23,200.26,INVESTABLE,True,True
000100,KR7000100008,2010-01-04,2014-10-17,TRANSITION,74.05,READY,,TRANSITION,86.3434,READY,74.05,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.527973,0.5,0.002741,0.206408,7.0,0.001533,0.010762,0.0,,0.049378,0.024566,21412.89,59.78,50.65,INVESTABLE,True,True
000100,KR7000100008,2010-01-04,2023-06-02,TRANSITION,79.3,READY,,TRANSITION,60.2989,READY,79.3,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.652402,0.5,0.008259,0.166861,9.0,0.00144,0.018459,0.0,,0.011805,0.021395,46826.22,107.76,114.36,INVESTABLE,True,True
000120,KR7000120006,2010-01-04,2014-04-04,TRANSITION,78.49,READY,,TRANSITION,96.7301,READY,78.49,82.75,EVENT_OBSERVED,TRIGGER,0.790373,0.5,-0.061224,0.253584,6.0,0.004219,0.109398,5.0,-0.017778,0.012712,0.034783,26234.2,45.28,57.08,INVESTABLE,True,True
000120,KR7000120006,2010-01-04,2017-06-02,TRANSITION,76.85,READY,,TRANSITION,53.347,READY,76.85,79.25,EVENT_NOT_OBSERVED,TRIGGER,0.474684,0.5,0.039062,0.189525,9.0,-0.00157,0.009052,0.0,,0.007812,0.02381,45510.63,127.57,86.17,INVESTABLE,True,True
000120,KR7000120006,2010-01-04,2018-05-11,TRANSITION,69.24,READY,,TRANSITION,25.3976,READY,69.24,70.25,EVENT_NOT_OBSERVED,TRIGGER,0.323144,0.583333,0.073846,-0.031961,8.0,-0.000496,-0.00036,0.0,,0.013072,0.043799,39807.54,176.98,138.46,INVESTABLE,True,True
000120,KR7000120006,2010-01-04,2018-06-22,TRANSITION,65.54,READY,,TRANSITION,24.0917,READY,65.54,71.75,EVENT_OBSERVED,TRIGGER,0.262009,0.666667,-0.068182,-0.09159,7.0,-0.003054,0.072306,6.0,-0.101538,0.012987,0.038545,37412.24,130.5,137.05,INVESTABLE,True,True
000120,KR7000120006,2010-01-04,2020-05-29,TRANSITION,79.19,READY,,TRANSITION,67.0185,READY,79.19,81.25,EVENT_NOT_OBSERVED,TRIGGER,0.6,0.333333,0.003115,-0.000234,9.0,0.000199,-0.015415,0.0,,0.019481,0.034827,36727.87,150.4,123.26,INVESTABLE,True,True
000120,KR7000120006,2010-01-04,2024-01-05,TRANSITION,73.24,READY,,TRANSITION,30.8942,READY,73.24,75.25,EVENT_OBSERVED,TRIGGER,0.843478,0.583333,-0.034722,-0.025655,9.0,0.00822,0.130713,2.0,-0.013578,0.007752,0.040996,28538.24,156.72,123.47,INVESTABLE,True,True
000120,KR7000120006,2010-01-04,2026-01-30,TRANSITION,77.99,READY,,TRANSITION,22.522,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.376045,0.416667,0.002899,0.084838,9.0,0.005253,0.07834,0.0,,0.007064,0.035095,23679.21,82.65,80.17,INVESTABLE,True,True
000140,KR7000140004,2010-01-04,2014-03-07,TRANSITION,68.04,READY,,TRANSITION,67.238,READY,68.04,71.75,EVENT_NOT_OBSERVED,TRIGGER,0.410331,0.666667,0.056818,-0.043282,8.0,-0.003451,0.017404,0.0,,0.011628,0.030722,3237.34,6.29,4.37,INVESTABLE,True,True
000140,KR7000140004,2010-01-04,2015-04-17,TRANSITION,79.3,READY,,TRANSITION,15.4195,READY,79.3,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.312,0.583333,0.007117,0.123587,6.0,0.001079,0.004704,0.0,,0.007722,0.027764,3283.76,6.04,5.15,INVESTABLE,True,True
000140,KR7000140004,2010-01-04,2020-01-03,EARLY_TREND,77.74,READY,,EARLY_TREND,94.4504,READY,77.74,82.75,EVENT_OBSERVED,TRIGGER,0.814371,0.25,-0.098305,0.237117,8.0,0.012052,0.119812,8.0,-0.159011,0.007576,0.033029,3086.5,6.46,8.74,INVESTABLE,True,True
000150,KR7000150003,2010-01-04,2016-08-12,TRANSITION,73.24,READY,,TRANSITION,35.2196,READY,73.24,75.25,EVENT_OBSERVED,TRIGGER,0.5472,0.583333,-0.008613,-0.023816,8.0,0.003706,0.05151,2.0,-0.041287,0.013268,0.035714,24461.52,71.38,77.78,INVESTABLE,True,True
000150,KR7000150003,2010-01-04,2017-06-02,TRANSITION,77.44,READY,,TRANSITION,47.1202,READY,77.44,81.25,EVENT_OBSERVED,TRIGGER,0.610982,0.416667,-0.02965,0.016931,9.0,0.00327,-0.022029,1.0,-0.043294,0.021548,0.040547,23137.8,103.37,64.53,INVESTABLE,True,True
000150,KR7000150003,2010-01-04,2018-09-14,TRANSITION,77.99,READY,,TRANSITION,64.896,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.431821,0.583333,0.089158,0.295083,9.0,0.000932,0.005885,0.0,,0.018312,0.041941,26973.19,110.03,70.48,INVESTABLE,True,True
000150,KR7000150003,2010-01-04,2021-07-02,EARLY_TREND,78.49,READY,,EARLY_TREND,69.8224,READY,78.49,82.75,EVENT_OBSERVED,TRIGGER,0.845411,0.416667,-0.092166,0.346558,10.0,0.021348,0.218189,3.0,-0.032151,0.006403,0.039666,16275.98,199.43,163.8,INVESTABLE,True,True
000150,KR7000150003,2010-01-04,2022-11-25,TRANSITION,73.29,READY,,TRANSITION,60.1346,READY,73.29,79.25,EVENT_NOT_OBSERVED,TRIGGER,0.307164,0.666667,0.021944,0.323278,6.0,-0.004756,0.069372,0.0,,0.004362,0.046524,16160.31,165.65,205.83,INVESTABLE,True,True
000150,KR7000150003,2010-01-04,2023-03-10,EARLY_TREND,73.29,READY,,EARLY_TREND,82.7825,READY,73.29,79.25,EVENT_NOT_OBSERVED,TRIGGER,0.535802,0.666667,0.028653,0.442239,8.0,-0.004219,0.030053,0.0,,0.017208,0.048747,17796.17,242.67,151.25,INVESTABLE,True,True
000180,KR7000180000,2010-01-04,2014-02-28,EARLY_TREND,78.25,READY,,EARLY_TREND,67.3666,READY,78.25,81.25,EVENT_NOT_OBSERVED,TRIGGER,0.436,0.416667,0.007407,0.221952,8.0,0.00211,-0.016729,0.0,,0.005089,0.029237,1178.13,3.98,3.52,INVESTABLE,True,True
000180,KR7000180000,2010-01-04,2020-12-18,TRANSITION,77.99,READY,,TRANSITION,26.2269,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.732334,0.583333,0.048998,0.046819,8.0,0.009174,0.074618,0.0,,0.018692,0.044889,1642.65,31.64,55.75,INVESTABLE,True,True
000180,KR7000180000,2010-01-04,2021-01-22,TRANSITION,78.49,READY,,TRANSITION,57.4871,READY,78.49,82.75,EVENT_OBSERVED,TRIGGER,0.765577,0.5,-0.08413,0.074294,6.0,0.008654,0.127787,5.0,-0.062361,0.018692,0.042648,1670.55,18.64,35.14,INVESTABLE,True,True
000180,KR7000180000,2010-01-04,2025-09-05,TRANSITION,71.05,READY,,TRANSITION,28.2646,READY,71.05,70.25,EVENT_OBSERVED,TRIGGER,0.499583,0.416667,-0.07074,-0.097058,5.0,0.001451,0.106917,12.0,-0.009753,0.015679,0.02867,1209.49,1.46,1.44,FILTERED_LIQUIDITY,True,True
000210,KR7000210005,2010-01-04,2015-05-08,TRANSITION,73.49,READY,,TRANSITION,37.9497,READY,73.49,75.25,EVENT_OBSERVED,TRIGGER,0.546987,0.666667,-0.091727,-0.085303,9.0,0.000468,0.064321,2.0,0.003787,0.013331,0.049792,28257.6,405.45,326.72,INVESTABLE,True,True
000210,KR7000210005,2010-01-04,2016-02-19,TRANSITION,78.49,READY,,TRANSITION,30.0762,READY,78.49,82.75,EVENT_OBSERVED,TRIGGER,0.579838,0.583333,-0.008488,-0.001404,7.0,0.006558,0.002212,2.0,-0.015243,0.016467,0.034971,28431.6,201.87,138.63,INVESTABLE,True,True
000210,KR7000210005,2010-01-04,2020-06-05,TRANSITION,74.49,READY,,TRANSITION,71.2749,READY,74.49,77.75,EVENT_NOT_OBSERVED,TRIGGER,0.594917,0.5,0.004239,0.092673,8.0,-0.004796,-0.020335,0.0,,0.008681,0.045009,33025.2,324.66,332.64,INVESTABLE,True,True
000210,KR7000210005,2010-01-04,2025-07-04,TRANSITION,65.54,READY,,TRANSITION,51.5359,READY,65.54,71.75,EVENT_OBSERVED,TRIGGER,0.524927,0.583333,-0.032946,-0.037158,10.0,-0.003189,0.114873,4.0,-0.095445,0.051907,0.058116,10456.99,86.38,49.81,INVESTABLE,True,True
000210,KR7000210005,2010-01-04,2026-02-27,TRANSITION,74.99,READY,,TRANSITION,41.8495,READY,74.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.697947,0.333333,0.015717,0.075135,8.0,0.008829,0.046237,0.0,,0.041905,0.050636,10834.19,79.34,44.7,INVESTABLE,True,True
000210,KR7000210005,2010-01-04,2026-03-27,TRANSITION,81.92,READY,,TRANSITION,41.8495,READY,81.92,82.75,EVENT_OBSERVED,TRIGGER,0.697947,0.333333,-0.044275,0.307292,9.0,0.013746,0.106599,1.0,0.005629,0.024605,0.079473,13118.38,117.83,75.18,INVESTABLE,True,True
000220,KR7000220004,2010-01-04,2014-08-22,TRANSITION,72.74,READY,,TRANSITION,94.995,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.447094,0.583333,0.189659,0.612236,6.0,0.007812,0.033853,0.0,,0.03337,0.068363,615.22,39.01,13.98,FILTERED_MARKET_CAP,True,True
000220,KR7000220004,2010-01-04,2015-04-03,EARLY_TREND,80.24,READY,,EARLY_TREND,91.3428,READY,80.24,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.575045,0.333333,0.004817,0.511089,8.0,0.007617,0.081155,0.0,,0.01488,0.0497,625.42,8.85,7.65,FILTERED_MARKET_CAP,True,True
000230,KR7000230003,2010-01-04,2021-02-05,EARLY_TREND,72.74,READY,,EARLY_TREND,77.2141,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.821246,0.416667,0.046875,0.384887,11.0,0.014263,0.177799,0.0,,0.038596,0.052026,1933.02,13.18,21.57,INVESTABLE,True,True
000230,KR7000230003,2010-01-04,2025-11-07,TRANSITION,72.74,READY,,TRANSITION,38.8137,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.391134,0.416667,0.02207,-0.016366,7.0,0.015175,0.116669,0.0,,0.033149,0.069408,1549.88,84.93,53.01,INVESTABLE,True,True
000240,KR7000240002,2010-01-04,2015-01-16,EARLY_TREND,77.99,READY,,EARLY_TREND,92.7859,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.774336,0.583333,0.012048,0.192003,8.0,0.002969,0.030448,0.0,,0.008081,0.037982,23441.08,44.21,36.74,INVESTABLE,True,True
000240,KR7000240002,2010-01-04,2016-03-11,TRANSITION,76.85,READY,,TRANSITION,47.631,READY,76.85,79.25,EVENT_NOT_OBSERVED,TRIGGER,0.46789,0.5,0.072993,0.068745,8.0,-0.000415,0.001761,0.0,,0.01432,0.028669,20510.95,39.84,24.47,INVESTABLE,True,True
000240,KR7000240002,2010-01-04,2021-02-19,TRANSITION,81.92,READY,,TRANSITION,56.937,READY,81.92,82.75,EVENT_OBSERVED,TRIGGER,0.701245,0.333333,-0.048673,0.300582,8.0,0.012421,0.031904,2.0,0.028278,0.016588,0.077741,19999.34,211.97,108.63,INVESTABLE,True,True
000240,KR7000240002,2010-01-04,2023-12-01,TRANSITION,75.74,READY,,TRANSITION,32.2461,READY,75.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.684127,0.666667,0.058339,0.084148,7.0,0.002193,0.037089,0.0,,0.010267,0.034834,14639.01,42.86,29.7,INVESTABLE,True,True
000250,KR7000250001,2010-01-04,2017-01-06,TRANSITION,80.99,READY,,TRANSITION,53.1101,READY,80.99,82.75,EVENT_OBSERVED,TRIGGER,0.626234,0.416667,-0.019763,0.501988,6.0,0.00662,0.03846,3.0,0.008969,0.008696,0.050115,2728.06,145.38,55.33,INVESTABLE,True,True
000250,KR7000250001,2010-01-04,2020-03-06,EARLY_TREND,76.29,READY,,EARLY_TREND,68.5143,READY,76.29,79.25,EVENT_OBSERVED,TRIGGER,0.489437,0.75,-0.016685,0.594569,7.0,-0.003206,0.035696,2.0,0.068776,0.027228,0.057773,9770.77,205.37,109.86,INVESTABLE,True,True
000250,KR7000250001,2010-01-04,2020-07-31,EARLY_TREND,78.49,READY,,EARLY_TREND,70.6733,READY,78.49,82.75,EVENT_OBSERVED,TRIGGER,0.820827,0.583333,-0.029234,0.573085,7.0,0.008998,0.086052,1.0,-0.054204,0.019934,0.055704,10867.15,206.81,203.65,INVESTABLE,True,True
000270,KR7000270009,2010-01-04,2015-10-30,TRANSITION,74.05,READY,,TRANSITION,36.6906,READY,74.05,75.25,EVENT_NOT_OBSERVED,TRIGGER,0.65,0.583333,0.005405,-0.04978,9.0,0.001459,0.062824,0.0,,0.009124,0.027394,226192.75,561.04,613.33,INVESTABLE,True,True
000270,KR7000270009,2010-01-04,2019-01-18,TRANSITION,71.69,READY,,TRANSITION,33.9436,READY,71.69,73.75,EVENT_NOT_OBSERVED,TRIGGER,0.491803,0.416667,0.005618,-0.098784,8.0,0.001043,-0.009431,0.0,,0.017217,0.030726,145120.08,297.09,294.26,INVESTABLE,True,True
000270,KR7000270009,2010-01-04,2020-08-14,EARLY_TREND,77.99,READY,,EARLY_TREND,86.6816,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.744094,0.5,0.027778,0.225635,7.0,0.000405,0.101039,0.0,,0.024364,0.044562,179981.33,1079.14,803.9,INVESTABLE,True,True
000270,KR7000270009,2010-01-04,2023-03-31,TRANSITION,79.3,READY,,TRANSITION,52.3007,READY,79.3,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.630814,0.416667,0.007463,0.270538,8.0,0.001753,0.065645,0.0,,0.011321,0.02575,328344.31,975.58,1010.3,INVESTABLE,True,True
000270,KR7000270009,2010-01-04,2025-10-24,TRANSITION,72.74,READY,,TRANSITION,92.616,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.410653,0.5,0.013228,0.269915,6.0,0.00438,0.051593,0.0,,0.043711,0.03158,452463.87,1080.37,983.84,INVESTABLE,True,True
000300,KR7000300004,2010-01-04,2014-05-30,TRANSITION,80.74,READY,,TRANSITION,34.0318,READY,80.74,82.75,EVENT_OBSERVED,TRIGGER,0.472977,0.083333,-0.028446,0.196618,8.0,0.010814,0.157356,1.0,-0.047633,0.012355,0.043907,1806.47,23.91,20.95,INVESTABLE,True,True
000300,KR7000300004,2010-01-04,2018-05-11,TRANSITION,74.42,READY,,TRANSITION,11.4051,READY,74.42,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.481922,0.666667,0.033563,0.098698,8.0,0.00367,0.081795,0.0,,0.021203,0.070389,1083.88,18.97,11.56,INVESTABLE,True,True
000300,KR7000300004,2010-01-04,2019-05-10,TRANSITION,70.29,READY,,TRANSITION,53.8447,READY,70.29,79.25,EVENT_NOT_OBSERVED,TRIGGER,0.422424,0.583333,0.004539,0.081522,7.0,-0.00247,0.063889,0.0,,0.032307,0.041915,1128.69,21.9,11.83,INVESTABLE,True,True
000320,KR7000320002,2010-01-04,2021-02-19,TRANSITION,75.74,READY,,TRANSITION,35.2822,READY,75.74,75.25,EVENT_OBSERVED,TRIGGER,0.545455,0.5,-0.060484,-0.089164,6.0,0.000901,0.08467,9.0,0.023069,0.012766,0.036174,1548.42,5.31,7.57,INVESTABLE,True,True
000320,KR7000320002,2010-01-04,2023-09-01,TRANSITION,76.04,READY,,TRANSITION,28.5253,READY,76.04,79.25,EVENT_OBSERVED,TRIGGER,0.285523,0.416667,-0.066935,0.026232,7.0,-0.001415,0.043281,6.0,-0.079678,0.008439,0.038647,1537.79,4.4,3.58,INVESTABLE,True,True
000370,KR7000370007,2010-01-04,2014-08-01,TRANSITION,72.74,READY,,TRANSITION,60.9241,READY,72.74,75.25,EVENT_NOT_OBSERVED,TRIGGER,0.497973,0.5,0.014812,-0.056925,6.0,0.007003,0.037415,0.0,,0.004799,0.030282,5589.52,10.16,8.26,INVESTABLE,True,True
000370,KR7000370007,2010-01-04,2015-05-29,TRANSITION,72.74,READY,,TRANSITION,64.8472,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.79156,0.416667,0.101031,0.036681,6.0,0.003218,0.05166,0.0,,0.037351,0.032338,5344.52,20.68,15.11,INVESTABLE,True,True
000370,KR7000370007,2010-01-04,2017-06-09,EARLY_TREND,79.3,READY,,EARLY_TREND,92.3877,READY,79.3,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.744734,0.5,0.007535,0.308339,8.0,0.000972,0.018262,0.0,,0.005273,0.024899,7313.56,16.57,12.3,INVESTABLE,True,True
000370,KR7000370007,2010-01-04,2025-06-13,TRANSITION,72.74,READY,,TRANSITION,61.9182,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.382022,0.416667,0.113131,0.246247,9.0,0.003537,0.029548,0.0,,0.03876,0.048613,6432.31,29.15,15.56,INVESTABLE,True,True
000390,KR7000390005,2010-01-04,2015-07-17,TRANSITION,77.99,READY,,TRANSITION,58.1342,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.788949,0.583333,0.256614,1.668404,10.0,0.009604,0.050824,0.0,,0.020202,0.062256,5320.0,39.43,22.65,INVESTABLE,True,True
000400,KR7000400002,2010-01-04,2017-05-19,TRANSITION,79.6,READY,,TRANSITION,55.6578,READY,79.6,79.25,EVENT_OBSERVED,TRIGGER,0.395833,0.333333,-0.012456,0.029259,7.0,-0.000638,0.018367,1.0,-0.014599,0.012567,0.027027,3726.27,12.87,8.1,INVESTABLE,True,True
000400,KR7000400002,2010-01-04,2022-04-08,TRANSITION,77.99,READY,,TRANSITION,82.0984,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.6875,0.416667,0.048718,-0.004042,8.0,0.002328,0.00048,0.0,,0.012346,0.032309,6346.38,14.04,8.75,INVESTABLE,True,True
000400,KR7000400002,2010-01-04,2023-06-02,TRANSITION,79.85,READY,,TRANSITION,41.888,READY,79.85,79.25,EVENT_OBSERVED,TRIGGER,0.438222,0.583333,-0.041505,-0.00824,7.0,-0.000837,0.013004,3.0,0.004242,0.010327,0.017692,5375.03,4.07,2.64,INVESTABLE,True,True
000430,KR7000430009,2010-01-04,2014-08-08,TRANSITION,77.99,READY,,TRANSITION,87.4841,READY,77.99,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.356436,0.583333,0.002747,0.16414,10.0,0.00132,0.004898,0.0,,0.014006,0.031115,4526.0,2.06,1.76,FILTERED_LIQUIDITY,True,True
000430,KR7000430009,2010-01-04,2018-02-23,TRANSITION,73.24,READY,,TRANSITION,50.2069,READY,73.24,75.25,EVENT_OBSERVED,TRIGGER,0.51215,0.5,-0.096045,-0.072004,7.0,0.001048,0.024342,4.0,-0.05977,0.01606,0.043973,2976.0,11.07,6.58,INVESTABLE,True,True
000430,KR7000430009,2010-01-04,2023-05-12,TRANSITION,72.74,READY,,TRANSITION,41.9847,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.675789,0.416667,0.067853,0.332223,8.0,0.008238,0.053902,0.0,,0.047146,0.060714,2976.0,44.06,18.94,INVESTABLE,True,True
000430,KR7000430009,2010-01-04,2026-06-05,TRANSITION,74.17,READY,,TRANSITION,30.4408,READY,74.17,82.75,EVENT_OBSERVED,TRIGGER,0.545624,0.416667,-0.037374,0.104838,9.0,0.004691,0.034428,3.0,-0.118996,0.004246,0.074352,2954.3,21.35,11.22,INVESTABLE,True,True
000440,KR7000440008,2010-01-04,2014-06-13,TRANSITION,74.49,READY,,TRANSITION,76.5974,READY,74.49,77.75,EVENT_NOT_OBSERVED,TRIGGER,0.530233,0.416667,0.022026,0.233494,5.0,0.003152,0.025489,0.0,,0.009153,0.034945,288.94,0.34,0.22,FILTERED_MARKET_CAP,True,True
000440,KR7000440008,2010-01-04,2016-09-23,TRANSITION,81.55,READY,,TRANSITION,82.3009,READY,81.55,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.456716,0.333333,0.011345,0.25094,7.0,0.001112,0.016978,0.0,,0.014975,0.023043,388.57,0.19,0.19,FILTERED_MARKET_CAP,True,True
000440,KR7000440008,2010-01-04,2026-02-20,TRANSITION,72.74,READY,,TRANSITION,52.2068,READY,72.74,82.75,EVENT_NOT_OBSERVED,TRIGGER,0.27369,0.583333,0.16107,0.061047,6.0,0.006851,0.031407,0.0,,0.054054,0.052486,1270.33,38.41,20.1,INVESTABLE,True,True
000480,KR7000480004,2010-01-04,2014-03-21,TRANSITION,78.25,READY,,TRANSITION,80.799,READY,78.25,81.25,EVENT_NOT_OBSERVED,TRIGGER,0.680851,0.416667,0.00235,0.295476,8.0,0.005427,-0.005453,0.0,,0.004734,0.017334,3412.0,1.97,1.39,FILTERED_LIQUIDITY,True,True
