strategy_id,ticker,isu_cd,name,market,trade_id,trade_sequence,entry_signal_date,entry_signal_information_date,entry_execution_date,entry_open,entry_market_cap,market_cap_source,market_cap_anchor_date,entry_pattern_a_stage,fast_stage,fast_status,monthly_permission_state,daily_risk,fast_score,fast_score_status,hwm_price,mfe,mae,mfe_tier,max_hwm_drawdown_pct,soft_threshold_pct,hard_threshold_pct,fast_state_at_exit,exit_mfe_tier,exit_signal_date,exit_execution_date,exit_price,exit_reason,trade_status,final_valuation_date,final_valuation_price,unexecuted_exit_signal_date,unexecuted_exit_reason,terminal_return,holding_trading_days,identity_effective_from,identity_effective_to,종목명,매수일자,매수금액,매도일자,매도금액,수익률,보유일수,MFE,MAE,매도 사유
FASTCORE_V3_SIMPLE_V00,000050,KR7000050005,경방,KOSPI,FASTCORE_V3_SIMPLE_V00_000050_001,1,2021-05-28,2021-05-28,2021-05-31,15300.0,423565921500.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-05-28,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,17750.0,16.01,-62.88,BELOW_WINNER_MODE,-67.44,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,8190.0,,,-46.47,1281,2010-01-04,2026-08-21,경방,2021-05-31,15300.0,,,-46.47,1281,16.01,-62.88,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,000060,KR7000060004,메리츠화재,KOSPI,FASTCORE_V3_SIMPLE_V00_000060_001,1,2021-04-02,2021-04-02,2021-04-05,19000.0,2291875000000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-04-02,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,81.55,READY,34700.0,82.63,-9.74,MFE_50_TO_100,-20.17,-15.0,-25.0,SETUP,MFE_50_TO_100,2021-10-29,2021-11-01,27800.0,SOFT_EXIT,REALIZED,2021-11-01,27800.0,,,46.32,143,2010-01-04,2023-02-20,메리츠화재,2021-04-05,19000.0,2021-11-01,27800.0,46.32,143,82.63,-9.74,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000070,KR7000070003,삼양홀딩스,KOSPI,FASTCORE_V3_SIMPLE_V00_000070_001,1,2025-06-13,2025-06-13,2025-06-16,57321.0,748188508200.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-06-13,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.99,READY,71468.0,24.68,-7.68,MFE_20_TO_50,-21.51,-10.0,-20.0,SETUP,MFE_20_TO_50,2025-11-28,2025-12-01,60900.0,SOFT_EXIT,REALIZED,2025-12-01,60900.0,,,6.24,98,2010-01-04,2026-08-21,삼양홀딩스,2025-06-16,57321.0,2025-12-01,60900.0,6.24,98,24.68,-7.68,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000080,KR7000080002,하이트진로,KOSPI,FASTCORE_V3_SIMPLE_V00_000080_001,1,2021-07-02,2021-07-02,2021-07-05,36650.0,2577410204250.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-07-02,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.1,READY,38650.0,5.46,-62.26,BELOW_WINNER_MODE,-63.1,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,15240.0,,,-58.42,1256,2010-01-04,2026-08-21,하이트진로,2021-07-05,36650.0,,,-58.42,1256,5.46,-62.26,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,000100,KR7000100008,유한양행,KOSPI,FASTCORE_V3_SIMPLE_V00_000100_001,1,2023-06-02,2023-06-02,2023-06-05,58955.0,4682621942700.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2023-06-02,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,75513.0,28.09,-9.09,MFE_20_TO_50,-10.65,-10.0,-20.0,SETUP,MFE_20_TO_50,2023-09-01,2023-09-04,67474.0,SOFT_EXIT,REALIZED,2023-09-04,67474.0,,,14.45,64,2010-01-04,2026-08-21,유한양행,2023-06-05,58955.0,2023-09-04,67474.0,14.45,64,28.09,-9.09,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000100,KR7000100008,유한양행,KOSPI,FASTCORE_V3_SIMPLE_V00_000100_002,2,2023-09-08,2023-09-08,2023-09-11,70727.0,5594621961000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2023-09-08,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.49,READY,100400.0,41.95,-25.71,MFE_20_TO_50,-36.43,-10.0,-20.0,SETUP,MFE_20_TO_50,2024-08-09,2024-08-12,89300.0,SOFT_EXIT,REALIZED,2024-08-12,89300.0,,,26.26,225,2010-01-04,2026-08-21,유한양행,2023-09-11,70727.0,2024-08-12,89300.0,26.26,225,41.95,-25.71,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000120,KR7000120006,CJ대한통운,KOSPI,FASTCORE_V3_SIMPLE_V00_000120_001,1,2024-01-05,2024-01-05,2024-01-08,125600.0,2853824234400.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-01-05,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,73.24,READY,154000.0,22.61,-38.85,MFE_20_TO_50,-47.78,-10.0,-20.0,SETUP,MFE_20_TO_50,2026-02-27,2026-03-03,131500.0,SOFT_EXIT,REALIZED,2026-03-03,131500.0,,,4.7,521,2010-01-04,2026-08-21,CJ대한통운,2024-01-08,125600.0,2026-03-03,131500.0,4.7,521,22.61,-38.85,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000150,KR7000150003,두산,KOSPI,FASTCORE_V3_SIMPLE_V00_000150_001,1,2021-07-02,2021-07-02,2021-07-05,98200.0,1627597747500.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-07-02,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.49,READY,118500.0,20.67,-3.26,MFE_20_TO_50,-14.77,-10.0,-20.0,SETUP,MFE_20_TO_50,2021-07-23,2021-07-26,102000.0,SOFT_EXIT,REALIZED,2021-07-26,102000.0,,,3.87,16,2010-01-04,2026-08-21,두산,2021-07-05,98200.0,2021-07-26,102000.0,3.87,16,20.67,-3.26,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000150,KR7000150003,두산,KOSPI,FASTCORE_V3_SIMPLE_V00_000150_002,2,2022-11-25,2022-11-25,2022-11-28,97300.0,1616031063000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2022-11-25,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,73.29,READY,118900.0,22.2,-22.61,MFE_20_TO_50,-23.46,-10.0,-20.0,SETUP,MFE_20_TO_50,2023-08-03,2023-08-04,106800.0,SOFT_EXIT,REALIZED,2023-08-04,106800.0,,,9.76,172,2010-01-04,2026-08-21,두산,2022-11-28,97300.0,2023-08-04,106800.0,9.76,172,22.2,-22.61,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000180,KR7000180000,성창기업지주,KOSPI,FASTCORE_V3_SIMPLE_V00_000180_001,1,2021-04-30,2021-04-30,2021-05-03,14275.0,201582124000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-04-30,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,74.99,READY,17675.0,23.82,-0.88,MFE_20_TO_50,-15.13,-10.0,-20.0,SETUP,MFE_20_TO_50,2021-05-21,2021-05-24,14875.0,SOFT_EXIT,REALIZED,2021-05-24,14875.0,,,4.2,14,2010-01-04,2026-08-21,성창기업지주,2021-05-03,14275.0,2021-05-24,14875.0,4.2,14,23.82,-0.88,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000180,KR7000180000,성창기업지주,KOSPI,FASTCORE_V3_SIMPLE_V00_000180_002,2,2025-09-05,2025-09-05,2025-09-08,8795.0,120949274400.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-09-05,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,71.05,READY,9245.0,5.12,-50.03,BELOW_WINNER_MODE,-51.87,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,5290.0,,,-39.85,219,2010-01-04,2026-08-21,성창기업지주,2025-09-08,8795.0,,,-39.85,219,5.12,-50.03,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,000210,KR7000210005,DL,KOSPI,FASTCORE_V3_SIMPLE_V00_000210_001,1,2025-07-04,2025-07-04,2025-07-07,50100.0,1045698611600.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-07-04,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,65.54,READY,67200.0,34.13,-32.34,MFE_20_TO_50,-38.65,-10.0,-20.0,SETUP,MFE_20_TO_50,2026-04-03,2026-04-06,61600.0,SOFT_EXIT,REALIZED,2026-04-06,61600.0,,,22.95,183,2010-01-04,2026-08-21,DL,2025-07-07,50100.0,2026-04-06,61600.0,22.95,183,34.13,-32.34,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000210,KR7000210005,DL,KOSPI,FASTCORE_V3_SIMPLE_V00_000210_002,2,2026-04-17,2026-04-17,2026-04-20,64100.0,1353750106400.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2026-04-17,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,77.99,READY,77700.0,21.22,-3.59,MFE_20_TO_50,-17.63,-10.0,-20.0,SETUP,MFE_20_TO_50,2026-05-08,2026-05-11,63800.0,SOFT_EXIT,REALIZED,2026-05-11,63800.0,,,-0.47,14,2010-01-04,2026-08-21,DL,2026-04-20,64100.0,2026-05-11,63800.0,-0.47,14,21.22,-3.59,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000230,KR7000230003,일동홀딩스,KOSPI,FASTCORE_V3_SIMPLE_V00_000230_001,1,2025-11-07,2025-11-07,2025-11-10,13290.0,154987572000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-11-07,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,16370.0,23.18,-10.08,MFE_20_TO_50,-14.78,-10.0,-20.0,SETUP,MFE_20_TO_50,2025-11-21,2025-11-24,14220.0,SOFT_EXIT,REALIZED,2025-11-24,14220.0,,,7.0,11,2010-01-04,2026-08-21,일동홀딩스,2025-11-10,13290.0,2025-11-24,14220.0,7.0,11,23.18,-10.08,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000240,KR7000240002,한국앤컴퍼니,KOSPI,FASTCORE_V3_SIMPLE_V00_000240_001,1,2023-12-01,2023-12-01,2023-12-04,15710.0,1463901400800.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2023-12-01,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.74,READY,23750.0,51.18,-0.7,MFE_50_TO_100,-33.26,-15.0,-25.0,SETUP,MFE_50_TO_100,2023-12-15,2023-12-18,20600.0,HARD_EXIT,REALIZED,2023-12-18,20600.0,,,31.13,11,2010-01-04,2026-08-21,한국앤컴퍼니,2023-12-04,15710.0,2023-12-18,20600.0,31.13,11,51.18,-0.7,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000240,KR7000240002,한국앤컴퍼니,KOSPI,FASTCORE_V3_SIMPLE_V00_000240_002,2,2024-09-13,2024-09-13,2024-09-19,18000.0,1689847272000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-09-13,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.24,READY,21900.0,21.67,-12.28,MFE_20_TO_50,-12.79,-10.0,-20.0,WATCH,MFE_20_TO_50,2024-12-18,2024-12-19,18830.0,SOFT_EXIT,REALIZED,2024-12-19,18830.0,,,4.61,63,2010-01-04,2026-08-21,한국앤컴퍼니,2024-09-19,18000.0,2024-12-19,18830.0,4.61,63,21.67,-12.28,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000240,KR7000240002,한국앤컴퍼니,KOSPI,FASTCORE_V3_SIMPLE_V00_000240_003,3,2025-07-04,2025-07-04,2025-07-07,20450.0,1969906230000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-07-04,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,26750.0,30.81,-1.71,MFE_20_TO_50,-20.37,-10.0,-20.0,SETUP,MFE_20_TO_50,2025-08-22,2025-08-25,21450.0,HARD_EXIT,REALIZED,2025-08-25,21450.0,,,4.89,35,2010-01-04,2026-08-21,한국앤컴퍼니,2025-07-07,20450.0,2025-08-25,21450.0,4.89,35,30.81,-1.71,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000270,KR7000270009,기아,KOSPI,FASTCORE_V3_SIMPLE_V00_000270_001,1,2023-03-31,2023-03-31,2023-04-03,81500.0,32834431107000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2023-03-31,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,100900.0,23.8,-6.01,MFE_20_TO_50,-16.32,-10.0,-20.0,SETUP,MFE_20_TO_50,2024-01-12,2024-01-15,88700.0,SOFT_EXIT,REALIZED,2024-01-15,88700.0,,,8.83,193,2010-01-04,2026-08-21,기아,2023-04-03,81500.0,2024-01-15,88700.0,8.83,193,23.8,-6.01,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000270,KR7000270009,기아,KOSPI,FASTCORE_V3_SIMPLE_V00_000270_002,2,2024-05-24,2024-05-24,2024-05-27,120500.0,48245304360000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-05-24,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.05,READY,212500.0,76.35,-32.53,MFE_50_TO_100,-39.26,-15.0,-25.0,EXTENDED,MFE_50_TO_100,2026-03-04,2026-03-05,171600.0,HARD_EXIT,REALIZED,2026-03-05,171600.0,,,42.41,430,2010-01-04,2026-08-21,기아,2024-05-27,120500.0,2026-03-05,171600.0,42.41,430,76.35,-32.53,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000320,KR7000320002,노루홀딩스,KOSPI,FASTCORE_V3_SIMPLE_V00_000320_001,1,2021-05-07,2021-05-07,2021-05-10,16800.0,223291336800.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-05-07,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,83.24,READY,37150.0,121.13,-43.81,MFE_100_TO_200,-44.11,-20.0,-30.0,EXTENDED,MFE_100_TO_200,2025-09-29,2025-09-30,26100.0,HARD_EXIT,REALIZED,2025-09-30,26100.0,,,55.36,1080,2010-01-04,2026-08-21,노루홀딩스,2021-05-10,16800.0,2025-09-30,26100.0,55.36,1080,121.13,-43.81,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000370,KR7000370007,한화손해보험,KOSPI,FASTCORE_V3_SIMPLE_V00_000370_001,1,2025-06-13,2025-06-13,2025-06-16,5510.0,643231421650.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-06-13,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,8150.0,47.91,-3.81,MFE_20_TO_50,-20.25,-10.0,-20.0,EXTENDED,MFE_20_TO_50,2025-07-23,2025-07-24,6530.0,HARD_EXIT,REALIZED,2025-07-24,6530.0,,,18.51,29,2010-01-04,2026-08-21,한화손해보험,2025-06-16,5510.0,2025-07-24,6530.0,18.51,29,47.91,-3.81,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000400,KR7000400002,롯데손해보험,KOSPI,FASTCORE_V3_SIMPLE_V00_000400_001,1,2022-04-08,2022-04-08,2022-04-11,2060.0,634637774400.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2022-04-08,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,3245.0,57.52,-39.32,MFE_50_TO_100,-44.0,-15.0,-25.0,EXTENDED,MFE_50_TO_100,2023-10-18,2023-10-19,2405.0,HARD_EXIT,REALIZED,2023-10-19,2405.0,,,16.75,377,2010-01-04,2026-08-21,롯데손해보험,2022-04-11,2060.0,2023-10-19,2405.0,16.75,377,57.52,-39.32,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000430,KR7000430009,대원강업,KOSPI,FASTCORE_V3_SIMPLE_V00_000430_001,1,2023-05-12,2023-05-12,2023-05-15,4795.0,297600000000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2023-05-12,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,7030.0,46.61,-15.75,MFE_20_TO_50,-18.33,-10.0,-20.0,SETUP,MFE_20_TO_50,2023-07-05,2023-07-06,5950.0,SOFT_EXIT,REALIZED,2023-07-06,5950.0,,,24.09,37,2010-01-04,2026-08-21,대원강업,2023-05-15,4795.0,2023-07-06,5950.0,24.09,37,46.61,-15.75,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000430,KR7000430009,대원강업,KOSPI,FASTCORE_V3_SIMPLE_V00_000430_002,2,2026-06-05,2026-06-05,2026-06-08,4630.0,295430000000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2026-06-05,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,74.17,READY,6200.0,33.91,-3.13,MFE_20_TO_50,-20.24,-10.0,-20.0,TRIGGER,MFE_20_TO_50,2026-06-11,2026-06-12,5040.0,HARD_EXIT,REALIZED,2026-06-12,5040.0,,,8.86,5,2010-01-04,2026-08-21,대원강업,2026-06-08,4630.0,2026-06-12,5040.0,8.86,5,33.91,-3.13,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000440,KR7000440008,중앙에너비스,KOSDAQ,FASTCORE_V3_SIMPLE_V00_000440_001,1,2026-02-20,2026-02-20,2026-02-23,19160.0,127033452000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2026-02-20,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,38000.0,98.33,-3.65,MFE_50_TO_100,-26.05,-15.0,-25.0,SETUP,MFE_50_TO_100,2026-03-20,2026-03-23,28600.0,HARD_EXIT,REALIZED,2026-03-23,28600.0,,,49.27,20,2010-01-04,2026-08-21,중앙에너비스,2026-02-23,19160.0,2026-03-23,28600.0,49.27,20,98.33,-3.65,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000480,KR7000480004,CR홀딩스,KOSPI,FASTCORE_V3_SIMPLE_V00_000480_001,1,2021-05-07,2021-05-07,2021-05-10,9410.0,378400000000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-05-07,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,12300.0,30.71,-21.89,MFE_20_TO_50,-23.8,-10.0,-20.0,SETUP,MFE_20_TO_50,2023-04-19,2023-04-20,10500.0,SOFT_EXIT,REALIZED,2023-04-20,10500.0,,,11.58,468,2010-01-04,2026-08-21,CR홀딩스,2021-05-10,9410.0,2023-04-20,10500.0,11.58,468,30.71,-21.89,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000490,KR7000490003,대동,KOSPI,FASTCORE_V3_SIMPLE_V00_000490_001,1,2025-02-14,2025-02-14,2025-02-17,13280.0,340509664640.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-02-14,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,71.97,READY,13840.0,4.22,-58.81,BELOW_WINNER_MODE,-57.44,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,7550.0,,,-43.15,370,2010-01-04,2026-08-21,대동,2025-02-17,13280.0,,,-43.15,370,4.22,-58.81,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,000500,KR7000500009,가온전선,KOSPI,FASTCORE_V3_SIMPLE_V00_000500_001,1,2024-01-26,2024-01-26,2024-01-29,13780.0,184684444600.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-01-26,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,17781.0,29.03,-12.5,MFE_20_TO_50,-12.66,-10.0,-20.0,SETUP,MFE_20_TO_50,2024-03-22,2024-03-25,15892.0,SOFT_EXIT,REALIZED,2024-03-25,15892.0,,,15.33,38,2010-01-04,2026-08-21,가온전선,2024-01-29,13780.0,2024-03-25,15892.0,15.33,38,29.03,-12.5,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000500,KR7000500009,가온전선,KOSPI,FASTCORE_V3_SIMPLE_V00_000500_002,2,2024-03-29,2024-03-29,2024-04-01,16253.0,213012536700.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-03-29,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.74,READY,41398.0,154.71,-11.28,MFE_100_TO_200,-30.61,-20.0,-30.0,EXTENDED,MFE_100_TO_200,2024-06-03,2024-06-04,29006.0,HARD_EXIT,REALIZED,2024-06-04,29006.0,,,78.47,43,2010-01-04,2026-08-21,가온전선,2024-04-01,16253.0,2024-06-04,29006.0,78.47,43,154.71,-11.28,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000520,KR7000520007,삼일제약,KOSPI,FASTCORE_V3_SIMPLE_V00_000520_001,1,2024-03-22,2024-03-22,2024-03-25,10650.0,195787326000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-03-22,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.49,READY,19500.0,83.1,-26.76,MFE_50_TO_100,-37.79,-15.0,-25.0,EXTENDED,MFE_50_TO_100,2024-11-12,2024-11-13,14010.0,HARD_EXIT,REALIZED,2024-11-13,14010.0,,,31.55,156,2010-01-04,2026-08-21,삼일제약,2024-03-25,10650.0,2024-11-13,14010.0,31.55,156,83.1,-26.76,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000540,KR7000540005,흥국화재,KOSPI,FASTCORE_V3_SIMPLE_V00_000540_001,1,2025-06-13,2025-06-13,2025-06-16,4500.0,284916130575.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-06-13,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,6070.0,34.89,-9.33,MFE_20_TO_50,-18.2,-10.0,-20.0,SETUP,MFE_20_TO_50,2025-07-18,2025-07-21,4965.0,SOFT_EXIT,REALIZED,2025-07-21,4965.0,,,10.33,26,2010-01-04,2026-08-21,흥국화재,2025-06-16,4500.0,2025-07-21,4965.0,10.33,26,34.89,-9.33,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000590,KR7000590000,CS홀딩스,KOSPI,FASTCORE_V3_SIMPLE_V00_000590_001,1,2025-06-13,2025-06-13,2025-06-16,91700.0,106674136800.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-06-13,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,100300.0,9.38,-34.24,BELOW_WINNER_MODE,-39.18,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,67600.0,,,-26.28,291,2010-01-04,2026-08-21,CS홀딩스,2025-06-16,91700.0,,,-26.28,291,9.38,-34.24,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,000640,KR7000640003,동아쏘시오홀딩스,KOSPI,FASTCORE_V3_SIMPLE_V00_000640_001,1,2021-07-16,2021-07-16,2021-07-19,127839.0,866959701000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-07-16,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.3,READY,132085.0,3.32,-43.32,BELOW_WINNER_MODE,-44.14,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,90000.0,,,-29.6,1246,2010-01-04,2026-08-21,동아쏘시오홀딩스,2021-07-19,127839.0,,,-29.6,1246,3.32,-43.32,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,000660,KR7000660001,SK하이닉스,KOSPI,FASTCORE_V3_SIMPLE_V00_000660_001,1,2022-03-04,2022-03-04,2022-03-07,119000.0,90636294442500.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2022-03-04,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,73.04,READY,248500.0,108.82,-38.57,MFE_100_TO_200,-40.0,-20.0,-30.0,SETUP,MFE_100_TO_200,2024-08-02,2024-08-05,168000.0,HARD_EXIT,REALIZED,2024-08-05,168000.0,,,41.18,597,2010-01-04,2026-08-21,SK하이닉스,2022-03-07,119000.0,2024-08-05,168000.0,41.18,597,108.82,-38.57,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000670,KR7000670000,영풍,KOSPI,FASTCORE_V3_SIMPLE_V00_000670_001,1,2021-04-30,2021-04-30,2021-05-03,63794.0,1250745160000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-04-30,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,74.05,READY,85090.0,33.38,-26.37,MFE_20_TO_50,-34.68,-10.0,-20.0,SETUP,MFE_20_TO_50,2022-11-25,2022-11-28,73405.0,SOFT_EXIT,REALIZED,2022-11-28,73405.0,,,15.07,389,2010-01-04,2026-08-21,영풍,2021-05-03,63794.0,2022-11-28,73405.0,15.07,389,33.38,-26.37,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,000670,KR7000670000,영풍,KOSPI,FASTCORE_V3_SIMPLE_V00_000670_002,2,2025-11-14,2025-11-14,2025-11-17,55064.0,1054786440000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-11-14,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,71797.0,30.39,-2.65,MFE_20_TO_50,-21.41,-10.0,-20.0,TRIGGER,MFE_20_TO_50,2025-12-16,2025-12-17,56426.0,HARD_EXIT,REALIZED,2025-12-17,56426.0,,,2.47,23,2010-01-04,2026-08-21,영풍,2025-11-17,55064.0,2025-12-17,56426.0,2.47,23,30.39,-2.65,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,000670,KR7000670000,영풍,KOSPI,FASTCORE_V3_SIMPLE_V00_000670_003,3,2026-01-30,2026-01-30,2026-02-02,59700.0,1173258955000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2026-01-30,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.49,READY,71000.0,18.93,-48.07,BELOW_WINNER_MODE,-54.79,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,37300.0,,,-37.52,135,2010-01-04,2026-08-21,영풍,2026-02-02,59700.0,,,-37.52,135,18.93,-48.07,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,000680,KR7000680009,LS네트웍스,KOSPI,FASTCORE_V3_SIMPLE_V00_000680_001,1,2021-05-28,2021-05-28,2021-05-31,3770.0,303785626680.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-05-28,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,74.99,READY,6290.0,66.84,-6.37,MFE_50_TO_100,-25.04,-15.0,-25.0,EXTENDED,MFE_50_TO_100,2021-07-13,2021-07-14,4775.0,HARD_EXIT,REALIZED,2021-07-14,4775.0,,,26.66,33,2010-01-04,2026-08-21,LS네트웍스,2021-05-31,3770.0,2021-07-14,4775.0,26.66,33,66.84,-6.37,HARD_EXIT
