strategy_id,ticker,isu_cd,name,market,trade_id,trade_sequence,entry_signal_date,entry_signal_information_date,entry_execution_date,entry_open,entry_market_cap,market_cap_source,market_cap_anchor_date,entry_pattern_a_stage,fast_stage,fast_status,monthly_permission_state,daily_risk,fast_score,fast_score_status,hwm_price,mfe,mae,mfe_tier,max_hwm_drawdown_pct,soft_threshold_pct,hard_threshold_pct,fast_state_at_exit,exit_mfe_tier,exit_signal_date,exit_execution_date,exit_price,exit_reason,trade_status,final_valuation_date,final_valuation_price,unexecuted_exit_signal_date,unexecuted_exit_reason,terminal_return,holding_trading_days,identity_effective_from,identity_effective_to,종목명,매수일자,매수금액,매도일자,매도금액,수익률,보유일수,MFE,MAE,매도 사유
FASTCORE_V3_SIMPLE_V00,012330,KR7012330007,현대모비스,KOSPI,FASTCORE_V3_SIMPLE_V00_012330_001,1,2024-03-29,2024-03-29,2024-04-01,257500.0,23882048970000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-03-29,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.74,READY,318000.0,23.5,-22.14,MFE_20_TO_50,-21.24,-10.0,-20.0,SETUP,MFE_20_TO_50,2025-08-01,2025-08-04,281000.0,SOFT_EXIT,REALIZED,2025-08-04,281000.0,,,9.13,326,2010-01-04,2026-08-21,현대모비스,2024-04-01,257500.0,2025-08-04,281000.0,9.13,326,23.5,-22.14,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,012330,KR7012330007,현대모비스,KOSPI,FASTCORE_V3_SIMPLE_V00_012330_002,2,2025-08-08,2025-08-08,2025-08-11,296500.0,27171347824000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-08-08,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.49,READY,531000.0,79.09,-4.55,MFE_50_TO_100,-28.25,-15.0,-25.0,EXTENDED,MFE_50_TO_100,2026-03-23,2026-03-24,397500.0,HARD_EXIT,REALIZED,2026-03-24,397500.0,,,34.06,149,2010-01-04,2026-08-21,현대모비스,2025-08-11,296500.0,2026-03-24,397500.0,34.06,149,79.09,-4.55,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,012450,KR7012450003,한화에어로스페이스,KOSPI,FASTCORE_V3_SIMPLE_V00_012450_001,1,2021-05-28,2021-05-28,2021-05-31,48282.0,2397330500000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-05-28,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,59591.0,23.42,-15.3,MFE_20_TO_50,-28.53,-10.0,-20.0,SETUP,MFE_20_TO_50,2022-03-18,2022-03-21,52663.0,SOFT_EXIT,REALIZED,2022-03-21,52663.0,,,9.07,199,2010-01-04,2026-08-21,한화에어로스페이스,2021-05-31,48282.0,2022-03-21,52663.0,9.07,199,23.42,-15.3,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,012510,KR7012510004,더존비즈온,KOSPI,FASTCORE_V3_SIMPLE_V00_012510_001,1,2021-09-17,2021-09-17,2021-09-23,107500.0,3291961718500.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-09-17,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,72.04,READY,156000.0,45.12,-76.56,MFE_20_TO_50,-77.13,-10.0,-20.0,EXTENDED,MFE_20_TO_50,2026-06-01,2026-06-02,120000.0,HARD_EXIT,REALIZED,2026-06-02,120000.0,,,11.63,1147,2010-01-04,2026-07-14,더존비즈온,2021-09-23,107500.0,2026-06-02,120000.0,11.63,1147,45.12,-76.56,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,012610,KR7012610002,경인양행,KOSPI,FASTCORE_V3_SIMPLE_V00_012610_001,1,2026-01-02,2026-01-02,2026-01-05,5020.0,208497988650.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2026-01-02,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,78.92,READY,6150.0,22.51,-28.19,MFE_20_TO_50,-35.91,-10.0,-20.0,SETUP,MFE_20_TO_50,2026-05-06,2026-05-07,5400.0,SOFT_EXIT,REALIZED,2026-05-07,5400.0,,,7.57,83,2010-01-04,2026-08-21,경인양행,2026-01-05,5020.0,2026-05-07,5400.0,7.57,83,22.51,-28.19,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,012630,KR7012630000,HDC,KOSPI,FASTCORE_V3_SIMPLE_V00_012630_001,1,2024-02-02,2024-02-02,2024-02-05,8510.0,508999462920.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-02-02,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,74.99,READY,25350.0,197.88,-10.46,MFE_100_TO_200,-24.3,-20.0,-30.0,WATCH,MFE_100_TO_200,2025-09-19,2025-09-22,19190.0,SOFT_EXIT,REALIZED,2025-09-22,19190.0,,,125.5,397,2010-01-04,2026-08-21,HDC,2024-02-05,8510.0,2025-09-22,19190.0,125.5,397,197.88,-10.46,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,012690,KR7012690004,모나리자,KOSPI,FASTCORE_V3_SIMPLE_V00_012690_001,1,2024-05-03,2024-05-03,2024-05-07,3790.0,138605056450.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-05-03,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,83.24,READY,5930.0,56.46,-7.39,MFE_50_TO_100,-29.51,-15.0,-25.0,TRIGGER,MFE_50_TO_100,2024-06-05,2024-06-07,4140.0,HARD_EXIT,REALIZED,2024-06-07,4140.0,,,9.23,22,2010-01-04,2026-08-21,모나리자,2024-05-07,3790.0,2024-06-07,4140.0,9.23,22,56.46,-7.39,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,012700,KR7012700001,리드코프,KOSDAQ,FASTCORE_V3_SIMPLE_V00_012700_001,1,2021-05-07,2021-05-07,2021-05-10,9210.0,243304442000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-05-07,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,82.05,READY,11700.0,27.04,-4.78,MFE_20_TO_50,-19.49,-10.0,-20.0,SETUP,MFE_20_TO_50,2021-07-09,2021-07-12,9420.0,SOFT_EXIT,REALIZED,2021-07-12,9420.0,,,2.28,45,2010-01-04,2026-08-21,리드코프,2021-05-10,9210.0,2021-07-12,9420.0,2.28,45,27.04,-4.78,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,012750,KR7012750006,에스원,KOSPI,FASTCORE_V3_SIMPLE_V00_012750_001,1,2024-11-29,2024-11-29,2024-12-02,63000.0,2386348378400.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-11-29,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,74.55,READY,87000.0,38.1,-10.79,MFE_20_TO_50,-13.06,-10.0,-20.0,SETUP,MFE_20_TO_50,2025-10-17,2025-10-20,76500.0,SOFT_EXIT,REALIZED,2025-10-20,76500.0,,,21.43,212,2010-01-04,2026-08-21,에스원,2024-12-02,63000.0,2025-10-20,76500.0,21.43,212,38.1,-10.79,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,012750,KR7012750006,에스원,KOSPI,FASTCORE_V3_SIMPLE_V00_012750_002,2,2026-02-13,2026-02-13,2026-02-19,92200.0,3503524211600.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2026-02-13,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,79.19,READY,103000.0,11.71,-27.55,BELOW_WINNER_MODE,-33.79,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,76800.0,,,-16.7,125,2010-01-04,2026-08-21,에스원,2026-02-19,92200.0,,,-16.7,125,11.71,-27.55,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,013030,KR7013030002,하이록코리아,KOSDAQ,FASTCORE_V3_SIMPLE_V00_013030_001,1,2021-04-02,2021-04-02,2021-04-05,17200.0,232786267200.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-04-02,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,76.3,READY,21000.0,22.09,-5.23,MFE_20_TO_50,-14.76,-10.0,-20.0,SETUP,MFE_20_TO_50,2021-05-21,2021-05-24,17900.0,SOFT_EXIT,REALIZED,2021-05-24,17900.0,,,4.07,34,2010-01-04,2026-08-21,하이록코리아,2021-04-05,17200.0,2021-05-24,17900.0,4.07,34,22.09,-5.23,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,013030,KR7013030002,하이록코리아,KOSDAQ,FASTCORE_V3_SIMPLE_V00_013030_002,2,2022-08-12,2022-08-12,2022-08-16,21850.0,296087796000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2022-08-12,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,26900.0,23.11,-2.29,MFE_20_TO_50,-16.54,-10.0,-20.0,SETUP,MFE_20_TO_50,2022-09-16,2022-09-19,22450.0,SOFT_EXIT,REALIZED,2022-09-19,22450.0,,,2.75,23,2010-01-04,2026-08-21,하이록코리아,2022-08-16,21850.0,2022-09-19,22450.0,2.75,23,23.11,-2.29,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,013030,KR7013030002,하이록코리아,KOSDAQ,FASTCORE_V3_SIMPLE_V00_013030_003,3,2026-04-10,2026-04-10,2026-04-13,42200.0,510737449600.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2026-04-10,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.24,READY,48100.0,13.98,-34.72,BELOW_WINNER_MODE,-39.19,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,29950.0,,,-29.03,89,2010-01-04,2026-08-21,하이록코리아,2026-04-13,42200.0,,,-29.03,89,13.98,-34.72,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,013120,KR7013120001,동원개발,KOSDAQ,FASTCORE_V3_SIMPLE_V00_013120_001,1,2021-06-04,2021-06-04,2021-06-07,6490.0,586620326000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-06-04,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,82.05,READY,6940.0,6.93,-70.43,BELOW_WINNER_MODE,-71.04,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,2140.0,,,-67.03,1276,2010-01-04,2026-08-21,동원개발,2021-06-07,6490.0,,,-67.03,1276,6.93,-70.43,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,013310,KR7013310008,아진산업,KOSDAQ,FASTCORE_V3_SIMPLE_V00_013310_001,1,2023-04-07,2023-04-07,2023-04-10,3306.0,135823037000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2023-04-07,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,4087.0,23.62,-4.96,MFE_20_TO_50,-16.78,-10.0,-20.0,SETUP,MFE_20_TO_50,2023-04-21,2023-04-24,3396.0,SOFT_EXIT,REALIZED,2023-04-24,3396.0,,,2.72,11,2015-12-22,2026-08-21,아진산업,2023-04-10,3306.0,2023-04-24,3396.0,2.72,11,23.62,-4.96,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,013310,KR7013310008,아진산업,KOSDAQ,FASTCORE_V3_SIMPLE_V00_013310_002,2,2023-04-28,2023-04-28,2023-05-02,3800.0,154450196360.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2023-04-28,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,77.17,READY,7610.0,100.26,-10.03,MFE_100_TO_200,-47.66,-20.0,-30.0,EXTENDED,MFE_100_TO_200,2023-08-16,2023-08-17,3894.0,HARD_EXIT,REALIZED,2023-08-17,3894.0,,,2.47,74,2015-12-22,2026-08-21,아진산업,2023-05-02,3800.0,2023-08-17,3894.0,2.47,74,100.26,-10.03,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,013520,KR7013520002,화승코퍼레이션,KOSPI,FASTCORE_V3_SIMPLE_V00_013520_001,1,2025-10-17,2025-10-17,2025-10-20,2310.0,115618392120.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-10-17,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,76.94,READY,4000.0,73.16,-15.54,MFE_50_TO_100,-30.75,-15.0,-25.0,EXTENDED,MFE_50_TO_100,2026-03-04,2026-03-05,2935.0,HARD_EXIT,REALIZED,2026-03-05,2935.0,,,27.06,92,2010-01-04,2026-08-21,화승코퍼레이션,2025-10-20,2310.0,2026-03-05,2935.0,27.06,92,73.16,-15.54,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,013570,KR7013570007,디와이,KOSPI,FASTCORE_V3_SIMPLE_V00_013570_001,1,2021-04-09,2021-04-09,2021-04-12,5880.0,154759442040.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-04-09,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,82.05,READY,7530.0,28.06,-16.75,MFE_20_TO_50,-28.64,-10.0,-20.0,SETUP,MFE_20_TO_50,2021-11-26,2021-11-29,6320.0,SOFT_EXIT,REALIZED,2021-11-29,6320.0,,,7.48,158,2010-01-04,2026-08-21,디와이,2021-04-12,5880.0,2021-11-29,6320.0,7.48,158,28.06,-16.75,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,013570,KR7013570007,디와이,KOSPI,FASTCORE_V3_SIMPLE_V00_013570_002,2,2026-01-16,2026-01-16,2026-01-19,5060.0,133177342980.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2026-01-16,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.74,READY,5640.0,11.46,-28.56,BELOW_WINNER_MODE,-35.55,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,4180.0,,,-17.39,145,2010-01-04,2026-08-21,디와이,2026-01-19,5060.0,,,-17.39,145,11.46,-28.56,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,013700,KR7013700000,까뮤이앤씨,KOSPI,FASTCORE_V3_SIMPLE_V00_013700_001,1,2026-08-14,2026-08-14,2026-08-18,1766.0,105101709970.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2026-08-14,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.24,READY,1839.0,4.13,-14.72,BELOW_WINNER_MODE,-16.04,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,1600.0,,,-9.4,4,2010-01-04,2026-08-21,까뮤이앤씨,2026-08-18,1766.0,,,-9.4,4,4.13,-14.72,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,013810,KR7013810007,스페코,KOSDAQ,FASTCORE_V3_SIMPLE_V00_013810_001,1,2022-06-03,2022-06-03,2022-06-07,8880.0,121933510400.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2022-06-03,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,73.04,READY,9520.0,7.21,-83.58,BELOW_WINNER_MODE,-84.03,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,1541.0,,,-82.65,1030,2010-01-04,2026-08-21,스페코,2022-06-07,8880.0,,,-82.65,1030,7.21,-83.58,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,013990,KR7013990007,아가방컴퍼니,KOSDAQ,FASTCORE_V3_SIMPLE_V00_013990_001,1,2021-04-16,2021-04-16,2021-04-19,5310.0,175619442240.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-04-16,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,71.86,READY,7340.0,38.23,-6.03,MFE_20_TO_50,-23.16,-10.0,-20.0,TRIGGER,MFE_20_TO_50,2021-06-03,2021-06-04,5610.0,HARD_EXIT,REALIZED,2021-06-04,5610.0,,,5.65,33,2010-01-04,2026-08-21,아가방컴퍼니,2021-04-19,5310.0,2021-06-04,5610.0,5.65,33,38.23,-6.03,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,013990,KR7013990007,아가방컴퍼니,KOSDAQ,FASTCORE_V3_SIMPLE_V00_013990_002,2,2024-01-05,2024-01-05,2024-01-08,5770.0,189432207360.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-01-05,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,66.61,READY,7180.0,24.44,-1.21,MFE_20_TO_50,-18.66,-10.0,-20.0,SETUP,MFE_20_TO_50,2024-01-26,2024-01-29,5740.0,SOFT_EXIT,REALIZED,2024-01-29,5740.0,,,-0.52,16,2010-01-04,2026-08-21,아가방컴퍼니,2024-01-08,5770.0,2024-01-29,5740.0,-0.52,16,24.44,-1.21,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,014440,KR7014440002,영보화학,KOSPI,FASTCORE_V3_SIMPLE_V00_014440_001,1,2021-06-18,2021-06-18,2021-06-21,5690.0,112200000000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-06-18,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,78.49,READY,6180.0,8.61,-44.82,BELOW_WINNER_MODE,-47.79,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,4655.0,,,-18.19,1266,2010-01-04,2026-08-21,영보화학,2021-06-21,5690.0,,,-18.19,1266,8.61,-44.82,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,014470,KR7014470009,부방,KOSDAQ,FASTCORE_V3_SIMPLE_V00_014470_001,1,2022-05-06,2022-05-06,2022-05-09,3470.0,195169845000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2022-05-06,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,70.79,READY,4480.0,29.11,-59.08,MFE_20_TO_50,-59.97,-10.0,-20.0,SETUP,MFE_20_TO_50,2023-12-01,2023-12-04,3675.0,SOFT_EXIT,REALIZED,2023-12-04,3675.0,,,5.91,390,2010-01-04,2026-08-21,부방,2022-05-09,3470.0,2023-12-04,3675.0,5.91,390,29.11,-59.08,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,014530,KR7014530000,극동유화,KOSPI,FASTCORE_V3_SIMPLE_V00_014530_001,1,2023-08-04,2023-08-04,2023-08-07,4300.0,149938506000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2023-08-04,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.74,READY,5170.0,20.23,-17.21,MFE_20_TO_50,-30.04,-10.0,-20.0,SETUP,MFE_20_TO_50,2023-10-16,2023-10-17,4530.0,SOFT_EXIT,REALIZED,2023-10-17,4530.0,,,5.35,46,2010-01-04,2026-08-21,극동유화,2023-08-07,4300.0,2023-10-17,4530.0,5.35,46,20.23,-17.21,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,014580,KR7014580005,태경비케이,KOSPI,FASTCORE_V3_SIMPLE_V00_014580_001,1,2021-07-23,2021-07-23,2021-07-26,5720.0,158878656000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-07-23,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,80.24,READY,7370.0,28.85,0.0,MFE_20_TO_50,-20.62,-10.0,-20.0,EXTENDED,MFE_20_TO_50,2021-08-19,2021-08-20,5900.0,HARD_EXIT,REALIZED,2021-08-20,5900.0,,,3.15,19,2010-01-04,2026-08-21,태경비케이,2021-07-26,5720.0,2021-08-20,5900.0,3.15,19,28.85,0.0,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,014580,KR7014580005,태경비케이,KOSPI,FASTCORE_V3_SIMPLE_V00_014580_002,2,2022-11-25,2022-11-25,2022-11-28,6140.0,169636065000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2022-11-25,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,75.49,READY,7690.0,25.24,-1.63,MFE_20_TO_50,-20.55,-10.0,-20.0,EXTENDED,MFE_20_TO_50,2022-12-07,2022-12-08,6130.0,HARD_EXIT,REALIZED,2022-12-08,6130.0,,,-0.16,9,2010-01-04,2026-08-21,태경비케이,2022-11-28,6140.0,2022-12-08,6130.0,-0.16,9,25.24,-1.63,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,014620,KR7014620009,성광벤드,KOSDAQ,FASTCORE_V3_SIMPLE_V00_014620_001,1,2021-04-30,2021-04-30,2021-05-03,10800.0,303160000000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2021-04-30,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,17650.0,63.43,-32.04,MFE_50_TO_100,-33.66,-15.0,-25.0,EXTENDED,MFE_50_TO_100,2022-10-19,2022-10-20,13100.0,HARD_EXIT,REALIZED,2022-10-20,13100.0,,,21.3,362,2010-01-04,2026-08-21,성광벤드,2021-05-03,10800.0,2022-10-20,13100.0,21.3,362,63.43,-32.04,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,014620,KR7014620009,성광벤드,KOSDAQ,FASTCORE_V3_SIMPLE_V00_014620_002,2,2024-08-02,2024-08-02,2024-08-05,14220.0,416130000000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-08-02,EARLY_TREND,TRIGGER,READY,PERMITTED_REGIME,NORMAL,76.29,READY,32500.0,128.55,-19.76,MFE_100_TO_200,-30.46,-20.0,-30.0,EXTENDED,MFE_100_TO_200,2025-04-07,2025-04-08,23300.0,HARD_EXIT,REALIZED,2025-04-08,23300.0,,,63.85,162,2010-01-04,2026-08-21,성광벤드,2024-08-05,14220.0,2025-04-08,23300.0,63.85,162,128.55,-19.76,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,014680,KR7014680003,한솔케미칼,KOSPI,FASTCORE_V3_SIMPLE_V00_014680_001,1,2025-08-29,2025-08-29,2025-09-01,175000.0,2009730073500.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-08-29,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,73.24,READY,238500.0,36.29,-9.37,MFE_20_TO_50,-13.21,-10.0,-20.0,SETUP,MFE_20_TO_50,2025-11-21,2025-11-24,211500.0,SOFT_EXIT,REALIZED,2025-11-24,211500.0,,,20.86,56,2010-01-04,2026-08-21,한솔케미칼,2025-09-01,175000.0,2025-11-24,211500.0,20.86,56,36.29,-9.37,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,014710,KR7014710008,사조씨푸드,KOSPI,FASTCORE_V3_SIMPLE_V00_014710_001,1,2022-03-04,2022-03-04,2022-03-07,6400.0,106754966600.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2022-03-04,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,72.74,READY,7890.0,23.28,-8.91,MFE_20_TO_50,-20.15,-10.0,-20.0,TRIGGER,MFE_20_TO_50,2022-03-30,2022-03-31,6540.0,HARD_EXIT,REALIZED,2022-03-31,6540.0,,,2.19,18,2012-06-29,2026-08-21,사조씨푸드,2022-03-07,6400.0,2022-03-31,6540.0,2.19,18,23.28,-8.91,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,014710,KR7014710008,사조씨푸드,KOSPI,FASTCORE_V3_SIMPLE_V00_014710_002,2,2025-06-20,2025-06-20,2025-06-23,7790.0,134304635400.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-06-20,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,10360.0,32.99,-1.93,MFE_20_TO_50,-20.17,-10.0,-20.0,EXTENDED,MFE_20_TO_50,2025-07-15,2025-07-16,8400.0,HARD_EXIT,REALIZED,2025-07-16,8400.0,,,7.83,18,2012-06-29,2026-08-21,사조씨푸드,2025-06-23,7790.0,2025-07-16,8400.0,7.83,18,32.99,-1.93,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,014790,KR7014790000,HL D&I,KOSPI,FASTCORE_V3_SIMPLE_V00_014790_001,1,2025-07-11,2025-07-11,2025-07-14,2870.0,108086305855.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-07-11,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,72.74,READY,4120.0,43.55,-21.78,MFE_20_TO_50,-26.49,-10.0,-20.0,TRIGGER,MFE_20_TO_50,2026-03-04,2026-03-05,3385.0,HARD_EXIT,REALIZED,2026-03-05,3385.0,,,17.94,156,2010-01-04,2026-08-21,HL D&I,2025-07-14,2870.0,2026-03-05,3385.0,17.94,156,43.55,-21.78,HARD_EXIT
FASTCORE_V3_SIMPLE_V00,014830,KR7014830004,유니드,KOSPI,FASTCORE_V3_SIMPLE_V00_014830_001,1,2024-04-05,2024-04-05,2024-04-08,87100.0,585397400000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-04-05,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,118700.0,36.28,-7.69,MFE_20_TO_50,-13.06,-10.0,-20.0,SETUP,MFE_20_TO_50,2024-06-14,2024-06-17,105800.0,SOFT_EXIT,REALIZED,2024-06-17,105800.0,,,21.47,46,2010-01-04,2026-08-21,유니드,2024-04-08,87100.0,2024-06-17,105800.0,21.47,46,36.28,-7.69,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,014830,KR7014830004,유니드,KOSPI,FASTCORE_V3_SIMPLE_V00_014830_002,2,2025-04-25,2025-04-25,2025-04-28,88700.0,595548800000.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2025-04-25,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,62.79,READY,101600.0,14.54,-37.09,BELOW_WINNER_MODE,-43.31,,,,,,,,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,2026-08-21,61300.0,,,-30.89,321,2010-01-04,2026-08-21,유니드,2025-04-28,88700.0,,,-30.89,321,14.54,-37.09,OPEN_AT_CUTOFF
FASTCORE_V3_SIMPLE_V00,014940,KR7014940001,오리엔탈정공,KOSDAQ,FASTCORE_V3_SIMPLE_V00_014940_001,1,2024-05-17,2024-05-17,2024-05-20,3740.0,170445492140.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-05-17,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,NORMAL,77.99,READY,4995.0,33.56,-11.5,MFE_20_TO_50,-16.52,-10.0,-20.0,SETUP,MFE_20_TO_50,2024-08-23,2024-08-26,4140.0,SOFT_EXIT,REALIZED,2024-08-26,4140.0,,,10.7,69,2010-01-04,2026-08-21,오리엔탈정공,2024-05-20,3740.0,2024-08-26,4140.0,10.7,69,33.56,-11.5,SOFT_EXIT
FASTCORE_V3_SIMPLE_V00,014940,KR7014940001,오리엔탈정공,KOSDAQ,FASTCORE_V3_SIMPLE_V00_014940_002,2,2024-11-29,2024-11-29,2024-12-02,5160.0,234248617540.0,ACTUAL_KRX_LOCAL_RAW_SNAPSHOT,2024-11-29,TRANSITION,TRIGGER,READY,PERMITTED_REGIME,ELEVATED,75.62,READY,6440.0,24.81,-20.35,MFE_20_TO_50,-30.72,-10.0,-20.0,SETUP,MFE_20_TO_50,2025-02-07,2025-02-10,5230.0,SOFT_EXIT,REALIZED,2025-02-10,5230.0,,,1.36,44,2010-01-04,2026-08-21,오리엔탈정공,2024-12-02,5160.0,2025-02-10,5230.0,1.36,44,24.81,-20.35,SOFT_EXIT
