ticker,name,signal_reference_date,execution_candidate_date,pattern_a_stage
001450,현대해상,2025-07-04,2025-07-07,TRANSITION
001450,현대해상,2025-07-11,2025-07-14,TRANSITION
001450,현대해상,2025-07-18,2025-07-21,TRANSITION
001450,현대해상,2025-08-29,2025-09-01,TRANSITION
001450,현대해상,2025-09-05,2025-09-08,TRANSITION
001450,현대해상,2025-09-12,2025-09-15,TRANSITION
001450,현대해상,2026-02-20,2026-02-23,TRANSITION
001460,BYC,2025-07-04,2025-07-07,TRANSITION
001460,BYC,2025-07-11,2025-07-14,TRANSITION
001460,BYC,2025-07-18,2025-07-21,TRANSITION
001460,BYC,2025-12-12,2025-12-15,TRANSITION
001500,현대차증권,2025-06-13,2025-06-16,TRANSITION
001500,현대차증권,2025-06-27,2025-06-30,TRANSITION
001500,현대차증권,2025-07-04,2025-07-07,TRANSITION
001500,현대차증권,2025-07-11,2025-07-14,TRANSITION
001500,현대차증권,2025-07-18,2025-07-21,TRANSITION
001500,현대차증권,2026-01-30,2026-02-02,TRANSITION
001500,현대차증권,2026-02-06,2026-02-09,TRANSITION
001500,현대차증권,2026-02-13,2026-02-19,EARLY_TREND
001510,SK증권,2025-05-30,2025-06-02,TRANSITION
001510,SK증권,2025-06-13,2025-06-16,TRANSITION
001510,SK증권,2025-06-20,2025-06-23,TRANSITION
001510,SK증권,2025-06-27,2025-06-30,TRANSITION
001510,SK증권,2026-01-30,2026-02-02,EARLY_TREND
001560,제일연마,2025-07-11,2025-07-14,TRANSITION
001560,제일연마,2025-08-29,2025-09-01,TRANSITION
001630,종근당홀딩스,2025-05-30,2025-06-02,TRANSITION
001630,종근당홀딩스,2025-06-13,2025-06-16,TRANSITION
001630,종근당홀딩스,2025-06-20,2025-06-23,TRANSITION
001630,종근당홀딩스,2025-07-04,2025-07-07,TRANSITION
001630,종근당홀딩스,2025-07-11,2025-07-14,TRANSITION
001630,종근당홀딩스,2025-07-18,2025-07-21,TRANSITION
001680,대상,2025-02-28,2025-03-04,TRANSITION
001680,대상,2025-03-07,2025-03-10,TRANSITION
001680,대상,2025-03-14,2025-03-17,TRANSITION
001680,대상,2025-03-21,2025-03-24,TRANSITION
001680,대상,2025-03-28,2025-03-31,TRANSITION
001680,대상,2025-04-25,2025-04-28,TRANSITION
001680,대상,2025-05-02,2025-05-07,TRANSITION
001680,대상,2025-05-09,2025-05-12,TRANSITION
001720,신영증권,2024-10-04,2024-10-07,EARLY_TREND
001720,신영증권,2024-10-11,2024-10-14,EARLY_TREND
001720,신영증권,2024-10-18,2024-10-21,EARLY_TREND
001720,신영증권,2024-10-25,2024-10-28,EARLY_TREND
001740,SK네트웍스,2023-06-02,2023-06-05,TRANSITION
001740,SK네트웍스,2023-06-09,2023-06-12,TRANSITION
001740,SK네트웍스,2023-06-16,2023-06-19,TRANSITION
001740,SK네트웍스,2023-06-23,2023-06-26,TRANSITION
001740,SK네트웍스,2023-06-30,2023-07-03,TRANSITION
001740,SK네트웍스,2023-07-07,2023-07-10,TRANSITION
001740,SK네트웍스,2023-07-14,2023-07-17,TRANSITION
001740,SK네트웍스,2023-07-21,2023-07-24,TRANSITION
001740,SK네트웍스,2023-07-28,2023-07-31,TRANSITION
001740,SK네트웍스,2026-02-13,2026-02-19,TRANSITION
001740,SK네트웍스,2026-02-27,2026-03-03,TRANSITION
001740,SK네트웍스,2026-05-08,2026-05-11,TRANSITION
001750,한양증권,2024-08-02,2024-08-05,EARLY_TREND
001800,오리온홀딩스,2024-08-02,2024-08-05,TRANSITION
001800,오리온홀딩스,2024-08-23,2024-08-26,TRANSITION
001800,오리온홀딩스,2024-08-30,2024-09-02,TRANSITION
001800,오리온홀딩스,2024-09-06,2024-09-09,TRANSITION
001800,오리온홀딩스,2024-09-27,2024-09-30,TRANSITION
001800,오리온홀딩스,2024-10-04,2024-10-07,TRANSITION
001800,오리온홀딩스,2024-10-11,2024-10-14,TRANSITION
001800,오리온홀딩스,2024-10-18,2024-10-21,TRANSITION
001800,오리온홀딩스,2024-10-25,2024-10-28,TRANSITION
001800,오리온홀딩스,2024-11-29,2024-12-02,TRANSITION
001800,오리온홀딩스,2024-12-06,2024-12-09,TRANSITION
001800,오리온홀딩스,2024-12-13,2024-12-16,TRANSITION
001800,오리온홀딩스,2024-12-20,2024-12-23,TRANSITION
001800,오리온홀딩스,2025-04-25,2025-04-28,TRANSITION
001800,오리온홀딩스,2026-02-13,2026-02-19,TRANSITION
001800,오리온홀딩스,2026-02-20,2026-02-23,TRANSITION
001800,오리온홀딩스,2026-08-07,2026-08-10,TRANSITION
001820,삼화콘덴서,2025-10-10,2025-10-13,TRANSITION
001940,KISCO홀딩스,2025-05-30,2025-06-02,EARLY_TREND
001940,KISCO홀딩스,2025-06-13,2025-06-16,EARLY_TREND
001940,KISCO홀딩스,2025-06-20,2025-06-23,EARLY_TREND
001940,KISCO홀딩스,2025-07-04,2025-07-07,EARLY_TREND
001940,KISCO홀딩스,2025-07-11,2025-07-14,EARLY_TREND
001940,KISCO홀딩스,2025-07-18,2025-07-21,EARLY_TREND
001940,KISCO홀딩스,2025-09-19,2025-09-22,TRANSITION
002150,도화엔지니어링,2026-05-08,2026-05-11,TRANSITION
002170,SYTS,2025-08-08,2025-08-11,EARLY_TREND
002170,SYTS,2025-08-22,2025-08-25,EARLY_TREND
002170,SYTS,2025-08-29,2025-09-01,EARLY_TREND
002170,SYTS,2025-09-12,2025-09-15,TRANSITION
002170,SYTS,2025-09-19,2025-09-22,TRANSITION
002170,SYTS,2025-09-26,2025-09-29,TRANSITION
002170,SYTS,2026-02-20,2026-02-23,EARLY_TREND
002200,한국수출포장,2024-12-06,2024-12-09,TRANSITION
002200,한국수출포장,2024-12-13,2024-12-16,TRANSITION
002200,한국수출포장,2024-12-20,2024-12-23,TRANSITION
002200,한국수출포장,2024-12-27,2024-12-30,TRANSITION
002200,한국수출포장,2025-06-20,2025-06-23,TRANSITION
002200,한국수출포장,2025-06-27,2025-06-30,TRANSITION
002200,한국수출포장,2025-07-04,2025-07-07,TRANSITION
002200,한국수출포장,2025-07-11,2025-07-14,TRANSITION
002200,한국수출포장,2025-07-18,2025-07-21,TRANSITION
002200,한국수출포장,2025-08-01,2025-08-04,TRANSITION
002200,한국수출포장,2025-08-08,2025-08-11,TRANSITION
002200,한국수출포장,2025-08-22,2025-08-25,TRANSITION
002200,한국수출포장,2025-08-29,2025-09-01,TRANSITION
002200,한국수출포장,2025-09-05,2025-09-08,TRANSITION
002200,한국수출포장,2025-11-14,2025-11-17,TRANSITION
002200,한국수출포장,2025-11-21,2025-11-24,TRANSITION
002200,한국수출포장,2025-11-28,2025-12-01,TRANSITION
002200,한국수출포장,2025-12-05,2025-12-08,TRANSITION
002200,한국수출포장,2025-12-12,2025-12-15,TRANSITION
002200,한국수출포장,2025-12-19,2025-12-22,TRANSITION
002200,한국수출포장,2025-12-26,2025-12-29,EARLY_TREND
002200,한국수출포장,2026-01-02,2026-01-05,TRANSITION
002200,한국수출포장,2026-01-09,2026-01-12,TRANSITION
002200,한국수출포장,2026-01-16,2026-01-19,TRANSITION
002200,한국수출포장,2026-01-23,2026-01-26,TRANSITION
002220,한일철강,2025-11-14,2025-11-17,EARLY_TREND
002240,고려제강,2026-01-02,2026-01-05,TRANSITION
002240,고려제강,2026-01-16,2026-01-19,TRANSITION
002240,고려제강,2026-01-23,2026-01-26,TRANSITION
002240,고려제강,2026-01-30,2026-02-02,TRANSITION
002240,고려제강,2026-02-06,2026-02-09,TRANSITION
002240,고려제강,2026-02-20,2026-02-23,TRANSITION
002240,고려제강,2026-02-27,2026-03-03,TRANSITION
002240,고려제강,2026-04-17,2026-04-20,TRANSITION
002310,아세아제지,2025-07-11,2025-07-14,TRANSITION
002310,아세아제지,2025-07-18,2025-07-21,TRANSITION
002320,한진,2025-07-11,2025-07-14,TRANSITION
002320,한진,2025-07-18,2025-07-21,TRANSITION
002350,넥센타이어,2025-11-07,2025-11-10,TRANSITION
002350,넥센타이어,2025-11-14,2025-11-17,TRANSITION
002350,넥센타이어,2025-11-21,2025-11-24,TRANSITION
002350,넥센타이어,2025-11-28,2025-12-01,TRANSITION
002350,넥센타이어,2025-12-05,2025-12-08,TRANSITION
002350,넥센타이어,2025-12-12,2025-12-15,TRANSITION
002350,넥센타이어,2025-12-19,2025-12-22,TRANSITION
002350,넥센타이어,2025-12-26,2025-12-29,TRANSITION
002350,넥센타이어,2026-01-02,2026-01-05,TRANSITION
002350,넥센타이어,2026-01-16,2026-01-19,TRANSITION
002350,넥센타이어,2026-01-23,2026-01-26,TRANSITION
002350,넥센타이어,2026-02-06,2026-02-09,TRANSITION
002350,넥센타이어,2026-02-13,2026-02-19,TRANSITION
002350,넥센타이어,2026-02-20,2026-02-23,TRANSITION
002380,KCC,2025-05-30,2025-06-02,TRANSITION
002380,KCC,2025-06-13,2025-06-16,EARLY_TREND
002380,KCC,2025-06-20,2025-06-23,EARLY_TREND
002380,KCC,2025-07-04,2025-07-07,EARLY_TREND
002380,KCC,2025-07-11,2025-07-14,EARLY_TREND
002380,KCC,2025-07-18,2025-07-21,EARLY_TREND
002380,KCC,2025-07-25,2025-07-28,EARLY_TREND
002380,KCC,2025-08-08,2025-08-11,EARLY_TREND
002380,KCC,2025-08-22,2025-08-25,EARLY_TREND
002450,삼익악기,2024-12-27,2024-12-30,TRANSITION
002450,삼익악기,2025-01-03,2025-01-06,TRANSITION
002450,삼익악기,2025-01-10,2025-01-13,TRANSITION
002460,HS화성,2025-01-03,2025-01-06,TRANSITION
002460,HS화성,2025-01-10,2025-01-13,TRANSITION
002460,HS화성,2025-05-30,2025-06-02,TRANSITION
002460,HS화성,2025-06-20,2025-06-23,TRANSITION
002460,HS화성,2025-06-27,2025-06-30,TRANSITION
002460,HS화성,2025-07-04,2025-07-07,TRANSITION
002460,HS화성,2025-07-11,2025-07-14,TRANSITION
002460,HS화성,2025-07-18,2025-07-21,TRANSITION
002460,HS화성,2025-07-25,2025-07-28,TRANSITION
002460,HS화성,2026-02-13,2026-02-19,EARLY_TREND
002460,HS화성,2026-02-20,2026-02-23,EARLY_TREND
002460,HS화성,2026-02-27,2026-03-03,EARLY_TREND
002790,아모레퍼시픽홀딩스,2025-07-04,2025-07-07,TRANSITION
002790,아모레퍼시픽홀딩스,2025-07-11,2025-07-14,TRANSITION
002790,아모레퍼시픽홀딩스,2025-07-18,2025-07-21,TRANSITION
002790,아모레퍼시픽홀딩스,2025-07-25,2025-07-28,TRANSITION
002790,아모레퍼시픽홀딩스,2026-02-13,2026-02-19,TRANSITION
002790,아모레퍼시픽홀딩스,2026-02-20,2026-02-23,TRANSITION
002810,삼영무역,2025-03-07,2025-03-10,TRANSITION
002810,삼영무역,2025-03-21,2025-03-24,TRANSITION
002810,삼영무역,2025-03-28,2025-03-31,TRANSITION
002810,삼영무역,2025-04-04,2025-04-07,TRANSITION
002810,삼영무역,2025-04-11,2025-04-14,TRANSITION
002810,삼영무역,2025-04-18,2025-04-21,TRANSITION
002810,삼영무역,2025-04-25,2025-04-28,TRANSITION
002810,삼영무역,2025-05-02,2025-05-07,TRANSITION
002810,삼영무역,2025-05-09,2025-05-12,TRANSITION
002810,삼영무역,2025-05-16,2025-05-19,TRANSITION
002810,삼영무역,2025-05-23,2025-05-26,TRANSITION
002810,삼영무역,2026-02-27,2026-03-03,EARLY_TREND
002840,미원상사,2024-08-02,2024-08-05,TRANSITION
002960,한국쉘석유,2024-10-11,2024-10-14,TRANSITION
002960,한국쉘석유,2024-10-18,2024-10-21,TRANSITION
002960,한국쉘석유,2024-10-25,2024-10-28,TRANSITION
002990,금호건설,2026-02-13,2026-02-19,TRANSITION
002990,금호건설,2026-02-20,2026-02-23,TRANSITION
002990,금호건설,2026-02-27,2026-03-03,TRANSITION
002990,금호건설,2026-03-13,2026-03-16,TRANSITION
002990,금호건설,2026-03-20,2026-03-23,TRANSITION
002990,금호건설,2026-04-17,2026-04-20,TRANSITION
002990,금호건설,2026-04-24,2026-04-27,TRANSITION
003000,부광약품,2026-02-27,2026-03-03,TRANSITION
003000,부광약품,2026-03-20,2026-03-23,TRANSITION
003010,혜인,2025-02-28,2025-03-04,TRANSITION
003010,혜인,2025-03-07,2025-03-10,TRANSITION
003010,혜인,2025-03-14,2025-03-17,TRANSITION
003010,혜인,2026-04-17,2026-04-20,TRANSITION
003030,세아제강지주,2025-01-24,2025-01-31,TRANSITION
003030,세아제강지주,2025-02-07,2025-02-10,EARLY_TREND
003030,세아제강지주,2025-02-14,2025-02-17,EARLY_TREND
003030,세아제강지주,2025-02-21,2025-02-24,EARLY_TREND
003070,코오롱글로벌,2026-03-20,2026-03-23,TRANSITION
003070,코오롱글로벌,2026-04-17,2026-04-20,TRANSITION
003080,SB성보,2025-07-18,2025-07-21,TRANSITION
003090,대웅,2024-10-11,2024-10-14,TRANSITION
003090,대웅,2024-10-18,2024-10-21,TRANSITION
003090,대웅,2025-05-30,2025-06-02,TRANSITION
003090,대웅,2025-07-18,2025-07-21,EARLY_TREND
003090,대웅,2026-02-13,2026-02-19,TRANSITION
003090,대웅,2026-02-20,2026-02-23,EARLY_TREND
003160,디아이,2025-10-10,2025-10-13,TRANSITION
003160,디아이,2025-10-31,2025-11-03,EARLY_TREND
003200,일신방직,2025-07-11,2025-07-14,TRANSITION
003230,삼양식품,2022-04-22,2022-04-25,TRANSITION
003230,삼양식품,2022-12-23,2022-12-26,TRANSITION
003230,삼양식품,2023-02-03,2023-02-06,TRANSITION
003230,삼양식품,2023-02-10,2023-02-13,EARLY_TREND
003230,삼양식품,2023-02-17,2023-02-20,EARLY_TREND
003230,삼양식품,2023-02-24,2023-02-27,EARLY_TREND
003230,삼양식품,2023-03-03,2023-03-06,EARLY_TREND
003230,삼양식품,2023-03-10,2023-03-13,TRANSITION
003240,태광산업,2025-02-28,2025-03-04,TRANSITION
003240,태광산업,2025-03-07,2025-03-10,TRANSITION
003240,태광산업,2025-05-09,2025-05-12,TRANSITION
003240,태광산업,2025-05-16,2025-05-19,TRANSITION
003240,태광산업,2025-05-23,2025-05-26,TRANSITION
003240,태광산업,2026-02-13,2026-02-19,TRANSITION
003240,태광산업,2026-02-20,2026-02-23,TRANSITION
003300,한일홀딩스,2025-07-04,2025-07-07,EARLY_TREND
003300,한일홀딩스,2025-07-11,2025-07-14,EARLY_TREND
003300,한일홀딩스,2025-07-18,2025-07-21,EARLY_TREND
003300,한일홀딩스,2025-07-25,2025-07-28,EARLY_TREND
003300,한일홀딩스,2025-08-29,2025-09-01,EARLY_TREND
003300,한일홀딩스,2026-03-20,2026-03-23,TRANSITION
003460,유화증권,2025-05-02,2025-05-07,TRANSITION
003460,유화증권,2025-05-09,2025-05-12,TRANSITION
003460,유화증권,2025-05-16,2025-05-19,TRANSITION
003460,유화증권,2025-05-23,2025-05-26,TRANSITION
003460,유화증권,2025-07-04,2025-07-07,EARLY_TREND
003460,유화증권,2025-07-11,2025-07-14,EARLY_TREND
003460,유화증권,2026-02-06,2026-02-09,TRANSITION
003460,유화증권,2026-02-13,2026-02-19,TRANSITION
003470,유안타증권,2025-05-16,2025-05-19,TRANSITION
003470,유안타증권,2025-05-23,2025-05-26,TRANSITION
003480,한진중공업홀딩스,2025-04-25,2025-04-28,TRANSITION
003480,한진중공업홀딩스,2025-05-02,2025-05-07,TRANSITION
003480,한진중공업홀딩스,2025-05-23,2025-05-26,TRANSITION
003480,한진중공업홀딩스,2025-07-04,2025-07-07,EARLY_TREND
003490,대한항공,2025-01-17,2025-01-20,TRANSITION
003490,대한항공,2025-01-24,2025-01-31,TRANSITION
003490,대한항공,2025-01-31,2025-02-03,TRANSITION
003490,대한항공,2025-02-07,2025-02-10,TRANSITION
003490,대한항공,2025-02-21,2025-02-24,TRANSITION
003490,대한항공,2025-07-18,2025-07-21,TRANSITION
003490,대한항공,2025-07-25,2025-07-28,TRANSITION
003490,대한항공,2025-08-08,2025-08-11,TRANSITION
003490,대한항공,2026-02-27,2026-03-03,EARLY_TREND
003490,대한항공,2026-05-08,2026-05-11,TRANSITION
003490,대한항공,2026-05-22,2026-05-26,TRANSITION
003530,한화투자증권,2025-05-30,2025-06-02,EARLY_TREND
003540,대신증권,2025-07-04,2025-07-07,EARLY_TREND
003550,LG,2022-08-12,2022-08-16,TRANSITION
003550,LG,2022-08-19,2022-08-22,TRANSITION
003550,LG,2022-08-26,2022-08-29,TRANSITION
003550,LG,2022-09-02,2022-09-05,TRANSITION
003550,LG,2022-09-16,2022-09-19,TRANSITION
003550,LG,2022-09-23,2022-09-26,TRANSITION
003550,LG,2024-02-02,2024-02-05,TRANSITION
003550,LG,2024-02-16,2024-02-19,TRANSITION
003550,LG,2024-02-23,2024-02-26,TRANSITION
003550,LG,2024-03-08,2024-03-11,TRANSITION
003550,LG,2024-03-15,2024-03-18,TRANSITION
003550,LG,2026-01-23,2026-01-26,TRANSITION
003550,LG,2026-01-30,2026-02-02,TRANSITION
003550,LG,2026-02-06,2026-02-09,TRANSITION
003550,LG,2026-02-13,2026-02-19,TRANSITION
003550,LG,2026-02-20,2026-02-23,TRANSITION
003550,LG,2026-05-08,2026-05-11,TRANSITION
003650,미창석유,2024-11-01,2024-11-04,EARLY_TREND
003650,미창석유,2024-11-08,2024-11-11,EARLY_TREND
003650,미창석유,2025-12-19,2025-12-22,TRANSITION
003650,미창석유,2025-12-26,2025-12-29,TRANSITION
003650,미창석유,2026-01-30,2026-02-02,EARLY_TREND
003650,미창석유,2026-02-06,2026-02-09,EARLY_TREND
003650,미창석유,2026-02-13,2026-02-19,EARLY_TREND
003650,미창석유,2026-02-20,2026-02-23,EARLY_TREND
003670,포스코퓨처엠,2026-05-08,2026-05-11,TRANSITION
003690,코리안리,2024-10-04,2024-10-07,TRANSITION
003690,코리안리,2024-10-11,2024-10-14,TRANSITION
003690,코리안리,2024-10-18,2024-10-21,TRANSITION
003690,코리안리,2024-10-25,2024-10-28,TRANSITION
003690,코리안리,2025-01-03,2025-01-06,EARLY_TREND
003690,코리안리,2025-01-10,2025-01-13,EARLY_TREND
003690,코리안리,2025-01-17,2025-01-20,EARLY_TREND
003690,코리안리,2025-01-24,2025-01-31,TRANSITION
003720,삼영,2024-09-13,2024-09-19,TRANSITION
003720,삼영,2024-09-20,2024-09-23,TRANSITION
003720,삼영,2024-09-27,2024-09-30,TRANSITION
003720,삼영,2025-08-29,2025-09-01,TRANSITION
003720,삼영,2025-09-05,2025-09-08,TRANSITION
003720,삼영,2025-09-12,2025-09-15,TRANSITION
003830,대한화섬,2024-10-18,2024-10-21,TRANSITION
003830,대한화섬,2024-10-25,2024-10-28,TRANSITION
003830,대한화섬,2024-11-01,2024-11-04,TRANSITION
003830,대한화섬,2024-11-08,2024-11-11,TRANSITION
003830,대한화섬,2024-11-15,2024-11-18,TRANSITION
003830,대한화섬,2024-11-22,2024-11-25,TRANSITION
003830,대한화섬,2024-11-29,2024-12-02,TRANSITION
003830,대한화섬,2024-12-06,2024-12-09,TRANSITION
003830,대한화섬,2024-12-20,2024-12-23,TRANSITION
003830,대한화섬,2025-05-23,2025-05-26,TRANSITION
003830,대한화섬,2025-07-04,2025-07-07,EARLY_TREND
003830,대한화섬,2025-07-11,2025-07-14,EARLY_TREND
003830,대한화섬,2025-07-18,2025-07-21,EARLY_TREND
003830,대한화섬,2025-07-25,2025-07-28,EARLY_TREND
003920,남양유업,2024-10-25,2024-10-28,EARLY_TREND
003920,남양유업,2025-04-04,2025-04-07,EARLY_TREND
003920,남양유업,2025-04-18,2025-04-21,EARLY_TREND
003920,남양유업,2025-04-25,2025-04-28,TRANSITION
004000,롯데정밀화학,2026-04-17,2026-04-20,TRANSITION
004020,현대제철,2025-07-04,2025-07-07,TRANSITION
004020,현대제철,2025-07-11,2025-07-14,TRANSITION
004020,현대제철,2025-07-18,2025-07-21,TRANSITION
004020,현대제철,2025-07-25,2025-07-28,TRANSITION
004020,현대제철,2025-09-05,2025-09-08,TRANSITION
004020,현대제철,2025-09-12,2025-09-15,TRANSITION
004020,현대제철,2025-09-19,2025-09-22,TRANSITION
004020,현대제철,2025-09-26,2025-09-29,TRANSITION
004020,현대제철,2026-02-20,2026-02-23,TRANSITION
004090,한국석유,2026-01-30,2026-02-02,TRANSITION
004090,한국석유,2026-02-06,2026-02-09,TRANSITION
004090,한국석유,2026-02-13,2026-02-19,TRANSITION
004090,한국석유,2026-02-20,2026-02-23,TRANSITION
004100,태양금속,2026-03-13,2026-03-16,TRANSITION
004100,태양금속,2026-03-20,2026-03-23,TRANSITION
004100,태양금속,2026-03-27,2026-03-30,TRANSITION
004100,태양금속,2026-04-10,2026-04-13,TRANSITION
004100,태양금속,2026-04-17,2026-04-20,TRANSITION
004100,태양금속,2026-04-24,2026-04-27,TRANSITION
004140,동방,2025-06-20,2025-06-23,TRANSITION
004140,동방,2025-06-27,2025-06-30,TRANSITION
004140,동방,2025-07-04,2025-07-07,TRANSITION
004140,동방,2025-07-11,2025-07-14,TRANSITION
004140,동방,2025-07-18,2025-07-21,TRANSITION
004150,한솔홀딩스,2025-06-13,2025-06-16,TRANSITION
004150,한솔홀딩스,2025-06-20,2025-06-23,TRANSITION
004150,한솔홀딩스,2025-06-27,2025-06-30,TRANSITION
004150,한솔홀딩스,2025-08-08,2025-08-11,EARLY_TREND
004150,한솔홀딩스,2025-08-22,2025-08-25,EARLY_TREND
004150,한솔홀딩스,2026-02-20,2026-02-23,TRANSITION
004150,한솔홀딩스,2026-02-27,2026-03-03,TRANSITION
004150,한솔홀딩스,2026-05-08,2026-05-11,TRANSITION
004150,한솔홀딩스,2026-05-15,2026-05-18,TRANSITION
004170,신세계,2025-06-20,2025-06-23,TRANSITION
004170,신세계,2025-06-27,2025-06-30,TRANSITION
004170,신세계,2025-07-04,2025-07-07,TRANSITION
004170,신세계,2025-07-11,2025-07-14,TRANSITION
004170,신세계,2025-07-18,2025-07-21,TRANSITION
004170,신세계,2025-11-14,2025-11-17,TRANSITION
004170,신세계,2025-11-21,2025-11-24,TRANSITION
004170,신세계,2025-11-28,2025-12-01,EARLY_TREND
004170,신세계,2025-12-05,2025-12-08,EARLY_TREND
004170,신세계,2025-12-12,2025-12-15,EARLY_TREND
004170,신세계,2025-12-19,2025-12-22,EARLY_TREND
004170,신세계,2025-12-26,2025-12-29,EARLY_TREND
004170,신세계,2026-01-09,2026-01-12,EARLY_TREND
004360,세방,2026-02-20,2026-02-23,TRANSITION
004360,세방,2026-02-27,2026-03-03,TRANSITION
004360,세방,2026-03-20,2026-03-23,TRANSITION
004360,세방,2026-04-24,2026-04-27,TRANSITION
004360,세방,2026-05-08,2026-05-11,TRANSITION
004370,농심,2022-02-04,2022-02-07,TRANSITION
004370,농심,2022-02-11,2022-02-14,TRANSITION
004370,농심,2022-02-18,2022-02-21,TRANSITION
004370,농심,2022-12-02,2022-12-05,TRANSITION
004370,농심,2022-12-09,2022-12-12,TRANSITION
004370,농심,2022-12-16,2022-12-19,TRANSITION
004370,농심,2022-12-23,2022-12-26,TRANSITION
004370,농심,2023-02-03,2023-02-06,EARLY_TREND
004370,농심,2023-02-10,2023-02-13,EARLY_TREND
004370,농심,2023-02-17,2023-02-20,EARLY_TREND
004370,농심,2023-02-24,2023-02-27,EARLY_TREND
004370,농심,2023-08-11,2023-08-14,TRANSITION
004370,농심,2023-08-18,2023-08-21,TRANSITION
004370,농심,2023-08-25,2023-08-28,TRANSITION
004370,농심,2024-05-31,2024-06-03,EARLY_TREND
004370,농심,2024-06-07,2024-06-10,EARLY_TREND
004370,농심,2024-06-14,2024-06-17,EARLY_TREND
004370,농심,2025-04-04,2025-04-07,TRANSITION
004370,농심,2025-04-18,2025-04-21,TRANSITION
004370,농심,2025-05-02,2025-05-07,TRANSITION
004370,농심,2025-05-09,2025-05-12,TRANSITION
004370,농심,2025-05-16,2025-05-19,TRANSITION
004370,농심,2025-05-23,2025-05-26,TRANSITION
004370,농심,2025-05-30,2025-06-02,TRANSITION
004440,삼일씨엔에스,2026-03-20,2026-03-23,EARLY_TREND
004450,삼화왕관,2025-05-02,2025-05-07,TRANSITION
004690,삼천리,2025-07-04,2025-07-07,TRANSITION
004690,삼천리,2025-07-11,2025-07-14,TRANSITION
004700,조광피혁,2024-09-06,2024-09-09,TRANSITION
004700,조광피혁,2024-09-13,2024-09-19,TRANSITION
004700,조광피혁,2024-09-20,2024-09-23,TRANSITION
004700,조광피혁,2024-09-27,2024-09-30,TRANSITION
004700,조광피혁,2024-10-04,2024-10-07,TRANSITION
004700,조광피혁,2024-10-11,2024-10-14,TRANSITION
004700,조광피혁,2024-10-18,2024-10-21,TRANSITION
004700,조광피혁,2024-11-01,2024-11-04,TRANSITION
004700,조광피혁,2024-11-15,2024-11-18,TRANSITION
004700,조광피혁,2024-11-29,2024-12-02,TRANSITION
004700,조광피혁,2025-05-23,2025-05-26,TRANSITION
004700,조광피혁,2025-05-30,2025-06-02,TRANSITION
004700,조광피혁,2025-06-13,2025-06-16,EARLY_TREND
004710,한솔테크닉스,2025-07-04,2025-07-07,TRANSITION
004710,한솔테크닉스,2025-07-11,2025-07-14,TRANSITION
004710,한솔테크닉스,2025-07-18,2025-07-21,TRANSITION
004800,효성,2025-05-30,2025-06-02,EARLY_TREND
004800,효성,2025-06-13,2025-06-16,EARLY_TREND
004800,효성,2025-06-20,2025-06-23,EARLY_TREND
004800,효성,2025-06-27,2025-06-30,EARLY_TREND
004840,DRB동일,2025-07-04,2025-07-07,TRANSITION
004840,DRB동일,2025-07-11,2025-07-14,TRANSITION
004840,DRB동일,2025-07-18,2025-07-21,TRANSITION
004840,DRB동일,2025-07-25,2025-07-28,TRANSITION
004840,DRB동일,2025-09-05,2025-09-08,TRANSITION
004840,DRB동일,2026-01-30,2026-02-02,TRANSITION
004840,DRB동일,2026-02-06,2026-02-09,TRANSITION
004840,DRB동일,2026-02-13,2026-02-19,TRANSITION
004840,DRB동일,2026-02-20,2026-02-23,TRANSITION
004840,DRB동일,2026-02-27,2026-03-03,TRANSITION
004870,티웨이홀딩스,2024-08-02,2024-08-05,TRANSITION
004870,티웨이홀딩스,2024-08-09,2024-08-12,TRANSITION
004870,티웨이홀딩스,2024-08-16,2024-08-19,TRANSITION
004870,티웨이홀딩스,2024-08-23,2024-08-26,TRANSITION
004870,티웨이홀딩스,2024-08-30,2024-09-02,TRANSITION
004870,티웨이홀딩스,2024-09-06,2024-09-09,TRANSITION
004870,티웨이홀딩스,2024-09-20,2024-09-23,TRANSITION
004870,티웨이홀딩스,2024-09-27,2024-09-30,TRANSITION
004960,한신공영,2025-05-23,2025-05-26,TRANSITION
004960,한신공영,2025-05-30,2025-06-02,TRANSITION
004960,한신공영,2025-08-08,2025-08-11,TRANSITION
004960,한신공영,2025-12-05,2025-12-08,TRANSITION
004970,신라교역,2025-07-04,2025-07-07,TRANSITION
004970,신라교역,2025-07-11,2025-07-14,TRANSITION
004970,신라교역,2025-07-18,2025-07-21,TRANSITION
004970,신라교역,2025-07-25,2025-07-28,TRANSITION
004970,신라교역,2025-08-08,2025-08-11,TRANSITION
004970,신라교역,2026-02-27,2026-03-03,TRANSITION
004970,신라교역,2026-03-06,2026-03-09,TRANSITION
004970,신라교역,2026-03-20,2026-03-23,TRANSITION
004970,신라교역,2026-03-27,2026-03-30,TRANSITION
004970,신라교역,2026-05-08,2026-05-11,TRANSITION
004990,롯데지주,2025-05-30,2025-06-02,TRANSITION
004990,롯데지주,2025-06-13,2025-06-16,TRANSITION
004990,롯데지주,2025-07-11,2025-07-14,TRANSITION
004990,롯데지주,2026-02-13,2026-02-19,TRANSITION
004990,롯데지주,2026-02-20,2026-02-23,EARLY_TREND
005010,휴스틸,2025-03-07,2025-03-10,TRANSITION
005180,빙그레,2023-11-03,2023-11-06,TRANSITION
