ticker,name,control_trade_id,control_trade_sequence,entry_execution_date,entry_open,v0_mfe,recovery_class,first_mfe20_date,days_to_first_mfe20,prewinner_start_date,prewinner_end_date,prewinner_min_close_return_pct,prewinner_min_close_date,prewinner_min_low_return_pct,prewinner_min_low_date,v2_exit_reason,v0_terminal_return,v0_holding_days
000050,경방,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000050_KR7000050005_KOSPI_01,1,2021-05-31,15300.0,16.01,NEVER_WINNER,,,2021-05-31,2026-08-14,-62.222222,2024-10-18,-62.875817,2024-11-12,LOSS_GUARD_CLOSE_LE_NEG_15,-46.47,1281
000050,경방,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000050_KR7000050005_KOSPI_02,2,2022-05-02,15700.0,10.83,NEVER_WINNER,,,2022-05-02,2026-08-14,-63.184713,2024-10-18,-63.821656,2024-11-12,LOSS_GUARD_CLOSE_LE_NEG_15,-47.83,1053
000060,메리츠화재,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000060_KR7000060004_KOSPI_01,1,2021-04-05,19000.0,82.63,RECOVERY,2021-07-22,76.0,2021-04-05,2021-07-21,-9.210526,2021-05-21,-9.736842,2021-05-20,EXIT4_SCORE_DRAWDOWN_GE_15,46.32,143
000070,삼양홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000070_KR7000070003_KOSPI_01,1,2025-06-16,57321.0,24.68,RECOVERY,2025-10-15,81.0,2025-06-16,2025-10-14,-6.985224,2025-08-01,-7.683048,2025-08-20,EXIT4_SCORE_DRAWDOWN_GE_15,6.24,98
000080,하이트진로,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000080_KR7000080002_KOSPI_01,1,2021-07-05,36650.0,5.46,NEVER_WINNER,,,2021-07-05,2026-08-14,-61.091405,2026-06-26,-62.264666,2026-06-26,LOSS_GUARD_CLOSE_LE_NEG_15,-58.42,1256
000100,유한양행,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000100_KR7000100008_KOSPI_01,1,2023-06-05,58955.0,28.09,RECOVERY,2023-08-01,40.0,2023-06-05,2023-07-31,-8.11636,2023-07-10,-9.09168,2023-07-10,EXIT4_SCORE_DRAWDOWN_GE_15,14.45,64
000120,CJ대한통운,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000120_KR7000120006_KOSPI_01,1,2024-01-08,125600.0,22.61,RECOVERY,2026-02-11,510.0,2024-01-08,2026-02-10,-38.216561,2025-05-21,-38.853503,2024-11-15,LOSS_GUARD_CLOSE_LE_NEG_15,4.7,521
000120,CJ대한통운,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000120_KR7000120006_KOSPI_02,2,2026-02-02,104800.0,46.95,RECOVERY,2026-02-10,6.0,2026-02-02,2026-02-09,-5.534351,2026-02-02,-6.01145,2026-02-02,LOSS_GUARD_CLOSE_LE_NEG_15,25.48,18
000150,두산,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000150_KR7000150003_KOSPI_01,1,2021-07-05,98200.0,20.67,RECOVERY,2021-07-15,8.0,2021-07-05,2021-07-14,-2.545825,2021-07-05,-3.258656,2021-07-05,EXIT4_SCORE_DRAWDOWN_GE_15,3.87,16
000150,두산,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000150_KR7000150003_KOSPI_02,2,2022-11-28,97300.0,22.2,RECOVERY,2023-08-01,168.0,2022-11-28,2023-07-31,-21.068859,2023-01-02,-22.610483,2023-01-02,LOSS_GUARD_CLOSE_LE_NEG_15,9.76,172
000150,두산,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000150_KR7000150003_KOSPI_03,3,2023-03-13,107200.0,55.41,RECOVERY,2023-09-11,125.0,2023-03-13,2023-09-08,-20.242537,2023-07-07,-21.548507,2023-07-07,LOSS_GUARD_CLOSE_LE_NEG_15,29.38,128
000210,DL,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000210_KR7000210005_KOSPI_01,1,2025-07-07,50100.0,34.13,RECOVERY,2026-03-20,171.0,2025-07-07,2026-03-19,-30.938124,2026-01-08,-32.335329,2026-01-09,LOSS_GUARD_CLOSE_LE_NEG_15,22.95,183
000210,DL,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000210_KR7000210005_KOSPI_02,2,2026-03-03,50000.0,34.4,RECOVERY,2026-03-20,13.0,2026-03-03,2026-03-19,-19.7,2026-03-04,-19.9,2026-03-09,LOSS_GUARD_CLOSE_LE_NEG_15,23.2,25
000210,DL,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000210_KR7000210005_KOSPI_03,3,2026-03-30,58500.0,32.82,RECOVERY,2026-04-08,7.0,2026-03-30,2026-04-07,-2.735043,2026-04-02,-3.589744,2026-04-02,LOSS_GUARD_CLOSE_LE_NEG_15,9.06,29
000240,한국앤컴퍼니,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000240_KR7000240002_KOSPI_01,1,2023-12-04,15710.0,51.18,RECOVERY,2023-12-05,1.0,2023-12-04,2023-12-04,7.065563,2023-12-04,0.0,2023-12-04,EXIT3_PROGRESSED_TO_EARLY_TREND,31.13,11
000270,기아,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000270_KR7000270009_KOSPI_01,1,2023-04-03,81500.0,23.8,RECOVERY,2023-12-21,178.0,2023-04-03,2023-12-20,-5.644172,2023-10-31,-6.01227,2023-08-17,EXIT3_PROGRESSED_TO_TRANSITION,8.83,193
000270,기아,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000270_KR7000270009_KOSPI_02,2,2025-10-27,115400.0,84.14,RECOVERY,2026-01-14,54.0,2025-10-27,2026-01-13,-4.592721,2025-11-07,-5.632582,2025-11-07,EXIT4_SCORE_DRAWDOWN_GE_15,48.7,87
000370,한화손해보험,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000370_KR7000370007_KOSPI_01,1,2025-06-16,5510.0,47.91,RECOVERY,2025-07-10,18.0,2025-06-16,2025-07-09,-0.544465,2025-07-04,-3.811252,2025-07-07,NO_EXIT_BEFORE_CUTOFF,18.51,29
000430,대원강업,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,1,2026-06-15,5170.0,2.51,NEVER_WINNER,,,2026-06-15,2026-08-14,-37.911025,2026-07-29,-39.26499,2026-07-30,LOSS_GUARD_CLOSE_LE_NEG_15,-22.73,48
000480,CR홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000480_KR7000480004_KOSPI_01,1,2021-05-10,9410.0,30.71,RECOVERY,2023-04-19,466.0,2021-05-10,2023-04-18,-20.403826,2022-09-30,-21.891605,2022-09-28,LOSS_GUARD_CLOSE_LE_NEG_15,11.58,468
000480,CR홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000480_KR7000480004_KOSPI_02,2,2023-04-03,9410.0,30.71,RECOVERY,2023-04-19,7.0,2023-04-03,2023-04-18,-10.414453,2023-04-17,-11.583422,2023-04-18,LOSS_GUARD_CLOSE_LE_NEG_15,11.58,9
000490,대동,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000490_KR7000490003_KOSPI_01,1,2025-02-17,13280.0,4.22,NEVER_WINNER,,,2025-02-17,2026-08-14,-55.64759,2026-07-29,-58.810241,2026-07-30,LOSS_GUARD_CLOSE_LE_NEG_15,-43.15,370
000640,동아쏘시오홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000640_KR7000640003_KOSPI_01,1,2021-07-19,127839.0,3.32,NEVER_WINNER,,,2021-07-19,2026-08-14,-42.288347,2023-07-10,-43.321678,2023-07-07,LOSS_GUARD_CLOSE_LE_NEG_15,-29.6,1246
000640,동아쏘시오홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000640_KR7000640003_KOSPI_02,2,2023-09-25,90761.0,26.2,RECOVERY,2024-02-07,89.0,2023-09-25,2024-02-06,-6.860876,2023-11-29,-7.692731,2023-11-29,LOSS_GUARD_CLOSE_LE_NEG_15,10.5,152
000660,SK하이닉스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000660_KR7000660001_KOSPI_01,1,2022-03-07,119000.0,108.82,RECOVERY,2023-12-22,446.0,2022-03-07,2023-12-21,-36.97479,2022-12-29,-38.571429,2023-01-03,LOSS_GUARD_CLOSE_LE_NEG_15,41.18,597
000660,SK하이닉스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000660_KR7000660001_KOSPI_02,2,2023-06-05,110100.0,125.7,RECOVERY,2023-11-06,103.0,2023-06-05,2023-11-03,-1.907357,2023-06-07,-3.088102,2023-06-08,EXIT4_SCORE_DRAWDOWN_GE_15,52.59,288
000670,영풍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000670_KR7000670000_KOSPI_01,1,2021-05-03,63794.0,33.38,RECOVERY,2022-11-14,378.0,2021-05-03,2022-11-11,-25.703044,2022-07-06,-26.367683,2022-07-15,LOSS_GUARD_CLOSE_LE_NEG_15,15.07,389
000670,영풍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000670_KR7000670000_KOSPI_02,2,2022-09-26,68882.0,23.53,RECOVERY,2022-11-16,35.0,2022-09-26,2022-11-15,-19.151593,2022-11-04,-19.971836,2022-11-04,LOSS_GUARD_CLOSE_LE_NEG_15,6.57,44
000670,영풍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000670_KR7000670000_KOSPI_03,3,2022-11-14,71144.0,19.6,NEVER_WINNER,,,2022-11-14,2026-08-14,-61.722703,2024-08-05,-62.914652,2024-08-05,LOSS_GUARD_CLOSE_LE_NEG_15,-47.57,912
000670,영풍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000670_KR7000670000_KOSPI_04,4,2025-11-17,55064.0,30.39,RECOVERY,2025-11-27,8.0,2025-11-17,2025-11-26,1.412901,2025-11-21,-2.65146,2025-11-17,LOSS_GUARD_CLOSE_LE_NEG_15,2.47,23
000670,영풍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000670_KR7000670000_KOSPI_05,5,2026-02-02,59700.0,18.93,NEVER_WINNER,,,2026-02-02,2026-08-14,-46.231156,2026-07-29,-48.073702,2026-07-29,EXIT3_PROGRESSED_TO_WEAK,-37.52,135
000720,현대건설,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000720_KR7000720003_KOSPI_01,1,2021-05-03,48551.0,24.05,RECOVERY,2021-07-02,40.0,2021-05-03,2021-07-01,0.601429,2021-05-03,-1.503574,2021-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,10.22,57
000720,현대건설,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000720_KR7000720003_KOSPI_02,2,2025-03-10,35650.0,138.71,RECOVERY,2025-05-07,39.0,2025-03-10,2025-05-02,-9.396914,2025-03-13,-11.220196,2025-03-17,EXIT4_SCORE_DRAWDOWN_GE_15,68.58,113
000810,삼성화재,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000810_KR7000810002_KOSPI_01,1,2021-07-05,223000.0,23.09,RECOVERY,2023-09-11,541.0,2021-07-05,2023-09-08,-18.834081,2022-03-07,-20.627803,2022-03-08,LOSS_GUARD_CLOSE_LE_NEG_15,10.31,587
000810,삼성화재,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000810_KR7000810002_KOSPI_02,2,2022-12-19,212000.0,29.48,RECOVERY,2023-08-18,165.0,2022-12-19,2023-08-17,-8.490566,2023-01-03,-10.141509,2023-01-04,EXIT4_SCORE_DRAWDOWN_GE_15,16.04,227
000880,한화,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000880_KR7000880005_KOSPI_01,1,2021-08-30,42556.0,46.69,RECOVERY,2025-02-13,845.0,2021-08-30,2025-02-12,-37.517624,2023-10-27,-39.350503,2023-10-30,EXIT4_SCORE_DRAWDOWN_GE_15,15.94,858
000990,DB하이텍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000990_KR7000990002_KOSPI_01,1,2025-09-22,57800.0,25.78,RECOVERY,2025-11-11,31.0,2025-09-22,2025-11-10,-7.612457,2025-11-07,-9.342561,2025-11-07,EXIT4_SCORE_DRAWDOWN_GE_15,7.27,41
001040,CJ,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001040_KR7001040005_KOSPI_01,1,2023-01-09,81800.0,40.71,RECOVERY,2023-03-21,48.0,2023-01-09,2023-03-20,-1.833741,2023-02-15,-2.567237,2023-02-15,LOSS_GUARD_CLOSE_LE_NEG_15,11.25,78
001040,CJ,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001040_KR7001040005_KOSPI_02,2,2023-12-11,99200.0,36.59,RECOVERY,2024-03-21,67.0,2023-12-11,2024-03-20,-13.306452,2024-01-18,-14.717742,2024-01-22,EXIT4_SCORE_DRAWDOWN_GE_15,16.03,84
001060,JW중외제약,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001060_KR7001060003_KOSPI_01,1,2022-03-14,26909.0,91.36,RECOVERY,2023-07-14,320.0,2022-03-14,2023-07-13,-39.291687,2022-10-13,-40.711286,2022-10-13,LOSS_GUARD_CLOSE_LE_NEG_15,43.24,371
001060,JW중외제약,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001060_KR7001060003_KOSPI_02,2,2023-05-15,23441.0,119.67,RECOVERY,2023-07-13,41.0,2023-05-15,2023-07-12,-6.902436,2023-06-22,-7.742844,2023-06-22,EXIT4_SCORE_DRAWDOWN_GE_15,64.43,93
001060,JW중외제약,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001060_KR7001060003_KOSPI_03,3,2025-12-01,26250.0,49.52,RECOVERY,2026-01-20,33.0,2025-12-01,2026-01-19,-2.857143,2025-12-30,-4.190476,2026-01-05,LOSS_GUARD_CLOSE_LE_NEG_15,21.52,62
001120,LX인터내셔널,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001120_KR7001120005_KOSPI_01,1,2025-07-07,30300.0,64.19,RECOVERY,2026-01-16,130.0,2025-07-07,2026-01-15,-3.79538,2025-08-19,-6.105611,2025-08-20,EXIT4_SCORE_DRAWDOWN_GE_15,33.66,161
001130,대한제분,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001130_KR7001130004_KOSPI_01,1,2021-05-10,19250.0,5.45,NEVER_WINNER,,,2021-05-10,2026-08-14,-44.571429,2026-07-15,-45.454545,2026-07-14,LOSS_GUARD_CLOSE_LE_NEG_15,-40.94,1279
001130,대한제분,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001130_KR7001130004_KOSPI_02,2,2022-04-04,18500.0,8.92,NEVER_WINNER,,,2022-04-04,2026-08-14,-42.324324,2026-07-15,-43.243243,2026-07-14,LOSS_GUARD_CLOSE_LE_NEG_15,-38.54,1057
001230,동국홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001230_KR7001230002_KOSPI_01,1,2026-03-03,2147.0,24.22,RECOVERY,2026-04-08,26.0,2026-03-03,2026-04-07,-11.131812,2026-03-04,-11.644155,2026-03-04,LOSS_GUARD_CLOSE_LE_NEG_15,-4.98,40
001270,부국증권,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001270_KR7001270008_KOSPI_01,1,2025-05-26,35450.0,120.03,RECOVERY,2025-06-04,6.0,2025-05-26,2025-06-02,-3.949224,2025-05-27,-5.218618,2025-06-02,EXIT4_SCORE_DRAWDOWN_GE_15,50.92,45
001390,KG케미칼,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001390_KR7001390004_KOSPI_01,1,2025-12-01,5500.0,34.55,RECOVERY,2026-04-30,101.0,2025-12-01,2026-04-29,-16.909091,2026-03-04,-19.0,2026-03-04,LOSS_GUARD_CLOSE_LE_NEG_15,11.09,107
001430,세아베스틸지주,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001430_KR7001430008_KOSPI_01,1,2021-04-05,18300.0,99.18,RECOVERY,2021-04-21,12.0,2021-04-05,2021-04-20,0.546448,2021-04-06,-1.639344,2021-04-05,EXIT4_SCORE_DRAWDOWN_GE_15,47.81,97
001440,대한전선,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001440_KR7001440007_KOSPI_01,1,2024-05-07,13190.0,58.83,RECOVERY,2024-05-13,4.0,2024-05-07,2024-05-10,6.595906,2024-05-08,0.0,2024-05-07,LOSS_GUARD_CLOSE_LE_NEG_15,25.4,19
001440,대한전선,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001440_KR7001440007_KOSPI_02,2,2025-06-23,16160.0,131.13,RECOVERY,2025-10-24,83.0,2025-06-23,2025-10-23,-8.168317,2025-09-08,-8.787129,2025-09-08,EXIT4_SCORE_DRAWDOWN_GE_15,82.55,171
001450,현대해상,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001450_KR7001450006_KOSPI_01,1,2021-10-25,28650.0,24.61,RECOVERY,2022-08-05,195.0,2021-10-25,2022-08-04,-19.895288,2021-12-30,-20.942408,2021-12-01,LOSS_GUARD_CLOSE_LE_NEG_15,9.42,216
001450,현대해상,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001450_KR7001450006_KOSPI_02,2,2022-06-07,31950.0,21.13,RECOVERY,2023-04-25,221.0,2022-06-07,2023-04-24,-11.4241,2022-11-15,-12.050078,2022-11-15,LOSS_GUARD_CLOSE_LE_NEG_15,6.26,239
001450,현대해상,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001450_KR7001450006_KOSPI_03,3,2025-07-07,27350.0,61.79,RECOVERY,2026-02-10,147.0,2025-07-07,2026-02-09,-5.850091,2025-08-01,-6.764168,2025-08-04,NO_PROGRESSED_BEFORE_CUTOFF,24.31,159
001460,BYC,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001460_KR7001460005_KOSPI_01,1,2023-03-06,55800.0,28.14,RECOVERY,2026-02-19,715.0,2023-03-06,2026-02-13,-53.405018,2025-04-07,-54.21147,2025-04-09,LOSS_GUARD_CLOSE_LE_NEG_15,5.2,717
001460,BYC,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001460_KR7001460005_KOSPI_02,2,2023-03-20,50300.0,26.24,RECOVERY,2026-02-05,698.0,2023-03-20,2026-02-04,-48.310139,2025-04-07,-49.204771,2025-04-09,LOSS_GUARD_CLOSE_LE_NEG_15,3.18,700
001460,BYC,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001460_KR7001460005_KOSPI_03,3,2024-03-25,49100.0,29.33,RECOVERY,2026-02-05,449.0,2024-03-25,2026-02-04,-47.046843,2025-04-07,-47.96334,2025-04-09,LOSS_GUARD_CLOSE_LE_NEG_15,5.7,451
001500,현대차증권,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001500_KR7001500008_KOSPI_01,1,2024-03-18,8549.0,25.51,RECOVERY,2025-07-14,317.0,2024-03-18,2025-07-11,-38.940227,2025-04-07,-39.408118,2025-04-09,LOSS_GUARD_CLOSE_LE_NEG_15,6.33,328
001500,현대차증권,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001500_KR7001500008_KOSPI_02,2,2025-06-16,7560.0,41.93,RECOVERY,2025-07-09,17.0,2025-06-16,2025-07-08,-1.851852,2025-06-19,-3.306878,2025-06-20,NO_EXIT_BEFORE_CUTOFF,20.24,31
001680,대상,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001680_KR7001680008_KOSPI_01,1,2021-05-31,29550.0,4.57,NEVER_WINNER,,,2021-05-31,2026-08-14,-45.922166,2026-06-26,-46.260575,2026-06-26,LOSS_GUARD_CLOSE_LE_NEG_15,-41.39,1281
001680,대상,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001680_KR7001680008_KOSPI_02,2,2022-04-25,26900.0,14.87,NEVER_WINNER,,,2022-04-25,2026-08-14,-40.594796,2026-06-26,-40.966543,2026-06-26,LOSS_GUARD_CLOSE_LE_NEG_15,-35.61,1058
001680,대상,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001680_KR7001680008_KOSPI_03,3,2024-05-27,24350.0,26.9,RECOVERY,2024-06-13,12.0,2024-05-27,2024-06-12,-5.13347,2024-06-04,-6.776181,2024-06-05,LOSS_GUARD_CLOSE_LE_NEG_15,3.29,30
001680,대상,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001680_KR7001680008_KOSPI_04,4,2025-03-04,23950.0,8.98,NEVER_WINNER,,,2025-03-04,2026-08-14,-33.277662,2026-06-26,-33.695198,2026-06-26,LOSS_GUARD_CLOSE_LE_NEG_15,-27.68,360
001720,신영증권,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001720_KR7001720002_KOSPI_01,1,2024-03-11,66700.0,28.94,RECOVERY,2024-08-19,109.0,2024-03-11,2024-08-16,-6.146927,2024-03-29,-6.446777,2024-04-01,EXIT4_SCORE_DRAWDOWN_GE_15,11.84,184
001740,SK네트웍스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001740_KR7001740000_KOSPI_01,1,2021-04-05,5700.0,28.6,RECOVERY,2023-08-24,592.0,2021-04-05,2023-08-23,-34.473684,2023-01-03,-35.263158,2023-01-03,LOSS_GUARD_CLOSE_LE_NEG_15,14.39,605
001740,SK네트웍스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001740_KR7001740000_KOSPI_02,2,2023-06-19,5150.0,42.33,RECOVERY,2023-07-25,26.0,2023-06-19,2023-07-24,-5.242718,2023-06-28,-5.533981,2023-06-29,NO_EXIT_BEFORE_CUTOFF,26.6,60
001800,오리온홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001800_KR7001800002_KOSPI_01,1,2021-05-03,17450.0,42.41,RECOVERY,2025-06-04,1001.0,2021-05-03,2025-06-02,-23.610315,2024-01-19,-24.985673,2024-01-16,LOSS_GUARD_CLOSE_LE_NEG_15,20.63,1009
001800,오리온홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001800_KR7001800002_KOSPI_02,2,2022-08-22,15450.0,70.55,RECOVERY,2025-05-02,659.0,2022-08-22,2025-04-30,-13.721683,2024-01-19,-15.275081,2024-01-16,NO_EXIT_BEFORE_CUTOFF,44.34,717
001820,삼화콘덴서,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001820_KR7001820000_KOSPI_01,1,2022-01-24,65600.0,163.41,RECOVERY,2026-05-20,1054.0,2022-01-24,2026-05-19,-66.844512,2025-04-09,-67.22561,2025-04-09,LOSS_GUARD_CLOSE_LE_NEG_15,63.11,1063
001820,삼화콘덴서,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001820_KR7001820000_KOSPI_02,2,2025-10-13,35400.0,93.22,RECOVERY,2026-02-20,88.0,2025-10-13,2026-02-19,-20.056497,2025-11-21,-21.610169,2025-11-19,LOSS_GUARD_CLOSE_LE_NEG_15,28.95,96
001940,KISCO홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001940_KR7001940006_KOSPI_01,1,2021-06-07,19850.0,32.49,RECOVERY,2023-03-13,436.0,2021-06-07,2023-03-10,-39.042821,2022-10-11,-40.050378,2022-10-12,EXIT4_SCORE_DRAWDOWN_GE_15,5.29,439
001940,KISCO홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001940_KR7001940006_KOSPI_02,2,2023-01-30,19140.0,37.41,RECOVERY,2023-03-10,28.0,2023-01-30,2023-03-09,-11.38976,2023-02-06,-12.539185,2023-02-06,EXIT4_SCORE_DRAWDOWN_GE_15,9.2,32
001940,KISCO홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_001940_KR7001940006_KOSPI_03,3,2025-06-02,24100.0,22.2,RECOVERY,2025-07-09,25.0,2025-06-02,2025-07-08,-2.697095,2025-06-02,-3.73444,2025-06-02,LOSS_GUARD_CLOSE_LE_NEG_15,6.02,39
002030,아세아,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002030_KR7002030005_KOSPI_01,1,2023-03-06,150500.0,23.19,RECOVERY,2023-08-17,113.0,2023-03-06,2023-08-16,-12.624585,2023-07-12,-12.624585,2023-07-12,EXIT4_SCORE_DRAWDOWN_GE_15,10.63,121
002100,경농,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002100_KR7002100006_KOSPI_01,1,2021-06-21,17900.0,5.03,NEVER_WINNER,,,2021-06-21,2026-08-14,-52.458101,2025-04-09,-52.513966,2025-04-07,LOSS_GUARD_CLOSE_LE_NEG_15,-48.83,1266
002150,도화엔지니어링,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002150_KR7002150001_KOSPI_01,1,2021-04-26,9320.0,36.27,RECOVERY,2022-05-10,256.0,2021-04-26,2022-05-09,-23.175966,2022-01-27,-23.819742,2022-01-28,LOSS_GUARD_CLOSE_LE_NEG_15,9.44,270
002150,도화엔지니어링,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002150_KR7002150001_KOSPI_02,2,2022-05-16,11400.0,11.4,NEVER_WINNER,,,2022-05-16,2026-08-14,-59.649123,2026-07-29,-60.833333,2026-07-30,LOSS_GUARD_CLOSE_LE_NEG_15,-55.44,1044
002240,고려제강,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002240_KR7002240000_KOSPI_01,1,2021-04-05,17935.0,30.16,RECOVERY,2021-04-07,2.0,2021-04-05,2021-04-06,2.141065,2021-04-05,-0.713688,2021-04-05,EXIT4_SCORE_DRAWDOWN_GE_15,16.87,11
002240,고려제강,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002240_KR7002240000_KOSPI_02,2,2026-01-05,21600.0,28.94,RECOVERY,2026-04-10,65.0,2026-01-05,2026-04-09,-11.712963,2026-01-09,-13.888889,2026-01-08,LOSS_GUARD_CLOSE_LE_NEG_15,17.59,77
002270,롯데푸드,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002270_KR7002270007_KOSPI_01,1,2021-07-05,466500.0,0.43,NEVER_WINNER,,,2021-07-05,2022-06-24,-34.726688,2022-06-23,-35.476956,2022-06-14,LOSS_GUARD_CLOSE_LE_NEG_15,-33.33,240
002310,아세아제지,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002310_KR7002310001_KOSPI_01,1,2024-02-19,8920.0,27.58,RECOVERY,2026-02-11,473.0,2024-02-19,2026-02-10,-26.233184,2025-04-09,-27.690583,2025-04-07,LOSS_GUARD_CLOSE_LE_NEG_15,1.46,488
002310,아세아제지,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002310_KR7002310001_KOSPI_02,2,2025-07-14,8860.0,28.44,RECOVERY,2026-02-11,143.0,2025-07-14,2026-02-10,-20.428894,2025-11-18,-22.573363,2025-11-18,LOSS_GUARD_CLOSE_LE_NEG_15,2.14,158
002320,한진,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002320_KR7002320000_KOSPI_01,1,2025-07-14,22200.0,7.43,NEVER_WINNER,,,2025-07-14,2026-08-14,-35.27027,2026-07-29,-38.288288,2026-07-29,LOSS_GUARD_CLOSE_LE_NEG_15,-32.43,271
