ticker,name,control_trade_id,control_trade_sequence,entry_execution_date,entry_open,v0_mfe,recovery_class,first_mfe20_date,days_to_first_mfe20,prewinner_start_date,prewinner_end_date,prewinner_min_close_return_pct,prewinner_min_close_date,prewinner_min_low_return_pct,prewinner_min_low_date,v2_exit_reason,v0_terminal_return,v0_holding_days
053030,바이넥스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053030_KR7053030003_KOSDAQ_02,2,2024-08-19,23000.0,18.7,NEVER_WINNER,,,2024-08-19,2026-08-14,-74.173913,2026-07-30,-76.086957,2026-07-30,EXIT4_SCORE_DRAWDOWN_GE_15,-71.0,487
053210,스카이라이프,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053210_KR7053210001_KOSPI_01,1,2021-05-31,9770.0,22.82,RECOVERY,2021-07-14,32.0,2021-05-31,2021-07-13,2.047083,2021-05-31,-0.409417,2021-05-31,LOSS_GUARD_CLOSE_LE_NEG_15,9.01,51
053610,프로텍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053610_KR7053610002_KOSDAQ_01,1,2022-02-03,34000.0,108.53,RECOVERY,2023-06-12,314.0,2022-02-03,2023-06-09,-42.058824,2022-09-30,-42.352941,2022-09-30,LOSS_GUARD_CLOSE_LE_NEG_15,41.32,348
053610,프로텍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053610_KR7053610002_KOSDAQ_02,2,2023-03-27,29700.0,138.72,RECOVERY,2023-06-08,49.0,2023-03-27,2023-06-07,-23.737374,2023-05-15,-24.579125,2023-05-15,LOSS_GUARD_CLOSE_LE_NEG_15,61.78,85
053800,안랩,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053800_KR7053800009_KOSDAQ_01,1,2021-10-18,72800.0,76.51,RECOVERY,2021-12-30,53.0,2021-10-18,2021-12-29,-9.89011,2021-11-30,-12.637363,2021-11-30,NO_EXIT_BEFORE_CUTOFF,32.28,65
054620,APS,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_054620_KR7054620000_KOSDAQ_01,1,2022-12-26,15450.0,9.39,NEVER_WINNER,,,2022-12-26,2026-08-14,-76.569579,2026-01-13,-78.770227,2026-07-30,LOSS_GUARD_CLOSE_LE_NEG_15,-75.83,891
054950,제이브이엠,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_054950_KR7054950001_KOSDAQ_01,1,2025-06-02,25400.0,35.83,RECOVERY,2025-07-31,41.0,2025-06-02,2025-07-30,-4.330709,2025-06-13,-5.905512,2025-06-09,LOSS_GUARD_CLOSE_LE_NEG_15,20.08,83
055550,신한지주,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_055550_KR7055550008_KOSPI_01,1,2021-04-12,37150.0,20.86,RECOVERY,2023-01-26,443.0,2021-04-12,2023-01-25,-10.094213,2022-07-15,-12.516824,2022-07-15,EXIT3_PROGRESSED_TO_EARLY_TREND,3.5,461
056190,SFA,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_056190_KR7056190002_KOSDAQ_01,1,2022-03-28,40500.0,8.89,NEVER_WINNER,,,2022-03-28,2026-08-14,-55.925926,2024-11-15,-58.395062,2026-07-30,LOSS_GUARD_CLOSE_LE_NEG_15,-41.48,1078
057050,현대홈쇼핑,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_057050_KR7057050007_KOSPI_01,1,2021-05-31,93000.0,3.55,NEVER_WINNER,,,2021-05-31,2026-06-25,-56.55914,2024-01-18,-56.88172,2023-07-26,LOSS_GUARD_CLOSE_LE_NEG_15,-6.13,1242
057050,현대홈쇼핑,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_057050_KR7057050007_KOSPI_02,2,2024-04-15,59800.0,61.04,RECOVERY,2026-02-11,444.0,2024-04-15,2026-02-10,-28.26087,2024-12-09,-28.428094,2024-12-09,LOSS_GUARD_CLOSE_LE_NEG_15,26.92,459
057050,현대홈쇼핑,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_057050_KR7057050007_KOSPI_03,3,2025-02-24,52000.0,85.19,RECOVERY,2026-02-10,236.0,2025-02-24,2026-02-09,-14.038462,2025-04-08,-14.807692,2025-04-09,NO_EXIT_BEFORE_CUTOFF,45.96,252
058470,리노공업,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058470_KR7058470006_KOSDAQ_01,1,2022-12-05,34779.0,28.96,RECOVERY,2023-12-05,246.0,2022-12-05,2023-12-04,-36.211507,2023-05-16,-37.134478,2023-05-16,LOSS_GUARD_CLOSE_LE_NEG_15,13.42,261
058470,리노공업,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058470_KR7058470006_KOSDAQ_02,2,2024-01-08,40846.0,51.47,RECOVERY,2024-03-11,42.0,2024-01-08,2024-03-08,-5.48891,2024-02-05,-7.893062,2024-02-06,EXIT4_SCORE_DRAWDOWN_GE_15,19.12,113
058470,리노공업,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058470_KR7058470006_KOSDAQ_03,3,2025-10-20,56900.0,126.71,RECOVERY,2025-11-28,29.0,2025-10-20,2025-11-27,-4.393673,2025-11-21,-6.678383,2025-11-05,NO_EXIT_BEFORE_CUTOFF,53.78,156
058610,에스피지,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058610_KR7058610007_KOSDAQ_01,1,2025-02-03,30500.0,22.13,RECOVERY,2025-11-03,183.0,2025-02-03,2025-10-31,-36.262295,2025-04-09,-37.278689,2025-04-09,LOSS_GUARD_CLOSE_LE_NEG_15,3.44,189
058610,에스피지,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058610_KR7058610007_KOSDAQ_02,2,2025-10-27,31550.0,425.2,RECOVERY,2025-11-19,17.0,2025-10-27,2025-11-18,-5.863708,2025-11-14,-7.448494,2025-11-17,EXIT4_SCORE_DRAWDOWN_GE_15,209.98,151
058650,세아홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058650_KR7058650003_KOSPI_01,1,2021-05-03,98800.0,30.57,RECOVERY,2021-05-06,2.0,2021-05-03,2021-05-04,1.11336,2021-05-03,-1.315789,2021-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,12.85,10
058970,엠로,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058970_KR7058970005_KOSDAQ_01,1,2025-02-10,80100.0,0.37,NEVER_WINNER,,,2025-02-10,2026-08-14,-84.394507,2026-07-29,-85.143571,2026-07-30,LOSS_GUARD_CLOSE_LE_NEG_15,-80.54,375
059090,미코,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_059090_KR7059090001_KOSDAQ_01,1,2024-04-01,13420.0,35.99,RECOVERY,2024-05-22,33.0,2024-04-01,2024-05-21,-26.974665,2024-04-23,-27.347243,2024-04-23,LOSS_GUARD_CLOSE_LE_NEG_15,18.26,46
059090,미코,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_059090_KR7059090001_KOSDAQ_02,2,2024-05-20,14300.0,27.62,RECOVERY,2024-05-27,5.0,2024-05-20,2024-05-24,3.216783,2024-05-20,-1.188811,2024-05-20,EXIT3_PROGRESSED_TO_WEAK,10.98,15
059090,미코,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_059090_KR7059090001_KOSDAQ_03,3,2025-05-12,11110.0,34.56,RECOVERY,2025-05-20,6.0,2025-05-12,2025-05-19,1.170117,2025-05-15,-2.340234,2025-05-12,EXIT4_SCORE_DRAWDOWN_GE_15,16.2,16
060720,KH바텍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_060720_KR7060720000_KOSDAQ_01,1,2021-06-07,21850.0,46.22,RECOVERY,2021-08-27,58.0,2021-06-07,2021-08-26,-8.009153,2021-06-17,-8.924485,2021-06-18,LOSS_GUARD_CLOSE_LE_NEG_15,16.25,75
060720,KH바텍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_060720_KR7060720000_KOSDAQ_02,2,2023-04-03,18530.0,20.35,RECOVERY,2023-06-21,53.0,2023-04-03,2023-06-20,-4.695089,2023-05-15,-7.825148,2023-05-15,LOSS_GUARD_CLOSE_LE_NEG_15,7.39,72
060980,HL홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_060980_KR7060980000_KOSPI_01,1,2021-09-23,56700.0,1.59,NEVER_WINNER,,,2021-09-23,2026-08-14,-47.795414,2023-01-02,-49.206349,2023-01-03,EXIT4_SCORE_DRAWDOWN_GE_15,-31.83,1202
060980,HL홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_060980_KR7060980000_KOSPI_02,2,2023-07-03,37000.0,47.84,RECOVERY,2025-11-20,580.0,2023-07-03,2025-11-19,-14.864865,2023-10-23,-15.27027,2024-08-05,NO_PROGRESSED_BEFORE_CUTOFF,30.68,598
064350,현대로템,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064350_KR7064350002_KOSPI_01,1,2021-06-14,25150.0,30.62,RECOVERY,2022-08-24,296.0,2021-06-14,2022-08-23,-29.224652,2022-05-12,-29.821074,2022-01-28,EXIT3_PROGRESSED_TO_TRANSITION,12.13,313
064350,현대로템,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064350_KR7064350002_KOSPI_02,2,2022-07-25,24450.0,34.36,RECOVERY,2022-08-24,21.0,2022-07-25,2022-08-23,-0.204499,2022-08-04,-1.635992,2022-07-27,EXIT4_SCORE_DRAWDOWN_GE_15,15.34,38
064350,현대로템,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064350_KR7064350002_KOSPI_03,3,2024-02-26,32850.0,32.27,RECOVERY,2024-04-03,26.0,2024-02-26,2024-04-02,-8.675799,2024-03-12,-8.980213,2024-03-12,EXIT4_SCORE_DRAWDOWN_GE_15,10.35,66
064760,티씨케이,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064760_KR7064760002_KOSDAQ_01,1,2024-04-15,129500.0,53.28,RECOVERY,2025-09-18,348.0,2024-04-15,2025-09-17,-47.876448,2024-12-09,-48.648649,2024-12-09,LOSS_GUARD_CLOSE_LE_NEG_15,19.0,381
064760,티씨케이,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064760_KR7064760002_KOSDAQ_02,2,2024-06-17,141300.0,40.48,RECOVERY,2025-09-30,315.0,2024-06-17,2025-09-29,-52.229299,2024-12-09,-52.937013,2024-12-09,LOSS_GUARD_CLOSE_LE_NEG_15,14.65,338
064760,티씨케이,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064760_KR7064760002_KOSDAQ_03,3,2025-06-23,100300.0,97.91,RECOVERY,2025-09-12,58.0,2025-06-23,2025-09-11,-8.275174,2025-07-25,-9.870389,2025-07-24,EXIT4_SCORE_DRAWDOWN_GE_15,53.64,95
064960,SNT모티브,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064960_KR7064960008_KOSPI_01,1,2024-07-01,27438.0,34.49,RECOVERY,2025-07-03,242.0,2024-07-01,2025-07-02,-20.282091,2024-12-20,-21.390043,2024-12-12,LOSS_GUARD_CLOSE_LE_NEG_15,12.98,265
064960,SNT모티브,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064960_KR7064960008_KOSPI_02,2,2024-09-02,25124.0,46.87,RECOVERY,2025-05-16,166.0,2024-09-02,2025-05-15,-12.939819,2024-12-20,-14.149817,2024-12-12,NO_EXIT_BEFORE_CUTOFF,23.39,221
065660,안트로젠,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_065660_KR7065660003_KOSDAQ_01,1,2021-08-02,77100.0,31.65,RECOVERY,2021-08-02,0.0,2021-08-02,,,,,,LOSS_GUARD_CLOSE_LE_NEG_15,16.73,11
065680,우주일렉트로,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_065680_KR7065680001_KOSDAQ_01,1,2022-01-10,33700.0,36.5,RECOVERY,2025-07-11,856.0,2022-01-10,2025-07-10,-66.350148,2023-05-16,-66.735905,2023-05-17,LOSS_GUARD_CLOSE_LE_NEG_15,9.79,901
066570,LG전자,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_066570_KR7066570003_KOSPI_01,1,2023-07-17,124700.0,21.81,RECOVERY,2026-02-27,635.0,2023-07-17,2026-02-26,-48.115477,2025-04-09,-48.596632,2025-04-09,LOSS_GUARD_CLOSE_LE_NEG_15,-4.81,639
066570,LG전자,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_066570_KR7066570003_KOSPI_02,2,2025-11-10,89000.0,25.39,RECOVERY,2026-01-19,47.0,2025-11-10,2026-01-16,-5.617978,2025-11-24,-5.617978,2025-11-24,NO_EXIT_BEFORE_CUTOFF,12.47,56
067630,HLB생명과학,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_067630_KR7067630004_KOSDAQ_01,1,2024-01-29,12024.0,42.63,RECOVERY,2024-01-29,0.0,2024-01-29,,,,,,LOSS_GUARD_CLOSE_LE_NEG_15,14.35,14
068240,다원시스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_068240_KR7068240001_KOSDAQ_01,1,2021-10-18,24552.0,47.57,RECOVERY,2021-10-26,6.0,2021-10-18,2021-10-25,3.123982,2021-10-18,-1.755458,2021-10-19,EXIT4_SCORE_DRAWDOWN_GE_15,17.74,32
068270,셀트리온,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_068270_KR7068270008_KOSPI_01,1,2023-12-26,164237.0,28.67,RECOVERY,2024-01-02,3.0,2023-12-26,2023-12-28,0.800672,2023-12-26,-0.587566,2023-12-27,LOSS_GUARD_CLOSE_LE_NEG_15,4.91,13
068270,셀트리온,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_068270_KR7068270008_KOSPI_02,2,2025-11-17,189775.0,26.07,RECOVERY,2026-02-11,59.0,2025-11-17,2026-02-10,-9.593466,2025-12-26,-10.497168,2025-12-29,LOSS_GUARD_CLOSE_LE_NEG_15,7.48,72
068400,SK렌터카,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_068400_KR7068400001_KOSPI_01,1,2021-07-05,13900.0,13.67,NEVER_WINNER,,,2021-07-05,2024-01-11,-53.956835,2022-10-13,-55.035971,2022-10-17,LOSS_GUARD_CLOSE_LE_NEG_15,-30.94,622
069080,웹젠,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069080_KR7069080000_KOSDAQ_01,1,2026-02-02,16590.0,0.0,NEVER_WINNER,,,2026-02-02,2026-08-14,-41.048825,2026-06-08,-42.555756,2026-06-08,LOSS_GUARD_CLOSE_LE_NEG_15,-34.12,135
069260,TKG휴켐스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069260_KR7069260008_KOSPI_01,1,2021-08-30,26650.0,12.38,NEVER_WINNER,,,2021-08-30,2026-08-14,-46.041276,2025-04-09,-46.341463,2026-07-29,LOSS_GUARD_CLOSE_LE_NEG_15,-40.98,1217
069260,TKG휴켐스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069260_KR7069260008_KOSPI_02,2,2022-05-23,25450.0,1.77,NEVER_WINNER,,,2022-05-23,2026-08-14,-43.497053,2025-04-09,-43.811395,2026-07-29,LOSS_GUARD_CLOSE_LE_NEG_15,-38.19,1039
069260,TKG휴켐스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069260_KR7069260008_KOSPI_03,3,2023-04-24,23000.0,3.7,NEVER_WINNER,,,2023-04-24,2026-08-14,-37.478261,2025-04-09,-37.826087,2026-07-29,LOSS_GUARD_CLOSE_LE_NEG_15,-31.61,810
069260,TKG휴켐스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069260_KR7069260008_KOSPI_04,4,2026-02-19,19800.0,5.56,NEVER_WINNER,,,2026-02-19,2026-08-14,-27.070707,2026-07-29,-27.777778,2026-07-29,LOSS_GUARD_CLOSE_LE_NEG_15,-20.56,125
069620,대웅제약,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069620_KR7069620003_KOSPI_01,1,2022-03-21,171500.0,16.27,NEVER_WINNER,,,2022-03-21,2026-08-14,-46.472303,2023-07-10,-48.51312,2023-07-07,LOSS_GUARD_CLOSE_LE_NEG_15,-30.32,1083
069620,대웅제약,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069620_KR7069620003_KOSPI_02,2,2024-10-07,140300.0,22.31,RECOVERY,2025-05-30,157.0,2024-10-07,2025-05-29,-19.458304,2025-03-31,-22.309337,2025-04-03,LOSS_GUARD_CLOSE_LE_NEG_15,2.78,177
069620,대웅제약,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069620_KR7069620003_KOSPI_03,3,2025-07-14,162200.0,22.93,RECOVERY,2025-12-11,102.0,2025-07-14,2025-12-10,-20.2836,2025-08-12,-20.53021,2025-08-12,LOSS_GUARD_CLOSE_LE_NEG_15,6.35,114
069960,현대백화점,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069960_KR7069960003_KOSPI_01,1,2021-04-05,87900.0,30.83,RECOVERY,2026-02-05,1187.0,2021-04-05,2026-02-04,-52.61661,2024-11-14,-52.787258,2024-11-15,LOSS_GUARD_CLOSE_LE_NEG_15,7.74,1204
069960,현대백화점,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069960_KR7069960003_KOSPI_02,2,2022-06-07,80200.0,24.44,RECOVERY,2025-11-18,844.0,2022-06-07,2025-11-17,-48.067332,2024-11-14,-48.254364,2024-11-15,LOSS_GUARD_CLOSE_LE_NEG_15,7.11,876
069960,현대백화점,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_069960_KR7069960003_KOSPI_03,3,2025-02-24,57000.0,46.84,RECOVERY,2025-05-22,59.0,2025-02-24,2025-05-21,-2.105263,2025-04-14,-5.614035,2025-04-10,EXIT4_SCORE_DRAWDOWN_GE_15,28.25,105
071050,한국금융지주,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_071050_KR7071050009_KOSPI_01,1,2021-04-05,90000.0,34.44,RECOVERY,2021-04-13,6.0,2021-04-05,2021-04-12,1.111111,2021-04-06,-1.222222,2021-04-05,EXIT4_SCORE_DRAWDOWN_GE_15,16.67,30
071050,한국금융지주,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_071050_KR7071050009_KOSPI_02,2,2024-02-05,66700.0,21.29,RECOVERY,2024-12-03,201.0,2024-02-05,2024-12-02,-8.695652,2024-04-17,-9.745127,2024-04-19,EXIT4_SCORE_DRAWDOWN_GE_15,8.4,216
071320,지역난방공사,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_071320_KR7071320006_KOSPI_01,1,2024-02-05,34500.0,48.7,RECOVERY,2024-02-19,8.0,2024-02-05,2024-02-16,-4.057971,2024-02-06,-5.652174,2024-02-06,EXIT4_SCORE_DRAWDOWN_GE_15,20.58,15
072710,농심홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_072710_KR7072710007_KOSPI_01,1,2021-05-17,87700.0,63.63,RECOVERY,2025-09-15,1063.0,2021-05-17,2025-09-12,-32.7252,2022-10-13,-33.523375,2022-10-13,LOSS_GUARD_CLOSE_LE_NEG_15,19.84,1072
072710,농심홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_072710_KR7072710007_KOSPI_02,2,2024-06-24,77900.0,84.21,RECOVERY,2025-09-12,298.0,2024-06-24,2025-09-11,-20.924262,2025-04-07,-21.052632,2025-04-07,LOSS_GUARD_CLOSE_LE_NEG_15,34.92,308
072710,농심홀딩스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_072710_KR7072710007_KOSPI_03,3,2025-06-02,78000.0,83.97,RECOVERY,2025-09-12,71.0,2025-06-02,2025-09-11,-3.205128,2025-06-02,-5.641026,2025-08-20,NO_EXIT_BEFORE_CUTOFF,34.74,81
073240,금호타이어,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_073240_KR7073240004_KOSPI_01,1,2021-05-17,5570.0,49.55,RECOVERY,2021-06-07,14.0,2021-05-17,2021-06-04,-18.043088,2021-05-21,-20.017953,2021-05-24,LOSS_GUARD_CLOSE_LE_NEG_15,18.85,45
073240,금호타이어,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_073240_KR7073240004_KOSPI_02,2,2021-06-07,5840.0,42.64,RECOVERY,2021-06-09,2.0,2021-06-07,2021-06-08,13.527397,2021-06-08,-2.39726,2021-06-07,EXIT4_SCORE_DRAWDOWN_GE_15,13.36,31
073240,금호타이어,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_073240_KR7073240004_KOSPI_03,3,2025-12-01,5900.0,29.66,RECOVERY,2026-02-09,47.0,2025-12-01,2026-02-06,-6.610169,2026-01-08,-7.627119,2026-01-07,LOSS_GUARD_CLOSE_LE_NEG_15,3.22,62
074600,원익QnC,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_074600_KR7074600008_KOSDAQ_01,1,2023-06-26,29350.0,20.61,RECOVERY,2024-04-02,189.0,2023-06-26,2024-04-01,-19.761499,2023-10-31,-20.272572,2023-10-31,LOSS_GUARD_CLOSE_LE_NEG_15,4.94,203
074600,원익QnC,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_074600_KR7074600008_KOSDAQ_02,2,2024-01-15,31700.0,29.34,RECOVERY,2024-06-07,96.0,2024-01-15,2024-06-05,-16.876972,2024-02-27,-17.665615,2024-02-27,LOSS_GUARD_CLOSE_LE_NEG_15,17.19,118
074600,원익QnC,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_074600_KR7074600008_KOSDAQ_03,3,2024-03-25,31800.0,28.93,RECOVERY,2024-06-07,49.0,2024-03-25,2024-06-05,-3.773585,2024-04-23,-5.345912,2024-04-23,LOSS_GUARD_CLOSE_LE_NEG_15,16.82,71
074600,원익QnC,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_074600_KR7074600008_KOSDAQ_04,4,2025-10-13,25600.0,44.53,RECOVERY,2026-02-19,87.0,2025-10-13,2026-02-13,-27.265625,2025-11-21,-27.539062,2025-11-21,LOSS_GUARD_CLOSE_LE_NEG_15,17.58,114
074600,원익QnC,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_074600_KR7074600008_KOSDAQ_05,5,2026-02-09,30600.0,20.92,RECOVERY,2026-03-06,15.0,2026-02-09,2026-03-05,-13.071895,2026-03-04,-14.052288,2026-03-04,EXIT3_PROGRESSED_TO_BASE,-1.63,32
074610,이엔플러스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_074610_KR7074610007_KOSPI_01,1,2022-11-14,52600.0,37.83,RECOVERY,2022-11-15,1.0,2022-11-14,2022-11-14,14.068441,2022-11-14,-0.760456,2022-11-14,LOSS_GUARD_CLOSE_LE_NEG_15,4.37,4
075580,세진중공업,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_075580_KR7075580001_KOSPI_01,1,2022-08-22,7800.0,40.0,RECOVERY,2024-06-24,451.0,2022-08-22,2024-06-21,-45.25641,2023-11-13,-46.217949,2023-11-15,LOSS_GUARD_CLOSE_LE_NEG_15,19.87,472
075580,세진중공업,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_075580_KR7075580001_KOSPI_02,2,2023-06-19,6790.0,60.82,RECOVERY,2024-06-14,242.0,2023-06-19,2024-06-13,-37.113402,2023-11-13,-38.217968,2023-11-15,LOSS_GUARD_CLOSE_LE_NEG_15,34.32,270
075580,세진중공업,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_075580_KR7075580001_KOSPI_03,3,2024-03-25,6440.0,69.57,RECOVERY,2024-06-05,48.0,2024-03-25,2024-06-04,-2.018634,2024-03-27,-3.10559,2024-03-27,EXIT4_SCORE_DRAWDOWN_GE_15,41.61,82
077360,덕산하이메탈,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_077360_KR7077360006_KOSDAQ_01,1,2023-06-26,7220.0,47.37,RECOVERY,2023-07-04,6.0,2023-06-26,2023-07-03,-2.493075,2023-06-30,-4.570637,2023-06-30,LOSS_GUARD_CLOSE_LE_NEG_15,20.08,21
077500,유니퀘스트,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_077500_KR7077500007_KOSPI_01,1,2022-01-10,6250.0,42.4,RECOVERY,2023-07-04,365.0,2022-01-10,2023-07-03,-39.28,2022-09-29,-41.12,2022-09-30,LOSS_GUARD_CLOSE_LE_NEG_15,19.44,399
077500,유니퀘스트,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_077500_KR7077500007_KOSPI_02,2,2023-03-20,5810.0,53.18,RECOVERY,2023-07-04,72.0,2023-03-20,2023-07-03,-21.600688,2023-05-16,-22.289157,2023-05-17,LOSS_GUARD_CLOSE_LE_NEG_15,28.49,106
077970,STX엔진,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_077970_KR7077970002_KOSPI_01,1,2024-06-17,15920.0,53.27,RECOVERY,2024-08-16,43.0,2024-06-17,2024-08-14,-14.007538,2024-08-05,-19.095477,2024-08-05,EXIT4_SCORE_DRAWDOWN_GE_15,13.13,59
078020,LS증권,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_078020_KR7078020005_KOSDAQ_01,1,2021-04-26,8290.0,13.27,NEVER_WINNER,,,2021-04-26,2026-08-14,-59.288299,2025-04-09,-59.348613,2025-04-09,EXIT3_PROGRESSED_TO_TRANSITION,-20.75,1304
078020,LS증권,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_078020_KR7078020005_KOSDAQ_02,2,2025-07-14,6520.0,40.34,RECOVERY,2026-02-13,145.0,2025-07-14,2026-02-12,-28.067485,2025-11-25,-28.527607,2025-11-25,LOSS_GUARD_CLOSE_LE_NEG_15,9.2,156
078130,국일제지,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_078130_KR7078130002_KOSDAQ_01,1,2021-04-12,35790.0,4.81,NEVER_WINNER,,,2021-04-12,2026-08-14,-92.34423,2026-03-04,-92.70746,2026-03-04,LOSS_GUARD_CLOSE_LE_NEG_15,-90.14,727
078340,컴투스,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_078340_KR7078340007_KOSDAQ_01,1,2021-11-22,164100.0,5.91,NEVER_WINNER,,,2021-11-22,2026-08-14,-86.166971,2026-06-26,-86.319317,2026-06-29,LOSS_GUARD_CLOSE_LE_NEG_15,-80.62,1162
078350,한양디지텍,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_078350_KR7078350006_KOSDAQ_01,1,2025-10-20,20000.0,32.5,RECOVERY,2025-11-06,13.0,2025-10-20,2025-11-05,-2.5,2025-10-21,-7.0,2025-10-23,EXIT4_SCORE_DRAWDOWN_GE_15,6.0,26
078600,대주전자재료,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_078600_KR7078600004_KOSDAQ_01,1,2024-06-03,118800.0,37.54,RECOVERY,2024-06-11,5.0,2024-06-03,2024-06-10,-0.841751,2024-06-03,-2.777778,2024-06-04,LOSS_GUARD_CLOSE_LE_NEG_15,8.67,29
078600,대주전자재료,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_078600_KR7078600004_KOSDAQ_02,2,2026-03-03,96900.0,28.59,RECOVERY,2026-03-06,3.0,2026-03-03,2026-03-05,-19.814241,2026-03-04,-21.465428,2026-03-04,LOSS_GUARD_CLOSE_LE_NEG_15,12.8,10
