control_id,ticker,event_family,selected_rcept_no,semantic_block_id,semantic_block_sha256,anchor_field_name,anchor_source_value,anchor_date,semantic_binding_valid
CORP_005930_STOCK_SPLIT,005930,STOCK_SPLIT,20180223000294,SEM_BLOCK_GLOBAL_DOC,85c86d3f33f68609d40a3e67a3eedb71980aeca032b3d842f1fbe21deb09002f,매매거래정지기간,2018년 4월 25,2018-04-25,True
CORP_035420_STOCK_SPLIT,035420,STOCK_SPLIT,20180726800004,SEM_BLOCK_0002,9f8ab85892de671842e671e55b639142e8868e6758b287943459aa9e9258c5d0,신주상장예정일,2018-10-12,2018-10-12,True
CORP_035720_STOCK_SPLIT,035720,STOCK_SPLIT,20210225800978,SEM_BLOCK_0002,95d5b79571e409fff6c3900bbb2cc7d43e5d9bc4f0487a2e5e1662f64a2f04e2,신주상장예정일,2021-04-15,2021-04-15,True
CORP_003670_RIGHTS_OFFERING,003670,RIGHTS_OFFERING,20210121800246,SEM_BLOCK_0002,354e3c575ae06ffc79e475cd51affd7cc47d7de45ea97adeffdb02a6c76d00a5,납입일,2021-01-21,2021-01-21,True
CORP_028260_MERGER,028260,MERGER,20150902000259,SEM_BLOCK_0004,70ca9199d199a2487f577bcbb52c6e59713dcb090b8d7509cccc99c94c5dce32,합병기일,2015년 09월 01,2015-09-01,True
CORP_000100_BONUS_ISSUE,000100,BONUS_ISSUE,20201211000171,SEM_BLOCK_GLOBAL_DOC,96906cf1f9a655285bca333700f3e21816328c6f99329c9b670ded4effaf129f,신주배정기준일,2021년 01월 01,2021-01-01,True
CORP_004020_MERGER,004020,MERGER,20150701000257,SEM_BLOCK_0004,834eab4505038aa2fa1249c246b3cf6e270828aa43ec0c0cfa7a32dab98fc237,합병기일,2015년 7월 1,2015-07-01,True
CORP_010130_RIGHTS_OFFERING,010130,RIGHTS_OFFERING,20220819800347,SEM_BLOCK_0002,28ebecd3c43a0c4e0a4e62f7f886766895b2a83cb28d13d05f7ef170dabf58b5,납입일,2022-08-18,2022-08-18,True
