control_id,ticker,official_event_type,semantic_block_id,official_anchor_type,official_anchor_date,official_source_field,price_window_start,price_window_end,candidate_row_count,pykrx_row_count,overlap_row_count,pre_overlap_rows,post_overlap_rows,candidate_only_date_count,candidate_only_dates,pykrx_only_date_count,pykrx_only_dates,open_mismatch_count,high_mismatch_count,low_mismatch_count,close_mismatch_count,volume_mismatch_count,candidate_error,pykrx_error,parity_status
CORP_005930_STOCK_SPLIT,005930,STOCK_SPLIT,SEM_BLOCK_GLOBAL_DOC,SUSPENSION_DATE,2018-04-25,매매거래정지기간,2018-03-21,2018-05-30,48,48,48,25,23,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_035420_STOCK_SPLIT,035420,STOCK_SPLIT,SEM_BLOCK_0002,NEW_SHARE_LISTING_DATE,2018-10-12,신주상장예정일,2018-09-07,2018-11-16,46,46,46,20,26,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_035720_STOCK_SPLIT,035720,STOCK_SPLIT,SEM_BLOCK_0002,NEW_SHARE_LISTING_DATE,2021-04-15,신주상장예정일,2021-03-11,2021-05-20,49,49,49,25,24,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_003670_RIGHTS_OFFERING,003670,RIGHTS_OFFERING,SEM_BLOCK_0002,PAYMENT_DATE,2021-01-21,납입일,2020-12-17,2021-02-25,46,46,46,22,24,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_028260_MERGER,028260,MERGER,SEM_BLOCK_0004,MERGER_EFFECTIVE_DATE,2015-09-01,합병기일,2015-07-28,2015-10-06,48,48,48,24,24,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_000100_BONUS_ISSUE,000100,BONUS_ISSUE,SEM_BLOCK_GLOBAL_DOC,RECORD_DATE,2021-01-01,신주배정기준일,2020-11-27,2021-02-05,48,48,48,23,25,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_004020_MERGER,004020,MERGER,SEM_BLOCK_0004,MERGER_EFFECTIVE_DATE,2015-07-01,합병기일,2015-05-27,2015-08-05,51,51,51,25,26,0,[],0,[],0,0,0,0,0,,,MATCH
CORP_010130_RIGHTS_OFFERING,010130,RIGHTS_OFFERING,SEM_BLOCK_0002,PAYMENT_DATE,2022-08-18,납입일,2022-07-14,2022-09-22,48,48,48,24,24,0,[],0,[],0,0,0,0,0,,,MATCH
