ticker,first_common_date,last_common_date,lifecycle_interval_count,current_expected_count,candidate_expected_count,baseline_expected_count,raw_observed_count,silent_missing_count,current_nontradable_count,candidate_confirmed_nontrading_count,potential_false_nontradable_count,added_back_date_count,inside_common_lifecycle,added_back_dates_sha256
065340,2010-01-04,2010-04-14,1,40,40,71,71,0,31,31,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065350,2010-01-04,2026-08-21,1,4093,4093,4095,4095,0,2,2,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065370,2020-02-10,2026-08-21,1,1604,1604,1604,1604,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065410,2010-01-04,2010-05-04,1,63,63,85,85,0,22,22,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065420,2010-01-04,2026-08-21,1,3232,3232,4095,4095,0,863,863,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065440,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065450,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065500,2010-01-04,2026-08-21,1,3711,3711,4095,4095,0,384,384,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065510,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065530,2010-01-04,2026-08-21,1,4092,4092,4095,4095,0,3,3,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065560,2010-01-04,2024-07-26,1,2493,2493,3594,3594,0,1101,1101,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065570,2010-01-04,2026-08-21,1,3707,3707,4095,4095,0,388,388,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065610,2010-01-04,2012-04-30,1,562,562,581,581,0,19,19,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065620,2010-01-04,2021-08-06,1,2531,2531,2864,2864,0,333,333,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065650,2010-01-04,2026-08-21,1,4055,4055,4095,4095,0,40,40,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065660,2016-02-15,2026-08-21,1,2580,2580,2581,2581,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065680,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065690,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065710,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065770,2010-01-04,2026-08-21,1,4062,4062,4095,4095,0,33,33,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065940,2010-01-04,2020-07-30,1,2239,2239,2611,2611,0,372,372,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
065950,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066060,2010-01-04,2013-04-11,1,792,792,817,817,0,25,25,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066110,2010-01-04,2022-04-05,1,2411,2411,3024,3024,0,613,613,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066130,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066270,2010-01-04,2017-02-24,1,1755,1755,1771,1771,0,16,16,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066300,2010-01-04,2010-06-28,1,62,62,121,121,0,59,59,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066310,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066340,2010-01-04,2011-09-08,1,410,410,422,422,0,12,12,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066350,2010-01-04,2015-05-19,1,1329,1329,1332,1332,0,3,3,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066360,2017-12-04,2026-08-21,1,2126,2126,2137,2137,0,11,11,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066410,2010-01-04,2026-08-21,1,3234,3234,4095,4095,0,861,861,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066430,2010-01-04,2026-08-21,1,3726,3726,4095,4095,0,369,369,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066570,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066590,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066620,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066670,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066690,2010-01-04,2012-04-30,1,551,552,581,581,0,30,29,1,1,True,113d4d937498ddb96359557614e86ade33d74d0cd19e078c7cabf2024b765eb2
066700,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066790,2010-01-04,2026-08-21,1,3124,3124,4095,4095,0,971,971,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066900,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066910,2010-01-04,2026-08-21,1,4072,4072,4095,4095,0,23,23,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066930,2010-01-04,2010-06-28,1,110,110,121,121,0,11,11,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066970,2010-01-04,2026-08-21,2,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
066980,2010-01-04,2026-08-21,1,4065,4065,4095,4095,0,30,30,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067000,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067010,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067080,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067130,2010-01-04,2012-06-07,1,526,526,606,606,0,80,80,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067160,2010-01-04,2026-08-21,1,4075,4075,4095,4095,0,20,20,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067170,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067250,2010-01-04,2014-04-14,1,1005,1005,1065,1065,0,60,60,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067280,2010-01-04,2026-08-21,1,4093,4093,4095,4095,0,2,2,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067290,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067310,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067370,2022-10-05,2026-08-21,1,948,948,948,948,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067390,2014-12-24,2026-08-21,1,2838,2838,2860,2860,0,22,22,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067570,2013-12-03,2026-08-21,1,3120,3120,3120,3120,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067630,2010-01-04,2026-08-21,1,4087,4087,4095,4095,0,8,8,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067730,2015-07-29,2026-08-21,1,2714,2714,2714,2714,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067770,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067830,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067850,2010-01-04,2010-05-18,1,41,41,94,94,0,53,53,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067900,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067920,2010-08-04,2026-08-21,1,3948,3948,3948,3948,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067950,2010-01-04,2010-02-19,1,7,7,34,34,0,27,27,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
067990,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068050,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068060,2010-01-04,2015-09-17,1,1345,1345,1417,1417,0,72,72,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068100,2024-02-22,2026-08-21,1,607,607,607,607,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068150,2010-01-04,2017-03-06,1,1219,1219,1776,1776,0,557,557,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068240,2010-09-14,2026-08-21,1,3810,3810,3919,3919,0,109,109,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068270,2010-01-04,2026-08-21,2,4081,4081,4095,4095,0,14,14,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068290,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068330,2010-01-04,2026-08-21,1,3975,3975,4095,4095,0,120,120,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068400,2012-07-27,2024-01-30,1,2820,2820,2833,2833,0,13,13,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068420,2010-01-04,2013-04-05,1,729,729,813,813,0,84,84,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068630,2010-01-04,2012-04-23,1,398,398,576,576,0,178,178,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068760,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068770,2010-01-04,2010-06-16,1,61,61,113,113,0,52,52,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068790,2010-01-04,2026-08-21,1,3864,3864,4095,4095,0,231,231,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068870,2010-01-04,2017-01-16,1,1731,1731,1744,1744,0,13,13,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068930,2010-01-04,2026-08-21,1,4082,4082,4095,4095,0,13,13,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
068940,2010-10-19,2026-08-21,1,3051,3051,3897,3897,0,846,846,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069080,2010-01-04,2026-08-21,1,4093,4093,4095,4095,0,2,2,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069110,2010-01-04,2023-10-19,1,2775,2775,3404,3404,0,629,629,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069140,2010-10-26,2026-08-21,1,3811,3811,3892,3892,0,81,81,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069260,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069330,2010-01-04,2026-08-21,1,3779,3779,4095,4095,0,316,316,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069410,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069460,2010-01-04,2026-08-21,1,3843,3843,4095,4095,0,252,252,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069470,2010-01-04,2010-04-30,1,52,52,83,83,0,31,31,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069510,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069540,2010-01-04,2026-08-21,1,3472,3472,4095,4095,0,623,623,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069620,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069640,2011-06-21,2026-08-21,1,3719,3719,3730,3730,0,11,11,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069730,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069920,2010-01-04,2026-08-21,1,4068,4068,4095,4095,0,27,27,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
069960,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
070080,2010-01-04,2010-11-05,1,210,210,212,212,0,2,2,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
070300,2010-06-09,2026-08-21,1,3828,3828,3988,3988,0,160,160,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
070480,2010-01-04,2014-07-16,1,1056,1056,1127,1127,0,71,71,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
070590,2010-01-04,2026-08-21,1,3975,3975,4095,4095,0,120,120,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
070960,2016-05-27,2026-08-21,1,2511,2511,2511,2511,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071050,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071090,2010-01-04,2026-08-21,1,4091,4091,4095,4095,0,4,4,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071200,2010-05-26,2026-08-21,1,3933,3933,3997,3997,0,64,64,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071280,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071320,2010-01-29,2026-08-21,1,4076,4076,4076,4076,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071460,2016-07-14,2025-06-17,1,1811,1811,2189,2189,0,378,378,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071530,2010-01-04,2013-04-22,1,754,754,824,824,0,70,70,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071660,2010-01-04,2012-09-28,1,684,684,686,686,0,2,2,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071670,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071840,2011-06-29,2026-08-21,1,3714,3714,3724,3724,0,10,10,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071850,2014-05-27,2026-08-21,1,3003,3003,3003,3003,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071930,2010-01-04,2015-07-09,1,1279,1279,1368,1368,0,89,89,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071950,2010-01-04,2026-08-21,1,4066,4066,4095,4095,0,29,29,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
071970,2010-01-04,2026-08-21,1,3729,3729,4095,4095,0,366,366,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
072020,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
072130,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
072470,2010-01-04,2026-08-21,1,4068,4068,4095,4095,0,27,27,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
072520,2010-01-04,2025-06-17,1,3485,3485,3806,3806,0,321,321,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
072530,2010-01-04,2011-05-06,1,317,317,336,336,0,19,19,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
072710,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
072770,2010-01-04,2026-08-21,1,4077,4077,4095,4095,0,18,18,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
072870,2010-01-04,2026-08-21,1,4071,4071,4095,4095,0,24,24,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
072950,2012-03-21,2026-08-21,1,3542,3542,3542,3542,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
072990,2016-10-17,2026-08-21,1,2416,2416,2416,2416,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073010,2010-01-04,2026-08-21,1,3441,3441,4095,4095,0,654,654,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073070,2010-01-04,2021-06-03,1,2609,2609,2818,2818,0,209,209,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073110,2010-01-04,2026-08-21,1,4080,4080,4095,4095,0,15,15,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073130,2010-01-04,2012-10-11,1,561,561,693,693,0,132,132,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073190,2010-01-04,2026-08-21,1,4081,4081,4095,4095,0,14,14,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073240,2010-01-04,2026-08-21,1,4080,4080,4095,4095,0,15,15,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073490,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073540,2010-01-04,2026-08-21,1,4092,4092,4095,4095,0,3,3,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073560,2016-07-27,2026-08-21,1,2469,2469,2469,2469,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073570,2010-01-04,2026-08-21,1,3934,3934,4095,4095,0,161,161,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073640,2010-01-04,2026-08-21,1,3488,3488,4095,4095,0,607,607,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
073930,2010-01-04,2013-07-11,1,864,864,879,879,0,15,15,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
074000,2010-01-04,2014-03-26,1,797,797,1052,1052,0,255,255,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
074130,2010-01-04,2015-07-22,1,1314,1314,1377,1377,0,63,63,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
074140,2010-01-04,2010-05-07,1,67,67,87,87,0,20,20,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
074150,2010-01-04,2016-09-02,1,1547,1547,1653,1653,0,106,106,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
074430,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
074600,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
074610,2010-01-04,2026-08-21,1,3745,3745,4095,4095,0,350,350,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
075130,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
075180,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
075580,2015-11-30,2026-08-21,1,2630,2630,2630,2630,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
075970,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
076080,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
076090,2010-01-04,2010-04-22,1,35,35,77,77,0,42,42,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
076610,2013-11-06,2026-08-21,1,3126,3126,3139,3139,0,13,13,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
077280,2010-01-04,2020-01-15,1,2463,2463,2476,2476,0,13,13,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
077360,2010-01-04,2026-08-21,1,4067,4067,4095,4095,0,28,28,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
077500,2010-01-04,2026-08-21,1,4081,4081,4095,4095,0,14,14,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
077970,2010-01-04,2026-08-21,1,3815,3815,4095,4095,0,280,280,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
078000,2010-01-04,2026-08-21,1,4092,4093,4095,4095,0,3,2,1,1,True,79c7f0d4f5db4cc444d66dc8ee4b1dfe856ecfe89a062090a06dbc7633820a45
078020,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
078070,2010-01-04,2026-08-21,1,4072,4072,4095,4095,0,23,23,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
078130,2010-01-04,2026-08-21,1,3463,3463,4095,4095,0,632,632,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
078140,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
078150,2010-01-04,2026-08-21,1,4088,4088,4095,4095,0,7,7,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
078160,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
078340,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
