ticker,first_common_date,last_common_date,lifecycle_interval_count,current_expected_count,candidate_expected_count,baseline_expected_count,raw_observed_count,silent_missing_count,current_nontradable_count,candidate_confirmed_nontrading_count,potential_false_nontradable_count,added_back_date_count,inside_common_lifecycle,added_back_dates_sha256
014940,2010-01-04,2026-08-21,1,3910,3910,4095,4095,0,185,185,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
014950,2025-10-27,2026-08-21,1,202,202,202,202,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
014970,2010-01-04,2026-08-21,1,4082,4082,4095,4095,0,13,13,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
014990,2010-01-04,2026-08-21,1,4077,4077,4095,4095,0,18,18,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015020,2010-01-04,2026-08-21,1,3985,3985,4095,4095,0,110,110,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015050,2010-01-04,2010-03-08,1,7,7,44,44,0,37,37,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015110,2010-01-04,2012-12-10,1,724,724,735,735,0,11,11,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015170,2010-01-04,2010-04-12,1,63,63,69,69,0,6,6,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015200,2010-01-04,2012-04-30,1,562,562,581,581,0,19,19,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015230,2010-01-04,2026-08-21,1,4071,4071,4095,4095,0,24,24,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015260,2010-01-04,2026-08-21,1,4083,4083,4095,4095,0,12,12,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015350,2010-01-04,2022-01-17,1,2957,2957,2973,2973,0,16,16,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015360,2010-01-04,2026-08-21,1,4092,4092,4095,4095,0,3,3,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015390,2010-01-04,2012-04-12,1,462,462,569,569,0,107,107,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015540,2010-01-04,2023-11-06,1,2747,2748,3416,3416,0,669,668,1,1,True,e5fef75982c84aa226fa4f0816ff9e3e369332eb743c135c0f062539059c99a4
015590,2010-01-04,2026-08-21,1,3741,3741,4095,4095,0,354,354,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
0156T0,2026-07-24,2026-08-21,1,20,20,20,20,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015710,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015750,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015760,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015860,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015890,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
015940,2010-01-04,2010-01-14,1,0,0,9,9,0,9,9,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016090,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016100,2010-01-04,2026-08-21,1,4092,4092,4095,4095,0,3,3,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016140,2010-01-04,2012-10-11,1,664,664,693,693,0,29,29,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016160,2010-01-04,2011-04-25,1,296,296,328,328,0,32,32,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016170,2010-01-04,2018-09-17,1,2139,2139,2152,2152,0,13,13,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016250,2010-01-04,2026-08-21,1,4066,4066,4095,4095,0,29,29,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016360,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016380,2010-01-04,2026-08-21,1,4004,4005,4095,4095,0,91,90,1,1,True,3fcb66421317830b8c44aa206d7904ff2b83cb7898ac06fcb292b947e5d06bc3
016420,2010-01-04,2015-01-19,1,1233,1233,1251,1251,0,18,18,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016450,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016510,2010-01-04,2011-07-15,1,371,371,384,384,0,13,13,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016560,2010-01-04,2012-10-16,1,673,673,696,696,0,23,23,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016570,2010-01-04,2013-03-14,1,767,767,797,797,0,30,30,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016580,2010-01-04,2026-08-21,1,4087,4087,4095,4095,0,8,8,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016590,2010-01-04,2026-08-21,1,4091,4091,4095,4095,0,4,4,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016600,2010-01-04,2026-08-21,1,4075,4075,4095,4095,0,20,20,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016610,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016670,2010-01-04,2026-08-21,1,3508,3508,4095,4095,0,587,587,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016710,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016740,2016-07-29,2026-08-21,1,2467,2467,2467,2467,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016790,2018-06-01,2026-08-21,1,1402,1402,2017,2017,0,615,615,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016800,2010-01-04,2026-08-21,1,4050,4051,4095,4095,0,45,44,1,1,True,8e9eec793af942baf8738c1b5e3ba716fc25f1b0061ac4dc7146d3362b5a34bd
016880,2010-01-04,2026-08-21,1,4030,4030,4095,4095,0,65,65,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
016920,2010-01-04,2026-08-21,1,4043,4043,4095,4095,0,52,52,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017000,2010-01-04,2026-08-21,1,4077,4077,4095,4095,0,18,18,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017010,2010-01-04,2010-03-25,1,7,7,57,57,0,50,50,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017040,2010-01-04,2026-08-21,1,4003,4003,4095,4095,0,92,92,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017050,2010-01-04,2010-04-02,1,10,10,63,63,0,53,53,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017160,2010-01-04,2011-04-28,1,306,306,331,331,0,25,25,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017170,2010-01-04,2011-05-12,1,304,304,339,339,0,35,35,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017180,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017250,2010-01-04,2026-08-21,1,4052,4052,4095,4095,0,43,43,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017300,2010-01-04,2010-04-14,1,62,62,71,71,0,9,9,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017370,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017390,2010-01-04,2026-08-21,1,4086,4086,4095,4095,0,9,9,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017480,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017510,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017550,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017650,2010-01-04,2026-08-21,1,4067,4067,4095,4095,0,28,28,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017670,2010-01-04,2026-08-21,1,4071,4071,4095,4095,0,24,24,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017680,2010-01-04,2019-11-19,1,2266,2266,2438,2438,0,172,172,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017800,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017810,2010-01-04,2026-08-21,1,4092,4092,4095,4095,0,3,3,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017860,2023-12-22,2026-08-21,1,646,646,646,646,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017890,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017900,2010-01-04,2026-08-21,1,4093,4093,4095,4095,0,2,2,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017940,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
017960,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018000,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018120,2010-01-04,2026-08-21,1,4070,4070,4095,4095,0,25,25,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018250,2018-03-22,2026-08-21,1,2065,2065,2065,2065,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018260,2014-11-14,2026-08-21,1,2888,2888,2888,2888,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018290,2010-01-04,2026-08-21,1,4062,4062,4095,4095,0,33,33,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018310,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018410,2010-01-04,2010-05-12,1,65,65,90,90,0,25,25,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018470,2010-01-04,2026-08-21,1,4081,4081,4095,4095,0,14,14,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018500,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018620,2010-01-04,2026-08-21,1,4080,4080,4095,4095,0,15,15,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018670,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018680,2010-01-04,2026-08-21,1,4064,4064,4095,4095,0,31,31,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018700,2010-01-04,2026-08-21,1,4045,4045,4095,4095,0,50,50,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018880,2010-01-04,2026-08-21,1,4081,4081,4095,4095,0,14,14,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
018890,2010-01-04,2010-07-21,1,59,59,138,138,0,79,79,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019010,2010-01-04,2026-08-21,1,4084,4084,4095,4095,0,11,11,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019120,2010-01-04,2011-04-05,1,261,261,314,314,0,53,53,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019170,2010-01-04,2026-08-21,1,4072,4072,4095,4095,0,23,23,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019180,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019210,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019260,2010-01-04,2012-09-04,1,615,615,668,668,0,53,53,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019300,2010-01-04,2016-08-10,1,1622,1622,1637,1637,0,15,15,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019430,2010-01-04,2011-04-28,1,291,291,331,331,0,40,40,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019440,2011-06-01,2026-02-11,1,3601,3601,3616,3616,0,15,15,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019490,2010-01-04,2026-08-21,1,3515,3515,4095,4095,0,580,580,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019540,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019550,2010-01-04,2026-08-21,1,4044,4044,4095,4095,0,51,51,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019570,2010-01-04,2026-08-21,1,4013,4013,4095,4095,0,82,82,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019590,2010-01-04,2025-09-05,1,2972,2972,3863,3863,0,891,891,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019660,2010-01-04,2026-08-21,1,4030,4030,4095,4095,0,65,65,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019680,2010-01-04,2026-08-21,1,4090,4090,4095,4095,0,5,5,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019770,2011-06-24,2026-08-21,1,3727,3727,3727,3727,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
019990,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
020000,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
020070,2010-01-04,2010-04-30,1,63,63,83,83,0,20,20,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
020120,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
020150,2011-03-04,2026-08-21,1,3804,3804,3804,3804,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
020180,2010-01-04,2026-08-21,1,4079,4079,4095,4095,0,16,16,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
020400,2010-01-04,2026-08-21,1,4061,4061,4095,4095,0,34,34,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
020560,2010-01-04,2026-08-21,1,4044,4044,4095,4095,0,51,51,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
020710,2010-01-04,2026-08-21,1,4093,4093,4095,4095,0,2,2,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
020760,2010-01-04,2026-08-21,1,3867,3867,4095,4095,0,228,228,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
021040,2010-01-04,2026-08-21,1,4050,4050,4095,4095,0,45,45,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
021050,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
021060,2010-01-04,2012-06-26,1,543,543,619,619,0,76,76,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
021080,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
021240,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
021320,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
021650,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
021820,2010-01-04,2026-08-21,1,3242,3242,4095,4095,0,853,853,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
021880,2010-01-04,2026-08-21,1,3681,3681,4095,4095,0,414,414,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
0218L0,2026-07-27,2026-08-21,1,19,19,19,19,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
021960,2010-01-04,2017-07-20,1,1857,1857,1869,1869,0,12,12,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
022100,2010-01-04,2026-08-21,2,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
022220,2010-01-04,2026-08-21,1,4058,4058,4095,4095,0,37,37,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
022520,2010-01-04,2012-01-10,2,492,492,506,506,0,14,14,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023000,2011-07-22,2026-08-21,1,3707,3707,3707,3707,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023020,2010-01-04,2011-09-09,1,412,412,423,423,0,11,11,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023150,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023160,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023350,2011-04-28,2026-08-21,1,3765,3765,3765,3765,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023410,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023430,2010-01-04,2017-12-19,1,1799,1799,1970,1970,0,171,171,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023440,2010-01-04,2026-08-21,1,3810,3810,4095,4095,0,285,285,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023450,2010-01-04,2026-08-21,1,4068,4068,4095,4095,0,27,27,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023460,2010-01-04,2025-07-11,1,3663,3663,3824,3824,0,161,161,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023530,2010-01-04,2026-08-21,1,4079,4079,4095,4095,0,16,16,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023590,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023600,2010-01-04,2026-08-21,1,4075,4075,4095,4095,0,20,20,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023670,2010-01-04,2010-06-16,1,60,60,113,113,0,53,53,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023760,2010-01-04,2026-08-21,1,4062,4062,4095,4095,0,33,33,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023770,2010-01-04,2026-08-21,1,4053,4053,4095,4095,0,42,42,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023790,2010-01-04,2026-08-21,1,4077,4077,4095,4095,0,18,18,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023800,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023810,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023890,2010-01-04,2021-04-16,1,2772,2772,2786,2786,0,14,14,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023900,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023910,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
023960,2010-01-04,2026-08-21,1,4089,4089,4095,4095,0,6,6,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024060,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024070,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024090,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024100,2010-01-04,2011-10-13,1,433,433,444,444,0,11,11,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024110,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024120,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024660,2010-01-04,2018-07-13,1,2072,2072,2107,2107,0,35,35,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024720,2010-01-04,2026-08-21,1,4081,4081,4095,4095,0,14,14,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024740,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024800,2010-01-04,2026-08-21,1,4094,4094,4095,4095,0,1,1,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024810,2010-01-04,2025-09-09,1,3138,3138,3865,3865,0,727,727,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024830,2010-01-04,2026-08-21,1,3249,3249,4095,4095,0,846,846,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024840,2010-01-04,2026-08-21,1,4033,4033,4095,4095,0,62,62,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024850,2010-01-04,2026-08-21,1,3916,3916,4095,4095,0,179,179,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024870,2010-01-04,2010-04-30,1,61,61,83,83,0,22,22,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
024880,2010-01-04,2026-08-21,1,4095,4095,4095,4095,0,0,0,0,0,True,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
