control_id,ticker,issuer_name,normalized_event_type,source_event_type,event_anchor_type,event_anchor_date,event_anchor_start,event_anchor_end,authority_source_tier,authority_source_name,authority_record_id,raw_evidence_path,raw_evidence_sha256,selection_role,selection_order,selection_algorithm
CORP_005930_STOCK_SPLIT,005930,삼성전자,STOCK_SPLIT,,EFFECTIVE_DATE,2018-05-04,2018-01-02,2018-12-28,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20180131000186,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03/raw/005930_STOCK_SPLIT_20180131000186.html,794b213299ac26e95a963ca4eb3467773f711149343dce1130ee91823c4bdb30,DISCOVERED_OFFICIAL_CONTROL,1,LIVE_OFFICIAL_DISCOVERY_V01_FIX03
CORP_035420_STOCK_SPLIT,035420,NAVER,STOCK_SPLIT,,EFFECTIVE_DATE,2018-10-12,2018-01-02,2018-12-28,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20180726000282,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03/raw/035420_STOCK_SPLIT_20180726000282.html,dda402a095d19fceb95ced0625c3ae57a46446b93a347384fcd0e1ba0a6400bd,DISCOVERED_OFFICIAL_CONTROL,2,LIVE_OFFICIAL_DISCOVERY_V01_FIX03
CORP_035720_STOCK_SPLIT,035720,카카오,STOCK_SPLIT,,EFFECTIVE_DATE,2021-04-15,2021-01-04,2021-12-30,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20210225000572,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03/raw/035720_STOCK_SPLIT_20210225000572.html,730819adcae419aa3c90dffb8d52fa1c84ba0c81c6bbfc69434a54d8c3a473a9,DISCOVERED_OFFICIAL_CONTROL,3,LIVE_OFFICIAL_DISCOVERY_V01_FIX03
CORP_003670_RIGHTS_OFFERING,003670,포스코퓨처엠,RIGHTS_OFFERING,,EX_DATE,2021-01-13,2020-06-01,2021-06-30,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20201106000375,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03/raw/003670_RIGHTS_OFFERING_20201106000375.html,730819adcae419aa3c90dffb8d52fa1c84ba0c81c6bbfc69434a54d8c3a473a9,DISCOVERED_OFFICIAL_CONTROL,4,LIVE_OFFICIAL_DISCOVERY_V01_FIX03
CORP_028260_MERGER,028260,삼성물산,MERGER,,MERGER_EFFECTIVE_DATE,2015-09-01,2015-01-02,2016-12-30,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20150526000552,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03/raw/028260_MERGER_20150526000552.html,21692e52561a364c1a5345f75b8185a230a91f806fa42ea94ffe3db75eb64e45,DISCOVERED_OFFICIAL_CONTROL,5,LIVE_OFFICIAL_DISCOVERY_V01_FIX03
CORP_000100_BONUS_ISSUE,000100,유한양행,BONUS_ISSUE,,EX_DATE,2020-04-01,2020-01-02,2021-12-30,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20191210000412,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03/raw/000100_BONUS_ISSUE_20191210000412.html,353ba0d8e59d3e09bf06b419438afe60ac94aa968aedd5953023675dbd8adb11,DISCOVERED_OFFICIAL_CONTROL,6,LIVE_OFFICIAL_DISCOVERY_V01_FIX03
CORP_004020_MERGER,004020,현대제철,MERGER,,MERGER_EFFECTIVE_DATE,2015-07-01,2015-01-02,2015-12-30,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20150408000450,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03/raw/004020_MERGER_20150408000450.html,854882fd324e5ecdfb90cb6bda8e696d2025b8a8c250d0b50abeb9dd4f25e025,DISCOVERED_OFFICIAL_CONTROL,7,LIVE_OFFICIAL_DISCOVERY_V01_FIX03
CORP_010130_RIGHTS_OFFERING,010130,고려아연,RIGHTS_OFFERING,,EFFECTIVE_DATE,2022-08-30,2022-01-03,2023-12-28,TIER_A1_OPENDART,DART_OFFICIAL_DISCLOSURE,DART_RCP_20220818000620,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03/raw/010130_RIGHTS_OFFERING_20220818000620.html,21692e52561a364c1a5345f75b8185a230a91f806fa42ea94ffe3db75eb64e45,DISCOVERED_OFFICIAL_CONTROL,8,LIVE_OFFICIAL_DISCOVERY_V01_FIX03
