ticker,name,market,asset_type,cached,cache_last_date,staleness_trading_days,freshness,completed_months,daily_rows,has_future,has_dup,is_unsorted,raw_ready,feature_ready,score_ready,stage_ready,evaluator_ready,quality_status,error_type,error_message
080420,모다이노칩,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
080470,성창오토텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
080520,오디텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
080530,코디,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
080580,오킨스전자,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
080720,한국유니온제약,KOSDAQ,COMMON,True,2025-03-06,376,VERY_STALE,43,778,False,False,False,True,False,False,False,False,STALE_DATA,,
081150,티플랙스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
081180,쎄크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,16,317,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
081580,성우전자,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
082210,옵트론텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
082270,젬백스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
082660,코스나인,KOSDAQ,COMMON,True,2025-03-06,376,VERY_STALE,43,710,False,False,False,True,False,False,False,False,STALE_DATA,,
082800,비보존 제약,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
082850,우리바이오,KOSDAQ,COMMON,True,2026-08-13,1,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
082920,비츠로셀,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
083310,엘오티베큠,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
083450,GST,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
083470,이엠앤아이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,45,920,False,False,False,True,True,True,True,True,OK,,
083500,에프엔에스테크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
083550,케이엠,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
083640,인콘,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
083650,비에이치아이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
083660,CSA 코스믹,KOSDAQ,COMMON,True,2026-08-10,4,STALE,60,1218,False,False,False,True,True,True,True,True,OK,,
083790,CG인바이츠,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
083930,아바코,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
084110,휴온스글로벌,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
084180,수성웹툰,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1206,False,False,False,True,True,True,True,True,OK,,
084370,유진테크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
084440,유비온,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1209,False,False,False,True,True,True,True,True,OK,,
084650,랩지노믹스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
084730,팅크웨어,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
084850,아이티엠반도체,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
084990,헬릭스미스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
085660,차바이오텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
085670,뉴프렉스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
085810,알티캐스트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
085910,네오티스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
086040,바이오톡스텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
086060,진바이오텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
086390,유니테스트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
086450,동국제약,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
086520,에코프로,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,147,2970,False,False,False,True,True,True,True,True,OK,,
086670,비엠티,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
086710,선진뷰티사이언스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
086820,바이오솔루션,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
086890,이수앱지스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
086900,메디톡스,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
086960,MDS테크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
086980,쇼박스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
087010,펩트론,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
087260,모바일어플라이언스,KOSDAQ,COMMON,True,2026-07-20,19,VERY_STALE,59,1203,False,False,False,True,True,True,True,True,STALE_DATA,,
087600,픽셀플러스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
088130,동아엘텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
088280,쏘닉스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,33,675,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
088290,이원컴포텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
088340,유라클,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,24,484,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
088390,이녹스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
088800,에이스테크,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
088910,동우팜투테이블,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
089010,켐트로닉스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
089030,테크윙,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
089140,넥스턴앤롤코리아,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1207,False,False,False,True,True,True,True,True,OK,,
089150,케이씨티,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
089230,THE E&M,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1207,False,False,False,True,True,True,True,True,OK,,
089600,KT나스미디어,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
089790,제이티,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
089850,유비벨록스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
089890,코세스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
089970,브이엠,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
089980,상아프론테크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
090150,아이윈,KOSDAQ,COMMON,True,2026-07-21,18,VERY_STALE,59,1204,False,False,False,True,True,True,True,True,STALE_DATA,,
090360,로보스타,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
090410,덕신이피씨,KOSDAQ,COMMON,True,2026-08-11,3,STALE,60,1219,False,False,False,True,True,True,True,True,OK,,
090470,제이스로보틱스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
090710,휴림로봇,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1205,False,False,False,True,True,True,True,True,OK,,
090850,현대이지웰,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
091120,이엠텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
091340,S&K폴리텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
091440,한울소재과학,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1220,False,False,False,True,True,True,True,True,OK,,
091580,상신이디피,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
091590,남화토건,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
091700,파트론,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
091970,LSK아이로봇,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
092040,아미코젠,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
092070,디엔에프,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
092130,이크레더블,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
092190,서울바이오시스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
092300,현우산업,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
092460,한라IMS,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
092600,앤씨앤,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
092730,네오팜,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
092870,엑시콘,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
093190,빅솔론,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
093320,케이아이엔엑스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
093380,풍강,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
093520,매커스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
093640,케이알엠,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
093920,서원인텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
094170,동운아나텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
094360,칩스앤미디어,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
094480,갤럭시아머니트리,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
094820,일진파워,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1195,False,False,False,True,True,True,True,True,OK,,
094840,슈프리마에이치큐,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
094850,참좋은여행,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
094860,네오리진,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
094940,푸른로보틱스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
094970,제이엠티,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
095190,신화프리텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
095270,웨이브일렉트로,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
095340,ISC,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
095500,미래나노텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
095610,테스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
095660,네오위즈,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
095700,제넥신,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
095910,에스에너지,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
096240,크레버스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
096250,와이즈넛,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,19,378,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
096350,대창솔루션,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
096530,씨젠,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
096610,알에프세미,KOSDAQ,COMMON,True,2025-03-06,376,VERY_STALE,43,601,False,False,False,True,False,False,False,False,STALE_DATA,,
096630,에스코넥,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
096690,에이루트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
096870,엘디티,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
097780,에코볼트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
097800,윈팩,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
097870,효성오앤비,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
098070,한텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,17,344,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
098120,마이크로컨텍솔,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
098460,고영,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
098660,에스티오,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
099190,아이센스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
099220,SDN,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
099320,쎄트렉아이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
099390,브레인즈컴퍼니,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1220,False,False,False,True,True,True,True,True,OK,,
099410,동방선기,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1192,False,False,False,True,True,True,True,True,OK,,
099430,바이오플러스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,59,1196,False,False,False,True,True,True,True,True,OK,,
099440,스맥,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
099520,DGI,KOSDAQ,COMMON,True,2025-03-06,376,VERY_STALE,1,5,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
099750,이지케어텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
100030,인지소프트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
100120,뷰웍스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
100130,동국S&C,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
100590,머큐리,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
100660,서암기계공업,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
100700,세운메디칼,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
100790,미래에셋벤처투자,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
101000,KS인더스트리,KOSDAQ,COMMON,True,2026-07-23,16,VERY_STALE,59,1187,False,False,False,True,True,True,True,True,STALE_DATA,,
101160,월덱스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
101170,우림피티에스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
101240,씨큐브,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
101330,모베이스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
101360,에코앤드림,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
101400,엔시트론,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
101490,에스앤에스텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
101670,하이드로리튬,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1220,False,False,False,True,True,True,True,True,OK,,
101680,한국정밀기계,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,41,825,False,False,False,True,True,True,True,True,OK,,
101730,위메이드맥스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1218,False,False,False,True,True,True,True,True,OK,,
101930,인화정공,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
101970,우양에이치씨,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,17,338,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
102120,어보브반도체,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
102370,케이옥션,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,55,1114,False,False,False,True,True,True,True,True,OK,,
102710,이엔에프테크놀로지,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
102940,코오롱생명과학,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
103230,에스앤더블류,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,41,825,False,False,False,True,True,True,True,True,OK,,
103840,우양,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
104040,디에스엠,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
104200,NHN벅스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
104460,디와이피엔에프,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
104480,티케이케미칼,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
104540,코렌텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
104620,노랑풍선,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
104830,원익머트리얼즈,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
105330,케이엔더블유,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
105550,엣지파운드리,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
105740,디케이락,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
105760,포스뱅크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,31,619,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
106080,케이이엠텍,KOSDAQ,COMMON,True,2026-04-16,86,VERY_STALE,56,1141,False,False,False,True,True,True,True,True,STALE_DATA,,
106190,하이텍팜,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
106240,파인테크닉스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1197,False,False,False,True,True,True,True,True,OK,,
107600,새빗켐,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,48,984,False,False,False,True,True,True,True,True,OK,,
107640,한중엔시에스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
108230,톱텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
108380,대양전기공업,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
108490,로보티즈,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
108860,셀바스AI,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
109080,옵티시스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
109610,에스와이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
109670,씨싸이트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,32,643,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
109740,디에스케이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
109820,진매트릭스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
109860,동일금속,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1210,False,False,False,True,True,True,True,True,OK,,
109960,앱토크롬,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
110020,전진바이오팜,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
110790,크리스에프앤씨,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1213,False,False,False,True,True,True,True,True,OK,,
110990,디아이티,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
111710,남화산업,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
112040,위메이드,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
112290,와이씨켐,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,49,999,False,False,False,True,True,True,True,True,OK,,
113810,디젠스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
114190,강원에너지,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,51,1033,False,False,False,True,True,True,True,True,OK,,
114450,그린생명과학,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
114630,폴라리스우노,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
114810,한솔아이원스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1209,False,False,False,True,True,True,True,True,OK,,
114840,아이패밀리에스씨,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,58,1175,False,False,False,True,True,True,True,True,OK,,
115160,휴맥스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
115180,큐리언트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,46,942,False,False,False,True,True,True,True,True,OK,,
115310,인포바인,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
115440,우리넷,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
115450,HLB테라퓨틱스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
115480,씨유메디칼,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
115500,케이씨에스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
115530,씨엔플러스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
