ticker,name,market,asset_type,cached,cache_last_date,staleness_trading_days,freshness,completed_months,daily_rows,has_future,has_dup,is_unsorted,raw_ready,feature_ready,score_ready,stage_ready,evaluator_ready,quality_status,error_type,error_message
260970,에스앤디,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
261200,덴티스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
261520,이지스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,8,165,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
261780,아리바이오랩,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,58,1179,False,False,False,True,True,True,True,True,OK,,
262260,에이프로,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
262840,아이퀘스트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
263020,디케이앤디,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
263050,유틸렉스,KOSDAQ,COMMON,True,2026-02-06,135,VERY_STALE,54,1096,False,False,False,True,True,True,True,True,STALE_DATA,,
263600,덕우전자,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
263690,디알젬,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
263700,케어랩스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
263720,디앤씨미디어,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
263750,펄어비스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
263770,유에스티,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
263800,데이타솔루션,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
263810,상신전자,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
263860,지니언스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
263920,휴엠앤씨,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,46,924,False,False,False,True,True,True,True,True,OK,,
264450,유비쿼스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
264660,씨앤지하이테크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
264850,이랜시스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
265520,AP시스템,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
265560,영화테크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
265740,엔에프씨,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
267320,나인테크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
267790,배럴,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
267980,매일유업,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
269620,시스웍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,152,False,False,False,True,False,False,False,False,FEATURE_NOT_READY,,
270520,앱튼,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
270660,에브리봇,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
270870,뉴트리,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
271830,팸텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,39,787,False,False,False,True,True,True,True,True,OK,,
272110,케이엔제이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
272290,이녹스첨단소재,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
273060,와이즈버즈,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
273640,와이엠텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,59,1204,False,False,False,True,True,True,True,True,OK,,
274090,켄코아에어로스페이스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
274400,이노시뮬레이션,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,37,757,False,False,False,True,True,True,True,True,OK,,
275630,에스에스알,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1171,False,False,False,True,True,True,True,True,OK,,
276040,스코넥,KOSDAQ,COMMON,True,2026-04-07,93,VERY_STALE,50,1020,False,False,False,True,True,True,True,True,STALE_DATA,,
276730,한울앤제주,KOSDAQ,COMMON,True,2026-07-28,13,VERY_STALE,59,1209,False,False,False,True,True,True,True,True,STALE_DATA,,
277070,린드먼아시아,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
277410,인산가,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
277810,레인보우로보틱스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
277880,티에스아이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
278280,천보,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
278650,HLB바이오스텝,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
279600,미디어젠,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
281740,레이크머티리얼즈,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
282720,금양그린파워,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,41,836,False,False,False,True,True,True,True,True,OK,,
282880,코윈테크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
284620,카이노스메드,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
285490,노바텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
285800,진영,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,38,781,False,False,False,True,True,True,True,True,OK,,
286750,나노실리칸첨단소재,KOSDAQ,COMMON,True,2026-08-04,8,VERY_STALE,60,1214,False,False,False,True,True,True,True,True,STALE_DATA,,
287840,인투셀,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,15,301,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
288180,케이피항공산업,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,3,61,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
288330,파라택시스코리아,KOSDAQ,COMMON,True,2026-04-07,93,VERY_STALE,56,1132,False,False,False,True,True,True,True,True,STALE_DATA,,
288620,에스프리즘,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
288980,모아데이타,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,53,1084,False,False,False,True,True,True,True,True,OK,,
289010,아이스크림에듀,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
289080,SV인베스트먼트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
289220,자이언트스텝,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
289930,웨이비스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,22,440,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
290090,트윔,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,57,1161,False,False,False,True,True,True,True,True,OK,,
290120,DH오토리드,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
290270,휴네시온,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
290520,신도기연,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
290550,디케이티,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
290560,파라택시스이더리움,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,33,677,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
290650,엘앤씨바이오,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
290660,다이나믹솔루션,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
290670,대보마그네틱,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
290690,아리바이오홀딩스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1203,False,False,False,True,True,True,True,True,OK,,
290720,푸드나무,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
290740,액트로,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
291230,컴투스엔,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
291650,츌립앤사이언스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
291810,핀텔,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,46,934,False,False,False,True,True,True,True,True,OK,,
293490,카카오게임즈,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
293580,나우IB,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1209,False,False,False,True,True,True,True,True,OK,,
293780,압타바이오,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
294090,이오플로우,KOSDAQ,PREFERRED,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
294140,레몬,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1208,False,False,False,True,True,True,True,True,OK,,
294570,쿠콘,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
294630,서남,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
295310,에이치브이엠,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,26,518,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
296640,이노에이엑스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,46,942,False,False,False,True,True,True,True,True,OK,,
297090,씨에스베어링,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
297570,아틀라스링크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
297890,HB솔루션,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
298060,풍전약품,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
298380,에이비엘바이오,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
298540,더네이쳐홀딩스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
298830,슈어소프트테크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,40,802,False,False,False,True,True,True,True,True,OK,,
299030,하나기술,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
299170,더블유에스아이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
299660,셀리드,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1220,False,False,False,True,True,True,True,True,OK,,
299900,위지윅스튜디오,KOSDAQ,COMMON,True,2026-07-09,26,VERY_STALE,59,1197,False,False,False,True,True,True,True,True,STALE_DATA,,
300080,플리토,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
300120,라온피플,KOSDAQ,COMMON,True,2026-07-28,13,VERY_STALE,59,1209,False,False,False,True,True,True,True,True,STALE_DATA,,
301300,바이브컴퍼니,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
302430,이노메트리,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
302550,리메드,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1210,False,False,False,True,True,True,True,True,OK,,
303030,지니틱스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
303360,프로티아,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
303530,이노뎁,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
303810,동국생명과학,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,18,366,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
304100,솔트룩스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
304360,에스바이오메딕스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,39,797,False,False,False,True,True,True,True,True,OK,,
304840,피플바이오,KOSDAQ,COMMON,True,2026-07-31,10,VERY_STALE,60,1212,False,False,False,True,True,True,True,True,STALE_DATA,,
305090,마이크로디지탈,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
306040,에스제이그룹,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
306620,지아이에스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
307180,아이엘,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
307280,원바이오젠,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1209,False,False,False,True,True,True,True,True,OK,,
307750,국전,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
307870,비투엔,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
307930,컴퍼니케이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
308080,바이젠셀,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1215,False,False,False,True,True,True,True,True,OK,,
308100,형지글로벌,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1220,False,False,False,True,True,True,True,True,OK,,
308430,셀비온,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,22,447,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
309710,아이티켐,KOSDAQ,COMMON,True,2026-04-03,95,VERY_STALE,8,159,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
309930,조이웍스앤코,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
309960,LB인베스트먼트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,41,824,False,False,False,True,True,True,True,True,OK,,
310200,애니플러스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
310210,보로노이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,50,1013,False,False,False,True,True,True,True,True,OK,,
310870,디와이씨,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,59,1211,False,False,False,True,True,True,True,True,OK,,
311320,지오엘리먼트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,57,1165,False,False,False,True,True,True,True,True,OK,,
311390,네오크레마,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
311690,CJ 바이오사이언스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
312610,에이에프더블류,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
313760,캐리,KOSDAQ,COMMON,True,2026-03-31,98,VERY_STALE,56,1125,False,False,False,True,True,True,True,True,STALE_DATA,,
314130,지놈앤컴퍼니,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
314140,알피바이오,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,47,947,False,False,False,True,True,True,True,True,OK,,
314930,바이오다인,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
315640,딥노이드,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
317120,라닉스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
317240,TS트릴리온,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
317330,덕산테코피아,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
317530,에피소드컴퍼니,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
317690,퀀타매트릭스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1220,False,False,False,True,True,True,True,True,OK,,
317770,엑스페릭스,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
317830,에스피시스템스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
317850,대모,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
317870,엔바이오니아,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
318000,KBG,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
318010,팜스빌,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
318020,포인트모바일,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,711,False,False,False,True,True,True,False,False,EVALUATOR_NOT_READY,,
318060,그래피,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,12,238,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
318160,셀바이오휴먼텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,40,808,False,False,False,True,True,True,True,True,OK,,
318410,비비씨,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
319400,현대무벡스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
319660,피에스케이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
320000,한울반도체,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
321260,프로이천,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
321370,센서뷰,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,37,748,False,False,False,True,True,True,True,True,OK,,
321550,티움바이오,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
321820,아티스트컴퍼니,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1220,False,False,False,True,True,True,True,True,OK,,
322180,LS티라유텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
322310,오로스테크놀로지,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
322510,제이엘케이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
322780,코퍼스코리아,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
323280,태성,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1172,False,False,False,True,True,True,True,True,OK,,
323350,다원넥스뷰,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
323990,박셀바이오,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
327260,RF머트리얼즈,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
328130,루닛,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,49,994,False,False,False,True,True,True,True,True,OK,,
328380,솔트웨어,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
330350,위더스제약,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
330730,스톤브릿지벤처스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,54,1093,False,False,False,True,True,True,True,True,OK,,
330860,네패스아크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
331380,포커스에이아이,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
331520,밸로프,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
331740,아우토크립트,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,13,266,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
331920,셀레믹스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
332290,누보,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,57,1154,False,False,False,True,True,True,True,True,OK,,
332370,아이디피,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
332570,PS일렉트로닉스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
333050,이노테나,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
333430,일승,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
333620,엔시스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
334970,프레스티지바이오로직스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
335810,프리시젼바이오,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
335870,윙스풋,KOSDAQ,COMMON,True,2026-08-06,6,VERY_STALE,60,1157,False,False,False,True,True,True,True,True,STALE_DATA,,
336060,웨이버스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
336570,원텍,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
336680,탑런토탈솔루션,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,21,435,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
337930,젝시믹스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
338220,뷰노,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
338840,와이바이오로직스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,32,655,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
339950,아이비김영,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
340360,다보링크,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
340440,세림B&G,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
340450,지씨지놈,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,14,290,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
340570,티앤엘,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
340810,시선AI,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,39,789,False,False,False,True,True,True,True,True,OK,,
340930,성원에너텍,KOSDAQ,COMMON,True,2026-03-31,98,VERY_STALE,56,1129,False,False,False,True,True,True,True,True,STALE_DATA,,
342870,오아,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,11,227,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
344860,이노진,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1209,False,False,False,True,True,True,True,True,OK,,
347000,센코,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
347700,스피어,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1221,False,False,False,True,True,True,True,True,OK,,
347740,피엔케이피부임상연구센타,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
347770,핌스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
347850,디앤디파마텍,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,27,556,False,False,False,True,False,False,False,False,INSUFFICIENT_HISTORY,,
347860,알체라,KOSDAQ,COMMON,False,,-1,UNKNOWN,0,0,False,False,False,False,False,False,False,False,MISSING_CACHE,,
347890,엠엑스온,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
348030,모비릭스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,60,1222,False,False,False,True,True,True,True,True,OK,,
348080,큐라티스,KOSDAQ,COMMON,True,2026-08-14,0,FRESH,38,772,False,False,False,True,True,True,True,True,OK,,
