ticker,name,market,asset_type,reference_market_date,status,cache_existed_before,cache_first_date_before,cache_last_date_before,fetch_start_date,fetch_end_date,fetched_row_count,cache_first_date_after,cache_last_date_after,total_row_count_after,completed_month_count_after,retry_count,error_type,error_message
073190,듀오백,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
073490,LIG아큐버,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
073540,에프알텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
073560,우리손에프앤지,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
073570,리튬포어스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
073640,테라사이언스,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2025-03-06,2021-08-14,2026-08-14,642,2021-08-17,2025-03-06,642,34,0,,
074430,아미노로직스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
074600,원익QnC,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
075130,플랜티넷,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
075970,동국알앤에스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
076080,웰크론한텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
076610,해성옵틱스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1209,60,0,,
077360,덕산하이메탈,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078020,LS증권,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078070,유비쿼스홀딩스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078130,국일제지,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078140,대봉엘에스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078150,HB테크놀러지,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078160,메디포스트,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078340,컴투스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078350,한양디지텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078590,휴림에이텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078600,대주전자재료,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078860,아이오케이이엔엠,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
078890,가온그룹,KOSDAQ,COMMON,2026-08-14,FAILED,False,,,2021-08-14,2026-08-14,1222,,,0,0,3,MarketDataError,"OHLC 가격 관계가 깨진 거래일이 있습니다: [Timestamp('2021-11-04 00:00:00'), Timestamp('2021-11-08 00:00:00')]"
079000,와토스코리아,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
079170,한창산업,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
079190,케스피온,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
079370,제우스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
079650,서산,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1220,60,0,,
079810,APS이노베이션,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
079940,가비아,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
079950,인베니아,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1220,60,0,,
079960,동양이엔피,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
079970,투비소프트,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2025-03-21,2025-03-16,2026-08-14,5,2021-08-17,2025-03-21,859,44,0,,
080010,이상네트웍스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
080160,모두투어,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
080220,제주반도체,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
080420,모다이노칩,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
080470,성창오토텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
080520,오디텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
080530,코디,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
080580,오킨스전자,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
080720,한국유니온제약,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2025-03-06,2021-08-14,2026-08-14,778,2021-08-17,2025-03-06,778,41,0,,
081150,티플랙스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
081180,쎄크,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2025-04-28,2026-08-14,2021-08-14,2026-08-14,317,2025-04-28,2026-08-14,317,16,0,,
081580,성우전자,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
082210,옵트론텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
082270,젬백스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
082660,코스나인,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2025-03-06,2021-08-14,2026-08-14,710,2021-08-17,2025-03-06,710,38,0,,
082800,비보존 제약,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
082850,우리바이오,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2026-08-13,2026-08-08,2026-08-14,4,2021-08-17,2026-08-13,1221,60,0,,
082920,비츠로셀,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
083310,엘오티베큠,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
083450,GST,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
083470,이엠앤아이,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2022-11-09,2026-08-14,,,0,2022-11-09,2026-08-14,920,45,0,,
083500,에프엔에스테크,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
083550,케이엠,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
083640,인콘,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
083650,비에이치아이,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
083660,CSA 코스믹,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2026-08-10,2026-08-05,2026-08-14,4,2021-08-17,2026-08-10,1218,60,0,,
083790,CG인바이츠,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
083930,아바코,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
084110,휴온스글로벌,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
084180,수성웹툰,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1206,60,0,,
084370,유진테크,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
084440,유비온,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1209,60,0,,
084650,랩지노믹스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
084730,팅크웨어,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
084850,아이티엠반도체,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
084990,헬릭스미스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
085660,차바이오텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
085670,뉴프렉스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
085810,알티캐스트,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
085910,네오티스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
086040,바이오톡스텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
086060,진바이오텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
086390,유니테스트,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
086450,동국제약,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
086520,에코프로,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2014-05-26,2026-08-14,,,0,2014-05-26,2026-08-14,2970,147,0,,
086670,비엠티,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
086710,선진뷰티사이언스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
086820,바이오솔루션,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
086890,이수앱지스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
086900,메디톡스,KOSDAQ,COMMON,2026-08-14,FAILED,False,,,2021-08-14,2026-08-14,1222,,,0,0,3,MarketDataError,OHLC 가격 관계가 깨진 거래일이 있습니다: [Timestamp('2021-10-08 00:00:00')]
086960,MDS테크,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
086980,쇼박스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
087010,펩트론,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
087260,모바일어플라이언스,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2026-07-20,2026-07-15,2026-08-14,3,2021-08-17,2026-07-20,1203,60,0,,
087600,픽셀플러스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
088130,동아엘텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
088280,쏘닉스,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2023-11-07,2026-08-14,2021-08-14,2026-08-14,675,2023-11-07,2026-08-14,675,33,0,,
088290,이원컴포텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
088340,유라클,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2024-08-16,2026-08-14,2021-08-14,2026-08-14,484,2024-08-16,2026-08-14,484,24,0,,
088390,이녹스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
088800,에이스테크,KOSDAQ,COMMON,2026-08-14,FAILED,False,,,2021-08-14,2026-08-14,1205,,,0,0,3,MarketDataError,OHLC 가격 관계가 깨진 거래일이 있습니다: [Timestamp('2022-08-04 00:00:00')]
088910,동우팜투테이블,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
089010,켐트로닉스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
089030,테크윙,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
089140,넥스턴앤롤코리아,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1207,60,0,,
089150,케이씨티,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
089230,THE E&M,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1207,60,0,,
089600,KT나스미디어,KOSDAQ,COMMON,2026-08-14,FAILED,False,,,2021-08-14,2026-08-14,1222,,,0,0,3,MarketDataError,"OHLC 가격 관계가 깨진 거래일이 있습니다: [Timestamp('2021-11-18 00:00:00'), Timestamp('2021-12-16 00:00:00')]"
089790,제이티,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
089850,유비벨록스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
089890,코세스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
089970,브이엠,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
089980,상아프론테크,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
090150,아이윈,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2026-07-21,2026-07-16,2026-08-14,3,2021-08-17,2026-07-21,1204,60,0,,
090360,로보스타,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
090410,덕신이피씨,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2026-08-11,2026-08-06,2026-08-14,4,2021-08-17,2026-08-11,1219,60,0,,
090470,제이스로보틱스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
090710,휴림로봇,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1205,60,0,,
090850,현대이지웰,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
091120,이엠텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
091340,S&K폴리텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
091440,한울소재과학,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1220,60,0,,
091580,상신이디피,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
091590,남화토건,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
091700,파트론,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
091970,LSK아이로봇,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
092040,아미코젠,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
092070,디엔에프,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
092130,이크레더블,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
092190,서울바이오시스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1221,60,0,,
092300,현우산업,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
092460,한라IMS,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
092600,앤씨앤,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
092730,네오팜,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
092870,엑시콘,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
093190,빅솔론,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
093320,케이아이엔엑스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
093380,풍강,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
093520,매커스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
093640,케이알엠,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
093920,서원인텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
094170,동운아나텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1221,60,0,,
094360,칩스앤미디어,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
094480,갤럭시아머니트리,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
094820,일진파워,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1195,60,0,,
094840,슈프리마에이치큐,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
094850,참좋은여행,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
094860,네오리진,KOSDAQ,COMMON,2026-08-14,FAILED,False,,,2021-08-14,2026-08-14,1201,,,0,0,3,MarketDataError,OHLC 가격 관계가 깨진 거래일이 있습니다: [Timestamp('2021-08-27 00:00:00')]
094940,푸른로보틱스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
094970,제이엠티,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
095190,신화프리텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
095270,웨이브일렉트로,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
095340,ISC,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
095500,미래나노텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
095610,테스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
095660,네오위즈,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
095700,제넥신,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
095910,에스에너지,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
096240,크레버스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
096250,와이즈넛,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2025-01-24,2026-08-14,2021-08-14,2026-08-14,378,2025-01-24,2026-08-14,378,19,0,,
096350,대창솔루션,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
096530,씨젠,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
096610,알에프세미,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2025-03-06,2021-08-14,2026-08-14,601,2021-08-17,2025-03-06,601,32,0,,
096630,에스코넥,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
096690,에이루트,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
