control_id,ticker,issuer_name,normalized_event_type,official_anchor_type,official_anchor_date,official_anchor_source_field,official_anchor_source_value,price_window_start,price_window_end,authority_source_tier,authority_source_name,authority_record_id,raw_evidence_path,raw_evidence_sha256,selection_role,selection_order,selection_algorithm
CORP_005930_STOCK_SPLIT,005930,삼성전자,STOCK_SPLIT,SUSPENSION_DATE,2018-04-25,매매거래정지기간,2018년 4월 25,2018-03-21,2018-05-30,TIER_A1_OPENDART,OPENDART_OFFICIAL_API,20180223000294,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03_correction_2/raw/005930_STOCK_SPLIT_20180223000294.xml,983a41c0626faad24260e6c37115a81ba2866f1dcdc49b73057fff5c79825deb,AUTHORITY_VALID_FROZEN_CONTROL,1,OPENDART_AUTHENTICATED_COHORT_V01_FIX03_CORRECTION_2
CORP_035420_STOCK_SPLIT,035420,NAVER,STOCK_SPLIT,SPLIT_EFFECTIVE_DATE,2018-11-01,분할기일,2018년 11월 01,2018-09-27,2018-12-06,TIER_A1_OPENDART,OPENDART_OFFICIAL_API,20180823000235,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03_correction_2/raw/035420_STOCK_SPLIT_20180823000235.xml,dd0d68c960a72887e19a45b3de8e6541511f0f90d9bce95c086630f05dfa8eb2,AUTHORITY_VALID_FROZEN_CONTROL,2,OPENDART_AUTHENTICATED_COHORT_V01_FIX03_CORRECTION_2
CORP_035720_STOCK_SPLIT,035720,카카오,STOCK_SPLIT,SPLIT_EFFECTIVE_DATE,2021-06-01,분할기일,2021. 6. 1,2021-04-27,2021-07-06,TIER_A1_OPENDART,OPENDART_OFFICIAL_API,20210312001048,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03_correction_2/raw/035720_STOCK_SPLIT_20210312001048.xml,e5ec655542ee68d12a6602ff350dde28f31011ea14a1593c0d237d2dc4e5a0c4,AUTHORITY_VALID_FROZEN_CONTROL,3,OPENDART_AUTHENTICATED_COHORT_V01_FIX03_CORRECTION_2
CORP_003670_RIGHTS_OFFERING,003670,포스코퓨처엠,RIGHTS_OFFERING,PAYMENT_DATE,2021-01-21,납입일,2021-01-21,2020-12-17,2021-02-25,TIER_A1_OPENDART,OPENDART_OFFICIAL_API,20210121800246,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03_correction_2/raw/003670_RIGHTS_OFFERING_20210121800246.xml,5067216e5b90bd73f5ba78320f47d7d6a540b2d4d3150a4888d3733c27b9b533,AUTHORITY_VALID_FROZEN_CONTROL,4,OPENDART_AUTHENTICATED_COHORT_V01_FIX03_CORRECTION_2
CORP_028260_MERGER,028260,삼성물산,MERGER,MERGER_EFFECTIVE_DATE,2015-09-01,합병기일,2015년 09월 01,2015-07-28,2015-10-06,TIER_A1_OPENDART,OPENDART_OFFICIAL_API,20150902000259,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03_correction_2/raw/028260_MERGER_20150902000259.xml,cd5416e35e104d75df55f74ad0a645f7ce98b8b09c59f8349badd8b3cc4a212e,AUTHORITY_VALID_FROZEN_CONTROL,5,OPENDART_AUTHENTICATED_COHORT_V01_FIX03_CORRECTION_2
CORP_000100_BONUS_ISSUE,000100,유한양행,BONUS_ISSUE,RECORD_DATE,2021-01-01,신주배정기준일,2021년 01월 01,2020-11-27,2021-02-05,TIER_A1_OPENDART,OPENDART_OFFICIAL_API,20201211000171,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03_correction_2/raw/000100_BONUS_ISSUE_20201211000171.xml,7695d82e07234e78b75d1d3148de7c95f845b43cadb8a2bb916e0b5799c99b55,AUTHORITY_VALID_FROZEN_CONTROL,6,OPENDART_AUTHENTICATED_COHORT_V01_FIX03_CORRECTION_2
CORP_004020_MERGER,004020,현대제철,MERGER,MERGER_EFFECTIVE_DATE,2015-07-01,합병기일,2015년 7월 1,2015-05-27,2015-08-05,TIER_A1_OPENDART,OPENDART_OFFICIAL_API,20150701000257,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03_correction_2/raw/004020_MERGER_20150701000257.xml,643db7b0f5629ce19e2044597210b572c372d33f7908f4e5f8a04817be39b29c,AUTHORITY_VALID_FROZEN_CONTROL,7,OPENDART_AUTHENTICATED_COHORT_V01_FIX03_CORRECTION_2
CORP_010130_RIGHTS_OFFERING,010130,고려아연,RIGHTS_OFFERING,PAYMENT_DATE,2022-08-18,납입일,2022-08-18,2022-07-14,2022-09-22,TIER_A1_OPENDART,OPENDART_OFFICIAL_API,20220819800347,artifacts/data/end_to_end_data_parity/v01/adjusted_price_source_authority_review/corporate_action_evidence/v01_fix03_correction_2/raw/010130_RIGHTS_OFFERING_20220819800347.xml,e7af79722598c55038dc9f9cf8ada0ae2fbf2d03c0195bf1aa058dbc158ab257,AUTHORITY_VALID_FROZEN_CONTROL,8,OPENDART_AUTHENTICATED_COHORT_V01_FIX03_CORRECTION_2
