ticker,name,raw_market,market,close,volume,trading_value,market_cap,shares_outstanding,effective_date
060310,3S,KOSDAQ,KOSDAQ,2755,589025,1607853640,133718448710,48536642,2023-06-30
095570,AJ네트웍스,KOSPI,KOSPI,4440,90473,398948685,207890989800,46822295,2023-06-30
006840,AK홀딩스,KOSPI,KOSPI,19210,13070,250959580,254485646810,13247561,2023-06-30
054620,APS,KOSDAQ,KOSDAQ,9600,68802,654259110,195784521600,20394221,2023-06-30
265520,AP시스템,KOSDAQ,KOSDAQ,21200,36400,770535850,323966125200,15281421,2023-06-30
211270,AP위성,KOSDAQ,KOSDAQ,13080,105729,1382009800,197276536320,15082304,2023-06-30
027410,BGF,KOSPI,KOSPI,3825,49664,188199345,366116725575,95716791,2023-06-30
282330,BGF리테일,KOSPI,KOSPI,174900,41549,7267680700,3022955159400,17283906,2023-06-30
126600,BGF에코머티리얼즈,KOSDAQ,KOSDAQ,6260,153664,951436170,255840027640,40869014,2023-06-30
138930,BNK금융지주,KOSPI,KOSPI,6930,3695098,24386504535,2258731254780,325935246,2023-06-30
001460,BYC,KOSPI,KOSPI,402000,62,25060000,251095230000,624615,2023-06-30
001465,BYC우,KOSPI,KOSPI,148500,38,5567700,31984672500,215385,2023-06-30
013720,CBI,KOSDAQ,KOSDAQ,2260,147778,330986190,67810488660,30004641,2023-06-30
001040,CJ,KOSPI,KOSPI,68300,145264,9861991800,1992788963400,29176998,2023-06-30
079160,CJ CGV,KOSPI,KOSPI,9300,281394,2593578020,443874557100,47728447,2023-06-30
035760,CJ ENM,KOSDAQ GLOBAL,KOSDAQ,62700,119239,7405767000,1374957955800,21929154,2023-06-30
311690,CJ 바이오사이언스,KOSDAQ,KOSDAQ,22950,14440,326137000,134915522400,5878672,2023-06-30
00104K,CJ4우(전환),KOSPI,KOSPI,58900,15734,910376200,248941556800,4226512,2023-06-30
000120,CJ대한통운,KOSPI,KOSPI,76400,32606,2484570200,1742863081600,22812344,2023-06-30
011150,CJ씨푸드,KOSPI,KOSPI,3545,239265,843137850,127374590285,35930773,2023-06-30
011155,CJ씨푸드1우,KOSPI,KOSPI,24350,240,5841850,4870000000,200000,2023-06-30
001045,CJ우,KOSPI,KOSPI,44700,1193,53031950,101031968100,2260223,2023-06-30
097950,CJ제일제당,KOSPI,KOSPI,269500,37038,9965625500,4057103127000,15054186,2023-06-30
097955,CJ제일제당 우,KOSPI,KOSPI,135600,1762,239123000,179999914800,1327433,2023-06-30
051500,CJ프레시웨이,KOSDAQ,KOSDAQ,28850,32540,938984600,342495256100,11871586,2023-06-30
058820,CMG제약,KOSDAQ,KOSDAQ,2165,305177,657202080,300701708260,138892244,2023-06-30
023460,CNH,KOSDAQ,KOSDAQ,2100,871,1823645,78120000000,37200000,2023-06-30
056730,CNT85,KOSDAQ,KOSDAQ,1534,812035,1251188050,65224845504,42519456,2023-06-30
065770,CS,KOSDAQ,KOSDAQ,1583,36001,56775441,30727818790,19411130,2023-06-30
083660,CSA 코스믹,KOSDAQ,KOSDAQ,1564,78430,122104890,61701665852,39451193,2023-06-30
000590,CS홀딩스,KOSPI,KOSPI,59600,468,27804600,68807127200,1154482,2023-06-30
012030,DB,KOSPI,KOSPI,2245,10520639,23419071675,451635479585,201173933,2023-06-30
404950,DB금융스팩10호,KOSDAQ,KOSDAQ,2120,0,0,12380800000,5840000,2023-06-30
367340,DB금융스팩8호,KOSDAQ,KOSDAQ,2055,5565,11436580,12432750000,6050000,2023-06-30
367360,DB금융스팩9호,KOSDAQ,KOSDAQ,2125,0,0,10285000000,4840000,2023-06-30
016610,DB금융투자,KOSPI,KOSPI,4045,90859,367134005,171695643505,42446389,2023-06-30
005830,DB손해보험,KOSPI,KOSPI,74600,146503,10997893200,5281680000000,70800000,2023-06-30
000990,DB하이텍,KOSPI,KOSPI,63100,603669,37843511500,2801550902800,44398588,2023-06-30
000995,DB하이텍1우,KOSPI,KOSPI,30000,22100,672270800,3369480000,112316,2023-06-30
139130,DGB금융지주,KOSPI,KOSPI,7270,437164,3163780760,1229690205910,169145833,2023-06-30
060900,DGP,KOSDAQ,KOSDAQ,5820,210049,1209601110,132298191360,22731648,2023-06-30
025440,DH오토웨어,KOSDAQ,KOSDAQ,2930,25434,74965460,83505000000,28500000,2023-06-30
001530,DI동일,KOSPI,KOSPI,21100,50878,1060035600,549458284700,26040677,2023-06-30
000210,DL,KOSPI,KOSPI,41300,81772,3372046950,865478009200,20955884,2023-06-30
001880,DL건설,KOSPI,KOSPI,13750,15664,215746480,303232655000,22053284,2023-06-30
000215,DL우,KOSPI,KOSPI,24950,5720,141323400,42068569250,1686115,2023-06-30
375500,DL이앤씨,KOSPI,KOSPI,34750,92284,3202624400,1344603399250,38693623,2023-06-30
37550L,DL이앤씨2우(전환),KOSPI,KOSPI,24300,2039,49511250,51320409300,2111951,2023-06-30
37550K,DL이앤씨우,KOSPI,KOSPI,20100,4563,90954990,42489088500,2113885,2023-06-30
068790,DMS,KOSDAQ,KOSDAQ,6230,54333,336801340,153090170030,24573061,2023-06-30
007340,DN오토모티브,KOSPI,KOSPI,91200,28532,2598632900,911453256000,9994005,2023-06-30
004840,DRB동일,KOSPI,KOSPI,5350,80476,442085120,106625500000,19930000,2023-06-30
241520,DSC인베스트먼트,KOSDAQ,KOSDAQ,3600,81830,294229940,100121050800,27811403,2023-06-30
065150,DSEN,KOSDAQ,KOSDAQ,367,1982175,736082303,45978642635,125282405,2023-06-30
155660,DSR,KOSPI,KOSPI,5040,35058,175038065,80640000000,16000000,2023-06-30
069730,DSR제강,KOSPI,KOSPI,4830,23146,111228195,69552000000,14400000,2023-06-30
180400,DXVX,KOSDAQ,KOSDAQ,8110,212582,1715394990,245079593520,30219432,2023-06-30
017940,E1,KOSPI,KOSPI,51200,3763,191770000,351232000000,6860000,2023-06-30
245620,EDGC,KOSDAQ,KOSDAQ,1723,2475173,4318641701,145223892378,84285486,2023-06-30
037370,EG,KOSDAQ,KOSDAQ,16370,180301,2904932240,141190791640,8624972,2023-06-30
278990,EMB,KONEX,KONEX,8400,5,42000,30477064800,3628222,2023-06-30
365550,ESR켄달스퀘어리츠,KOSPI,KOSPI,4010,251079,1014455730,854486890000,213089000,2023-06-30
050120,ES큐브,KOSDAQ,KOSDAQ,4370,20380,88328290,59275055820,13564086,2023-06-30
383220,F&F,KOSPI,KOSPI,119600,142752,16979781800,4581526170000,38307075,2023-06-30
007700,F&F홀딩스,KOSPI,KOSPI,20000,36008,718686920,782287340000,39114367,2023-06-30
214270,FSN,KOSDAQ,KOSDAQ,3215,200451,646967190,106900238545,33250463,2023-06-30
130500,GH신소재,KOSDAQ,KOSDAQ,3395,23799,80722770,49380451540,14545052,2023-06-30
114090,GKL,KOSPI,KOSPI,16340,270805,4413732430,1010721647800,61855670,2023-06-30
900290,GRT,KOSDAQ,KOSDAQ,5360,172273,886940480,361130000000,67375000,2023-06-30
078930,GS,KOSPI,KOSPI,36650,223577,8179588750,3405348603700,92915378,2023-06-30
083450,GST,KOSDAQ,KOSDAQ,28350,219069,6257115950,264158070750,9317745,2023-06-30
006360,GS건설,KOSPI,KOSPI,18640,1278914,23635790110,1595238973600,85581490,2023-06-30
001250,GS글로벌,KOSPI,KOSPI,2900,709843,2041066865,239347915600,82533764,2023-06-30
007070,GS리테일,KOSPI,KOSPI,22900,197622,4487845100,2398040413800,104717922,2023-06-30
078935,GS우,KOSPI,KOSPI,33900,2733,91972500,60505601400,1784826,2023-06-30
297890,HB솔루션,KOSDAQ,KOSDAQ,19010,1351463,25627847920,317848967930,16720093,2023-06-30
078150,HB테크놀러지,KOSDAQ,KOSDAQ,2730,3990687,10889038775,234379156830,85853171,2023-06-30
012630,HDC,KOSPI,KOSPI,6430,37721,240984570,384139266030,59741721,2023-06-30
039570,HDC랩스,KOSPI,KOSPI,8270,3130,25898320,214669360270,25957601,2023-06-30
089470,HDC현대EP,KOSPI,KOSPI,4540,32148,145421385,144826000000,31900000,2023-06-30
294870,HDC현대산업개발,KOSPI,KOSPI,11390,114079,1291077480,750684488700,65907330,2023-06-30
009540,HD한국조선해양,KOSPI,KOSPI,116500,316229,36623569800,8245068014000,70773116,2023-06-30
267250,HD현대,KOSPI,KOSPI,59900,117442,7053572000,4731685791500,78993085,2023-06-30
267270,HD현대건설기계,KOSPI,KOSPI,85800,376798,32203064600,1690328039400,19700793,2023-06-30
322000,HD현대에너지솔루션,KOSPI,KOSPI,38650,35449,1368002450,432880000000,11200000,2023-06-30
042670,HD현대인프라코어,KOSPI,KOSPI,11960,5968383,71310950270,2387257297880,199603453,2023-06-30
267260,HD현대일렉트릭,KOSPI,KOSPI,65100,784235,50232741500,2346668488500,36047135,2023-06-30
329180,HD현대중공업,KOSPI,KOSPI,131700,111133,14547933400,11691419377200,88773116,2023-06-30
097230,HJ중공업,KOSPI,KOSPI,4095,18692,75860240,341008180695,83274281,2023-06-30
195940,HK이노엔,KOSDAQ GLOBAL,KOSDAQ,30050,77215,2309478050,851313224550,28329891,2023-06-30
014790,HL D&I,KOSPI,KOSPI,2680,37165,99147390,101461050680,37858601,2023-06-30
028300,HLB,KOSDAQ,KOSDAQ,32500,1281606,41749911700,3990997465000,122799922,2023-06-30
003580,HLB글로벌,KOSPI,KOSPI,4990,114974,576468215,211443560410,42373459,2023-06-30
278650,HLB바이오스텝,KOSDAQ,KOSDAQ,3845,713302,2759372715,294534466990,76601942,2023-06-30
