ticker,name,raw_market,market,close,volume,trading_value,market_cap,shares_outstanding,effective_date
060310,3S,KOSDAQ,KOSDAQ,3290,238933,790553585,152233277770,46271513,2021-12-24
095570,AJ네트웍스,KOSPI,KOSPI,5480,249070,1341059090,256586176600,46822295,2021-12-24
006840,AK홀딩스,KOSPI,KOSPI,19800,42327,842888500,262301707800,13247561,2021-12-24
054620,APS홀딩스,KOSDAQ,KOSDAQ,13300,69946,933122900,271243139300,20394221,2021-12-24
265520,AP시스템,KOSDAQ,KOSDAQ,25250,169551,4283086200,385855880250,15281421,2021-12-24
211270,AP위성,KOSDAQ,KOSDAQ,13750,2462504,35398073750,207381680000,15082304,2021-12-24
027410,BGF,KOSPI,KOSPI,5310,62213,329649240,508256160210,95716791,2021-12-24
282330,BGF리테일,KOSPI,KOSPI,147000,13506,1989625500,2540734182000,17283906,2021-12-24
032790,BNGT,KOSDAQ,KOSDAQ,4075,0,0,120352455875,29534345,2021-12-24
138930,BNK금융지주,KOSPI,KOSPI,8850,1120573,9906423780,2884526927100,325935246,2021-12-24
001460,BYC,KOSPI,KOSPI,470000,13985,7035611500,293569050000,624615,2021-12-24
001465,BYC우,KOSPI,KOSPI,180000,3495,636921000,38769300000,215385,2021-12-24
013720,CBI,KOSDAQ,KOSDAQ,3305,835538,2746079950,174535513175,52809535,2021-12-24
001040,CJ,KOSPI,KOSPI,84700,49966,4232626800,2471291730600,29176998,2021-12-24
079160,CJ CGV,KOSPI,KOSPI,24600,156422,3861379150,933606604800,37951488,2021-12-24
035760,CJ ENM,KOSDAQ,KOSDAQ,140900,61370,8609582800,3089817798600,21929154,2021-12-24
00104K,CJ4우(전환),KOSPI,KOSPI,72500,3369,244019700,306422120000,4226512,2021-12-24
000120,CJ대한통운,KOSPI,KOSPI,129500,29213,3786472500,2954198548000,22812344,2021-12-24
011150,CJ씨푸드,KOSPI,KOSPI,3740,70278,264543115,134381091020,35930773,2021-12-24
011155,CJ씨푸드1우,KOSPI,KOSPI,37250,143,5312500,7450000000,200000,2021-12-24
001045,CJ우,KOSPI,KOSPI,54900,1597,87469600,124086242700,2260223,2021-12-24
097950,CJ제일제당,KOSPI,KOSPI,387500,24822,9666458500,5833497075000,15054186,2021-12-24
097955,CJ제일제당 우,KOSPI,KOSPI,179500,2261,405249500,238274223500,1327433,2021-12-24
051500,CJ프레시웨이,KOSDAQ,KOSDAQ,29150,14884,433615850,346056731900,11871586,2021-12-24
058820,CMG제약,KOSDAQ,KOSDAQ,3720,322797,1207273940,516679147680,138892244,2021-12-24
023460,CNH,KOSDAQ,KOSDAQ,2490,29831,74167285,92628000000,37200000,2021-12-24
056730,CNT85,KOSDAQ,KOSDAQ,1550,0,0,109591063600,70703912,2021-12-24
056000,COWON,KOSDAQ,KOSDAQ,2860,0,0,56399843500,19720225,2021-12-24
065770,CS,KOSDAQ,KOSDAQ,4025,9993895,39970760825,78129798250,19411130,2021-12-24
083660,CSA 코스믹,KOSDAQ,KOSDAQ,1675,64208,107045255,63539640950,37934114,2021-12-24
000590,CS홀딩스,KOSPI,KOSPI,64000,1236,78351300,73886848000,1154482,2021-12-24
012030,DB,KOSPI,KOSPI,917,714052,653580108,184476496561,201173933,2021-12-24
367340,DB금융스팩8호,KOSDAQ,KOSDAQ,2115,7005,14746555,12795750000,6050000,2021-12-24
367360,DB금융스팩9호,KOSDAQ,KOSDAQ,2090,17898,37260240,10115600000,4840000,2021-12-24
016610,DB금융투자,KOSPI,KOSPI,6790,150586,1022653090,288210981310,42446389,2021-12-24
005830,DB손해보험,KOSPI,KOSPI,58700,66357,3876964400,4155960000000,70800000,2021-12-24
000990,DB하이텍,KOSPI,KOSPI,71000,407700,28977494900,3152299748000,44398588,2021-12-24
000995,DB하이텍1우,KOSPI,KOSPI,101500,424,43165000,11400074000,112316,2021-12-24
139130,DGB금융지주,KOSPI,KOSPI,9800,230799,2263011470,1657629163400,169145833,2021-12-24
001530,DI동일,KOSPI,KOSPI,287000,15666,4467203000,720557985000,2510655,2021-12-24
000210,DL,KOSPI,KOSPI,63900,36855,2351392700,1339080987600,20955884,2021-12-24
001880,DL건설,KOSPI,KOSPI,27150,15733,426222450,598746660600,22053284,2021-12-24
000215,DL우,KOSPI,KOSPI,38400,1235,47544500,64746816000,1686115,2021-12-24
375500,DL이앤씨,KOSPI,KOSPI,124000,45319,5603543000,2400483512000,19358738,2021-12-24
37550K,DL이앤씨우,KOSPI,KOSPI,71200,3877,276130900,150508612000,2113885,2021-12-24
068790,DMS,KOSDAQ,KOSDAQ,6680,105630,704204340,164148047480,24573061,2021-12-24
004840,DRB동일,KOSPI,KOSPI,5050,9637,48755730,100646500000,19930000,2021-12-24
241520,DSC인베스트먼트,KOSDAQ,KOSDAQ,5950,392506,2341122300,165477847850,27811403,2021-12-24
155660,DSR,KOSPI,KOSPI,5780,506868,2953226420,92480000000,16000000,2021-12-24
069730,DSR제강,KOSPI,KOSPI,4820,806532,3971491025,69408000000,14400000,2021-12-24
017940,E1,KOSPI,KOSPI,49450,13498,665063150,339227000000,6860000,2021-12-24
245620,EDGC,KOSDAQ,KOSDAQ,3150,487648,1545290015,263632559400,83692876,2021-12-24
037370,EG,KOSDAQ,KOSDAQ,13600,1553574,22147685350,112709687200,8287477,2021-12-24
278990,EMB,KONEX,KONEX,8800,16,134800,31928353600,3628222,2021-12-24
079190,EMW,KOSDAQ,KOSDAQ,1495,103863,156652310,47517374515,31784197,2021-12-24
365550,ESR켄달스퀘어리츠,KOSPI,KOSPI,6380,575933,3672307890,913992420000,143259000,2021-12-24
050120,ES큐브,KOSDAQ,KOSDAQ,4835,10705,51404300,65582355810,13564086,2021-12-24
383220,F&F,KOSPI,KOSPI,880000,53197,46664606000,6742045200000,7661415,2021-12-24
007700,F&F홀딩스,KOSPI,KOSPI,33350,34823,1161663200,1304464139450,39114367,2021-12-24
214270,FSN,KOSDAQ,KOSDAQ,12300,20145018,245593091550,325368419100,26452717,2021-12-24
130500,GH신소재,KOSDAQ,KOSDAQ,7780,1180959,9439708550,113160504560,14545052,2021-12-24
114090,GKL,KOSPI,KOSPI,13200,234520,3076469300,816494844000,61855670,2021-12-24
900290,GRT,KOSDAQ,KOSDAQ,1235,267964,331631965,83208125000,67375000,2021-12-24
078930,GS,KOSPI,KOSPI,41150,100966,4130602400,3823467804700,92915378,2021-12-24
083450,GST,KOSDAQ,KOSDAQ,37050,103726,3845759950,345222452250,9317745,2021-12-24
006360,GS건설,KOSPI,KOSPI,41800,224620,9368680950,3577306282000,85581490,2021-12-24
001250,GS글로벌,KOSPI,KOSPI,2360,246202,581953880,194779683040,82533764,2021-12-24
007070,GS리테일,KOSPI,KOSPI,30900,116115,3590142300,3235783789800,104717922,2021-12-24
078935,GS우,KOSPI,KOSPI,36650,5667,207714650,65413872900,1784826,2021-12-24
297890,HB솔루션,KOSDAQ,KOSDAQ,19850,156863,3083188300,331302236650,16690289,2021-12-24
078150,HB테크놀러지,KOSDAQ,KOSDAQ,2610,716124,1873066895,206165011860,78990426,2021-12-24
012630,HDC,KOSPI,KOSPI,10500,114690,1196564800,627288070500,59741721,2021-12-24
039570,HDC랩스,KOSPI,KOSPI,12450,20706,255256450,323172132450,25957601,2021-12-24
089470,HDC현대EP,KOSPI,KOSPI,5980,88485,533251050,190762000000,31900000,2021-12-24
294870,HDC현대산업개발,KOSPI,KOSPI,23500,92748,2179508200,1548822255000,65907330,2021-12-24
195940,HK이노엔,KOSDAQ,KOSDAQ,53600,652453,35688097800,1549281146400,28904499,2021-12-24
011200,HMM,KOSPI,KOSPI,27650,1589299,44292838450,13521942064400,489039496,2021-12-24
036640,HRS,KOSDAQ,KOSDAQ,7340,259206,1884072220,120044232000,16354800,2021-12-24
082740,HSD엔진,KOSPI,KOSPI,8370,225182,1894864320,391056829020,46721246,2021-12-24
335870,IBKS제12호스팩,KOSDAQ,KOSDAQ,2195,5559,12096035,6848400000,3120000,2021-12-24
351340,IBKS제13호스팩,KOSDAQ,KOSDAQ,2140,3436,7290190,11063800000,5170000,2021-12-24
373200,IBKS제15호스팩,KOSDAQ,KOSDAQ,2345,5894,13760310,8254400000,3520000,2021-12-24
388790,IBKS제16호스팩,KOSDAQ,KOSDAQ,2140,17141,36411295,7297400000,3410000,2021-12-24
003560,IHQ,KOSPI,KOSPI,1445,654003,940007530,211310655860,146235748,2021-12-24
095340,ISC,KOSDAQ,KOSDAQ,31200,196822,6128224950,516188899200,16544516,2021-12-24
099520,ITX-AI,KOSDAQ,KOSDAQ,1285,0,0,37652662655,29301683,2021-12-24
