ticker,name,raw_market,market,close,volume,trading_value,market_cap,shares_outstanding,effective_date
060310,3S,KOSDAQ,KOSDAQ,2460,458413,1135029500,119400139320,48536642,2023-12-22
095570,AJ네트웍스,KOSPI,KOSPI,5150,313762,1605189835,233051708850,45252759,2023-12-22
006840,AK홀딩스,KOSPI,KOSPI,16970,3407,57842880,224811110170,13247561,2023-12-22
054620,APS,KOSDAQ,KOSDAQ,6610,67420,441184000,134805800810,20394221,2023-12-22
265520,AP시스템,KOSDAQ,KOSDAQ,22500,169671,3840477100,343831972500,15281421,2023-12-22
211270,AP위성,KOSDAQ,KOSDAQ,13070,93880,1229058730,197125713280,15082304,2023-12-22
027410,BGF,KOSPI,KOSPI,3900,181831,706050855,373295484900,95716791,2023-12-22
282330,BGF리테일,KOSPI,KOSPI,131900,45069,5945698300,2279747201400,17283906,2023-12-22
126600,BGF에코머티리얼즈,KOSDAQ,KOSDAQ,4515,150476,684456530,243960236625,54033275,2023-12-22
138930,BNK금융지주,KOSPI,KOSPI,7130,718095,5122853170,2296490562940,322088438,2023-12-22
001460,BYC,KOSPI,KOSPI,422500,60,25432500,263899837500,624615,2023-12-22
001465,BYC우,KOSPI,KOSPI,143000,85,12112700,30800055000,215385,2023-12-22
013720,CBI,KOSDAQ,KOSDAQ,2115,448946,952843165,89077091220,42116828,2023-12-22
083790,CG인바이츠,KOSDAQ,KOSDAQ,2770,161813,442062620,212996884140,76894182,2023-12-22
001040,CJ,KOSPI,KOSPI,97000,44608,4342905800,2830168806000,29176998,2023-12-22
079160,CJ CGV,KOSPI,KOSPI,5710,656684,3755401250,699083174090,122431379,2023-12-22
035760,CJ ENM,KOSDAQ GLOBAL,KOSDAQ,72800,65487,4756479700,1596442411200,21929154,2023-12-22
311690,CJ 바이오사이언스,KOSDAQ,KOSDAQ,15120,16444,246269790,137781030240,9112502,2023-12-22
00104K,CJ4우(전환),KOSPI,KOSPI,72300,2692,194008600,305576817600,4226512,2023-12-22
000120,CJ대한통운,KOSPI,KOSPI,126300,106048,13475165800,2881199047200,22812344,2023-12-22
011150,CJ씨푸드,KOSPI,KOSPI,2995,183689,550240395,107612665135,35930773,2023-12-22
011155,CJ씨푸드1우,KOSPI,KOSPI,22300,1895,41118500,4460000000,200000,2023-12-22
001045,CJ우,KOSPI,KOSPI,52600,411,21538900,118887729800,2260223,2023-12-22
097950,CJ제일제당,KOSPI,KOSPI,320000,12591,4015365000,4817339520000,15054186,2023-12-22
097955,CJ제일제당 우,KOSPI,KOSPI,134900,4306,584549400,179070711700,1327433,2023-12-22
051500,CJ프레시웨이,KOSDAQ,KOSDAQ,23400,19612,462259250,277795112400,11871586,2023-12-22
058820,CMG제약,KOSDAQ,KOSDAQ,2375,616195,1466283670,329869079500,138892244,2023-12-22
023460,CNH,KOSDAQ,KOSDAQ,1799,2428,4365116,66922800000,37200000,2023-12-22
056730,CNT85,KOSDAQ,KOSDAQ,1393,103802,144480442,65703569708,47166956,2023-12-22
000480,CR홀딩스,KOSPI,KOSPI,6560,62252,408615680,307601614400,46890490,2023-12-22
065770,CS,KOSDAQ,KOSDAQ,1341,31044,41030359,26030325330,19411130,2023-12-22
083660,CSA 코스믹,KOSDAQ,KOSDAQ,1254,149833,190262048,76803964974,61247181,2023-12-22
000590,CS홀딩스,KOSPI,KOSPI,63000,632,39718100,72732366000,1154482,2023-12-22
012030,DB,KOSPI,KOSPI,1691,5689511,10245889638,340185120703,201173933,2023-12-22
404950,DB금융스팩10호,KOSDAQ,KOSDAQ,3150,0,0,18396000000,5840000,2023-12-22
456440,DB금융스팩11호,KOSDAQ,KOSDAQ,2110,3449,7297345,11214650000,5315000,2023-12-22
016610,DB금융투자,KOSPI,KOSPI,3830,31730,121136385,162569669870,42446389,2023-12-22
005830,DB손해보험,KOSPI,KOSPI,80900,145097,11790726200,5727720000000,70800000,2023-12-22
000990,DB하이텍,KOSPI,KOSPI,59400,638505,38152389700,2637276127200,44398588,2023-12-22
139130,DGB금융지주,KOSPI,KOSPI,8440,442893,3742448540,1427590830520,169145833,2023-12-22
060900,DGP,KOSDAQ,KOSDAQ,1591,96417,154701177,40185842339,25258229,2023-12-22
025440,DH오토웨어,KOSDAQ,KOSDAQ,2255,8855,19964540,69411660120,30781224,2023-12-22
001530,DI동일,KOSPI,KOSPI,29550,195043,5754262300,731026900650,24738643,2023-12-22
000210,DL,KOSPI,KOSPI,52400,76211,3942044800,1098088321600,20955884,2023-12-22
001880,DL건설,KOSPI,KOSPI,12660,6464,81860200,279194575440,22053284,2023-12-22
000215,DL우,KOSPI,KOSPI,25250,910,22940100,42574403750,1686115,2023-12-22
375500,DL이앤씨,KOSPI,KOSPI,36700,86319,3163938550,1420055964100,38693623,2023-12-22
37550L,DL이앤씨2우(전환),KOSPI,KOSPI,24350,2740,66812250,51426006850,2111951,2023-12-22
37550K,DL이앤씨우,KOSPI,KOSPI,19210,675,12987470,40607730850,2113885,2023-12-22
068790,DMS,KOSDAQ,KOSDAQ,6990,145951,1018538950,171765696390,24573061,2023-12-22
007340,DN오토모티브,KOSPI,KOSPI,72500,16513,1192369900,724565362500,9994005,2023-12-22
004840,DRB동일,KOSPI,KOSPI,5830,23920,137339590,116191900000,19930000,2023-12-22
241520,DSC인베스트먼트,KOSDAQ,KOSDAQ,3165,618155,1936340165,88023090495,27811403,2023-12-22
065150,DSEN,KOSDAQ,KOSDAQ,273,137434,37787749,34202096565,125282405,2023-12-22
155660,DSR,KOSPI,KOSPI,4365,8997,39294415,69840000000,16000000,2023-12-22
069730,DSR제강,KOSPI,KOSPI,4260,33659,143452105,61344000000,14400000,2023-12-22
017860,DS단석,KOSPI,KOSPI,400000,1040171,401480589500,2344561600000,5861404,2023-12-22
180400,DXVX,KOSDAQ,KOSDAQ,5660,100900,571703760,171041985120,30219432,2023-12-22
017940,E1,KOSPI,KOSPI,67800,86889,5847207800,465108000000,6860000,2023-12-22
245620,EDGC,KOSDAQ,KOSDAQ,437,3290518,1466751215,51185583197,117129481,2023-12-22
037370,EG,KOSDAQ,KOSDAQ,12210,263180,3283040590,105310908120,8624972,2023-12-22
278990,EMB,KONEX,KONEX,11900,1076,12209610,56286452600,4729954,2023-12-22
365550,ESR켄달스퀘어리츠,KOSPI,KOSPI,3670,133743,491806305,782036630000,213089000,2023-12-22
050120,ES큐브,KOSDAQ,KOSDAQ,2980,8213,24358385,40420976280,13564086,2023-12-22
383220,F&F,KOSPI,KOSPI,86800,86614,7567246100,3325054110000,38307075,2023-12-22
007700,F&F홀딩스,KOSPI,KOSPI,15780,14277,224836680,617224711260,39114367,2023-12-22
214270,FSN,KOSDAQ,KOSDAQ,2580,2393384,6218773725,85786194540,33250463,2023-12-22
130500,GH신소재,KOSDAQ,KOSDAQ,2950,13110,38711100,42907903400,14545052,2023-12-22
114090,GKL,KOSPI,KOSPI,13560,160232,2164400470,838762885200,61855670,2023-12-22
900290,GRT,KOSDAQ,KOSDAQ,2630,39326,102581800,177196250000,67375000,2023-12-22
078930,GS,KOSPI,KOSPI,42650,78476,3355086500,3962840871700,92915378,2023-12-22
083450,GST,KOSDAQ,KOSDAQ,26600,117605,3169370600,247852017000,9317745,2023-12-22
006360,GS건설,KOSPI,KOSPI,15480,341681,5299104850,1324801465200,85581490,2023-12-22
001250,GS글로벌,KOSPI,KOSPI,2510,398106,1008985735,207159747640,82533764,2023-12-22
007070,GS리테일,KOSPI,KOSPI,23650,127049,3000576950,2476578855300,104717922,2023-12-22
078935,GS우,KOSPI,KOSPI,36200,7045,254905950,64610701200,1784826,2023-12-22
297890,HB솔루션,KOSDAQ,KOSDAQ,4880,1907777,9375889995,337904068560,69242637,2023-12-22
078150,HB테크놀러지,KOSDAQ,KOSDAQ,2410,1315704,3178429450,223445357560,92715916,2023-12-22
012630,HDC,KOSPI,KOSPI,7170,135139,969533110,428348139570,59741721,2023-12-22
039570,HDC랩스,KOSPI,KOSPI,7640,3469,26301560,198316071640,25957601,2023-12-22
089470,HDC현대EP,KOSPI,KOSPI,4645,27707,127693780,148175500000,31900000,2023-12-22
294870,HDC현대산업개발,KOSPI,KOSPI,14870,279366,4140516600,980041997100,65907330,2023-12-22
009540,HD한국조선해양,KOSPI,KOSPI,112000,132220,14810920800,7926588992000,70773116,2023-12-22
267250,HD현대,KOSPI,KOSPI,64300,251820,16184606900,5079255365500,78993085,2023-12-22
267270,HD현대건설기계,KOSPI,KOSPI,51300,259853,13526895100,1010650680900,19700793,2023-12-22
322000,HD현대에너지솔루션,KOSPI,KOSPI,28700,270297,7899288350,321440000000,11200000,2023-12-22
042670,HD현대인프라코어,KOSPI,KOSPI,8040,1358899,11066619740,1604811762120,199603453,2023-12-22
267260,HD현대일렉트릭,KOSPI,KOSPI,82500,118030,9823568200,2973888637500,36047135,2023-12-22
329180,HD현대중공업,KOSPI,KOSPI,122700,74832,9184939200,10892461333200,88773116,2023-12-22
097230,HJ중공업,KOSPI,KOSPI,4100,37501,151658790,341424552100,83274281,2023-12-22
195940,HK이노엔,KOSDAQ GLOBAL,KOSDAQ,41050,123487,5092585300,1162942025550,28329891,2023-12-22
014790,HL D&I,KOSPI,KOSPI,2085,53080,109956130,78935183085,37858601,2023-12-22
028300,HLB,KOSDAQ,KOSDAQ,49950,1904413,95622973950,6458219715600,129293688,2023-12-22
003580,HLB글로벌,KOSPI,KOSPI,4880,245970,1208243915,206815732240,42380273,2023-12-22
278650,HLB바이오스텝,KOSDAQ,KOSDAQ,2910,520551,1519376555,228726989400,78600340,2023-12-22
343090,HLB사이언스,KONEX,KONEX,2380,16969,38847100,38844848700,16321365,2023-12-22
067630,HLB생명과학,KOSDAQ,KOSDAQ,11780,590092,6911035760,1199545172360,101828962,2023-12-22
024850,HLB이노베이션,KOSDAQ,KOSDAQ,2990,573478,1726052050,198856620690,66507231,2023-12-22
047920,HLB제약,KOSDAQ,KOSDAQ,15410,366801,5650852310,464876706100,30167210,2023-12-22
115450,HLB테라퓨틱스,KOSDAQ,KOSDAQ,4295,431092,1827109250,314973081965,73334827,2023-12-22
046210,HLB파나진,KOSDAQ,KOSDAQ,3950,151632,598997725,161967881650,41004527,2023-12-22
204320,HL만도,KOSPI,KOSPI,38100,238005,9127281451,1789066272000,46957120,2023-12-22
060980,HL홀딩스,KOSPI,KOSPI,33500,32453,1081072000,340675235000,10169410,2023-12-22
011200,HMM,KOSPI,KOSPI,20200,20236912,405143678930,13918597819200,689039496,2023-12-22
403870,HPSP,KOSDAQ,KOSDAQ,47600,2255366,110334212700,3888365555200,81688352,2023-12-22
036640,HRS,KOSDAQ,KOSDAQ,5470,84048,462164710,89460756000,16354800,2023-12-22
082740,HSD엔진,KOSPI,KOSPI,9350,368684,3462206560,668936343900,71543994,2023-12-22
035000,HS애드,KOSPI,KOSPI,6480,9298,59805160,107356810320,16567409,2023-12-22
426550,IBKS제19호스팩,KOSDAQ,KOSDAQ,2980,305340,901409405,15138400000,5080000,2023-12-22
439730,IBKS제20호스팩,KOSDAQ,KOSDAQ,2330,16498,37979145,10042300000,4310000,2023-12-22
442770,IBKS제21호스팩,KOSDAQ,KOSDAQ,2195,6721,14662425,9240950000,4210000,2023-12-22
448760,IBKS제22호스팩,KOSDAQ,KOSDAQ,2175,13113,28624570,9635250000,4430000,2023-12-22
467930,IBKS제23호스팩,KOSDAQ,KOSDAQ,2065,93589971,426375407085,8734950000,4230000,2023-12-22
003560,IHQ,KOSPI,KOSPI,3585,0,0,58878996765,16423709,2023-12-22
095340,ISC,KOSDAQ,KOSDAQ,86000,192772,16859700200,1822946988000,21197058,2023-12-22
099520,ITX-AI,KOSDAQ,KOSDAQ,1284,0,0,58141862016,45281824,2023-12-22
175330,JB금융지주,KOSPI,KOSPI,10640,494275,5238669000,2095897992160,196982894,2023-12-22
950170,JTC,KOSDAQ,KOSDAQ,3800,44882,169994815,191096767400,50288623,2023-12-22
234080,JW생명과학,KOSPI,KOSPI,13140,31840,416062630,208066039560,15834554,2023-12-22
067290,JW신약,KOSDAQ,KOSDAQ,2585,263872,674412825,125184252545,48427177,2023-12-22
001060,JW중외제약,KOSPI,KOSPI,37550,310400,11740802150,857455601800,22835036,2023-12-22
001067,JW중외제약2우B,KOSPI,KOSPI,62400,53,3301800,12849158400,205916,2023-12-22
001065,JW중외제약우,KOSPI,KOSPI,33600,381,12766800,11266920000,335325,2023-12-22
096760,JW홀딩스,KOSPI,KOSPI,3630,46222,167013500,263204617170,72508159,2023-12-22
035900,JYP Ent.,KOSDAQ GLOBAL,KOSDAQ,100500,278635,28456230300,3569507946000,35517492,2023-12-22
318000,KBG,KOSDAQ,KOSDAQ,8150,94875,780292020,71232817450,8740223,2023-12-22
024840,KBI메탈,KOSDAQ,KOSDAQ,1462,111312,162409080,49638603246,33952533,2023-12-22
105560,KB금융,KOSPI,KOSPI,52500,771841,40656577100,21184331280000,403511072,2023-12-22
432320,KB스타리츠,KOSPI,KOSPI,3885,54799,211258940,393994497225,101414285,2023-12-22
024120,KB오토시스,KOSDAQ,KOSDAQ,4980,87344,438226470,57270000000,11500000,2023-12-22
455250,KB제25호스팩,KOSDAQ,KOSDAQ,2050,12233,25076595,8825250000,4305000,2023-12-22
458320,KB제26호스팩,KOSDAQ,KOSDAQ,1998,3311,6612452,10998990000,5505000,2023-12-22
464680,KB제27호스팩,KOSDAQ,KOSDAQ,1857,52777,97858921,23964585000,12905000,2023-12-22
002380,KCC,KOSPI,KOSPI,226500,10101,2283475000,2012785681500,8886471,2023-12-22
021320,KCC건설,KOSDAQ,KOSDAQ,5300,107800,580070560,113420000000,21400000,2023-12-22
344820,KCC글라스,KOSPI,KOSPI,40600,26154,1059596600,648402787200,15970512,2023-12-22
036670,KCI,KOSDAQ,KOSDAQ,7310,4241,30959150,82383700000,11270000,2023-12-22
009070,KCTC,KOSPI,KOSPI,4065,69818,283334265,121950000000,30000000,2023-12-22
009440,KC그린홀딩스,KOSPI,KOSPI,3630,451909,1628025080,81438977400,22434980,2023-12-22
112190,KC산업,KONEX,KONEX,1549,9031,12916610,11037016897,7125253,2023-12-22
119650,KC코트렐,KOSPI,KOSPI,1632,254885,419416019,83126621760,50935430,2023-12-22
044180,KD,KOSDAQ,KOSDAQ,708,70480,49987848,18916201692,26717799,2023-12-22
092220,KEC,KOSPI,KOSPI,1581,5486113,8886180055,317406525921,200763141,2023-12-22
151860,KG ETS,KOSDAQ,KOSDAQ,11220,381254,4337732890,403920000000,36000000,2023-12-22
046440,KG모빌리언스,KOSDAQ,KOSDAQ,5600,102583,577314060,217423180800,38825568,2023-12-22
003620,KG모빌리티,KOSPI,KOSPI,8460,500101,4264067650,1581647963040,186956024,2023-12-22
016380,KG스틸,KOSPI,KOSPI,8870,650905,5847403230,887078916390,100008897,2023-12-22
035600,KG이니시스,KOSDAQ,KOSDAQ,12440,188178,2352631670,347131158960,27904434,2023-12-22
001390,KG케미칼,KOSPI,KOSPI,7000,670146,4697044360,479283280000,68469040,2023-12-22
226360,KH 건설,KOSDAQ,KOSDAQ,319,0,0,51410025964,161159956,2023-12-22
111870,KH 전자,KOSDAQ,KOSDAQ,2970,0,0,35434042380,11930654,2023-12-22
033180,KH 필룩스,KOSPI,KOSPI,1326,0,0,113141334540,85325290,2023-12-22
060720,KH바텍,KOSDAQ,KOSDAQ,14470,147281,2136717690,342612585740,23677442,2023-12-22
015590,KIB플러그에너지,KOSPI,KOSPI,785,1539569,1208899212,185991262040,236931544,2023-12-22
001940,KISCO홀딩스,KOSPI,KOSPI,23350,12755,298525700,377718473000,16176380,2023-12-22
058400,KNN,KOSDAQ,KOSDAQ,1135,752008,863279655,150307732200,132429720,2023-12-22
025000,KPX케미칼,KOSPI,KOSPI,45150,13768,619971650,218526000000,4840000,2023-12-22
092230,KPX홀딩스,KOSPI,KOSPI,52100,1664,86692800,220104056600,4224646,2023-12-22
000040,KR모터스,KOSPI,KOSPI,356,307942,110083990,34225293540,96138465,2023-12-22
044450,KSS해운,KOSPI,KOSPI,9610,193123,1840343850,221855306800,23085880,2023-12-22
030200,KT,KOSPI,KOSPI,35400,751774,26635667650,9128270904000,257860760,2023-12-22
033780,KT&G,KOSPI,KOSPI,90400,227302,20538589878,12097553728800,133822497,2023-12-22
058850,KTcs,KOSPI,KOSPI,3795,1789867,6713517475,161989575000,42685000,2023-12-22
058860,KTis,KOSPI,KOSPI,3130,375608,1161935705,108930260000,34802000,2023-12-22
122450,KX,KOSDAQ,KOSDAQ,5100,381632,1951321130,231213416400,45335964,2023-12-22
052900,KX하이텍,KOSDAQ,KOSDAQ,1223,295580,363987513,67396493291,55107517,2023-12-22
376190,LB루셈,KOSDAQ,KOSDAQ,6380,8855,56316550,156948000000,24600000,2023-12-22
061970,LB세미콘,KOSDAQ,KOSDAQ,7290,250304,1833903710,319189675680,43784592,2023-12-22
309960,LB인베스트먼트,KOSDAQ,KOSDAQ,4560,219016,1017438285,105870609840,23217239,2023-12-22
093050,LF,KOSPI,KOSPI,13660,40127,547555220,399418400000,29240000,2023-12-22
003550,LG,KOSPI,KOSPI,85800,127365,10994773600,13496425199400,157300993,2023-12-22
034220,LG디스플레이,KOSPI,KOSPI,12390,994383,12263906050,4433336523000,357815700,2023-12-22
051900,LG생활건강,KOSPI,KOSPI,350500,25675,9031953000,5474178048500,15618197,2023-12-22
051905,LG생활건강우,KOSPI,KOSPI,160600,3813,615110700,337211338200,2099697,2023-12-22
373220,LG에너지솔루션,KOSPI,KOSPI,419500,181449,76376615500,98163000000000,234000000,2023-12-22
003555,LG우,KOSPI,KOSPI,62300,5470,340132300,188246926000,3021620,2023-12-22
032640,LG유플러스,KOSPI,KOSPI,10440,757851,7891655190,4558222608840,436611361,2023-12-22
011070,LG이노텍,KOSPI,KOSPI,238500,101426,24150132500,5644605019500,23667107,2023-12-22
066570,LG전자,KOSPI,KOSPI,99700,319969,31913648000,16315687055800,163647814,2023-12-22
066575,LG전자우,KOSPI,KOSPI,46050,14733,678529850,791414931600,17185992,2023-12-22
037560,LG헬로비전,KOSPI,KOSPI,3480,107306,373490760,269515090200,77446865,2023-12-22
051910,LG화학,KOSPI,KOSPI,490000,140767,69327166000,34590248070000,70592343,2023-12-22
051915,LG화학우,KOSPI,KOSPI,318000,27381,8802986500,2445038400000,7688800,2023-12-22
079550,LIG넥스원,KOSPI,KOSPI,135700,1148691,162125817600,2985400000000,22000000,2023-12-22
006260,LS,KOSPI,KOSPI,90300,150121,13743492300,2907660000000,32200000,2023-12-22
010120,LS ELECTRIC,KOSPI,KOSPI,72600,101119,7377045800,2178000000000,30000000,2023-12-22
000680,LS네트웍스,KOSPI,KOSPI,4350,819643,3598611710,342793119600,78803016,2023-12-22
060370,LS마린솔루션,KOSDAQ,KOSDAQ,11090,201802,2273833600,287654992880,25938232,2023-12-22
417200,LS머트리얼즈,KOSDAQ,KOSDAQ,46950,6632918,309545189300,3176292340050,67652659,2023-12-22
229640,LS전선아시아,KOSPI,KOSPI,20700,4426905,94827511300,633934995300,30624879,2023-12-22
108320,LX세미콘,KOSPI,KOSPI,89300,179465,15908427900,1452401990000,16264300,2023-12-22
001120,LX인터내셔널,KOSPI,KOSPI,31650,583713,18368137750,1226754000000,38760000,2023-12-22
108670,LX하우시스,KOSPI,KOSPI,43850,13754,607738000,393232329500,8967670,2023-12-22
108675,LX하우시스우,KOSPI,KOSPI,21100,9056,189889350,21782163000,1032330,2023-12-22
383800,LX홀딩스,KOSPI,KOSPI,7130,62698,447293290,543881319700,76280690,2023-12-22
38380K,LX홀딩스1우,KOSPI,KOSPI,9510,5374,50971310,13934860350,1465285,2023-12-22
