ticker,name,raw_market,market,close,volume,trading_value,market_cap,shares_outstanding,effective_date
060310,3S,KOSDAQ,KOSDAQ,2155,174446,378114445,110087403510,51084642,2024-09-27
095570,AJ네트웍스,KOSPI,KOSPI,4785,74502,354898960,216534451815,45252759,2024-09-27
006840,AK홀딩스,KOSPI,KOSPI,13040,4699,61174000,172748195440,13247561,2024-09-27
054620,APS,KOSDAQ,KOSDAQ,5650,5626,31599920,112402348650,19894221,2024-09-27
265520,AP시스템,KOSDAQ,KOSDAQ,19770,178109,3574269850,302113693170,15281421,2024-09-27
211270,AP위성,KOSDAQ,KOSDAQ,11170,46446,521010780,168469335680,15082304,2024-09-27
109960,AP헬스케어,KOSDAQ,KOSDAQ,535,119639,63498486,61071945415,114153169,2024-09-27
139050,BF랩스,KOSDAQ,KOSDAQ,2805,0,0,24247965555,8644551,2024-09-27
027410,BGF,KOSPI,KOSPI,3555,30355,107614410,340273192005,95716791,2024-09-27
282330,BGF리테일,KOSPI,KOSPI,116700,35062,4122787600,2017031830200,17283906,2024-09-27
126600,BGF에코머티리얼즈,KOSDAQ,KOSDAQ,3650,72449,265089380,229099181350,62766899,2024-09-27
138930,BNK금융지주,KOSPI,KOSPI,9190,826305,7672907270,2944813521130,320436727,2024-09-27
001460,BYC,KOSPI,KOSPI,32800,2740,91123850,204873720000,6246150,2024-09-27
001465,BYC우,KOSPI,KOSPI,12960,16163,208532360,27913896000,2153850,2024-09-27
013720,CBI,KOSDAQ,KOSDAQ,1166,89527,103412683,52036406576,44628136,2024-09-27
083790,CG인바이츠,KOSDAQ,KOSDAQ,2305,25992,60068460,177241089510,76894182,2024-09-27
001040,CJ,KOSPI,KOSPI,120900,129210,15565158900,3527499058200,29176998,2024-09-27
079160,CJ CGV,KOSPI,KOSPI,6340,851510,5345702920,1049776020760,165579814,2024-09-27
035760,CJ ENM,KOSDAQ GLOBAL,KOSDAQ,72800,71390,5172397000,1596442411200,21929154,2024-09-27
311690,CJ 바이오사이언스,KOSDAQ,KOSDAQ,12070,7865,95616820,109987899140,9112502,2024-09-27
00104K,CJ4우(전환),KOSPI,KOSPI,89700,5656,503329200,379118126400,4226512,2024-09-27
000120,CJ대한통운,KOSPI,KOSPI,97600,54008,5292559500,2226484774400,22812344,2024-09-27
011150,CJ씨푸드,KOSPI,KOSPI,3505,365815,1278557630,125937359365,35930773,2024-09-27
011155,CJ씨푸드1우,KOSPI,KOSPI,17930,9,162660,3586000000,200000,2024-09-27
001045,CJ우,KOSPI,KOSPI,60100,2083,124961300,135839402300,2260223,2024-09-27
097950,CJ제일제당,KOSPI,KOSPI,307000,56158,17300695000,4621635102000,15054186,2024-09-27
097955,CJ제일제당 우,KOSPI,KOSPI,139400,1747,243480100,185044160200,1327433,2024-09-27
051500,CJ프레시웨이,KOSDAQ,KOSDAQ,19280,16111,311843080,228884178080,11871586,2024-09-27
058820,CMG제약,KOSDAQ,KOSDAQ,2195,406573,899436840,304868475580,138892244,2024-09-27
023460,CNH,KOSDAQ,KOSDAQ,335,1259473,425014501,12462000000,37200000,2024-09-27
056730,CNT85,KOSDAQ,KOSDAQ,814,9287,7539747,60326505404,74111186,2024-09-27
000480,CR홀딩스,KOSPI,KOSPI,5710,5579,31890800,267744697900,46890490,2024-09-27
065770,CS,KOSDAQ,KOSDAQ,1078,15394,16506550,20925198140,19411130,2024-09-27
083660,CSA 코스믹,KOSDAQ,KOSDAQ,903,68837,62162948,55306204443,61247181,2024-09-27
000590,CS홀딩스,KOSPI,KOSPI,66700,665,44083600,77003949400,1154482,2024-09-27
012030,DB,KOSPI,KOSPI,1514,997896,1518848271,304577334562,201173933,2024-09-27
456440,DB금융스팩11호,KOSDAQ,KOSDAQ,2265,10340,23734345,12038475000,5315000,2024-09-27
477760,DB금융스팩12호,KOSDAQ,KOSDAQ,2045,13589,27895340,11942800000,5840000,2024-09-27
016610,DB금융투자,KOSPI,KOSPI,5630,153737,860861300,238973170070,42446389,2024-09-27
005830,DB손해보험,KOSPI,KOSPI,114600,176001,20292209600,8113680000000,70800000,2024-09-27
000990,DB하이텍,KOSPI,KOSPI,40600,192292,7801392850,1802582672800,44398588,2024-09-27
139130,DGB금융지주,KOSPI,KOSPI,8160,536823,4408758440,1380229997280,169145833,2024-09-27
099520,DGI,KOSDAQ,KOSDAQ,1284,0,0,58141862016,45281824,2024-09-27
