ticker,name,raw_market,market,close,volume,trading_value,market_cap,shares_outstanding,effective_date
060310,3S,KOSDAQ,KOSDAQ,3120,190854,593232345,144367120560,46271513,2021-06-25
095570,AJ네트웍스,KOSPI,KOSPI,5970,65291,389747370,279529101150,46822295,2021-06-25
006840,AK홀딩스,KOSPI,KOSPI,31900,25268,814161650,422597195900,13247561,2021-06-25
054620,APS홀딩스,KOSDAQ,KOSDAQ,16750,124349,2125547850,341603201750,20394221,2021-06-25
265520,AP시스템,KOSDAQ,KOSDAQ,31450,417507,13176319350,455403139150,14480227,2021-06-25
211270,AP위성,KOSDAQ,KOSDAQ,18500,1713106,31644640950,279022624000,15082304,2021-06-25
027410,BGF,KOSPI,KOSPI,6650,248041,1651915820,636516660150,95716791,2021-06-25
282330,BGF리테일,KOSPI,KOSPI,185000,20485,3785576000,3197522610000,17283906,2021-06-25
138930,BNK금융지주,KOSPI,KOSPI,7860,2396873,18661471470,2561851033560,325935246,2021-06-25
001460,BYC,KOSPI,KOSPI,423000,540,227936000,264212145000,624615,2021-06-25
001465,BYC우,KOSPI,KOSPI,186000,84,15665000,40061610000,215385,2021-06-25
013720,CBI,KOSDAQ,KOSDAQ,22750,0,0,186067040250,8178771,2021-06-25
001040,CJ,KOSPI,KOSPI,106500,81663,8761816000,3107350287000,29176998,2021-06-25
079160,CJ CGV,KOSPI,KOSPI,30600,385288,11805249050,1074060000000,35100000,2021-06-25
035760,CJ ENM,KOSDAQ,KOSDAQ,184500,170487,31329963500,4045928913000,21929154,2021-06-25
00104K,CJ4우(전환),KOSPI,KOSPI,89800,5589,500149200,379540777600,4226512,2021-06-25
000120,CJ대한통운,KOSPI,KOSPI,178500,59354,10556682000,4072003404000,22812344,2021-06-25
011150,CJ씨푸드,KOSPI,KOSPI,4650,184825,862158675,167078094450,35930773,2021-06-25
011155,CJ씨푸드1우,KOSPI,KOSPI,45650,6691,304015950,9130000000,200000,2021-06-25
001045,CJ우,KOSPI,KOSPI,65100,1286,83825300,147140517300,2260223,2021-06-25
097950,CJ제일제당,KOSPI,KOSPI,452500,33580,15203782000,6812019165000,15054186,2021-06-25
097955,CJ제일제당 우,KOSPI,KOSPI,205500,3344,692593000,272787481500,1327433,2021-06-25
051500,CJ프레시웨이,KOSDAQ,KOSDAQ,33650,67625,2289432800,399478868900,11871586,2021-06-25
058820,CMG제약,KOSDAQ,KOSDAQ,5180,2035693,10733121200,719461823920,138892244,2021-06-25
023460,CNH,KOSDAQ,KOSDAQ,3750,91732,347936670,139500000000,37200000,2021-06-25
056000,COWON,KOSDAQ,KOSDAQ,2860,0,0,56399843500,19720225,2021-06-25
065770,CS,KOSDAQ,KOSDAQ,6430,1828616,12023278940,122396014500,19035150,2021-06-25
083660,CSA 코스믹,KOSDAQ,KOSDAQ,1905,49252,94121380,70622245725,37072045,2021-06-25
000590,CS홀딩스,KOSPI,KOSPI,70600,1985,139762400,81506429200,1154482,2021-06-25
012030,DB,KOSPI,KOSPI,1070,1258046,1336366170,215256108310,201173933,2021-06-25
