ticker,name,raw_market,market,close,volume,trading_value,market_cap,shares_outstanding,effective_date
060310,3S,KOSDAQ,KOSDAQ,2290,578424,1343904398,121505201600,53059040,2025-06-27
095570,AJ네트웍스,KOSPI,KOSPI,4020,204843,822826224,181916091180,45252759,2025-06-27
006840,AK홀딩스,KOSPI,KOSPI,11620,16683,194802710,153936658820,13247561,2025-06-27
054620,APS,KOSDAQ,KOSDAQ,4995,140449,722131020,99371633895,19894221,2025-06-27
265520,AP시스템,KOSDAQ,KOSDAQ,17210,50782,877844310,262993255410,15281421,2025-06-27
211270,AP위성,KOSDAQ,KOSDAQ,13010,66453,870464605,196220775040,15082304,2025-06-27
109960,AP헬스케어,KOSDAQ,KOSDAQ,328,352210,115155221,65858880232,200789269,2025-06-27
139050,BF랩스,KOSDAQ,KOSDAQ,2805,0,0,24247965555,8644551,2025-06-27
027410,BGF,KOSPI,KOSPI,4160,117115,488071930,398181850560,95716791,2025-06-27
282330,BGF리테일,KOSPI,KOSPI,119100,57678,6812222050,2058513204600,17283906,2025-06-27
126600,BGF에코머티리얼즈,KOSDAQ,KOSDAQ,2950,44557,132260055,185162352050,62766899,2025-06-27
138930,BNK금융지주,KOSPI,KOSPI,12480,736777,9185659325,3973426317120,318383519,2025-06-27
001460,BYC,KOSPI,KOSPI,38650,1350,52259850,241413697500,6246150,2025-06-27
001465,BYC우,KOSPI,KOSPI,23300,6479,148442500,50184705000,2153850,2025-06-27
083790,CG인바이츠,KOSDAQ,KOSDAQ,1824,130941,237118218,140254987968,76894182,2025-06-27
001040,CJ,KOSPI,KOSPI,158600,165332,26537931700,4627471882800,29176998,2025-06-27
079160,CJ CGV,KOSPI,KOSPI,5000,235164,1175529589,827902510000,165580502,2025-06-27
035760,CJ ENM,KOSDAQ GLOBAL,KOSDAQ,75500,81532,6167105700,1655651127000,21929154,2025-06-27
311690,CJ 바이오사이언스,KOSDAQ,KOSDAQ,9280,11666,106950560,121247487360,13065462,2025-06-27
00104K,CJ4우(전환),KOSPI,KOSPI,130400,14556,1910352500,551137164800,4226512,2025-06-27
000120,CJ대한통운,KOSPI,KOSPI,87500,54219,4736992350,1996080100000,22812344,2025-06-27
011150,CJ씨푸드,KOSPI,KOSPI,2955,240535,712398272,106175434215,35930773,2025-06-27
011155,CJ씨푸드1우,KOSPI,KOSPI,17950,91,1613490,3590000000,200000,2025-06-27
001045,CJ우,KOSPI,KOSPI,86000,7745,660696600,194379178000,2260223,2025-06-27
097950,CJ제일제당,KOSPI,KOSPI,249500,84249,21117395750,3756019407000,15054186,2025-06-27
097955,CJ제일제당 우,KOSPI,KOSPI,144600,8832,1288878850,191946811800,1327433,2025-06-27
051500,CJ프레시웨이,KOSDAQ,KOSDAQ,26350,35696,940754225,312816291100,11871586,2025-06-27
058820,CMG제약,KOSDAQ,KOSDAQ,1992,2627484,5289577988,284968613736,143056533,2025-06-27
023460,CNH,KOSDAQ,KOSDAQ,109,0,0,4054800000,37200000,2025-06-27
056730,CNT85,KOSDAQ,KOSDAQ,811,25635,20755108,60104171846,74111186,2025-06-27
000480,CR홀딩스,KOSPI,KOSPI,5430,4497,24401285,254615360700,46890490,2025-06-27
065770,CS,KOSDAQ,KOSDAQ,1004,108892,109098485,19488774520,19411130,2025-06-27
083660,CSA 코스믹,KOSDAQ,KOSDAQ,2315,2272700,4797501267,141787224015,61247181,2025-06-27
000590,CS홀딩스,KOSPI,KOSPI,89500,867,76829950,103326139000,1154482,2025-06-27
012030,DB,KOSPI,KOSPI,1428,478663,676817857,287276376324,201173933,2025-06-27
477760,DB금융스팩12호,KOSDAQ,KOSDAQ,2120,2804,5856245,12380800000,5840000,2025-06-27
005830,DB손해보험,KOSPI,KOSPI,122300,286680,35193879450,8658840000000,70800000,2025-06-27
016610,DB증권,KOSPI,KOSPI,8240,65780,543805155,349758245360,42446389,2025-06-27
000990,DB하이텍,KOSPI,KOSPI,46100,116594,5366401175,2046774906800,44398588,2025-06-27
099520,DGI,KOSDAQ,KOSDAQ,1284,0,0,58141862016,45281824,2025-06-27
060900,DGP,KOSDAQ,KOSDAQ,1200,1288391,1624991703,31348834800,26124029,2025-06-27
000300,DH오토넥스,KOSPI,KOSPI,1984,0,0,162944308992,82129188,2025-06-27
290120,DH오토리드,KOSDAQ,KOSDAQ,2620,62621,166111330,40649661560,15515138,2025-06-27
025440,DH오토웨어,KOSDAQ,KOSDAQ,805,319238,254847427,39268885320,48781224,2025-06-27
001530,DI동일,KOSPI,KOSPI,39550,54263,2166292150,779750674850,19715567,2025-06-27
015590,DKME,KOSPI,KOSPI,515,0,0,122045495160,236981544,2025-06-27
000210,DL,KOSPI,KOSPI,45100,110852,5016202175,945110368400,20955884,2025-06-27
000215,DL우,KOSPI,KOSPI,24350,12219,296981475,41056900250,1686115,2025-06-27
375500,DL이앤씨,KOSPI,KOSPI,54700,974434,54473860600,2116541178100,38693623,2025-06-27
37550L,DL이앤씨2우(전환),KOSPI,KOSPI,36250,6259,230298800,76558223750,2111951,2025-06-27
37550K,DL이앤씨우,KOSPI,KOSPI,24000,12706,312424125,50733240000,2113885,2025-06-27
068790,DMS,KOSDAQ,KOSDAQ,6330,0,0,149939488590,23687123,2025-06-27
007340,DN오토모티브,KOSPI,KOSPI,22150,74743,1651785475,1296015659750,58510865,2025-06-27
004840,DRB동일,KOSPI,KOSPI,5090,9081,45917685,101443700000,19930000,2025-06-27
241520,DSC인베스트먼트,KOSDAQ,KOSDAQ,7360,877285,6599345130,198720000000,27000000,2025-06-27
155660,DSR,KOSPI,KOSPI,3960,19690,78290385,63360000000,16000000,2025-06-27
069730,DSR제강,KOSPI,KOSPI,3680,12468,45679515,52992000000,14400000,2025-06-27
017860,DS단석,KOSPI,KOSPI,25400,132322,3398352800,446638984800,17584212,2025-06-27
180400,DXVX,KOSDAQ,KOSDAQ,1907,138262,266030844,93861456824,49219432,2025-06-27
092780,DYP,KOSPI,KOSPI,4450,20427,89801645,58599647000,13168460,2025-06-27
017940,E1,KOSPI,KOSPI,78000,12350,963546850,535080000000,6860000,2025-06-27
418620,E8,KOSDAQ,KOSDAQ,4580,4955738,23091200648,58855184660,12850477,2025-06-27
245620,EDGC,KOSDAQ,KOSDAQ,415,0,0,57474989665,138493951,2025-06-27
037370,EG,KOSDAQ,KOSDAQ,5950,25333,151483775,51318583400,8624972,2025-06-27
278990,EMB,KONEX,KONEX,3300,0,0,15961542300,4836831,2025-06-27
365550,ESR켄달스퀘어리츠,KOSPI,KOSPI,4270,472907,2034028499,909890030000,213089000,2025-06-27
050120,ES큐브,KOSDAQ,KOSDAQ,2900,6334,18030900,39335849400,13564086,2025-06-27
383220,F&F,KOSPI,KOSPI,79100,48616,3838492300,3030089632500,38307075,2025-06-27
007700,F&F홀딩스,KOSPI,KOSPI,22150,180870,3898385125,866383229050,39114367,2025-06-27
214270,FSN,KOSDAQ,KOSDAQ,2740,1026652,2810521432,112529517580,41069167,2025-06-27
130500,GH신소재,KOSDAQ,KOSDAQ,2855,155122,447253745,41526123460,14545052,2025-06-27
114090,GKL,KOSPI,KOSPI,14890,211454,3117954585,921030926300,61855670,2025-06-27
900290,GRT,KOSDAQ,KOSDAQ,3020,539571,1653951671,244167000000,80850000,2025-06-27
078930,GS,KOSPI,KOSPI,45950,328248,15185882150,4269461619100,92915378,2025-06-27
083450,GST,KOSDAQ,KOSDAQ,19510,161143,3174300015,359569300000,18430000,2025-06-27
006360,GS건설,KOSPI,KOSPI,21300,528474,11319954250,1822885737000,85581490,2025-06-27
001250,GS글로벌,KOSPI,KOSPI,2670,430878,1152615947,220365149880,82533764,2025-06-27
007070,GS리테일,KOSPI,KOSPI,16610,144163,2394904770,1388719163150,83607415,2025-06-27
078935,GS우,KOSPI,KOSPI,42450,10985,469046600,75765863700,1784826,2025-06-27
499790,GS피앤엘,KOSPI,KOSPI,36350,105193,3768566350,720851070350,19830841,2025-06-27
297890,HB솔루션,KOSDAQ,KOSDAQ,2445,147473,359766617,178829534730,73140914,2025-06-27
440290,HB인베스트먼트,KOSDAQ,KOSDAQ,2135,142938,304766570,57873466350,27107010,2025-06-27
078150,HB테크놀러지,KOSDAQ,KOSDAQ,1928,668694,1304593404,178756286048,92715916,2025-06-27
012630,HDC,KOSPI,KOSPI,22450,208687,4779489925,1341201636450,59741721,2025-06-27
039570,HDC랩스,KOSPI,KOSPI,9200,24086,221644315,238809929200,25957601,2025-06-27
089470,HDC현대EP,KOSPI,KOSPI,3900,16310,63542190,124410000000,31900000,2025-06-27
294870,HDC현대산업개발,KOSPI,KOSPI,24300,189621,4599309625,1601548119000,65907330,2025-06-27
009540,HD한국조선해양,KOSPI,KOSPI,364000,198330,72678538750,25761414224000,70773116,2025-06-27
267250,HD현대,KOSPI,KOSPI,126800,338764,43512928050,10016323178000,78993085,2025-06-27
267270,HD현대건설기계,KOSPI,KOSPI,76100,76751,5837690300,1344062142900,17661789,2025-06-27
443060,HD현대마린솔루션,KOSPI,KOSPI,202500,67622,13659964750,9077915025000,44829210,2025-06-27
071970,HD현대마린엔진,KOSPI,KOSPI,50100,210545,10624767550,1699466899500,33921495,2025-06-27
010620,HD현대미포,KOSPI,KOSPI,199100,370494,75080908900,7952481865900,39942149,2025-06-27
322000,HD현대에너지솔루션,KOSPI,KOSPI,44400,141947,6428717600,497280000000,11200000,2025-06-27
042670,HD현대인프라코어,KOSPI,KOSPI,12550,1424429,17825926505,2417017451600,192591032,2025-06-27
267260,HD현대일렉트릭,KOSPI,KOSPI,487500,216245,105694574250,17572978312500,36047135,2025-06-27
329180,HD현대중공업,KOSPI,KOSPI,422000,183253,78178277250,37462254952000,88773116,2025-06-27
097230,HJ중공업,KOSPI,KOSPI,7960,1790539,14283331015,662863276760,83274281,2025-06-27
195940,HK이노엔,KOSDAQ GLOBAL,KOSDAQ,42300,112950,4801956425,1198354389300,28329891,2025-06-27
014790,HL D&I,KOSPI,KOSPI,2715,34430,93190585,102786101715,37858601,2025-06-27
028300,HLB,KOSDAQ,KOSDAQ,47800,416896,19863407625,6282376227000,131430465,2025-06-27
003580,HLB글로벌,KOSPI,KOSPI,2670,50428,135552550,134345263260,50316578,2025-06-27
278650,HLB바이오스텝,KOSDAQ,KOSDAQ,1487,181234,269454144,129377236493,87005539,2025-06-27
343090,HLB사이언스,KONEX,KONEX,1050,9411,9829330,18733901550,17841811,2025-06-27
067630,HLB생명과학,KOSDAQ,KOSDAQ,4935,345590,1712241094,601660681230,121917058,2025-06-27
024850,HLB이노베이션,KOSDAQ,KOSDAQ,1802,159020,287237844,260036029646,144304123,2025-06-27
187420,HLB제넥스,KOSDAQ,KOSDAQ,3135,35025,108868818,91340990070,29135882,2025-06-27
047920,HLB제약,KOSDAQ,KOSDAQ,16860,104652,1764009555,552862262160,32791356,2025-06-27
115450,HLB테라퓨틱스,KOSDAQ,KOSDAQ,4775,1233513,5918769396,402871057050,84370902,2025-06-27
046210,HLB파나진,KOSDAQ,KOSDAQ,1990,59473,118413440,89601891240,45026076,2025-06-27
196300,HLB펩,KOSDAQ,KOSDAQ,8700,18184,156476130,80852562600,9293398,2025-06-27
204320,HL만도,KOSPI,KOSPI,32650,422790,13859057175,1533149968000,46957120,2025-06-27
060980,HL홀딩스,KOSPI,KOSPI,40600,11013,447304825,381797406200,9403877,2025-06-27
011200,HMM,KOSPI,KOSPI,22400,1562326,35307379150,22960884710400,1025039496,2025-06-27
403870,HPSP,KOSDAQ GLOBAL,KOSDAQ,28650,404789,11591779100,2392233973200,83498568,2025-06-27
036640,HRS,KOSDAQ,KOSDAQ,5440,129172,712519410,88970112000,16354800,2025-06-27
035000,HS애드,KOSPI,KOSPI,7690,16010,122510120,127403375210,16567409,2025-06-27
002460,HS화성,KOSPI,KOSPI,11200,5817,64582395,113680000000,10150000,2025-06-27
487570,HS효성,KOSPI,KOSPI,70000,145471,9860570750,260814890000,3725927,2025-06-27
298050,HS효성첨단소재,KOSPI,KOSPI,205500,15178,3174135500,920629314000,4479948,2025-06-27
442770,IBKS제21호스팩,KOSDAQ,KOSDAQ,2155,0,0,9072550000,4210000,2025-06-27
448760,IBKS제22호스팩,KOSDAQ,KOSDAQ,2275,0,0,10078250000,4430000,2025-06-27
467930,IBKS제23호스팩,KOSDAQ,KOSDAQ,2165,7044,15259155,9157950000,4230000,2025-06-27
469480,IBKS제24호스팩,KOSDAQ,KOSDAQ,2160,17719,38260470,9136800000,4230000,2025-06-27
003560,IHQ,KOSPI,KOSPI,10760,0,0,76220934800,7083730,2025-06-27
015360,INVENI,KOSPI,KOSPI,54400,6396,347404550,326400000000,6000000,2025-06-27
095340,ISC,KOSDAQ GLOBAL,KOSDAQ,59400,199594,11954762600,1259105245200,21197058,2025-06-27
175330,JB금융지주,KOSPI,KOSPI,20600,472036,9728952850,3994504223200,193907972,2025-06-27
950170,JTC,KOSDAQ,KOSDAQ,6480,1050316,6976442030,335316335040,51746348,2025-06-27
234080,JW생명과학,KOSPI,KOSPI,11850,53775,632834760,187639464900,15834554,2025-06-27
067290,JW신약,KOSDAQ,KOSDAQ,1621,129196,211014715,86522700246,53376126,2025-06-27
001060,JW중외제약,KOSPI,KOSPI,22300,48009,1072924850,519276239000,23285930,2025-06-27
001067,JW중외제약2우B,KOSPI,KOSPI,64800,15,972000,13606250400,209973,2025-06-27
001065,JW중외제약우,KOSPI,KOSPI,28950,276,7975550,9899481450,341951,2025-06-27
096760,JW홀딩스,KOSPI,KOSPI,3455,131238,454988399,255410674610,73924942,2025-06-27
035900,JYP Ent.,KOSDAQ GLOBAL,KOSDAQ,73700,211075,15451393750,2618744660400,35532492,2025-06-27
318000,KBG,KOSDAQ,KOSDAQ,4450,9821,43989015,38893992350,8740223,2025-06-27
024840,KBI메탈,KOSDAQ,KOSDAQ,1992,964748,1957458021,69539124408,34909199,2025-06-27
105560,KB금융,KOSPI,KOSPI,110600,1045704,115861647400,42189708591800,381462103,2025-06-27
415640,KB발해인프라,KOSPI,KOSPI,8100,67694,549458055,992618938800,122545548,2025-06-27
432320,KB스타리츠,KOSPI,KOSPI,3865,95495,367234503,391966211525,101414285,2025-06-27
024120,KB오토시스,KOSDAQ,KOSDAQ,3445,25677,88251033,39617500000,11500000,2025-06-27
455250,KB제25호스팩,KOSDAQ,KOSDAQ,2135,937,1988565,9191175000,4305000,2025-06-27
464680,KB제27호스팩,KOSDAQ,KOSDAQ,2025,40035,81264195,26132625000,12905000,2025-06-27
476470,KB제28호스팩,KOSDAQ,KOSDAQ,2195,0,0,12083475000,5505000,2025-06-27
478390,KB제29호스팩,KOSDAQ,KOSDAQ,2080,483,1005055,12937600000,6220000,2025-06-27
486630,KB제30호스팩,KOSDAQ,KOSDAQ,2075,9560,19788000,11018250000,5310000,2025-06-27
492220,KB제31호스팩,KOSDAQ,KOSDAQ,2000,0,0,12420000000,6210000,2025-06-27
002380,KCC,KOSPI,KOSPI,309500,26774,8255513250,2750362774500,8886471,2025-06-27
021320,KCC건설,KOSDAQ,KOSDAQ,5140,27096,138340020,109996000000,21400000,2025-06-27
