ticker,name,market,isu_cd,control_trade_id,control_trade_sequence,entry_signal_date,entry_signal_information_date,entry_execution_date,entry_open,identity_effective_from,identity_effective_to,v2_exit_reason,v2_exit_category,v2_exit_signal_date,v2_exit_execution_date,v2_exit_price,v2_terminal_return,v2_mfe,v2_mae,v2_holding_days,v2_trade_status,v2_loss_guard_triggered,v2_giveback,v3_entry_signal_date,v3_entry_execution_date,v3_entry_open,v3_exit_reason,v3_exit_signal_date,v3_exit_execution_date,v3_exit_price,v3_terminal_return,v3_strategy_path_mfe,v3_strategy_path_mae,v3_holding_days,v3_trade_status,v3_fast_state_at_exit,v3_soft_threshold,v3_hard_threshold,v3_exit_mfe_tier,v3_giveback,full_path_raw_mfe,full_path_mfe_cohort,entry_signal_date_match,entry_execution_date_match,entry_open_match,return_delta_v3_minus_v2,improved_worsened_same
051600,한전KPS,KOSPI,KR7051600005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_051600_KR7051600005_KOSPI_01,1,2021-04-16,2021-04-16,2021-04-19,35600.0,2010-01-04,2026-08-21,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,23.03,93.82,-16.85,1309,OPEN_AT_CUTOFF,False,70.79,2021-04-16,2021-04-19,35600.0,SOFT_EXIT,2021-06-18,2021-06-21,41900.0,17.7,42.7,-7.87,44,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,25.0,93.820225,WINNER_CAPABLE_GE_20,True,True,True,-5.33,worsened
051900,LG생활건강,KOSPI,KR7051900009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_051900_KR7051900009_KOSPI_01,1,2021-06-25,2021-06-25,2021-06-28,1757000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2021-07-26,2021-07-27,1489000.0,-15.25,1.54,-15.77,22,REALIZED,True,16.79,2021-06-25,2021-06-28,1757000.0,OPEN_AT_CUTOFF,,,,-82.19,1.54,-88.05,1261,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,83.73,1.53671,PRE_WINNER_LT_20,True,True,True,-66.94,worsened
052020,에스티큐브,KOSDAQ,KR7052020005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_052020_KR7052020005_KOSDAQ_01,1,2026-03-06,2026-03-06,2026-03-09,10760.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_WEAK,EXIT3,2026-07-31,2026-08-03,7070.0,-34.29,109.11,-44.14,101,REALIZED,False,143.4,2026-03-06,2026-03-09,10760.0,HARD_EXIT,2026-03-20,2026-03-23,13890.0,29.09,78.9,-6.13,11,REALIZED,SETUP,-15.0,-25.0,MFE_50_TO_100,49.81,109.107807,WINNER_CAPABLE_GE_20,True,True,True,63.38,improved
052690,한전기술,KOSPI,KR7052690005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_052690_KR7052690005_KOSPI_01,1,2021-04-02,2021-04-02,2021-04-05,26200.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_TRANSITION,EXIT3,2023-01-31,2023-02-01,65700.0,150.76,344.66,-1.91,453,REALIZED,False,193.9,2021-04-02,2021-04-05,26200.0,HARD_EXIT,2021-04-26,2021-04-27,37750.0,44.08,110.31,-1.91,17,REALIZED,EXTENDED,-20.0,-30.0,MFE_100_TO_200,66.23,655.725191,WINNER_CAPABLE_GE_20,True,True,True,-106.68,worsened
052690,한전기술,KOSPI,KR7052690005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_052690_KR7052690005_KOSPI_02,2,2023-03-10,2023-03-10,2023-03-13,71000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-10-19,2023-10-20,56000.0,-21.13,19.01,-21.13,150,REALIZED,True,40.14,2023-03-10,2023-03-13,71000.0,HARD_EXIT,2024-07-19,2024-07-22,73100.0,2.96,38.17,-26.76,335,REALIZED,TREND,-10.0,-20.0,MFE_20_TO_50,35.21,178.873239,WINNER_CAPABLE_GE_20,True,True,True,24.09,improved
053030,바이넥스,KOSDAQ,KR7053030003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053030_KR7053030003_KOSDAQ_01,1,2024-07-12,2024-07-12,2024-07-15,20450.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-08-05,2024-08-06,17380.0,-15.01,11.25,-24.06,17,REALIZED,True,26.26,2024-07-12,2024-07-15,20450.0,SOFT_EXIT,2024-09-06,2024-09-09,20300.0,-0.73,24.45,-24.06,40,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,25.18,33.496333,WINNER_CAPABLE_GE_20,True,True,True,14.28,improved
053030,바이넥스,KOSDAQ,KR7053030003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053030_KR7053030003_KOSDAQ_02,2,2024-08-16,2024-08-16,2024-08-19,23000.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2024-09-30,2024-10-02,23950.0,4.13,18.7,-16.61,29,REALIZED,False,14.57,2024-08-16,2024-08-19,23000.0,OPEN_AT_CUTOFF,,,,-71.0,18.7,-76.09,487,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,89.7,18.695652,PRE_WINNER_LT_20,True,True,True,-75.13,worsened
053210,스카이라이프,KOSPI,KR7053210001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053210_KR7053210001_KOSPI_01,1,2021-05-28,2021-05-28,2021-05-31,9770.0,2011-06-03,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-01-24,2022-01-25,8010.0,-18.01,22.82,-18.01,165,REALIZED,True,40.83,2021-05-28,2021-05-31,9770.0,SOFT_EXIT,2021-08-06,2021-08-09,10650.0,9.01,22.82,-0.41,51,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,13.81,22.824974,WINNER_CAPABLE_GE_20,True,True,True,27.02,improved
053610,프로텍,KOSDAQ,KR7053610002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053610_KR7053610002_KOSDAQ_01,1,2022-01-28,2022-01-28,2022-02-03,34000.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-03-02,2022-03-03,29150.0,-14.26,3.38,-17.21,20,REALIZED,True,17.64,2022-01-28,2022-02-03,34000.0,HARD_EXIT,2023-07-26,2023-07-27,48050.0,41.32,108.53,-42.35,348,REALIZED,EXTENDED,-20.0,-30.0,MFE_100_TO_200,67.21,199.705882,WINNER_CAPABLE_GE_20,True,True,True,55.58,improved
053610,프로텍,KOSDAQ,KR7053610002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053610_KR7053610002_KOSDAQ_02,2,2023-03-24,2023-03-24,2023-03-27,29700.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-04-25,2023-04-26,24350.0,-18.01,9.76,-18.52,23,REALIZED,True,27.77,2023-03-24,2023-03-27,29700.0,HARD_EXIT,2023-07-26,2023-07-27,48050.0,61.78,138.72,-24.58,85,REALIZED,EXTENDED,-20.0,-30.0,MFE_100_TO_200,76.94,243.097643,WINNER_CAPABLE_GE_20,True,True,True,79.79,improved
053800,안랩,KOSDAQ,KR7053800009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_053800_KR7053800009_KOSDAQ_01,1,2021-10-15,2021-10-15,2021-10-18,72800.0,2010-01-04,2026-08-21,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,-22.53,200.14,-30.36,1187,OPEN_AT_CUTOFF,False,222.67,2021-10-15,2021-10-18,72800.0,SOFT_EXIT,2022-01-14,2022-01-17,96300.0,32.28,76.51,-12.64,65,REALIZED,SETUP,-15.0,-25.0,MFE_50_TO_100,44.23,200.137363,WINNER_CAPABLE_GE_20,True,True,True,54.81,improved
054620,APS,KOSDAQ,KR7054620000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_054620_KR7054620000_KOSDAQ_01,1,2022-12-23,2022-12-23,2022-12-26,15450.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-01-13,2023-01-16,13000.0,-15.86,9.39,-18.12,15,REALIZED,True,25.25,2022-12-23,2022-12-26,15450.0,OPEN_AT_CUTOFF,,,,-75.83,9.39,-78.77,891,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,85.22,9.385113,PRE_WINNER_LT_20,True,True,True,-59.97,worsened
054950,제이브이엠,KOSDAQ,KR7054950001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_054950_KR7054950001_KOSDAQ_01,1,2025-05-30,2025-05-30,2025-06-02,25400.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-06-08,2026-06-09,21550.0,-15.16,35.83,-17.52,248,REALIZED,True,50.99,2025-05-30,2025-06-02,25400.0,SOFT_EXIT,2025-09-26,2025-09-29,30500.0,20.08,35.83,-5.91,83,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,15.75,35.826772,WINNER_CAPABLE_GE_20,True,True,True,35.24,improved
055550,신한지주,KOSPI,KR7055550008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_055550_KR7055550008_KOSPI_01,1,2021-04-09,2021-04-09,2021-04-12,37150.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_EARLY_TREND,EXIT3,2025-07-31,2025-08-01,66800.0,79.81,97.85,-12.79,1058,REALIZED,False,18.04,2021-04-09,2021-04-12,37150.0,SOFT_EXIT,2023-02-17,2023-02-20,38450.0,3.5,20.86,-12.52,461,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,17.36,204.979812,WINNER_CAPABLE_GE_20,True,True,True,-76.31,worsened
056190,SFA,KOSDAQ,KR7056190002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_056190_KR7056190002_KOSDAQ_01,1,2022-03-25,2022-03-25,2022-03-28,40500.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-08-17,2023-08-18,33250.0,-17.9,8.89,-17.9,348,REALIZED,True,26.79,2022-03-25,2022-03-28,40500.0,OPEN_AT_CUTOFF,,,,-41.48,8.89,-58.4,1078,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,50.37,8.888889,PRE_WINNER_LT_20,True,True,True,-23.58,worsened
057050,현대홈쇼핑,KOSPI,KR7057050007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_057050_KR7057050007_KOSPI_01,1,2021-05-28,2021-05-28,2021-05-31,93000.0,2010-09-13,2026-07-16,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2021-08-17,2021-08-18,77500.0,-16.67,2.47,-16.67,57,REALIZED,True,19.14,2021-05-28,2021-05-31,93000.0,OPEN_AT_CUTOFF,,,,-6.13,3.55,-56.88,1242,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,9.68,3.548387,PRE_WINNER_LT_20,True,True,True,10.54,improved
057050,현대홈쇼핑,KOSPI,KR7057050007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_057050_KR7057050007_KOSPI_02,2,2024-04-12,2024-04-12,2024-04-15,59800.0,2010-09-13,2026-07-16,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-06-13,2024-06-14,50700.0,-15.22,1.51,-16.81,41,REALIZED,True,16.73,2024-04-12,2024-04-15,59800.0,SOFT_EXIT,2026-03-06,2026-03-09,75900.0,26.92,61.04,-28.43,459,REALIZED,SETUP,-15.0,-25.0,MFE_50_TO_100,34.12,61.036789,WINNER_CAPABLE_GE_20,True,True,True,42.14,improved
057050,현대홈쇼핑,KOSPI,KR7057050007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_057050_KR7057050007_KOSPI_03,3,2025-02-21,2025-02-21,2025-02-24,52000.0,2010-09-13,2026-07-16,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,67.88,85.19,-14.81,326,OPEN_AT_CUTOFF,False,17.31,2025-02-21,2025-02-24,52000.0,SOFT_EXIT,2026-03-06,2026-03-09,75900.0,45.96,85.19,-14.81,252,REALIZED,SETUP,-15.0,-25.0,MFE_50_TO_100,39.23,85.192308,WINNER_CAPABLE_GE_20,True,True,True,-21.92,worsened
058470,리노공업,KOSDAQ,KR7058470006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058470_KR7058470006_KOSDAQ_01,1,2022-12-02,2022-12-02,2022-12-05,34779.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-03-08,2023-03-09,28312.0,-18.59,3.05,-21.53,65,REALIZED,True,21.64,2022-12-02,2022-12-05,34779.0,SOFT_EXIT,2023-12-22,2023-12-26,39445.0,13.42,28.96,-37.13,261,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,15.54,270.913482,WINNER_CAPABLE_GE_20,True,True,True,32.01,improved
058470,리노공업,KOSDAQ,KR7058470006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058470_KR7058470006_KOSDAQ_02,2,2024-01-05,2024-01-05,2024-01-08,40846.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2024-05-31,2024-06-03,53662.0,31.38,51.47,-7.89,99,REALIZED,False,20.09,2024-01-05,2024-01-08,40846.0,SOFT_EXIT,2024-06-21,2024-06-24,48655.0,19.12,51.47,-7.89,113,REALIZED,SETUP,-15.0,-25.0,MFE_50_TO_100,32.35,215.820399,WINNER_CAPABLE_GE_20,True,True,True,-12.26,worsened
058470,리노공업,KOSDAQ,KR7058470006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058470_KR7058470006_KOSDAQ_03,3,2025-10-17,2025-10-17,2025-10-20,56900.0,2010-01-04,2026-08-21,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,15.47,126.71,-6.68,207,OPEN_AT_CUTOFF,False,111.24,2025-10-17,2025-10-20,56900.0,HARD_EXIT,2026-06-08,2026-06-09,87500.0,53.78,126.71,-6.68,156,REALIZED,EXTENDED,-20.0,-30.0,MFE_100_TO_200,72.93,126.713533,WINNER_CAPABLE_GE_20,True,True,True,38.31,improved
058610,에스피지,KOSDAQ,KR7058610007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058610_KR7058610007_KOSDAQ_01,1,2025-01-31,2025-01-31,2025-02-03,30500.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-02-28,2025-03-04,25700.0,-15.74,17.05,-15.74,21,REALIZED,True,32.79,2025-01-31,2025-02-03,30500.0,SOFT_EXIT,2025-11-07,2025-11-10,31550.0,3.44,22.13,-37.28,189,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,18.69,443.278689,WINNER_CAPABLE_GE_20,True,True,True,19.18,improved
058610,에스피지,KOSDAQ,KR7058610007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058610_KR7058610007_KOSDAQ_02,2,2025-10-24,2025-10-24,2025-10-27,31550.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-01-31,2026-02-02,150000.0,375.44,425.2,-7.45,68,REALIZED,False,49.76,2025-10-24,2025-10-27,31550.0,HARD_EXIT,2026-06-08,2026-06-09,97800.0,209.98,425.2,-7.45,151,REALIZED,EXTENDED,-30.0,-40.0,MFE_400_PLUS,215.22,425.198098,WINNER_CAPABLE_GE_20,True,True,True,-165.46,worsened
058650,세아홀딩스,KOSPI,KR7058650003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058650_KR7058650003_KOSPI_01,1,2021-04-30,2021-04-30,2021-05-03,98800.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-05-31,2026-06-01,155500.0,57.39,87.04,-10.32,1243,REALIZED,False,29.65,2021-04-30,2021-05-03,98800.0,SOFT_EXIT,2021-05-14,2021-05-17,111500.0,12.85,30.57,-1.32,10,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,17.72,87.044534,WINNER_CAPABLE_GE_20,True,True,True,-44.54,worsened
058970,엠로,KOSDAQ,KR7058970005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_058970_KR7058970005_KOSDAQ_01,1,2025-02-07,2025-02-07,2025-02-10,80100.0,2021-08-13,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-02-26,2025-02-27,67500.0,-15.73,0.37,-16.73,14,REALIZED,True,16.1,2025-02-07,2025-02-10,80100.0,OPEN_AT_CUTOFF,,,,-80.54,0.37,-85.14,375,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,80.91,0.374532,PRE_WINNER_LT_20,True,True,True,-64.81,worsened
059090,미코,KOSDAQ,KR7059090001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_059090_KR7059090001_KOSDAQ_01,1,2024-03-29,2024-03-29,2024-04-01,13420.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-04-08,2024-04-09,11550.0,-13.93,2.68,-15.72,7,REALIZED,True,16.61,2024-03-29,2024-04-01,13420.0,SOFT_EXIT,2024-06-07,2024-06-10,15870.0,18.26,35.99,-27.35,46,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,17.73,117.958271,WINNER_CAPABLE_GE_20,True,True,True,32.19,improved
059090,미코,KOSDAQ,KR7059090001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_059090_KR7059090001_KOSDAQ_02,2,2024-05-17,2024-05-17,2024-05-20,14300.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_WEAK,EXIT3,2024-11-30,2024-12-02,7940.0,-44.48,38.88,-48.46,133,REALIZED,False,83.36,2024-05-17,2024-05-20,14300.0,SOFT_EXIT,2024-06-07,2024-06-10,15870.0,10.98,27.62,-1.19,15,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,16.64,104.545455,WINNER_CAPABLE_GE_20,True,True,True,55.46,improved
059090,미코,KOSDAQ,KR7059090001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_059090_KR7059090001_KOSDAQ_03,3,2025-05-09,2025-05-09,2025-05-12,11110.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-04-30,2026-05-04,23900.0,115.12,127.27,-2.34,240,REALIZED,False,12.15,2025-05-09,2025-05-12,11110.0,SOFT_EXIT,2025-05-30,2025-06-02,12910.0,16.2,34.56,-2.34,16,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,18.36,163.276328,WINNER_CAPABLE_GE_20,True,True,True,-98.92,worsened
060720,KH바텍,KOSDAQ,KR7060720000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_060720_KR7060720000_KOSDAQ_01,1,2021-06-04,2021-06-04,2021-06-07,21850.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-05-12,2022-05-13,18500.0,-15.33,46.22,-15.79,232,REALIZED,True,61.55,2021-06-04,2021-06-07,21850.0,SOFT_EXIT,2021-09-17,2021-09-23,25400.0,16.25,46.22,-8.92,75,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,29.97,46.224256,WINNER_CAPABLE_GE_20,True,True,True,31.58,improved
060720,KH바텍,KOSDAQ,KR7060720000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_060720_KR7060720000_KOSDAQ_02,2,2023-03-31,2023-03-31,2023-04-03,18530.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-08-16,2023-08-17,14800.0,-20.13,20.35,-20.13,94,REALIZED,True,40.48,2023-03-31,2023-04-03,18530.0,SOFT_EXIT,2023-07-14,2023-07-17,19900.0,7.39,20.35,-7.83,72,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,12.96,20.345386,WINNER_CAPABLE_GE_20,True,True,True,27.52,improved
060980,HL홀딩스,KOSPI,KR7060980000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_060980_KR7060980000_KOSPI_01,1,2021-09-17,2021-09-17,2021-09-23,56700.0,2010-05-19,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2021-11-30,2021-12-01,43400.0,-23.46,1.59,-23.54,48,REALIZED,False,25.05,2021-09-17,2021-09-23,56700.0,OPEN_AT_CUTOFF,,,,-31.83,1.59,-49.21,1202,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,33.42,1.587302,PRE_WINNER_LT_20,True,True,True,-8.37,worsened
060980,HL홀딩스,KOSPI,KR7060980000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_060980_KR7060980000_KOSPI_02,2,2023-06-30,2023-06-30,2023-07-03,37000.0,2010-05-19,2026-08-21,NO_PROGRESSED_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,4.46,47.84,-15.27,764,OPEN_AT_CUTOFF,False,43.38,2023-06-30,2023-07-03,37000.0,SOFT_EXIT,2025-12-12,2025-12-15,48350.0,30.68,47.84,-15.27,598,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,17.16,47.837838,WINNER_CAPABLE_GE_20,True,True,True,26.22,improved
064350,현대로템,KOSPI,KR7064350002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064350_KR7064350002_KOSPI_01,1,2021-06-11,2021-06-11,2021-06-14,25150.0,2013-10-30,2026-08-21,EXIT3_PROGRESSED_TO_TRANSITION,EXIT3,2022-03-31,2022-04-01,20250.0,-19.48,9.34,-29.82,198,REALIZED,False,28.82,2021-06-11,2021-06-14,25150.0,SOFT_EXIT,2022-09-16,2022-09-19,28200.0,12.13,30.62,-29.82,313,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,18.49,1021.272366,WINNER_CAPABLE_GE_20,True,True,True,31.61,improved
064350,현대로템,KOSPI,KR7064350002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064350_KR7064350002_KOSPI_02,2,2022-07-22,2022-07-22,2022-07-25,24450.0,2013-10-30,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2023-09-30,2023-10-04,27550.0,12.68,64.62,-5.73,295,REALIZED,False,51.94,2022-07-22,2022-07-25,24450.0,SOFT_EXIT,2022-09-16,2022-09-19,28200.0,15.34,34.36,-1.64,38,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,19.02,1053.374233,WINNER_CAPABLE_GE_20,True,True,True,2.66,improved
064350,현대로템,KOSPI,KR7064350002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064350_KR7064350002_KOSPI_03,3,2024-02-23,2024-02-23,2024-02-26,32850.0,2013-10-30,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2024-10-31,2024-11-01,61800.0,88.13,107.0,-8.98,167,REALIZED,False,18.87,2024-02-23,2024-02-26,32850.0,SOFT_EXIT,2024-05-31,2024-06-03,36250.0,10.35,32.27,-8.98,66,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,21.92,758.447489,WINNER_CAPABLE_GE_20,True,True,True,-77.78,worsened
064760,티씨케이,KOSDAQ,KR7064760002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064760_KR7064760002_KOSDAQ_01,1,2024-04-12,2024-04-12,2024-04-15,129500.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-05-24,2024-05-27,109100.0,-15.75,8.88,-16.22,28,REALIZED,True,24.63,2024-04-12,2024-04-15,129500.0,SOFT_EXIT,2025-11-07,2025-11-10,154100.0,19.0,53.28,-48.65,381,REALIZED,SETUP,-15.0,-25.0,MFE_50_TO_100,34.28,169.111969,WINNER_CAPABLE_GE_20,True,True,True,34.75,improved
064760,티씨케이,KOSDAQ,KR7064760002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064760_KR7064760002_KOSDAQ_02,2,2024-06-14,2024-06-14,2024-06-17,141300.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-07-19,2024-07-22,119900.0,-15.15,3.26,-17.91,26,REALIZED,True,18.41,2024-06-14,2024-06-17,141300.0,HARD_EXIT,2025-11-05,2025-11-06,162000.0,14.65,40.48,-52.94,338,REALIZED,EXTENDED,-10.0,-20.0,MFE_20_TO_50,25.83,146.638358,WINNER_CAPABLE_GE_20,True,True,True,29.8,improved
064760,티씨케이,KOSDAQ,KR7064760002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064760_KR7064760002_KOSDAQ_03,3,2025-06-20,2025-06-20,2025-06-23,100300.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-01-31,2026-02-02,221000.0,120.34,147.76,-9.87,152,REALIZED,False,27.42,2025-06-20,2025-06-23,100300.0,SOFT_EXIT,2025-11-07,2025-11-10,154100.0,53.64,97.91,-9.87,95,REALIZED,SETUP,-15.0,-25.0,MFE_50_TO_100,44.27,247.457627,WINNER_CAPABLE_GE_20,True,True,True,-66.7,worsened
064960,SNT모티브,KOSPI,KR7064960008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064960_KR7064960008_KOSPI_01,1,2024-06-28,2024-06-28,2024-07-01,27438.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-08-05,2024-08-06,21790.0,-20.58,1.01,-20.68,27,REALIZED,True,21.59,2024-06-28,2024-07-01,27438.0,SOFT_EXIT,2025-08-01,2025-08-04,31000.0,12.98,34.49,-21.39,265,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,21.51,48.698885,WINNER_CAPABLE_GE_20,True,True,True,33.56,improved
064960,SNT모티브,KOSPI,KR7064960008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_064960_KR7064960008_KOSPI_02,2,2024-08-30,2024-08-30,2024-09-02,25124.0,2010-01-04,2026-08-21,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,3.88,62.39,-14.15,476,OPEN_AT_CUTOFF,False,58.51,2024-08-30,2024-09-02,25124.0,SOFT_EXIT,2025-08-01,2025-08-04,31000.0,23.39,46.87,-14.15,221,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,23.48,62.394523,WINNER_CAPABLE_GE_20,True,True,True,19.51,improved
065660,안트로젠,KOSDAQ,KR7065660003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_065660_KR7065660003_KOSDAQ_01,1,2021-07-30,2021-07-30,2021-08-02,77100.0,2016-02-15,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2021-10-08,2021-10-12,65100.0,-15.56,31.65,-16.6,46,REALIZED,True,47.21,2021-07-30,2021-08-02,77100.0,SOFT_EXIT,2021-08-13,2021-08-17,90000.0,16.73,31.65,-1.04,11,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,14.92,31.647211,WINNER_CAPABLE_GE_20,True,True,True,32.29,improved
