case_type,rank,ticker,name,market,isu_cd,control_trade_id,control_trade_sequence,identity_effective_from,identity_effective_to,entry_signal_date,entry_execution_date,entry_open,v2_exit_category,v2_terminal_return,v2_mfe,v2_mae,v2_holding_days,v2_giveback,v3_exit_reason,v3_terminal_return,v3_strategy_path_mfe,v3_strategy_path_mae,v3_holding_days,v3_giveback,full_path_raw_mfe,full_path_mfe_cohort,return_delta_v3_minus_v2
V3_SOFT_EXIT,9,025540,한국단자,KOSPI,KR7025540006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_025540_KR7025540006_KOSPI_02,2,2010-01-04,2026-08-21,2025-12-26,2025-12-29,68700.0,LOSS_GUARD,-17.32,36.83,-19.36,157,54.15,SOFT_EXIT,-1.02,21.4,-3.93,45,22.42,36.826783,WINNER_CAPABLE_GE_20,16.3
V3_SOFT_EXIT,10,033640,네패스,KOSDAQ,KR7033640004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_033640_KR7033640004_KOSDAQ_01,1,2010-01-04,2026-08-21,2025-10-31,2025-11-03,17430.0,OPEN_AT_CUTOFF,4.53,136.09,-34.6,197,131.56,SOFT_EXIT,-0.92,23.35,-22.2,99,24.27,136.087206,WINNER_CAPABLE_GE_20,-5.45
V3_HARD_EXIT,1,104460,디와이피엔에프,KOSDAQ,KR7104460001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_104460_KR7104460001_KOSDAQ_01,1,2010-01-04,2026-08-21,2022-12-02,2022-12-05,40800.0,LOSS_GUARD,-42.65,25.25,-42.65,110,67.9,HARD_EXIT,-42.65,25.25,-42.65,110,67.9,25.245098,WINNER_CAPABLE_GE_20,0.0
V3_HARD_EXIT,2,126340,비나텍,KOSDAQ,KR7126340009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_126340_KR7126340009_KOSDAQ_01,1,2020-09-23,2026-08-21,2024-05-17,2024-05-20,51201.0,LOSS_GUARD,-16.85,11.78,-17.39,35,28.63,HARD_EXIT,-13.75,21.65,-60.15,333,35.4,299.406262,WINNER_CAPABLE_GE_20,3.1
V3_HARD_EXIT,3,004560,현대비앤지스틸,KOSPI,KR7004560009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_004560_KR7004560009_KOSPI_01,1,2010-01-04,2026-08-21,2024-03-15,2024-03-18,20850.0,EXIT4,-31.99,11.03,-41.49,115,43.02,HARD_EXIT,-11.27,22.3,-52.57,475,33.57,22.302158,WINNER_CAPABLE_GE_20,20.72
V3_HARD_EXIT,4,265520,AP시스템,KOSDAQ,KR7265520007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_265520_KR7265520007_KOSDAQ_01,1,2017-04-07,2026-08-21,2021-04-02,2021-04-05,29800.0,LOSS_GUARD,-15.27,14.77,-16.78,123,30.04,HARD_EXIT,-8.89,21.81,-47.32,766,30.7,21.812081,WINNER_CAPABLE_GE_20,6.38
V3_HARD_EXIT,5,101360,에코앤드림,KOSDAQ,KR7101360006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_101360_KR7101360006_KOSDAQ_01,1,2020-07-30,2026-08-21,2024-02-23,2024-02-26,51945.0,OPEN_AT_CUTOFF,-85.89,37.25,-90.65,605,123.14,HARD_EXIT,-8.7,37.25,-12.06,10,45.95,37.252864,WINNER_CAPABLE_GE_20,77.19
V3_HARD_EXIT,6,002990,금호건설,KOSPI,KR7002990000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002990_KR7002990000_KOSPI_01,1,2010-01-04,2026-08-21,2021-06-04,2021-06-07,12500.0,EXIT4,-4.0,14.8,-81.56,1241,18.8,HARD_EXIT,-8.48,51.2,-81.56,1243,59.68,55.04,WINNER_CAPABLE_GE_20,-4.48
V3_HARD_EXIT,7,181710,NHN,KOSPI,KR7181710005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_181710_KR7181710005_KOSPI_02,2,2013-08-29,2026-08-21,2021-11-12,2021-11-15,48981.0,LOSS_GUARD,-16.91,7.56,-17.01,38,24.47,HARD_EXIT,-8.03,32.5,-68.33,1114,40.53,59.653743,WINNER_CAPABLE_GE_20,8.88
V3_HARD_EXIT,8,003090,대웅,KOSPI,KR7003090008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003090_KR7003090008_KOSPI_02,2,2010-01-04,2026-08-21,2025-05-30,2025-06-02,25000.0,LOSS_GUARD,-14.6,15.4,-15.6,58,30.0,HARD_EXIT,-8.0,22.4,-16.6,184,30.4,22.4,WINNER_CAPABLE_GE_20,6.6
V3_HARD_EXIT,9,004020,현대제철,KOSPI,KR7004020004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_004020_KR7004020004_KOSPI_02,2,2010-01-04,2026-08-21,2026-02-20,2026-02-23,39150.0,EXIT4,-26.44,28.74,-34.61,88,55.18,HARD_EXIT,-6.77,28.74,-14.18,8,35.51,28.735632,WINNER_CAPABLE_GE_20,19.67
V3_HARD_EXIT,10,090460,비에이치,KOSDAQ,KR7090460007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_090460_KR7090460007_KOSDAQ_03,3,2010-01-04,2023-06-19,2022-04-15,2022-04-18,27600.0,LOSS_GUARD,-15.4,6.52,-15.58,46,21.92,HARD_EXIT,-6.34,22.83,-17.03,114,29.17,22.826087,WINNER_CAPABLE_GE_20,9.06
